Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Egress solar occultation observation number,Merged Occultation (YES = 1; NO = 0),Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km (UTC),Latitude probed @ limb height 250 km (deg),Longitude probed @ limb height 250 km (deg),Limb Height 0 km (UTC),Latitude probed @ limb height 0 km (deg),Longitude probed @ limb height 0 km (deg),Limb Height 50 km: switch SCI1 to SCI2 (UTC),Beta angle (deg),Eclipse duration (Umbra end - Umbra start) (s),Local Solar Time (LST): TGO2SUN vector surface intercept point @ limb height 0 km (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
1,1,1,0,7,19276,0,0,0,1,0,2022 MAR 20 02:42:42,2022 MAR 20 02:57:07,2022 MAR 20 02:42:52,2022 MAR 20 02:57:07,N/A,N/A,2022 MAR 20 02:52:52,2022 MAR 20 02:57:07,2022 MAR 20 02:56:37,75.8319,47.1207,2022 MAR 20 02:53:22,77.0131,49.0058,2022 MAR 20 02:53:56,5.8153,2472,7.6503,193.5286,25.623,N/A,46.1912,71.6804,10,640,674,30,30,855,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,255,300,948,1400002C000A028002A21E1E03570301000D000D00000000000000000000000000000000026200FF012C03B4
1,1,2,0,9,19278,0,0,0,1,0,2022 MAR 20 06:38:29,2022 MAR 20 06:52:55,2022 MAR 20 06:38:39,2022 MAR 20 06:52:55,N/A,N/A,2022 MAR 20 06:48:39,2022 MAR 20 06:52:55,2022 MAR 20 06:52:25,75.8762,-9.9911,2022 MAR 20 06:49:09,77.2859,-9.2499,2022 MAR 20 06:49:43,6.2696,2472,7.5911,193.6244,25.7177,N/A,46.3723,71.9556,10,640,674,30,30,856,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,256,300,695,1400002C000A028002A21E1E03580301000D000D0000000000000000000000000000000002620100012C02B7
1,1,3,0,11,19280,0,0,0,1,0,2022 MAR 20 10:34:21,2022 MAR 20 10:48:47,2022 MAR 20 10:34:31,2022 MAR 20 10:48:47,N/A,N/A,2022 MAR 20 10:44:31,2022 MAR 20 10:48:47,2022 MAR 20 10:48:17,75.8835,-67.187,2022 MAR 20 10:45:01,77.5066,-67.5516,2022 MAR 20 10:45:35,6.7365,2471,7.53,193.7204,25.7177,N/A,46.3723,71.9556,10,640,674,30,30,856,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,256,300,695,1400002C000A028002A21E1E03580301000D000D0000000000000000000000000000000002620100012C02B7
1,1,4,0,16,19285,0,0,0,1,0,2022 MAR 20 20:23:57,2022 MAR 20 20:38:24,2022 MAR 20 20:24:07,2022 MAR 20 20:38:24,N/A,N/A,2022 MAR 20 20:34:07,2022 MAR 20 20:38:24,2022 MAR 20 20:37:54,76.0502,150.1282,2022 MAR 20 20:34:37,78.2206,146.6541,2022 MAR 20 20:35:12,7.8913,2467,7.3739,193.9602,25.8123,N/A,46.5535,72.2309,10,640,675,30,30,857,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,257,300,698,1400002C000A028002A31E1E03590301000D000D0000000000000000000000000000000002620101012C02BA
1,1,5,0,24,19293,0,0,0,1,0,2022 MAR 21 12:07:27,2022 MAR 21 12:21:55,2022 MAR 21 12:07:37,2022 MAR 21 12:21:55,N/A,N/A,2022 MAR 21 12:17:37,2022 MAR 21 12:21:55,2022 MAR 21 12:21:25,76.2339,-78.324,2022 MAR 21 12:18:07,78.6953,-79.9047,2022 MAR 21 12:18:42,9.7721,2462,7.5736,194.3444,25.907,N/A,46.7346,72.5061,10,640,675,30,30,858,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,258,300,700,1400002C000A028002A31E1E035A0301000D000D0000000000000000000000000000000002620102012C02BC
1,1,6,0,28,19297,0,0,0,1,0,2022 MAR 21 19:59:07,2022 MAR 21 20:13:36,2022 MAR 21 19:59:17,2022 MAR 21 20:13:36,N/A,N/A,2022 MAR 21 20:09:17,2022 MAR 21 20:13:36,2022 MAR 21 20:13:06,76.3703,167.581,2022 MAR 21 20:09:47,78.9788,166.9738,2022 MAR 21 20:10:22,10.6999,2459,7.6828,194.5366,26.0016,N/A,46.9157,72.7813,10,640,675,30,30,859,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,259,300,702,1400002C000A028002A31E1E035B0301000D000D0000000000000000000000000000000002620103012C02BE
1,1,7,0,30,19299,0,0,0,1,0,2022 MAR 21 23:55:04,2022 MAR 22 00:09:33,2022 MAR 21 23:55:14,2022 MAR 22 00:09:33,N/A,N/A,2022 MAR 22 00:05:14,2022 MAR 22 00:09:33,2022 MAR 22 00:09:03,76.3444,110.3053,2022 MAR 22 00:05:44,78.8718,111.6314,2022 MAR 22 00:06:19,11.1584,2457,7.8203,194.6328,26.0016,N/A,46.9157,72.7813,10,640,675,30,30,859,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,259,300,702,1400002C000A028002A31E1E035B0301000D000D0000000000000000000000000000000002620103012C02BE
1,1,8,0,36,19305,0,0,0,1,0,2022 MAR 22 11:42:35,2022 MAR 22 11:57:05,2022 MAR 22 11:42:45,2022 MAR 22 11:57:05,N/A,N/A,2022 MAR 22 11:52:45,2022 MAR 22 11:57:05,2022 MAR 22 11:56:35,76.4992,-60.9197,2022 MAR 22 11:53:15,79.4592,-60.3383,2022 MAR 22 11:53:50,12.5635,2452,7.8317,194.9213,26.0962,N/A,47.0969,73.0566,10,640,675,30,30,860,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,260,300,704,1400002C000A028002A31E1E035C0301000D000D0000000000000000000000000000000002620104012C02C0
1,1,9,0,41,19310,0,0,0,1,0,2022 MAR 22 21:32:11,2022 MAR 22 21:46:43,2022 MAR 22 21:32:21,2022 MAR 22 21:46:43,N/A,N/A,2022 MAR 22 21:42:21,2022 MAR 22 21:46:43,2022 MAR 22 21:46:13,76.5879,156.3135,2022 MAR 22 21:42:51,79.8346,157.1924,2022 MAR 22 21:43:27,13.7092,2446,7.8972,195.1619,26.2855,N/A,47.4592,73.6071,10,640,676,30,30,862,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,262,300,709,1400002C000A028002A41E1E035E0301000D000D0000000000000000000000000000000002620106012C02C5
1,1,10,0,43,19312,0,0,0,1,0,2022 MAR 23 01:28:08,2022 MAR 23 01:42:40,2022 MAR 23 01:28:18,2022 MAR 23 01:42:40,N/A,N/A,2022 MAR 23 01:38:18,2022 MAR 23 01:42:40,2022 MAR 23 01:42:10,76.608,99.15,2022 MAR 23 01:38:48,79.919,100.5724,2022 MAR 23 01:39:24,14.183,2444,7.9494,195.2582,26.2855,N/A,47.4592,73.6071,10,640,676,30,30,862,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,262,300,709,1400002C000A028002A41E1E035E0301000D000D0000000000000000000000000000000002620106012C02C5
