MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2026 OCT 24 12:39:00,-73.9259,10.5343,253.1341,15.2106,84.3826,2.04e-14,84.3826,2026 OCT 24 12:36:00,-74.4671,13.01,379.1179,15.3269,85.0884,0.36975,85.1239
2026 OCT 24 18:15:00,-75.9656,-69.5326,250.3301,15.3242,86.0842,2.3386e-14,86.0842,2026 OCT 24 18:30:00,-73.9939,-71.1215,381.7223,15.4617,85.263,0.37761,85.3004
2026 NOV 01 11:24:00,-69.7536,104.031,251.2648,15.1356,82.8826,1.5923e-14,82.8826,2026 NOV 01 11:15:00,-70.9172,103.126,379.6745,14.9292,82.953,0.37978,82.9508
2026 NOV 03 00:48:00,-69.1074,-82.192,250.1269,15.1292,82.7169,1.9671e-14,82.7169,2026 NOV 03 00:36:00,-69.3408,-81.9194,380.8312,14.9528,82.2117,0.39109,82.2003
2026 NOV 04 17:57:00,-65.9108,35.9298,251.319,15.0631,80.5878,2.7406e-14,80.5878,2026 NOV 04 17:54:00,-64.5759,40.1191,378.4092,15.2936,80.7677,0.4352,80.7463
2026 NOV 08 08:00:00,-58.8224,-141.819,252.2963,14.9819,75.9534,4.0731e-14,75.9534,2026 NOV 08 08:24:00,-58.8822,-146.2958,379.3538,15.0728,76.5052,0.45776,76.45
2026 NOV 09 15:48:00,-56.4453,113.5861,251.8255,14.9658,74.4526,1.1468e-14,74.4526,2026 NOV 09 15:51:00,-57.7137,111.3187,379.7796,14.8633,74.7544,1.3736,75.8807
2026 NOV 09 19:33:00,-54.0386,58.5313,250.6761,14.9461,72.699,4.498e-15,72.699,2026 NOV 09 19:48:00,-54.4403,56.4519,378.4025,15.0508,73.6397,0.47629,73.572
2026 NOV 11 03:21:00,-51.7955,-46.113,251.7081,14.9269,71.2571,5.0087e-14,71.2571,2026 NOV 11 03:15:00,-53.0774,-45.7402,381.0229,14.8544,71.6769,0.47234,71.5955
2026 NOV 11 07:06:00,-49.6128,-101.0158,250.2724,14.9175,69.7218,1.1201e-13,69.7218,2026 NOV 11 07:12:00,-49.7151,-101.5232,379.0504,14.9808,70.2416,0.48805,70.1648
2026 NOV 11 10:51:00,-47.4505,-156.0984,252.5931,14.8958,68.1187,7.1403e-14,68.1187,2026 NOV 11 11:09:00,-45.9624,-157.9739,380.8329,15.0628,68.4134,3.2556,71.3042
2026 NOV 11 14:36:00,-45.7449,148.9596,252.0808,14.8836,66.8961,7.6134e-14,66.8961,2026 NOV 11 15:06:00,-42.5736,144.9064,380.2292,15.1,66.5966,7.3084,73.3365
2026 NOV 12 14:54:00,-47.329,154.3695,252.0046,14.9,68.2597,2.6228e-14,68.2597,2026 NOV 12 14:39:00,-48.0332,155.7594,380.0172,14.7494,67.6605,3.5368,70.7229
2026 NOV 12 18:39:00,-45.3964,99.5587,252.6187,14.8967,66.9504,4.0855e-14,66.9504,2026 NOV 12 18:36:00,-44.9833,99.8975,379.0502,14.8706,66.4689,0.49128,66.3876
2026 NOV 12 22:24:00,-43.0377,44.5775,252.8288,14.8819,65.2756,3.1806e-14,65.2756,2026 NOV 12 22:33:00,-41.2574,43.7161,378.46,14.9706,64.8497,0.70009,64.1606
2026 NOV 13 02:09:00,-41.2658,-10.3715,254.6577,14.8692,64.0171,3.3206e-14,64.0171,2026 NOV 13 02:30:00,-37.8833,-13.1702,381.4557,15.0233,63.2172,0.4965,63.1602
2026 NOV 13 05:54:00,-39.382,-65.2384,252.6008,14.8619,62.7388,5.5909e-14,62.7388,2026 NOV 13 06:27:00,-34.5268,-70.0064,380.9736,15.0794,61.754,0.49339,61.716
2026 NOV 14 04:12:00,-66.0029,-27.042,253.242,15.1172,82.6096,3.1526e-14,82.6096,2026 NOV 14 03:54:00,-66.1505,-24.3026,381.0523,15.0078,82.2377,62.2096,37.6832
2026 NOV 14 04:15:00,-56.2777,-29.7497,253.2755,14.9856,75.2366,2.1097e-14,75.2366,2026 NOV 14 03:57:00,-56.8177,-25.1534,380.8366,14.9997,75.6923,53.4002,35.3291
2026 NOV 14 08:06:00,-34.7483,-88.0362,253.0494,14.8475,59.781,1.2728e-14,59.781,2026 NOV 14 08:00:00,-33.7889,-86.1211,380.3637,14.8781,59.4692,1.6443,60.903
2026 NOV 14 11:51:00,-32.445,-142.9512,255.0631,14.8372,58.2547,4.2195e-14,58.2547,2026 NOV 14 11:57:00,-30.1474,-142.4884,381.7781,14.9653,58.1797,2.1471,56.1195
2026 NOV 14 15:36:00,-30.5862,162.1283,254.8837,14.8264,57.0207,2.0365e-14,57.0207,2026 NOV 14 15:54:00,-26.6898,160.133,382.3559,14.9856,56.4485,0.46309,56.4464
2026 NOV 15 17:48:00,-26.1191,139.3989,255.9055,14.8167,54.3906,4.498e-14,54.3906,2026 NOV 15 17:27:00,-26.0997,143.8822,381.7561,14.7747,53.92,2.0104,55.7196
2026 NOV 15 21:33:00,-24.026,84.5977,255.7348,14.8139,53.1775,3.3206e-14,53.1775,2026 NOV 15 21:24:00,-22.6868,86.6294,381.077,14.8033,52.306,3.7898,55.6896
2026 NOV 16 01:18:00,-21.7163,29.7031,257.7129,14.8047,51.8087,1.1018e-14,51.8087,2026 NOV 16 01:21:00,-18.9429,29.9608,383.03,14.8706,51.139,0.41839,51.1823
2026 NOV 16 05:03:00,-20.0081,-25.1463,258.2542,14.7989,50.8362,5.1087e-14,50.8362,2026 NOV 16 05:18:00,-15.6619,-27.2414,385.2881,14.9025,49.9593,0.61136,49.3556
2026 NOV 17 09:09:00,-9.9487,-75.8734,260.8218,14.7722,45.8243,2.1217e-14,45.8243,2026 NOV 17 08:51:00,-8.8228,-71.7164,387.0744,14.7572,45.1632,5.1384,50.1143
2026 NOV 17 12:54:00,-7.692,-130.7171,262.8541,14.7664,44.8599,5.8733e-14,44.8599,2026 NOV 17 12:48:00,-5.1154,-128.6947,388.88,14.8039,44.4554,3.2625,47.6382
2026 NOV 17 16:39:00,-5.7786,174.4227,264.6013,14.7597,44.0728,1.3329e-14,44.0728,2026 NOV 17 16:42:00,-10.5328,172.6024,386.8998,14.6869,44.9581,1.8562,46.7202
2026 NOV 17 16:39:00,-5.7786,174.4227,264.6013,14.7597,44.0728,1.3329e-14,44.0728,2026 NOV 17 16:45:00,-1.6653,174.2091,390.6954,14.8428,43.9591,1.1955,45.1311
2026 NOV 17 18:30:00,-9.7474,147.6015,262.465,14.7725,45.7772,5.4069e-14,45.7772,2026 NOV 17 18:39:00,-13.3797,143.1475,384.9848,14.6217,45.4245,1.6942,46.9202
2026 NOV 17 20:24:00,-4.0481,119.6158,265.055,14.7567,43.4492,3.381e-14,43.4492,2026 NOV 17 20:39:00,-7.1908,114.8384,386.2428,14.6814,43.5192,6.2611,49.6008
2026 NOV 19 00:30:00,6.3958,68.9054,270.3158,14.7311,40.6673,2.3814e-14,40.6673,2026 NOV 19 00:15:00,8.5118,72.8986,393.7247,14.7539,40.7628,1.8094,42.5583
