Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	66	Ingress	2023 APR 15 14:30:00	2023 APR 15 14:36:25	2023 APR 15 14:38:03	483.00	5.93	16.47	18.48	50.88	33.96	29.17	5.07	3	-	-	-	&daysideMatch:ELYSIUM CERBERUS PHLEGRA; 	
N/A	1	66	Egress	2023 APR 15 14:59:19	2023 APR 15 15:01:01	2023 APR 15 15:07:57	518.00	41.98	44.88	63.45	-39.69	-44.53	-61.38	7.37	3	-	-	-	&daysideMatch:ELYSIUM CERBERUS PHLEGRA; 	
NOMAD	2	66	Ingress	2023 APR 15 16:27:53	2023 APR 15 16:34:13	2023 APR 15 16:35:50	477.00	-23.04	-12.51	-10.49	51.15	34.52	29.80	5.05	1	CO Fullscan Fast #2	Diffraction order stepping (fullscan): 10 orders from 185 to 195 in steps of 1 (6 order(s) per 1 second(s))	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	2	66	Egress	2023 APR 15 16:57:27	2023 APR 15 16:59:07	2023 APR 15 17:05:58	511.00	13.55	16.44	34.95	-40.18	-44.91	-61.47	7.39	1	6SUBD CO2 H2O #14	Science: orders #121, #134, #148, #132, #165, #169, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
ACS	3	66	Ingress	2023 APR 15 18:25:44	2023 APR 15 18:32:00	2023 APR 15 18:33:35	471.00	-52.04	-41.48	-39.47	51.45	35.07	30.46	5.03	3	-	-	-	&daysideMatch:TIANWEN1; &mroOverlap; 	
ACS	3	66	Egress	2023 APR 15 18:55:35	2023 APR 15 18:57:13	2023 APR 15 19:04:00	505.00	-14.80	-11.93	6.65	-40.77	-45.37	-61.66	7.41	3	-	-	-	&daysideMatch:TIANWEN1; &mroOverlap; 	
NOMAD	4	66	Ingress	2023 APR 15 20:23:32	2023 APR 15 20:29:44	2023 APR 15 20:31:17	465.00	-81.04	-70.44	-68.45	51.74	35.61	31.12	5.01	1	6SUBD Nom CO #3	Science: orders #136, #169, #186, #187, #189, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&daysideMatch:PERSEVERANCE; 	
NOMAD	4	66	Egress	2023 APR 15 20:53:40	2023 APR 15 20:55:17	2023 APR 15 21:01:59	499.00	-43.13	-40.23	-21.57	-41.37	-45.91	-61.88	7.44	1	6SUBD CO #3	Science: orders #132, #132, #185, #185, #186, #186, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: UVIS off	&daysideMatch:PERSEVERANCE; 	
ACS	5	66	Ingress	2023 APR 15 22:21:20	2023 APR 15 22:27:28	2023 APR 15 22:29:00	460.00	-110.02	-99.40	-97.41	52.03	36.14	31.71	4.99	14	-	-	-	&mroOverlap; 	
ACS	5	66	Egress	2023 APR 15 22:51:41	2023 APR 15 22:53:16	2023 APR 15 22:59:55	494.00	-71.55	-68.67	-49.99	-41.80	-46.23	-61.99	7.46	14	-	-	-	&mroOverlap; 	
N/A	6	66	Ingress	2023 APR 16 00:19:09	2023 APR 16 00:25:13	2023 APR 16 00:26:43	454.00	-138.98	-128.35	-126.37	52.28	36.64	32.32	4.97	14	-	-	-	&nomadSolarCalibration; 	
N/A	6	66	Egress	2023 APR 16 00:49:40	2023 APR 16 00:51:14	2023 APR 16 00:57:47	487.00	-100.11	-97.25	-78.92	-42.01	-46.37	-61.87	7.47	14	-	-	-	&nomadSolarCalibration; 	
N/A	7	66	Ingress	2023 APR 16 02:16:58	2023 APR 16 02:22:59	2023 APR 16 02:24:28	450.00	-168.11	-157.38	-155.39	52.69	37.26	33.01	4.95	14	-	-	-	&mroOverlap; 	
N/A	7	66	Egress	2023 APR 16 02:47:42	2023 APR 16 02:49:14	2023 APR 16 02:55:43	481.00	-128.62	-125.80	-107.64	-42.31	-46.56	-61.84	7.48	14	-	-	-	&mroOverlap; 	
NOMAD	8	66	Ingress	2023 APR 16 04:14:50	2023 APR 16 04:20:46	2023 APR 16 04:22:14	444.00	162.85	173.59	175.59	52.99	37.86	33.67	4.92	1	6SUBD Nominal #53	Science: orders #121, #136, #169, #129, #148, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
NOMAD	8	66	Egress	2023 APR 16 04:45:49	2023 APR 16 04:47:20	2023 APR 16 04:53:45	476.00	-157.02	-154.19	-136.01	-42.79	-46.97	-62.00	7.50	1	6SUBD Nominal #12	Science: orders #121, #134, #127, #129, #169, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: UVIS off	&mroOverlap; 	
N/A	9	66	Ingress	2023 APR 16 06:12:43	2023 APR 16 06:18:35	2023 APR 16 06:20:01	438.00	133.86	144.61	146.59	53.24	38.35	34.28	4.90	14	-	-	-	&mroOverlap; 	
N/A	9	66	Egress	2023 APR 16 06:43:57	2023 APR 16 06:45:26	2023 APR 16 06:51:48	471.00	174.67	177.49	-164.16	-43.39	-47.46	-62.24	7.53	14	-	-	-	&mroOverlap; 	
NOMAD	10	66	Ingress	2023 APR 16 08:10:34	2023 APR 16 08:16:22	2023 APR 16 08:17:47	433.00	104.90	115.65	117.64	53.47	38.82	34.81	4.88	1	HCL #8	Science: orders #121, #136, #129, #129, #129, #129, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
NOMAD	10	66	Egress	2023 APR 16 08:42:02	2023 APR 16 08:43:30	2023 APR 16 08:49:48	466.00	146.34	149.18	167.62	-43.93	-47.93	-62.45	7.56	1	HCL #11	Science: orders #121, #136, #126, #127, #129, #130, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: UVIS off	&mroOverlap; 	
N/A	11	66	Ingress	2023 APR 16 10:08:20	2023 APR 16 10:14:05	2023 APR 16 10:15:29	429.00	75.88	86.69	88.68	53.76	39.31	35.37	4.86	14	-	-	-	&mroOverlap; 	
ACS	11	66	Egress	2023 APR 16 10:40:01	2023 APR 16 10:41:28	2023 APR 16 10:47:42	461.00	117.90	120.74	139.11	-44.29	-48.23	-62.51	7.58	14	-	-	-	&mroOverlap; 	
NOMAD	12	66	Ingress	2023 APR 16 12:06:07	2023 APR 16 12:11:49	2023 APR 16 12:13:12	425.00	46.84	57.71	59.70	54.06	39.81	35.93	4.84	1	6SUBD CO #2	Science: orders #123, #132, #183, #184, #185, #186, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	12	66	Egress	2023 APR 16 12:37:58	2023 APR 16 12:39:24	2023 APR 16 12:45:34	456.00	89.35	92.17	110.30	-44.47	-48.35	-62.45	7.59	1	6SUBD Nominal #52	Science: orders #121, #134, #169, #129, #148, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: UVIS off		
N/A	13	66	Ingress	2023 APR 16 14:04:01	2023 APR 16 14:09:40	2023 APR 16 14:11:01	420.00	17.89	28.77	30.74	54.27	40.20	36.43	4.82	3	-	-	-	&mroOverlap; 	
N/A	13	66	Egress	2023 APR 16 14:36:00	2023 APR 16 14:37:25	2023 APR 16 14:43:32	452.00	60.82	63.62	81.65	-44.72	-48.54	-62.46	7.60	3	-	-	-	&mroOverlap; 	
ACS	14	66	Ingress	2023 APR 16 16:01:55	2023 APR 16 16:07:31	2023 APR 16 16:08:51	416.00	-11.08	-0.18	1.78	54.48	40.61	36.90	4.81	14	-	-	-	&daysideMatch:AEOLIS MENSAE MFF; &mroOverlap; 	
ACS	14	66	Egress	2023 APR 16 16:34:05	2023 APR 16 16:35:29	2023 APR 16 16:41:33	448.00	32.35	35.14	53.13	-45.04	-48.80	-62.53	7.61	14	-	-	-	&daysideMatch:AEOLIS MENSAE MFF; &mroOverlap; 	
NOMAD	15	66	Ingress	2023 APR 16 17:59:47	2023 APR 16 18:05:20	2023 APR 16 18:06:39	412.00	-40.09	-29.16	-27.19	54.72	41.05	37.40	4.79	1	6SUBD Nom CO #6	Science: orders #167, #186, #187, #188, #190, #148, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	15	66	Egress	2023 APR 16 18:32:10	2023 APR 16 18:33:33	2023 APR 16 18:39:34	444.00	3.93	6.73	24.74	-45.44	-49.13	-62.66	7.64	1	6SUBD CO2 CO #29	Science: orders #186, #185, #148, #132, #140, #142, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: UVIS off		
ACS	16	66	Ingress	2023 APR 16 19:57:37	2023 APR 16 20:03:07	2023 APR 16 20:04:25	408.00	-69.10	-58.13	-56.16	54.97	41.49	37.91	4.76	14	-	-	-		
ACS	16	66	Egress	2023 APR 16 20:30:13	2023 APR 16 20:31:35	2023 APR 16 20:37:33	440.00	-24.43	-21.62	-3.54	-45.90	-49.52	-62.83	7.66	14	-	-	-		
NOMAD	17	66	Ingress	2023 APR 16 21:55:26	2023 APR 16 22:00:53	2023 APR 16 22:02:10	404.00	-98.08	-87.09	-85.12	55.20	41.92	38.39	4.74	1	6SUBD Nom CO #3	Science: orders #136, #169, #186, #187, #189, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
