Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Ingress solar occultation observation number,Merged Occultation (YES = 1; NO = 0),Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km (UTC),Latitude probed @ limb height 250 km (deg),Longitude probed @ limb height 250 km (deg),Limb Height 0 km (UTC),Latitude probed @ limb height 0 km (deg),Longitude probed @ limb height 0 km (deg),Limb Height 50 km: switch SCI1 to SCI2 (UTC),Beta angle (deg),Eclipse duration (Umbra end - Umbra start) (s),Local Solar Time (LST): TGO2SUN vector surface intercept point @ limb height 0 km (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
1,1,1,0,12,3206,0,0,0,1,0,2018 AUG 12 12:24:26,2018 AUG 12 12:39:53,2018 AUG 12 12:24:36,2018 AUG 12 12:39:53,N/A,N/A,2018 AUG 12 12:34:36,2018 AUG 12 12:39:53,2018 AUG 12 12:35:06,-43.7337,9.4413,2018 AUG 12 12:39:23,-36.1839,5.4071,2018 AUG 12 12:38:39,31.1337,2293,19.0797,229.0391,31.4908,N/A,13.422,44.7452,10,640,853,30,30,917,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,317,327,1173,1400002C000A028003551E1E0395000109D009D0000000000000000000000000000000000262013D01470495
1,1,2,0,15,3209,0,0,0,1,0,2018 AUG 12 18:18:21,2018 AUG 12 18:33:48,2018 AUG 12 18:18:31,2018 AUG 12 18:33:48,N/A,N/A,2018 AUG 12 18:28:31,2018 AUG 12 18:33:48,2018 AUG 12 18:29:01,-42.8547,-77.1962,2018 AUG 12 18:33:18,-35.4986,-82.1619,2018 AUG 12 18:32:34,31.8074,2282,18.9808,229.1932,31.4908,N/A,13.422,44.7452,10,640,853,30,30,917,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,317,327,1173,1400002C000A028003551E1E0395000109D009D0000000000000000000000000000000000262013D01470495
1,1,3,0,16,3210,0,0,0,1,0,2018 AUG 12 20:16:14,2018 AUG 12 20:31:43,2018 AUG 12 20:16:24,2018 AUG 12 20:31:43,N/A,N/A,2018 AUG 12 20:26:24,2018 AUG 12 20:31:43,2018 AUG 12 20:26:54,-42.6579,-105.9856,2018 AUG 12 20:31:13,-34.9663,-110.3696,2018 AUG 12 20:30:29,32.0464,2279,19.0125,229.2445,31.6801,N/A,13.5067,45.0181,10,640,855,30,30,919,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,319,327,1179,1400002C000A028003571E1E0397000109D009D0000000000000000000000000000000000262013F0147049B
1,1,4,0,18,3212,0,0,0,1,0,2018 AUG 13 00:12:01,2018 AUG 13 00:27:31,2018 AUG 13 00:12:11,2018 AUG 13 00:27:31,N/A,N/A,2018 AUG 13 00:22:11,2018 AUG 13 00:27:31,2018 AUG 13 00:22:41,-42.1431,-163.6469,2018 AUG 13 00:27:01,-34.342,-168.0771,2018 AUG 13 00:26:17,32.4638,2274,18.9889,229.3472,31.7748,N/A,13.5491,45.1545,10,640,856,30,30,920,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,320,327,1182,1400002C000A028003581E1E0398000109D009D000000000000000000000000000000000026201400147049E
1,1,5,0,21,3215,0,0,0,1,0,2018 AUG 13 06:05:53,2018 AUG 13 06:21:26,2018 AUG 13 06:06:03,2018 AUG 13 06:21:26,N/A,N/A,2018 AUG 13 06:16:03,2018 AUG 13 06:21:26,2018 AUG 13 06:16:33,-41.3126,109.7863,2018 AUG 13 06:20:56,-33.1184,105.7571,2018 AUG 13 06:20:11,33.0962,2262,18.9833,229.5013,32.0587,N/A,13.6761,45.5638,10,640,858,30,30,923,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,323,327,1190,1400002C000A0280035A1E1E039B000109D009D00000000000000000000000000000000002620143014704A6
1,1,6,0,22,3216,0,0,0,1,0,2018 AUG 13 08:03:49,2018 AUG 13 08:19:22,2018 AUG 13 08:03:59,2018 AUG 13 08:19:22,N/A,N/A,2018 AUG 13 08:13:59,2018 AUG 13 08:19:22,2018 AUG 13 08:14:29,-41.0931,80.9754,2018 AUG 13 08:18:52,-33.1411,76.1334,2018 AUG 13 08:18:07,33.3374,2258,18.9208,229.5527,32.0587,N/A,13.6761,45.5638,10,640,858,30,30,923,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,323,327,1190,1400002C000A0280035A1E1E039B000109D009D00000000000000000000000000000000002620143014704A6
1,1,7,0,24,3218,0,0,0,1,0,2018 AUG 13 11:59:33,2018 AUG 13 12:15:09,2018 AUG 13 11:59:43,2018 AUG 13 12:15:09,N/A,N/A,2018 AUG 13 12:09:43,2018 AUG 13 12:15:09,2018 AUG 13 12:10:13,-40.6255,23.3705,2018 AUG 13 12:14:39,-32.4097,18.7013,2018 AUG 13 12:13:54,33.7569,2252,18.9156,229.6554,32.3426,N/A,13.8031,45.9731,10,640,861,30,30,926,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,326,327,1199,1400002C000A0280035D1E1E039E000109D009D00000000000000000000000000000000002620146014704AF
1,1,8,0,27,3221,0,0,0,1,0,2018 AUG 13 17:53:30,2018 AUG 13 18:09:07,2018 AUG 13 17:53:40,2018 AUG 13 18:09:07,N/A,N/A,2018 AUG 13 18:03:40,2018 AUG 13 18:09:07,2018 AUG 13 18:04:10,-39.6429,-63.2886,2018 AUG 13 18:08:37,-31.1057,-67.5428,2018 AUG 13 18:07:51,34.3768,2241,18.9056,229.8096,32.4373,N/A,13.8454,46.1096,10,640,861,30,30,927,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,327,327,1201,1400002C000A0280035D1E1E039F000109D009D00000000000000000000000000000000002620147014704B1
1,1,9,0,29,3223,0,0,0,1,0,2018 AUG 13 21:49:17,2018 AUG 13 22:04:57,2018 AUG 13 21:49:27,2018 AUG 13 22:04:57,N/A,N/A,2018 AUG 13 21:59:27,2018 AUG 13 22:04:57,2018 AUG 13 21:59:57,-39.205,-120.8769,2018 AUG 13 22:04:27,-30.6819,-125.7625,2018 AUG 13 22:03:41,34.836,2233,18.8486,229.9123,32.7212,N/A,13.9725,46.5189,10,640,864,30,30,930,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,330,327,1210,1400002C000A028003601E1E03A2000109D009D0000000000000000000000000000000000262014A014704BA
1,1,10,0,30,3224,0,0,0,1,0,2018 AUG 13 23:47:11,2018 AUG 14 00:02:52,2018 AUG 13 23:47:21,2018 AUG 14 00:02:52,N/A,N/A,2018 AUG 13 23:57:21,2018 AUG 14 00:02:52,2018 AUG 13 23:57:51,-38.9168,-149.7137,2018 AUG 14 00:02:22,-29.9894,-153.7212,2018 AUG 14 00:01:35,35.0348,2230,18.8967,229.9637,32.8158,N/A,14.0148,46.6553,10,640,864,30,30,931,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,331,327,1212,1400002C000A028003601E1E03A3000109D009D0000000000000000000000000000000000262014B014704BC
1,1,11,0,34,3228,0,0,0,1,0,2018 AUG 14 07:39:00,2018 AUG 14 07:54:44,2018 AUG 14 07:39:10,2018 AUG 14 07:54:44,N/A,N/A,2018 AUG 14 07:49:10,2018 AUG 14 07:54:44,2018 AUG 14 07:49:40,-37.7672,94.9005,2018 AUG 14 07:54:14,-29.0034,89.6439,2018 AUG 14 07:53:27,35.8538,2214,18.7728,230.1693,33.0998,N/A,14.1418,47.0646,10,640,867,30,30,934,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,334,327,1221,1400002C000A028003631E1E03A6000109D009D0000000000000000000000000000000000262014E014704C5
1,1,12,0,36,3230,0,0,0,1,0,2018 AUG 14 11:34:46,2018 AUG 14 11:50:32,2018 AUG 14 11:34:56,2018 AUG 14 11:50:32,N/A,N/A,2018 AUG 14 11:44:56,2018 AUG 14 11:50:32,2018 AUG 14 11:45:26,-37.2676,37.2921,2018 AUG 14 11:50:02,-28.3963,31.8477,2018 AUG 14 11:49:15,36.2852,2207,18.7433,230.2721,33.289,N/A,14.2265,47.3375,10,640,869,30,30,936,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,336,327,1227,1400002C000A028003651E1E03A8000109D009D00000000000000000000000000000000002620150014704CB
1,1,13,0,39,3233,0,0,0,1,0,2018 AUG 14 17:28:43,2018 AUG 14 17:44:30,2018 AUG 14 17:28:53,2018 AUG 14 17:44:30,N/A,N/A,2018 AUG 14 17:38:53,2018 AUG 14 17:44:30,2018 AUG 14 17:39:23,-36.1892,-49.372,2018 AUG 14 17:44:00,-26.9902,-54.3411,2018 AUG 14 17:43:12,36.8445,2195,18.7369,230.4263,33.3837,N/A,14.2688,47.4739,10,640,869,30,30,937,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,337,327,1229,1400002C000A028003651E1E03A9000109D009D00000000000000000000000000000000002620151014704CD
1,1,14,0,41,3235,0,0,0,1,0,2018 AUG 14 21:24:34,2018 AUG 14 21:40:24,2018 AUG 14 21:24:44,2018 AUG 14 21:40:24,N/A,N/A,2018 AUG 14 21:34:44,2018 AUG 14 21:40:24,2018 AUG 14 21:35:14,-35.6556,-107.0094,2018 AUG 14 21:39:54,-26.1635,-111.7834,2018 AUG 14 21:39:06,37.3003,2186,18.7328,230.5292,33.6676,N/A,14.3959,47.8833,10,640,872,30,30,940,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,340,327,1238,1400002C000A028003681E1E03AC000109D009D00000000000000000000000000000000002620154014704D6
1,1,15,0,44,3238,0,0,0,1,0,2018 AUG 15 03:18:21,2018 AUG 15 03:34:14,2018 AUG 15 03:18:31,2018 AUG 15 03:34:14,N/A,N/A,2018 AUG 15 03:28:31,2018 AUG 15 03:34:14,2018 AUG 15 03:29:01,-34.6843,166.4465,2018 AUG 15 03:33:44,-24.8583,161.9428,2018 AUG 15 03:32:55,37.8473,2174,18.7189,230.6835,33.9515,N/A,14.5229,48.2926,10,640,874,30,30,943,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,343,327,1246,1400002C000A0280036A1E1E03AF000109D009D00000000000000000000000000000000002620157014704DE
