AER_01, OCCEG, 11, 37, 63, 94, 120, 147, 174, 202, 229, 254, 284, 308
AER_01, OCCIN, 338
DUST01, OCCEG, 16, 42, 69, 97, 125, 150, 178, 207, 233, 262, 287, 313
NOM_01, OCCEG, 3, 5, 13, 17, 22, 23, 28, 31, 40, 45, 48, 51, 54, 59, 66, 70, 75, 77, 81, 85, 96, 100, 104, 107, 112, 116, 122, 129, 132, 135, 138, 143, 149, 153, 158, 159, 164, 167, 175, 181, 184, 187, 193, 198, 205, 208, 215, 216, 221, 224, 230, 235, 239, 241, 245, 249, 260, 265, 269, 272, 275, 279, 286, 290, 293, 296, 301, 304, 310, 315, 319, 321, 325, 331
NOM_01, OCCIN, 13, 17, 22, 25, 30, 35, 40, 45, 48, 53, 57, 61, 66, 70, 75, 78, 83, 91, 96, 100, 104, 109, 113, 119, 122, 129, 132, 136, 141, 144, 149, 153, 158, 161, 165, 170, 175, 181, 184, 192, 195, 199, 205, 208, 215, 218, 223, 227, 230, 235, 239, 243, 247, 253, 260, 265, 269, 273, 278, 281, 286, 290, 293, 298, 302, 307, 310, 315, 319, 322, 328, 332, 340




