Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Nightside nadir observation number,Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),SubSC latitude (deg) @ TC20 execution start time (UTC),SubSC longitude (deg) @ TC20 execution start time (UTC),SubSC LST @ TC20 execution start time (h),SubSC phase angle (deg) @ TC20 execution start time (UTC),SubSC solar incidence angle (deg) @ TC20 execution start time (UTC),SubSC emission angle (deg) @ TC20 execution start time (UTC),SubSC latitude (deg) @ TC20 execution end time (UTC),SubSC longitude (deg) @ TC20 execution end time (UTC),SubSC LST @ TC20 execution end time (h),SubSC phase angle (deg) @ TC20 execution end time (UTC),SubSC solar incidence angle (deg) @ TC20 execution end time (UTC),SubSC emission angle (deg) @ TC20 execution end time (UTC),Beta angle (deg),Solar longitude Ls (deg),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),LNO+UVIS+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
17,17,1,31,3225,0,1,0,0,0,2018 AUG 14 01:59:43,2018 AUG 14 02:36:50,N/A,N/A,2018 AUG 14 01:59:53,2018 AUG 14 02:36:49,-19.6117,-159.2473,20.4311,114.703,114.703,2.2935e-14,73.39,-64.9873,3.3169,119.0543,119.0543,2.7093e-14,35.2152,230.0148,N/A,223.127,223.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2216,104,354,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08A800680162
17,17,2,32,3226,0,1,0,0,0,2018 AUG 14 03:57:41,2018 AUG 14 04:34:47,N/A,N/A,2018 AUG 14 03:57:51,2018 AUG 14 04:34:46,-19.3239,171.829,20.4158,114.6716,114.6716,1.0058e-14,73.344,-93.2066,3.3483,118.984,118.984,2.2267e-14,35.4057,230.0662,N/A,223.0263,223.0263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2215,104,353,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08A700680161
17,17,3,33,3227,0,1,0,0,0,2018 AUG 14 05:55:39,2018 AUG 14 06:32:44,N/A,N/A,2018 AUG 14 05:55:49,2018 AUG 14 06:32:43,-19.1106,142.9026,20.4003,114.5958,114.5958,4.1834e-14,73.3266,-121.4247,3.3797,118.8966,118.8966,1.9926e-14,35.6189,230.1176,N/A,222.9257,222.9257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2214,104,352,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08A600680160
17,17,4,187,3382,0,1,0,0,0,2018 AUG 26 20:42:02,2018 AUG 26 21:19:21,N/A,N/A,2018 AUG 26 20:42:12,2018 AUG 26 21:19:20,33.3703,16.6647,18.5533,108.1999,108.1999,2.1097e-14,30.7653,166.075,5.1192,111.6578,111.6578,1.3587e-14,52.26,238.0638,N/A,224.3353,224.3353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2228,104,366,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08B40068016E
17,17,5,188,3383,0,1,0,0,0,2018 AUG 26 22:40:04,2018 AUG 26 23:17:23,N/A,N/A,2018 AUG 26 22:40:14,2018 AUG 26 23:17:22,33.7762,-12.1745,18.5447,108.1971,108.1971,2.2546e-14,30.3491,137.2322,5.11,111.6861,111.6861,8.996e-15,52.2237,238.1156,N/A,224.3353,224.3353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2228,104,366,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08B40068016E
17,17,6,189,3384,0,1,0,0,0,2018 AUG 27 00:38:05,2018 AUG 27 01:15:24,N/A,N/A,2018 AUG 27 00:38:15,2018 AUG 27 01:15:23,34.217,-41.0244,18.535,108.1909,108.1909,2.2935e-14,29.9433,108.4244,5.1031,111.6901,111.6901,1.1468e-14,52.2267,238.1674,N/A,224.3353,224.3353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2228,104,366,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08B40068016E
17,17,7,190,3385,0,1,0,0,0,2018 AUG 27 02:36:04,2018 AUG 27 03:13:21,N/A,N/A,2018 AUG 27 02:36:14,2018 AUG 27 03:13:20,34.6683,-69.8476,18.5264,108.2022,108.2022,1.7992e-14,29.6055,79.6242,5.0956,111.7159,111.7159,1.5003e-14,52.2338,238.2191,N/A,224.1339,224.1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2226,104,364,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08B20068016C
17,17,8,325,3520,0,1,0,0,0,2018 SEP 07 03:59:24,2018 SEP 07 04:36:30,N/A,N/A,2018 SEP 07 03:59:34,2018 SEP 07 04:36:29,70.1445,21.2059,18.7797,115.2678,115.2678,5.0914e-15,-10.7664,140.2093,3.3147,120.8314,120.8314,3.3206e-14,32.2157,245.2209,N/A,223.0263,223.0263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2215,104,353,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08A700680161
17,17,9,326,3521,0,1,0,0,0,2018 SEP 07 05:57:20,2018 SEP 07 06:34:25,N/A,N/A,2018 SEP 07 05:57:30,2018 SEP 07 06:34:24,70.3018,-7.3292,18.7894,115.3181,115.3181,3.9757e-15,-10.9385,111.287,3.2986,120.9225,120.9225,2.5888e-14,32.0257,245.2728,N/A,222.9257,222.9257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2214,104,352,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08A600680160
17,17,10,328,3523,0,1,0,0,0,2018 SEP 07 09:53:05,2018 SEP 07 10:30:08,N/A,N/A,2018 SEP 07 09:53:15,2018 SEP 07 10:30:07,70.5396,-64.2971,18.8142,115.4447,115.4447,1.6295e-14,-11.2856,53.5065,3.2683,121.071,121.071,2.8845e-14,31.6236,245.3766,N/A,222.7243,222.7243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2212,104,350,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08A40068015E
