Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,11,2025 DEC 21 10:24:55,2025 DEC 21 12:22:48,7073,2025 DEC 21 10:22:55,2025 DEC 21 11:21:50,3535,2025 DEC 21 11:21:51,2025 DEC 21 12:20:48,3537,19.3757,2025 DEC 21 11:51:04
3,3,12,2025 DEC 21 12:22:49,2025 DEC 21 14:20:45,7076,2025 DEC 21 12:20:49,2025 DEC 21 13:19:46,3537,2025 DEC 21 13:19:47,2025 DEC 21 14:18:45,3538,19.6353,2025 DEC 21 13:49:00
3,3,13,2025 DEC 21 14:20:46,2025 DEC 21 16:18:42,7076,2025 DEC 21 14:18:46,2025 DEC 21 15:17:44,3538,2025 DEC 21 15:17:45,2025 DEC 21 16:16:42,3537,19.8961,2025 DEC 21 15:46:58
1,1,14,2025 DEC 21 16:18:43,2025 DEC 21 18:16:39,7076,2025 DEC 21 16:16:43,2025 DEC 21 17:15:43,3540,2025 DEC 21 17:15:44,2025 DEC 21 18:14:39,3535,20.1451,2025 DEC 21 17:44:56
3,3,15,2025 DEC 21 18:16:40,2025 DEC 21 20:14:34,7074,2025 DEC 21 18:14:40,2025 DEC 21 19:13:39,3539,2025 DEC 21 19:13:40,2025 DEC 21 20:12:34,3534,20.3841,2025 DEC 21 19:42:51
1,1,16,2025 DEC 21 20:14:35,2025 DEC 21 22:12:26,7071,2025 DEC 21 20:12:35,2025 DEC 21 21:11:31,3536,2025 DEC 21 21:11:32,2025 DEC 21 22:10:26,3534,20.6176,2025 DEC 21 21:40:43
3,3,17,2025 DEC 21 22:12:27,2025 DEC 22 00:10:20,7073,2025 DEC 21 22:10:27,2025 DEC 21 23:09:24,3537,2025 DEC 21 23:09:25,2025 DEC 22 00:08:20,3535,20.8538,2025 DEC 21 23:38:36
1,1,18,2025 DEC 22 00:10:21,2025 DEC 22 02:08:17,7076,2025 DEC 22 00:08:21,2025 DEC 22 01:07:19,3538,2025 DEC 22 01:07:20,2025 DEC 22 02:06:17,3537,21.0941,2025 DEC 22 01:36:33
3,3,19,2025 DEC 22 02:08:18,2025 DEC 22 04:06:15,7077,2025 DEC 22 02:06:18,2025 DEC 22 03:05:17,3539,2025 DEC 22 03:05:18,2025 DEC 22 04:04:15,3537,21.3487,2025 DEC 22 03:34:31
1,1,20,2025 DEC 22 04:06:16,2025 DEC 22 06:04:12,7076,2025 DEC 22 04:04:16,2025 DEC 22 05:03:14,3538,2025 DEC 22 05:03:15,2025 DEC 22 06:02:12,3537,21.6124,2025 DEC 22 05:32:28
3,3,21,2025 DEC 22 06:04:13,2025 DEC 22 08:02:07,7074,2025 DEC 22 06:02:13,2025 DEC 22 07:01:09,3536,2025 DEC 22 07:01:10,2025 DEC 22 08:00:07,3537,21.8671,2025 DEC 22 07:30:22
1,1,22,2025 DEC 22 08:02:08,2025 DEC 22 09:59:59,7071,2025 DEC 22 08:00:08,2025 DEC 22 08:59:03,3535,2025 DEC 22 08:59:04,2025 DEC 22 09:57:59,3535,22.1003,2025 DEC 22 09:28:15
3,3,23,2025 DEC 22 10:00:00,2025 DEC 22 11:57:52,7072,2025 DEC 22 09:58:00,2025 DEC 22 10:56:55,3535,2025 DEC 22 10:56:56,2025 DEC 22 11:55:52,3536,22.3258,2025 DEC 22 11:26:08
1,1,24,2025 DEC 22 11:57:53,2025 DEC 22 13:55:48,7075,2025 DEC 22 11:55:53,2025 DEC 22 12:54:49,3536,2025 DEC 22 12:54:50,2025 DEC 22 13:53:48,3538,22.5737,2025 DEC 22 13:24:03
3,3,25,2025 DEC 22 13:55:49,2025 DEC 22 15:53:45,7076,2025 DEC 22 13:53:49,2025 DEC 22 14:52:46,3537,2025 DEC 22 14:52:47,2025 DEC 22 15:51:45,3538,22.8362,2025 DEC 22 15:22:00
3,3,26,2025 DEC 22 15:53:46,2025 DEC 22 17:51:42,7076,2025 DEC 22 15:51:46,2025 DEC 22 16:50:45,3539,2025 DEC 22 16:50:46,2025 DEC 22 17:49:42,3536,23.0911,2025 DEC 22 17:19:58
1,1,27,2025 DEC 22 17:51:43,2025 DEC 22 19:49:37,7074,2025 DEC 22 17:49:43,2025 DEC 22 18:48:42,3539,2025 DEC 22 18:48:43,2025 DEC 22 19:47:37,3534,23.3346,2025 DEC 22 19:17:54
1,1,28,2025 DEC 22 19:49:38,2025 DEC 22 21:47:30,7072,2025 DEC 22 19:47:38,2025 DEC 22 20:46:36,3538,2025 DEC 22 20:46:37,2025 DEC 22 21:45:30,3533,23.5687,2025 DEC 22 21:15:48
3,3,29,2025 DEC 22 21:47:31,2025 DEC 22 23:45:23,7072,2025 DEC 22 21:45:31,2025 DEC 22 22:44:27,3536,2025 DEC 22 22:44:28,2025 DEC 22 23:43:23,3535,23.8029,2025 DEC 22 23:13:39
1,1,30,2025 DEC 22 23:45:24,2025 DEC 23 01:43:18,7074,2025 DEC 22 23:43:24,2025 DEC 23 00:42:21,3537,2025 DEC 23 00:42:22,2025 DEC 23 01:41:18,3536,24.039,2025 DEC 23 01:11:34
3,3,31,2025 DEC 23 01:43:19,2025 DEC 23 03:41:16,7077,2025 DEC 23 01:41:19,2025 DEC 23 02:40:18,3539,2025 DEC 23 02:40:19,2025 DEC 23 03:39:16,3537,24.2862,2025 DEC 23 03:09:32
3,3,32,2025 DEC 23 03:41:17,2025 DEC 23 05:39:14,7077,2025 DEC 23 03:39:17,2025 DEC 23 04:38:15,3538,2025 DEC 23 04:38:16,2025 DEC 23 05:37:14,3538,24.5482,2025 DEC 23 05:07:29
1,1,33,2025 DEC 23 05:39:15,2025 DEC 23 07:37:10,7075,2025 DEC 23 05:37:15,2025 DEC 23 06:36:12,3537,2025 DEC 23 06:36:13,2025 DEC 23 07:35:10,3537,24.8099,2025 DEC 23 07:05:25
1,1,34,2025 DEC 23 07:37:11,2025 DEC 23 09:35:03,7072,2025 DEC 23 07:35:11,2025 DEC 23 08:34:06,3535,2025 DEC 23 08:34:07,2025 DEC 23 09:33:03,3536,25.0531,2025 DEC 23 09:03:19
3,3,35,2025 DEC 23 09:35:04,2025 DEC 23 11:32:55,7071,2025 DEC 23 09:33:04,2025 DEC 23 10:31:58,3534,2025 DEC 23 10:31:59,2025 DEC 23 11:30:55,3536,25.2795,2025 DEC 23 11:01:11
3,3,36,2025 DEC 23 11:32:56,2025 DEC 23 13:30:50,7074,2025 DEC 23 11:30:56,2025 DEC 23 12:29:51,3535,2025 DEC 23 12:29:52,2025 DEC 23 13:28:50,3538,25.516,2025 DEC 23 12:59:05
3,3,37,2025 DEC 23 13:30:51,2025 DEC 23 15:28:47,7076,2025 DEC 23 13:28:51,2025 DEC 23 14:27:47,3536,2025 DEC 23 14:27:48,2025 DEC 23 15:26:47,3539,25.7771,2025 DEC 23 14:57:01
1,1,38,2025 DEC 23 15:28:48,2025 DEC 23 17:26:45,7077,2025 DEC 23 15:26:48,2025 DEC 23 16:25:46,3538,2025 DEC 23 16:25:47,2025 DEC 23 17:24:45,3538,26.0369,2025 DEC 23 16:54:59
3,3,39,2025 DEC 23 17:26:46,2025 DEC 23 19:24:41,7075,2025 DEC 23 17:24:46,2025 DEC 23 18:23:44,3538,2025 DEC 23 18:23:45,2025 DEC 23 19:22:41,3536,26.2851,2025 DEC 23 18:52:57
1,1,40,2025 DEC 23 19:24:42,2025 DEC 23 21:22:35,7073,2025 DEC 23 19:22:42,2025 DEC 23 20:21:40,3538,2025 DEC 23 20:21:41,2025 DEC 23 21:20:35,3534,26.5236,2025 DEC 23 20:50:52
1,1,41,2025 DEC 23 21:22:36,2025 DEC 23 23:20:28,7072,2025 DEC 23 21:20:36,2025 DEC 23 22:19:32,3536,2025 DEC 23 22:19:33,2025 DEC 23 23:18:28,3535,26.758,2025 DEC 23 22:48:44
3,3,42,2025 DEC 23 23:20:29,2025 DEC 24 01:18:21,7072,2025 DEC 23 23:18:29,2025 DEC 24 00:17:25,3536,2025 DEC 24 00:17:26,2025 DEC 24 01:16:21,3535,26.995,2025 DEC 24 00:46:37
3,3,43,2025 DEC 24 01:18:22,2025 DEC 24 03:16:19,7077,2025 DEC 24 01:16:22,2025 DEC 24 02:15:21,3539,2025 DEC 24 02:15:22,2025 DEC 24 03:14:19,3537,27.2357,2025 DEC 24 02:44:34
1,1,44,2025 DEC 24 03:16:20,2025 DEC 24 05:14:17,7077,2025 DEC 24 03:14:20,2025 DEC 24 04:13:18,3538,2025 DEC 24 04:13:19,2025 DEC 24 05:12:17,3538,27.4924,2025 DEC 24 04:42:33
3,3,45,2025 DEC 24 05:14:18,2025 DEC 24 07:12:14,7076,2025 DEC 24 05:12:18,2025 DEC 24 06:11:15,3537,2025 DEC 24 06:11:16,2025 DEC 24 07:10:14,3538,27.7565,2025 DEC 24 06:40:29
1,1,46,2025 DEC 24 07:12:15,2025 DEC 24 09:10:08,7073,2025 DEC 24 07:10:15,2025 DEC 24 08:09:10,3535,2025 DEC 24 08:09:11,2025 DEC 24 09:08:08,3537,28.0099,2025 DEC 24 08:38:23
3,3,47,2025 DEC 24 09:10:09,2025 DEC 24 11:08:00,7071,2025 DEC 24 09:08:09,2025 DEC 24 10:07:04,3535,2025 DEC 24 10:07:05,2025 DEC 24 11:06:00,3535,28.242,2025 DEC 24 10:36:16
1,1,48,2025 DEC 24 11:08:01,2025 DEC 24 13:05:54,7073,2025 DEC 24 11:06:01,2025 DEC 24 12:04:55,3534,2025 DEC 24 12:04:56,2025 DEC 24 13:03:54,3538,28.469,2025 DEC 24 12:34:09
3,3,49,2025 DEC 24 13:05:55,2025 DEC 24 15:03:50,7075,2025 DEC 24 13:03:55,2025 DEC 24 14:02:50,3535,2025 DEC 24 14:02:51,2025 DEC 24 15:01:50,3539,28.7187,2025 DEC 24 14:32:04
1,1,50,2025 DEC 24 15:03:51,2025 DEC 24 17:01:47,7076,2025 DEC 24 15:01:51,2025 DEC 24 16:00:48,3537,2025 DEC 24 16:00:49,2025 DEC 24 16:59:47,3538,28.9803,2025 DEC 24 16:30:01
3,3,51,2025 DEC 24 17:01:48,2025 DEC 24 18:59:44,7076,2025 DEC 24 16:59:48,2025 DEC 24 17:58:46,3538,2025 DEC 24 17:58:47,2025 DEC 24 18:57:44,3537,29.2338,2025 DEC 24 18:27:59
1,1,52,2025 DEC 24 18:59:45,2025 DEC 24 20:57:38,7073,2025 DEC 24 18:57:45,2025 DEC 24 19:56:43,3538,2025 DEC 24 19:56:44,2025 DEC 24 20:55:38,3534,29.4772,2025 DEC 24 20:25:55
3,3,53,2025 DEC 24 20:57:39,2025 DEC 24 22:55:31,7072,2025 DEC 24 20:55:39,2025 DEC 24 21:54:36,3537,2025 DEC 24 21:54:37,2025 DEC 24 22:53:31,3534,29.7118,2025 DEC 24 22:23:48
1,1,54,2025 DEC 24 22:55:32,2025 DEC 25 00:53:24,7072,2025 DEC 24 22:53:32,2025 DEC 24 23:52:27,3535,2025 DEC 24 23:52:28,2025 DEC 25 00:51:24,3536,29.9466,2025 DEC 25 00:21:39
3,3,55,2025 DEC 25 00:53:25,2025 DEC 25 02:51:20,7075,2025 DEC 25 00:51:25,2025 DEC 25 01:50:22,3537,2025 DEC 25 01:50:23,2025 DEC 25 02:49:20,3537,30.1823,2025 DEC 25 02:19:35
3,3,56,2025 DEC 25 02:51:21,2025 DEC 25 04:49:18,7077,2025 DEC 25 02:49:21,2025 DEC 25 03:48:19,3538,2025 DEC 25 03:48:20,2025 DEC 25 04:47:18,3538,30.4308,2025 DEC 25 04:17:33
3,3,57,2025 DEC 25 04:49:19,2025 DEC 25 06:47:16,7077,2025 DEC 25 04:47:19,2025 DEC 25 05:46:16,3537,2025 DEC 25 05:46:17,2025 DEC 25 06:45:16,3539,30.694,2025 DEC 25 06:15:31
1,1,58,2025 DEC 25 06:47:17,2025 DEC 25 08:45:11,7074,2025 DEC 25 06:45:17,2025 DEC 25 07:44:13,3536,2025 DEC 25 07:44:14,2025 DEC 25 08:43:11,3537,30.9551,2025 DEC 25 08:13:26
1,1,59,2025 DEC 25 08:45:12,2025 DEC 25 10:43:04,7072,2025 DEC 25 08:43:12,2025 DEC 25 09:42:07,3535,2025 DEC 25 09:42:08,2025 DEC 25 10:41:04,3536,31.1959,2025 DEC 25 10:11:19
3,3,60,2025 DEC 25 10:43:05,2025 DEC 25 12:40:56,7071,2025 DEC 25 10:41:05,2025 DEC 25 11:39:59,3534,2025 DEC 25 11:40:00,2025 DEC 25 12:38:56,3536,31.4214,2025 DEC 25 12:09:12
1,1,61,2025 DEC 25 12:40:57,2025 DEC 25 14:38:52,7075,2025 DEC 25 12:38:57,2025 DEC 25 13:37:51,3534,2025 DEC 25 13:37:52,2025 DEC 25 14:36:52,3540,31.6603,2025 DEC 25 14:07:06
3,3,62,2025 DEC 25 14:38:53,2025 DEC 25 16:36:49,7076,2025 DEC 25 14:36:53,2025 DEC 25 15:35:49,3536,2025 DEC 25 15:35:50,2025 DEC 25 16:34:49,3539,31.9218,2025 DEC 25 16:05:03
3,3,63,2025 DEC 25 16:36:50,2025 DEC 25 18:34:46,7076,2025 DEC 25 16:34:50,2025 DEC 25 17:33:47,3537,2025 DEC 25 17:33:48,2025 DEC 25 18:32:46,3538,32.1804,2025 DEC 25 18:03:01
1,1,64,2025 DEC 25 18:34:47,2025 DEC 25 20:32:42,7075,2025 DEC 25 18:32:47,2025 DEC 25 19:31:45,3538,2025 DEC 25 19:31:46,2025 DEC 25 20:30:42,3536,32.4279,2025 DEC 25 20:00:58
1,1,65,2025 DEC 25 20:32:43,2025 DEC 25 22:30:36,7073,2025 DEC 25 20:30:43,2025 DEC 25 21:29:40,3537,2025 DEC 25 21:29:41,2025 DEC 25 22:28:36,3535,32.666,2025 DEC 25 21:58:53
3,3,66,2025 DEC 25 22:30:37,2025 DEC 26 00:28:28,7071,2025 DEC 25 22:28:37,2025 DEC 25 23:27:32,3535,2025 DEC 25 23:27:33,2025 DEC 26 00:26:28,3535,32.9008,2025 DEC 25 23:56:44
1,1,67,2025 DEC 26 00:28:29,2025 DEC 26 02:26:23,7074,2025 DEC 26 00:26:29,2025 DEC 26 01:25:25,3536,2025 DEC 26 01:25:26,2025 DEC 26 02:24:23,3537,33.1381,2025 DEC 26 01:54:38
3,3,68,2025 DEC 26 02:26:24,2025 DEC 26 04:24:20,7076,2025 DEC 26 02:24:24,2025 DEC 26 03:23:21,3537,2025 DEC 26 03:23:22,2025 DEC 26 04:22:20,3538,33.3794,2025 DEC 26 03:52:35
1,1,69,2025 DEC 26 04:24:21,2025 DEC 26 06:22:18,7077,2025 DEC 26 04:22:21,2025 DEC 26 05:21:19,3538,2025 DEC 26 05:21:20,2025 DEC 26 06:20:18,3538,33.6379,2025 DEC 26 05:50:33
1,1,70,2025 DEC 26 06:22:19,2025 DEC 26 08:20:15,7076,2025 DEC 26 06:20:19,2025 DEC 26 07:19:16,3537,2025 DEC 26 07:19:17,2025 DEC 26 08:18:15,3538,33.9024,2025 DEC 26 07:48:29
3,3,71,2025 DEC 26 08:20:16,2025 DEC 26 10:18:08,7072,2025 DEC 26 08:18:16,2025 DEC 26 09:17:10,3534,2025 DEC 26 09:17:11,2025 DEC 26 10:16:08,3537,34.1543,2025 DEC 26 09:46:23
1,1,72,2025 DEC 26 10:18:09,2025 DEC 26 12:16:00,7071,2025 DEC 26 10:16:09,2025 DEC 26 11:15:03,3534,2025 DEC 26 11:15:04,2025 DEC 26 12:14:00,3536,34.3852,2025 DEC 26 11:44:16
3,3,73,2025 DEC 26 12:16:01,2025 DEC 26 14:13:54,7073,2025 DEC 26 12:14:01,2025 DEC 26 13:12:55,3534,2025 DEC 26 13:12:56,2025 DEC 26 14:11:54,3538,34.6139,2025 DEC 26 13:42:09
3,3,74,2025 DEC 26 14:13:55,2025 DEC 26 16:11:50,7075,2025 DEC 26 14:11:55,2025 DEC 26 15:10:50,3535,2025 DEC 26 15:10:51,2025 DEC 26 16:09:50,3539,34.8658,2025 DEC 26 15:40:04
3,3,75,2025 DEC 26 16:11:51,2025 DEC 26 18:09:48,7077,2025 DEC 26 16:09:51,2025 DEC 26 17:08:48,3537,2025 DEC 26 17:08:49,2025 DEC 26 18:07:48,3539,35.1266,2025 DEC 26 17:38:02
1,1,76,2025 DEC 26 18:09:49,2025 DEC 26 20:07:44,7075,2025 DEC 26 18:07:49,2025 DEC 26 19:06:46,3537,2025 DEC 26 19:06:47,2025 DEC 26 20:05:44,3537,35.3787,2025 DEC 26 19:35:59
3,3,77,2025 DEC 26 20:07:45,2025 DEC 26 22:05:39,7074,2025 DEC 26 20:05:45,2025 DEC 26 21:04:42,3537,2025 DEC 26 21:04:43,2025 DEC 26 22:03:39,3536,35.6221,2025 DEC 26 21:33:55
1,1,78,2025 DEC 26 22:05:40,2025 DEC 27 00:03:31,7071,2025 DEC 26 22:03:40,2025 DEC 26 23:02:35,3535,2025 DEC 26 23:02:36,2025 DEC 27 00:01:31,3535,35.8575,2025 DEC 26 23:31:48
1,1,79,2025 DEC 27 00:03:32,2025 DEC 27 02:01:24,7072,2025 DEC 27 00:01:32,2025 DEC 27 01:00:27,3535,2025 DEC 27 01:00:28,2025 DEC 27 01:59:24,3536,36.0922,2025 DEC 27 01:29:39
3,3,80,2025 DEC 27 02:01:25,2025 DEC 27 03:59:21,7076,2025 DEC 27 01:59:25,2025 DEC 27 02:58:22,3537,2025 DEC 27 02:58:23,2025 DEC 27 03:57:21,3538,36.328,2025 DEC 27 03:27:36
1,1,81,2025 DEC 27 03:59:22,2025 DEC 27 05:57:19,7077,2025 DEC 27 03:57:22,2025 DEC 27 04:56:20,3538,2025 DEC 27 04:56:21,2025 DEC 27 05:55:19,3538,36.5781,2025 DEC 27 05:25:34
3,3,82,2025 DEC 27 05:57:20,2025 DEC 27 07:55:17,7077,2025 DEC 27 05:55:20,2025 DEC 27 06:54:17,3537,2025 DEC 27 06:54:18,2025 DEC 27 07:53:17,3539,36.8421,2025 DEC 27 07:23:31
1,1,83,2025 DEC 27 07:55:18,2025 DEC 27 09:53:11,7073,2025 DEC 27 07:53:18,2025 DEC 27 08:52:13,3535,2025 DEC 27 08:52:14,2025 DEC 27 09:51:11,3537,37.1024,2025 DEC 27 09:21:26
3,3,84,2025 DEC 27 09:53:12,2025 DEC 27 11:51:04,7072,2025 DEC 27 09:51:12,2025 DEC 27 10:50:06,3534,2025 DEC 27 10:50:07,2025 DEC 27 11:49:03,3536,37.3412,2025 DEC 27 11:19:19
