Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Dayside nadir observation number,Thermal orbit/dayside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),SubSC latitude (deg) @ TC20 execution start time (UTC),SubSC longitude (deg) @ TC20 execution start time (UTC),SubSC LST @ TC20 execution start time (h),SubSC phase angle (deg) @ TC20 execution start time (UTC),SubSC solar incidence angle (deg) @ TC20 execution start time (UTC),SubSC emission angle (deg) @ TC20 execution start time (UTC),SubSC latitude (deg) @ TC20 execution end time (UTC),SubSC longitude (deg) @ TC20 execution end time (UTC),SubSC LST @ TC20 execution end time (h),SubSC phase angle (deg) @ TC20 execution end time (UTC),SubSC solar incidence angle (deg) @ TC20 execution end time (UTC),SubSC emission angle (deg) @ TC20 execution end time (UTC),Beta angle (deg),Solar longitude Ls (deg),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),LNO+UVIS+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
3,3,1,1,5249,1,0,0,0,0,2019 JAN 26 15:34:44,2019 JAN 26 16:48:10,2019 JAN 26 15:34:54,2019 JAN 26 16:48:09,2019 JAN 26 15:34:54,2019 JAN 26 16:48:10,13.097,-46.8925,5.9081,94.0472,94.0472,2.3801e-14,-53.414,134.547,19.1953,90.6118,90.6118,1.3114e-14,-83.221,330.7772,26.284,447.0017,470.8909,0,0,0,0,0,0,0,0,0,0,10,640,2515,30,30,4395,1,1,1844,1844,10,4396,104,839,1400002C00000000000000000000000000000000000A028009D31E1E112B010107340734000A112C00680347
8,8,2,2,5250,1,0,0,0,0,2019 JAN 26 17:34:07,2019 JAN 26 18:45:28,2019 JAN 26 17:34:17,2019 JAN 26 18:45:17,2019 JAN 26 17:34:17,2019 JAN 26 18:45:28,17.6209,-74.7976,5.9842,93.8637,93.8637,1.1901e-14,-52.0127,104.4586,19.0919,90.2523,90.2523,2.9836e-14,-83.027,330.8227,25.3634,434.2912,457.3336,0,0,0,0,0,0,0,0,0,0,10,640,2455,30,30,4260,1,1,1844,1844,10,4271,104,1029,1400002C00000000000000000000000000000000000A028009971E1E10A4010107340734000A10AF00680405
4,4,3,3,5251,0,1,0,0,0,2019 JAN 26 19:41:20,2019 JAN 26 20:14:53,N/A,N/A,2019 JAN 26 19:41:30,2019 JAN 26 20:14:53,44.4958,-94.5955,6.7281,90.8432,90.8432,3.6353e-14,30.2382,50.4842,16.9442,82.8337,82.8337,2.6228e-14,-82.8053,330.8712,N/A,203.678,203.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2003,104,396,1400002C0000000000000000000000000000000000000000000000000000000000000000000A07D30068018C
4,4,4,3,5251,0,1,0,0,0,2019 JAN 26 20:14:58,2019 JAN 26 20:35:27,N/A,N/A,2019 JAN 26 20:15:08,2019 JAN 26 20:35:27,29.9992,50.5592,16.9506,82.8357,82.8357,1.5581e-14,-29.778,65.0098,18.2461,87.177,87.177,2.7909e-14,-82.7242,330.884,N/A,123.9579,123.9579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1219,104,377,1400002C0000000000000000000000000000000000000000000000000000000000000000000A04C300680179
4,4,5,3,5251,0,1,0,0,0,2019 JAN 26 20:35:32,2019 JAN 26 20:44:38,N/A,N/A,2019 JAN 26 20:35:42,2019 JAN 26 20:44:38,-30.0204,65.0857,18.2525,87.2067,87.2067,6.3611e-15,-55.7612,78.688,19.3069,90.6527,90.6527,3.7304e-14,-82.708,330.8918,N/A,54.5079,54.5079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,536,104,204,1400002C0000000000000000000000000000000000000000000000000000000000000000000A0218006800CC
8,8,6,4,5252,1,0,0,0,0,2019 JAN 26 21:30:27,2019 JAN 26 22:41:43,2019 JAN 26 21:30:37,2019 JAN 26 22:41:37,2019 JAN 26 21:30:37,2019 JAN 26 22:41:43,19.6912,-132.1392,5.995,94.1118,94.1118,2.9323e-14,-53.7341,48.04,19.1631,90.2733,90.2733,3.513e-14,-82.5882,330.9128,25.3634,433.7828,456.8251,0,0,0,0,0,0,0,0,0,0,10,640,2455,30,30,4260,1,1,1844,1844,10,4266,104,1024,1400002C00000000000000000000000000000000000A028009971E1E10A4010107340734000A10AA00680400
3,3,7,5,5253,1,0,0,0,0,2019 JAN 26 23:27:37,2019 JAN 27 00:40:55,2019 JAN 26 23:27:47,2019 JAN 27 00:40:47,2019 JAN 26 23:27:47,2019 JAN 27 00:40:55,17.7175,-161.5731,5.9333,94.5805,94.5805,1.8546e-14,-57.2186,22.3765,19.3856,90.7011,90.7011,7.8955e-14,-82.3292,330.9574,26.1817,446.1882,469.9833,0,0,0,0,0,0,0,0,0,0,10,640,2515,30,30,4380,1,1,1844,1844,10,4388,104,816,1400002C00000000000000000000000000000000000A028009D31E1E111C010107340734000A112400680330
17,17,8,6,5254,1,0,0,0,0,2019 JAN 27 01:25:51,2019 JAN 27 02:39:12,2019 JAN 27 01:26:01,2019 JAN 27 02:39:01,2019 JAN 27 01:26:01,2019 JAN 27 02:39:12,18.7522,169.7097,5.9367,94.7278,94.7278,1.0183e-14,-58.2227,-5.5345,19.4436,90.7265,90.7265,2.6303e-14,-82.0725,331.0025,26.1817,446.4933,470.2884,0,0,0,0,0,0,0,0,0,0,10,640,2515,30,30,4380,1,1,1844,1844,10,4391,104,819,1400002C00000000000000000000000000000000000A028009D31E1E111C010107340734000A112700680333
7,7,9,7,5255,1,0,0,0,0,2019 JAN 27 03:34:06,2019 JAN 27 04:37:29,2019 JAN 27 03:41:20,2019 JAN 27 04:20:50,2019 JAN 27 03:34:16,2019 JAN 27 04:37:29,48.1829,151.7308,6.8186,90.9498,90.9498,2.7727e-14,-59.3221,-33.3201,19.51,90.7431,90.7431,2.9836e-14,-81.822,331.0513,12.4751,385.6864,396.8726,0,0,0,0,0,0,0,0,0,0,434,1064,1934,30,30,2370,1,1,1844,1844,10,3793,104,1028,1400002C0000000000000000000000000000000001B20428078E1E1E0942010107340734000A0ED100680404
4,4,10,8,5256,0,1,0,0,0,2019 JAN 27 05:32:22,2019 JAN 27 06:04:09,N/A,N/A,2019 JAN 27 05:32:32,2019 JAN 27 06:04:09,49.3329,123.4463,6.8514,90.9679,90.9679,6.5569e-14,30.2592,-94.3363,16.8481,81.6168,81.6168,7.9514e-15,-81.6097,331.0964,N/A,192.8995,192.8995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1897,104,290,1400002C0000000000000000000000000000000000000000000000000000000000000000000A076900680122
4,4,11,8,5256,0,1,0,0,0,2019 JAN 27 06:04:14,2019 JAN 27 06:24:44,N/A,N/A,2019 JAN 27 06:04:24,2019 JAN 27 06:24:44,30.0204,-94.2612,16.8544,81.6158,81.6158,2.7909e-14,-29.7377,-79.8165,18.1497,86.0037,86.0037,1.0183e-14,-81.5291,331.1085,N/A,124.0596,124.0596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1220,104,378,1400002C0000000000000000000000000000000000000000000000000000000000000000000A04C40068017A
4,4,12,8,5256,0,1,0,0,0,2019 JAN 27 06:24:49,2019 JAN 27 06:35:41,N/A,N/A,2019 JAN 27 06:24:59,2019 JAN 27 06:35:41,-29.9799,-79.7408,18.1564,86.0368,86.0368,1.7128e-14,-60.323,-61.0989,19.5753,90.7645,90.7645,7.1119e-15,-81.5261,331.1163,N/A,65.2864,65.2864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,642,104,310,1400002C0000000000000000000000000000000000000000000000000000000000000000000A028200680136
3,3,13,9,5257,1,0,0,0,0,2019 JAN 27 07:20:32,2019 JAN 27 08:33:43,2019 JAN 27 07:20:42,2019 JAN 27 08:33:42,2019 JAN 27 07:20:42,2019 JAN 27 08:33:43,22.0411,83.645,5.9525,95.1193,95.1193,2.6812e-14,-60.9144,-89.1944,19.6169,90.7884,90.7884,4.0735e-14,-81.4196,331.1376,26.1817,445.4765,469.2715,0,0,0,0,0,0,0,0,0,0,10,640,2515,30,30,4380,1,1,1844,1844,10,4381,104,809,1400002C00000000000000000000000000000000000A028009D31E1E111C010107340734000A111D00680329
8,8,14,10,5258,1,0,0,0,0,2019 JAN 27 09:19:33,2019 JAN 27 10:30:44,2019 JAN 27 09:19:43,2019 JAN 27 10:30:43,2019 JAN 27 09:19:43,2019 JAN 27 10:30:44,25.5709,55.6806,6.0186,94.8851,94.8851,4.8861e-14,-58.8055,-120.696,19.415,90.3444,90.3444,7.1119e-15,-81.1725,331.1829,25.3634,433.2744,456.3167,0,0,0,0,0,0,0,0,0,0,10,640,2455,30,30,4260,1,1,1844,1844,10,4261,104,1019,1400002C00000000000000000000000000000000000A028009971E1E10A4010107340734000A10A5006803FB
3,3,15,11,5259,1,0,0,0,0,2019 JAN 27 11:16:34,2019 JAN 27 12:29:50,2019 JAN 27 11:16:44,2019 JAN 27 12:29:44,2019 JAN 27 11:16:44,2019 JAN 27 12:29:50,23.1172,26.0855,5.9439,95.4236,95.4236,1.8271e-14,-61.907,-145.5069,19.6928,90.8463,90.8463,1.4224e-14,-80.906,331.2274,26.1817,445.9849,469.78,0,0,0,0,0,0,0,0,0,0,10,640,2515,30,30,4380,1,1,1844,1844,10,4386,104,814,1400002C00000000000000000000000000000000000A028009D31E1E111C010107340734000A11220068032E
4,4,16,12,5260,0,1,0,0,0,2019 JAN 27 13:24:42,2019 JAN 27 13:55:31,N/A,N/A,2019 JAN 27 13:24:52,2019 JAN 27 13:55:31,51.9238,9.5627,6.9208,91.0742,91.0742,8.4524e-15,30.2403,149.8013,16.77,80.6209,80.6209,3.7227e-14,-80.6132,331.2762,N/A,187.0019,187.0019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1839,104,232,1400002C0000000000000000000000000000000000000000000000000000000000000000000A072F006800E8
4,4,17,12,5260,0,1,0,0,0,2019 JAN 27 13:55:36,2019 JAN 27 14:16:07,N/A,N/A,2019 JAN 27 13:55:46,2019 JAN 27 14:16:07,30.0017,149.8768,16.7764,80.6176,80.6176,2.2036e-14,-29.7643,164.428,18.0792,85.1315,85.1315,1.5903e-14,-80.5138,331.288,N/A,124.1613,124.1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1221,104,379,1400002C0000000000000000000000000000000000000000000000000000000000000000000A04C50068017B
4,4,18,12,5260,0,1,0,0,0,2019 JAN 27 14:16:12,2019 JAN 27 14:27:59,N/A,N/A,2019 JAN 27 14:16:22,2019 JAN 27 14:27:59,-30.0062,164.5042,18.0856,85.1677,85.1677,2.2546e-14,-62.5757,-173.4596,19.7458,90.8716,90.8716,5.5597e-14,-80.5043,331.2958,N/A,70.879,70.879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,697,104,365,1400002C0000000000000000000000000000000000000000000000000000000000000000000A02B90068016D
3,3,19,13,5261,1,0,0,0,0,2019 JAN 27 15:12:54,2019 JAN 27 16:26:08,2019 JAN 27 15:13:04,2019 JAN 27 16:26:04,2019 JAN 27 15:13:04,2019 JAN 27 16:26:08,24.736,-31.4323,5.9428,95.7188,95.7188,2.642e-14,-63.2862,158.6749,19.8047,90.8941,90.8941,1.2821e-14,-80.3943,331.3174,26.1817,445.7815,469.5766,0,0,0,0,0,0,0,0,0,0,10,640,2515,30,30,4380,1,1,1844,1844,10,4384,104,812,1400002C00000000000000000000000000000000000A028009D31E1E111C010107340734000A11200068032C
4,4,20,14,5262,0,1,0,0,0,2019 JAN 27 17:21:04,2019 JAN 27 17:51:15,N/A,N/A,2019 JAN 27 17:21:14,2019 JAN 27 17:51:15,53.665,-47.1293,6.9753,91.1261,91.1261,1.3114e-14,30.2623,91.9251,16.7353,80.1892,80.1892,1.8031e-14,-80.1396,331.3662,N/A,183.1379,183.1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1801,104,194,1400002C0000000000000000000000000000000000000000000000000000000000000000000A0709006800C2
4,4,21,14,5262,0,1,0,0,0,2019 JAN 27 17:51:20,2019 JAN 27 18:11:50,N/A,N/A,2019 JAN 27 17:51:30,2019 JAN 27 18:11:50,30.0234,92.0002,16.7417,80.1844,80.1844,2.6228e-14,-29.7779,106.4787,18.0394,84.6393,84.6393,2.0365e-14,-80.0558,331.3777,N/A,124.0596,124.0596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1220,104,378,1400002C0000000000000000000000000000000000000000000000000000000000000000000A04C40068017A
4,4,22,14,5262,0,1,0,0,0,2019 JAN 27 18:11:55,2019 JAN 27 18:24:15,N/A,N/A,2019 JAN 27 18:12:05,2019 JAN 27 18:24:15,-30.0204,106.5547,18.0458,84.6766,84.6766,2.3801e-14,-63.9831,130.8532,19.8658,90.9172,90.9172,1.1901e-14,-80.0437,331.3855,N/A,74.2346,74.2346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,730,104,398,1400002C0000000000000000000000000000000000000000000000000000000000000000000A02DA0068018E
3,3,23,15,5263,1,0,0,0,0,2019 JAN 27 19:09:09,2019 JAN 27 20:22:17,2019 JAN 27 19:09:19,2019 JAN 27 20:22:04,2019 JAN 27 19:09:19,2019 JAN 27 20:22:17,26.459,-88.8852,5.945,95.9866,95.9866,5.4373e-14,-64.5619,102.9468,19.92,90.9423,90.9423,3.2784e-15,-79.9365,331.4073,26.0794,445.1714,468.8724,0,0,0,0,0,0,0,0,0,0,10,640,2500,30,30,4365,1,1,1844,1844,10,4378,104,776,1400002C00000000000000000000000000000000000A028009C41E1E110D010107340734000A111A00680308
7,7,24,16,5264,1,0,0,0,0,2019 JAN 27 21:17:06,2019 JAN 27 22:20:13,2019 JAN 27 21:24:19,2019 JAN 27 22:03:34,2019 JAN 27 21:17:16,2019 JAN 27 22:20:13,54.7741,-104.0491,7.0094,91.1742,91.1742,1.2722e-14,-64.8235,74.6524,19.9467,90.9695,90.9695,1.7421e-14,-79.6571,331.456,12.3728,384.0595,395.1516,0,0,0,0,0,0,0,0,0,0,433,1063,1918,30,30,2355,1,1,1844,1844,10,3777,104,979,1400002C0000000000000000000000000000000001B10427077E1E1E0933010107340734000A0EC1006803D3
