Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Egress solar occultation observation number,Merged Occultation (YES = 1; NO = 0),Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km (UTC),Latitude probed @ limb height 250 km (deg),Longitude probed @ limb height 250 km (deg),Limb Height 0 km (UTC),Latitude probed @ limb height 0 km (deg),Longitude probed @ limb height 0 km (deg),Limb Height 50 km: switch SCI1 to SCI2 (UTC),Beta angle (deg),Eclipse duration (Umbra end - Umbra start) (s),Local Solar Time (LST): TGO2SUN vector surface intercept point @ limb height 0 km (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
1,1,1,0,81,5328,0,0,0,1,0,2019 FEB 02 04:29:50,2019 FEB 02 04:52:26,2019 FEB 02 04:30:00,2019 FEB 02 04:52:26,N/A,N/A,2019 FEB 02 04:40:00,2019 FEB 02 04:52:26,2019 FEB 02 04:51:56,38.3585,-173.12,2019 FEB 02 04:40:30,3.117,-178.6999,2019 FEB 02 04:43:24,-62.4507,631,6.0183,334.3504,72.0923,N/A,39.5139,111.2042,10,640,814,30,30,1346,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,746,327,1227,1400002C000A0280032E1E1E0542000109D009D000000000000000000000000000000000026202EA014704CB
1,1,2,0,84,5331,0,0,0,1,0,2019 FEB 02 10:24:55,2019 FEB 02 10:46:31,2019 FEB 02 10:25:05,2019 FEB 02 10:46:31,N/A,N/A,2019 FEB 02 10:35:05,2019 FEB 02 10:46:31,2019 FEB 02 10:46:01,40.0446,101.2164,2019 FEB 02 10:35:35,8.2535,95.5635,2019 FEB 02 10:38:03,-61.6733,807,6.0625,334.4843,66.4138,N/A,36.3358,102.3804,10,640,788,30,30,1286,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,686,327,1081,1400002C000A028003141E1E0506000109D009D000000000000000000000000000000000026202AE01470439
1,1,3,0,88,5335,0,0,0,1,0,2019 FEB 02 18:17:50,2019 FEB 02 18:38:29,2019 FEB 02 18:18:00,2019 FEB 02 18:38:29,N/A,N/A,2019 FEB 02 18:28:00,2019 FEB 02 18:38:29,2019 FEB 02 18:37:59,41.5091,-13.2004,2019 FEB 02 18:28:30,13.0118,-18.69,2019 FEB 02 18:30:36,-60.56,977,6.1169,334.6624,61.0192,N/A,33.3166,93.9978,10,640,766,30,30,1229,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,629,327,1455,1400002C000A028002FE1E1E04CD000109D009D00000000000000000000000000000000002620275014705AF
1,1,4,0,90,5337,0,0,0,1,0,2019 FEB 02 22:14:09,2019 FEB 02 22:34:26,2019 FEB 02 22:14:19,2019 FEB 02 22:34:26,N/A,N/A,2019 FEB 02 22:24:19,2019 FEB 02 22:34:26,2019 FEB 02 22:33:56,42.4412,-70.3254,2019 FEB 02 22:24:49,15.201,-75.6909,2019 FEB 02 22:26:47,-60.0423,1050,6.1503,334.7514,58.9371,N/A,32.1514,90.7624,10,640,758,30,30,1207,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,607,327,1403,1400002C000A028002F61E1E04B7000109D009D0000000000000000000000000000000000262025F0147057B
1,1,5,0,93,5340,0,0,0,1,0,2019 FEB 03 04:08:32,2019 FEB 03 04:28:18,2019 FEB 03 04:08:42,2019 FEB 03 04:28:18,N/A,N/A,2019 FEB 03 04:18:42,2019 FEB 03 04:28:18,2019 FEB 03 04:27:48,43.363,-156.1556,2019 FEB 03 04:19:12,17.9405,-161.4599,2019 FEB 03 04:21:01,-59.2104,1148,6.1811,334.8848,56.0031,N/A,30.5094,86.2034,10,640,749,30,30,1176,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,576,327,1332,1400002C000A028002ED1E1E0498000109D009D0000000000000000000000000000000000262024001470534
1,1,6,0,96,5343,0,0,0,1,0,2019 FEB 03 10:03:00,2019 FEB 03 10:22:20,2019 FEB 03 10:03:10,2019 FEB 03 10:22:20,N/A,N/A,2019 FEB 03 10:13:10,2019 FEB 03 10:22:20,2019 FEB 03 10:21:50,44.7945,118.1689,2019 FEB 03 10:13:40,20.9277,112.6546,2019 FEB 03 10:15:21,-58.4172,1238,6.2053,335.0182,53.5425,N/A,29.1322,82.3797,10,640,741,30,30,1150,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,550,327,1272,1400002C000A028002E51E1E047E000109D009D00000000000000000000000000000000002620226014704F8
1,1,7,0,97,5344,0,0,0,1,0,2019 FEB 03 12:01:00,2019 FEB 03 12:20:12,2019 FEB 03 12:01:10,2019 FEB 03 12:20:12,N/A,N/A,2019 FEB 03 12:11:10,2019 FEB 03 12:20:12,2019 FEB 03 12:19:42,44.9922,89.5448,2019 FEB 03 12:11:40,21.5341,84.4039,2019 FEB 03 12:13:18,-58.155,1263,6.2361,335.0626,52.7853,N/A,28.7085,81.2032,10,640,738,30,30,1142,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,542,327,1253,1400002C000A028002E21E1E0476000109D009D0000000000000000000000000000000000262021E014704E5
1,1,8,0,100,5347,0,0,0,1,0,2019 FEB 03 17:55:19,2019 FEB 03 18:14:10,2019 FEB 03 17:55:29,2019 FEB 03 18:14:10,N/A,N/A,2019 FEB 03 18:05:29,2019 FEB 03 18:14:10,2019 FEB 03 18:13:40,45.9134,3.7109,2019 FEB 03 18:05:59,23.6831,-1.1927,2019 FEB 03 18:07:31,-57.3155,1335,6.2772,335.1958,50.7978,N/A,27.5961,78.1149,10,640,732,30,30,1121,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,521,327,1205,1400002C000A028002DC1E1E0461000109D009D00000000000000000000000000000000002620209014704B5
1,1,9,0,102,5349,0,0,0,1,0,2019 FEB 03 21:51:26,2019 FEB 03 22:10:06,2019 FEB 03 21:51:36,2019 FEB 03 22:10:06,N/A,N/A,2019 FEB 03 22:01:36,2019 FEB 03 22:10:06,2019 FEB 03 22:09:36,46.723,-53.4191,2019 FEB 03 22:02:06,25.2768,-58.9504,2019 FEB 03 22:03:36,-56.7852,1382,6.2569,335.2845,49.7568,N/A,27.0135,76.4972,10,640,730,30,30,1110,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,510,327,1436,1400002C000A028002DA1E1E0456000109D009D000000000000000000000000000000000026201FE0147059C
1,1,10,0,103,5350,0,0,0,1,0,2019 FEB 03 23:49:26,2019 FEB 04 00:07:59,2019 FEB 03 23:49:36,2019 FEB 04 00:07:59,N/A,N/A,2019 FEB 03 23:59:36,2019 FEB 04 00:07:59,2019 FEB 04 00:07:29,46.9439,-82.0347,2019 FEB 04 00:00:06,25.7743,-86.816,2019 FEB 04 00:01:33,-56.5306,1401,6.3133,335.3289,49.0943,N/A,26.6427,75.4677,10,640,727,30,30,1103,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,503,327,1419,1400002C000A028002D71E1E044F000109D009D000000000000000000000000000000000026201F70147058B
