Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Ingress solar occultation observation number,Merged Occultation (YES = 1; NO = 0),Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km (UTC),Latitude probed @ limb height 250 km (deg),Longitude probed @ limb height 250 km (deg),Limb Height 0 km (UTC),Latitude probed @ limb height 0 km (deg),Longitude probed @ limb height 0 km (deg),Limb Height 50 km: switch SCI1 to SCI2 (UTC),Beta angle (deg),Eclipse duration (Umbra end - Umbra start) (s),Local Solar Time (LST): TGO2SUN vector surface intercept point @ limb height 0 km (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
5,5,1,1,77,5324,0,0,0,1,0,2019 FEB 01 20:15:27,2019 FEB 01 21:00:27,2019 FEB 01 20:15:37,2019 FEB 01 21:00:27,N/A,N/A,2019 FEB 01 20:25:37,2019 FEB 01 21:00:27,2019 FEB 01 20:26:07,-69.2721,-88.9938,2019 FEB 01 20:40:42,-24.8067,-67.6812,2019 FEB 01 20:36:16,-63.5492,207,5.6364,334.17,199.2913,N/A,110.7023,308.8577,10,640,1515,30,30,2690,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,2090,327,1301,1400002C000A028005EB1E1E0A82000109D009D0000000000000000000000000000000000262082A01470515
5,5,2,1,78,5325,0,0,0,1,0,2019 FEB 01 22:13:12,2019 FEB 01 22:58:25,2019 FEB 01 22:13:22,2019 FEB 01 22:58:25,N/A,N/A,2019 FEB 01 22:23:22,2019 FEB 01 22:58:25,2019 FEB 01 22:23:52,-69.4971,-117.9909,2019 FEB 01 22:37:40,-27.6975,-96.7715,2019 FEB 01 22:33:45,-63.3032,349,5.5944,334.214,200.5217,N/A,111.3909,310.7696,10,640,1468,30,30,2703,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,2103,327,1280,1400002C000A028005BC1E1E0A8F000109D009D0000000000000000000000000000000000262083701470500
1,1,3,0,81,5328,0,0,0,1,0,2019 FEB 02 04:06:29,2019 FEB 02 04:29:45,2019 FEB 02 04:06:39,2019 FEB 02 04:29:45,N/A,N/A,2019 FEB 02 04:16:39,2019 FEB 02 04:29:45,2019 FEB 02 04:17:09,-70.593,154.1202,2019 FEB 02 04:29:15,-34.6172,175.7156,2019 FEB 02 04:26:16,-62.4558,631,5.4636,334.3464,75.878,N/A,41.6326,117.0868,10,640,1187,30,30,1386,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,786,327,1170,1400002C000A028004A31E1E056A000109D009D0000000000000000000000000000000000262031201470492
1,1,4,0,84,5331,0,0,0,1,0,2019 FEB 02 09:59:48,2019 FEB 02 10:22:03,2019 FEB 02 09:59:58,2019 FEB 02 10:22:03,N/A,N/A,2019 FEB 02 10:09:58,2019 FEB 02 10:22:03,2019 FEB 02 10:10:28,-71.424,66.5606,2019 FEB 02 10:21:33,-39.0601,88.9803,2019 FEB 02 10:19:02,-61.6806,807,5.3961,334.4792,70.1048,N/A,38.4015,108.1159,10,640,1154,30,30,1325,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,725,327,1270,1400002C000A028004821E1E052D000109D009D000000000000000000000000000000000026202D5014704F6
1,1,5,0,88,5335,0,0,0,1,0,2019 FEB 02 17:50:59,2019 FEB 02 18:12:15,2019 FEB 02 17:51:09,2019 FEB 02 18:12:15,N/A,N/A,2019 FEB 02 18:01:09,2019 FEB 02 18:12:15,2019 FEB 02 18:01:39,-72.425,-50.2136,2019 FEB 02 18:11:45,-43.5585,-27.0169,2019 FEB 02 18:09:35,-60.5702,977,5.2903,334.6563,64.5209,N/A,35.2764,99.4391,10,640,1116,30,30,1266,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,666,327,1369,1400002C000A0280045C1E1E04F2000109D009D0000000000000000000000000000000000262029A01470559
1,1,6,0,90,5337,0,0,0,1,0,2019 FEB 02 21:46:29,2019 FEB 02 22:07:23,2019 FEB 02 21:46:39,2019 FEB 02 22:07:23,N/A,N/A,2019 FEB 02 21:56:39,2019 FEB 02 22:07:23,2019 FEB 02 21:57:09,-72.954,-108.77,2019 FEB 02 22:06:53,-45.5104,-84.6008,2019 FEB 02 22:04:51,-60.0532,1050,5.2656,334.7448,62.4388,N/A,34.1112,96.2037,10,640,1102,30,30,1244,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,644,327,1311,1400002C000A0280044E1E1E04DC000109D009D000000000000000000000000000000000026202840147051F
1,1,7,0,93,5340,0,0,0,1,0,2019 FEB 03 03:39:50,2019 FEB 03 04:00:12,2019 FEB 03 03:40:00,2019 FEB 03 04:00:12,N/A,N/A,2019 FEB 03 03:50:00,2019 FEB 03 04:00:12,2019 FEB 03 03:50:30,-73.6657,163.4287,2019 FEB 03 03:59:42,-47.9921,-172.5186,2019 FEB 03 03:57:50,-59.2236,1148,5.1275,334.8776,59.4103,N/A,32.4162,91.4977,10,640,1080,30,30,1212,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,612,327,1225,1400002C000A028004381E1E04BC000109D009D00000000000000000000000000000000002620264014704C9
1,1,8,0,96,5343,0,0,0,1,0,2019 FEB 03 09:33:16,2019 FEB 03 09:53:11,2019 FEB 03 09:33:26,2019 FEB 03 09:53:11,N/A,N/A,2019 FEB 03 09:43:26,2019 FEB 03 09:53:11,2019 FEB 03 09:43:56,-74.2651,75.7701,2019 FEB 03 09:52:41,-50.2984,100.7477,2019 FEB 03 09:50:57,-58.4324,1238,5.0711,335.0104,56.8549,N/A,30.9861,87.527,10,640,1061,30,30,1185,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,585,327,1152,1400002C000A028004251E1E04A1000109D009D0000000000000000000000000000000000262024901470480
1,1,9,0,97,5344,0,0,0,1,0,2019 FEB 03 11:30:59,2019 FEB 03 11:50:47,2019 FEB 03 11:31:09,2019 FEB 03 11:50:47,N/A,N/A,2019 FEB 03 11:41:09,2019 FEB 03 11:50:47,2019 FEB 03 11:41:39,-74.5176,46.3537,2019 FEB 03 11:50:17,-51.0092,71.7279,2019 FEB 03 11:48:35,-58.1714,1263,5.0442,335.0546,56.1924,N/A,30.6153,86.4975,10,640,1056,30,30,1178,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,578,327,1133,1400002C000A028004201E1E049A000109D009D000000000000000000000000000000000026202420147046D
1,1,10,0,100,5347,0,0,0,1,0,2019 FEB 03 17:24:31,2019 FEB 03 17:43:55,2019 FEB 03 17:24:41,2019 FEB 03 17:43:55,N/A,N/A,2019 FEB 03 17:34:41,2019 FEB 03 17:43:55,2019 FEB 03 17:35:11,-74.9843,-41.0843,2019 FEB 03 17:43:25,-52.9212,-15.3367,2019 FEB 03 17:41:49,-57.3336,1335,4.9683,335.1874,53.921,N/A,29.3441,82.968,10,640,1038,30,30,1154,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,554,327,1067,1400002C000A0280040E1E1E0482000109D009D0000000000000000000000000000000000262022A0147042B
