Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2023 DEC 23 14:53:28,2023 DEC 23 16:51:23,7075,2023 DEC 23 14:51:28,2023 DEC 23 15:50:27,3539,2023 DEC 23 15:50:28,2023 DEC 23 16:49:23,3535,25.721,2023 DEC 23 16:19:41
1,1,2,2023 DEC 23 16:51:24,2023 DEC 23 18:49:21,7077,2023 DEC 23 16:49:24,2023 DEC 23 17:48:24,3540,2023 DEC 23 17:48:25,2023 DEC 23 18:47:21,3536,25.4693,2023 DEC 23 18:17:39
3,3,3,2023 DEC 23 18:49:22,2023 DEC 23 20:47:19,7077,2023 DEC 23 18:47:22,2023 DEC 23 19:46:21,3539,2023 DEC 23 19:46:22,2023 DEC 23 20:45:19,3537,25.2093,2023 DEC 23 20:15:36
1,1,4,2023 DEC 23 20:47:20,2023 DEC 23 22:45:15,7075,2023 DEC 23 20:45:20,2023 DEC 23 21:44:17,3537,2023 DEC 23 21:44:18,2023 DEC 23 22:43:15,3537,24.9585,2023 DEC 23 22:13:31
3,3,5,2023 DEC 23 22:45:16,2023 DEC 24 00:43:07,7071,2023 DEC 23 22:43:16,2023 DEC 23 23:42:12,3536,2023 DEC 23 23:42:13,2023 DEC 24 00:41:07,3534,24.729,2023 DEC 24 00:11:25
1,1,6,2023 DEC 24 00:43:08,2023 DEC 24 02:41:00,7072,2023 DEC 24 00:41:08,2023 DEC 24 01:40:04,3536,2023 DEC 24 01:40:05,2023 DEC 24 02:39:00,3535,24.5067,2023 DEC 24 02:09:17
3,3,7,2023 DEC 24 02:41:01,2023 DEC 24 04:38:55,7074,2023 DEC 24 02:39:01,2023 DEC 24 03:37:57,3536,2023 DEC 24 03:37:58,2023 DEC 24 04:36:55,3537,24.2613,2023 DEC 24 04:07:11
1,1,8,2023 DEC 24 04:38:56,2023 DEC 24 06:36:52,7076,2023 DEC 24 04:36:56,2023 DEC 24 05:35:54,3538,2023 DEC 24 05:35:55,2023 DEC 24 06:34:52,3537,24.0013,2023 DEC 24 06:05:08
3,3,9,2023 DEC 24 06:36:53,2023 DEC 24 08:34:49,7076,2023 DEC 24 06:34:53,2023 DEC 24 07:33:52,3539,2023 DEC 24 07:33:53,2023 DEC 24 08:32:49,3536,23.7496,2023 DEC 24 08:03:06
1,1,10,2023 DEC 24 08:34:50,2023 DEC 24 10:32:45,7075,2023 DEC 24 08:32:50,2023 DEC 24 09:31:50,3540,2023 DEC 24 09:31:51,2023 DEC 24 10:30:45,3534,23.5101,2023 DEC 24 10:01:03
3,3,11,2023 DEC 24 10:32:46,2023 DEC 24 12:30:39,7073,2023 DEC 24 10:30:46,2023 DEC 24 11:29:45,3539,2023 DEC 24 11:29:46,2023 DEC 24 12:28:39,3533,23.28,2023 DEC 24 11:58:58
1,1,12,2023 DEC 24 12:30:40,2023 DEC 24 14:28:31,7071,2023 DEC 24 12:28:40,2023 DEC 24 13:27:37,3537,2023 DEC 24 13:27:38,2023 DEC 24 14:26:31,3533,23.0489,2023 DEC 24 13:56:49
3,3,13,2023 DEC 24 14:28:32,2023 DEC 24 16:26:26,7074,2023 DEC 24 14:26:32,2023 DEC 24 15:25:29,3537,2023 DEC 24 15:25:30,2023 DEC 24 16:24:26,3536,22.815,2023 DEC 24 15:54:43
3,3,14,2023 DEC 24 16:26:27,2023 DEC 24 18:24:23,7076,2023 DEC 24 16:24:27,2023 DEC 24 17:23:26,3539,2023 DEC 24 17:23:27,2023 DEC 24 18:22:23,3536,22.5705,2023 DEC 24 17:52:40
1,1,15,2023 DEC 24 18:24:24,2023 DEC 24 20:22:21,7077,2023 DEC 24 18:22:24,2023 DEC 24 19:21:23,3539,2023 DEC 24 19:21:24,2023 DEC 24 20:20:21,3537,22.3116,2023 DEC 24 19:50:38
3,3,16,2023 DEC 24 20:22:22,2023 DEC 24 22:20:18,7076,2023 DEC 24 20:20:22,2023 DEC 24 21:19:20,3538,2023 DEC 24 21:19:21,2023 DEC 24 22:18:18,3537,22.0538,2023 DEC 24 21:48:34
3,3,17,2023 DEC 24 22:20:19,2023 DEC 25 00:18:12,7073,2023 DEC 24 22:18:19,2023 DEC 24 23:17:15,3536,2023 DEC 24 23:17:16,2023 DEC 25 00:16:12,3536,21.8145,2023 DEC 24 23:46:29
3,3,18,2023 DEC 25 00:18:13,2023 DEC 25 02:16:04,7071,2023 DEC 25 00:16:13,2023 DEC 25 01:15:08,3535,2023 DEC 25 01:15:09,2023 DEC 25 02:14:04,3535,21.5915,2023 DEC 25 01:44:21
3,3,19,2023 DEC 25 02:16:05,2023 DEC 25 04:13:58,7073,2023 DEC 25 02:14:05,2023 DEC 25 03:13:00,3535,2023 DEC 25 03:13:01,2023 DEC 25 04:11:58,3537,21.3575,2023 DEC 25 03:42:15
3,3,20,2023 DEC 25 04:13:59,2023 DEC 25 06:11:54,7075,2023 DEC 25 04:11:59,2023 DEC 25 05:10:55,3536,2023 DEC 25 05:10:56,2023 DEC 25 06:09:54,3538,21.0987,2023 DEC 25 05:40:10
