NOM_02, OCCEG, 46, 66, 152, 195, 218, 278
NOM_02, OCCIN, 49, 57, 82, 111, 138
NOM_03, OCCEG, 14, 28, 31, 33, 47, 49, 59, 65, 68, 78, 84, 92, 95, 98, 101, 103, 104, 135, 140, 181, 183, 184, 203, 206, 213, 215, 226, 232, 234, 240, 241, 266, 270, 285, 291, 295, 302, 306, 312, 313, 323, 330, 342
NOM_03, OCCIN, 11, 14, 18, 33, 34, 36, 39, 54, 65, 81, 89, 98, 107, 109, 115, 117, 119, 121, 132, 146, 175, 184, 189, 190, 193, 197, 203, 207, 212, 213, 218, 221, 230, 232, 234, 235, 252, 264, 268, 278, 287, 297, 312, 323
CO_001, OCCEG, 82, 109, 113, 125, 127, 138, 268, 281, 287
CO_001, OCCIN, 21, 23, 28, 40, 68, 135, 198, 227, 272, 283
CO2_01, OCCEG, 11, 21, 26, 34, 42, 44, 55, 63, 107, 111, 117, 123, 141, 160, 207, 223, 247, 250, 275, 289, 308, 310, 322, 340
CO2_01, OCCIN, 44, 46, 73, 92, 129, 156, 160, 181, 209, 215, 247, 273, 291, 333, 335
CO2_02, OCCEG, 16, 29, 36, 54, 60, 70, 121, 133, 166, 197, 244, 252, 277, 297
CO2_02, OCCIN, 5, 42, 133, 140, 152, 201, 226, 244, 250, 255, 262, 266, 294, 313
HCL_01, OCCEG, 9, 18, 20, 23, 39, 40, 57, 72, 73, 81, 115, 129, 147, 153, 156, 178, 187, 190, 198, 209, 227, 238, 246, 272, 283, 299, 320
HCL_01, OCCIN, 9, 26, 29, 52, 63, 66, 70, 76, 78, 90, 103, 104, 113, 125, 147, 150, 153, 165, 170, 177, 195, 241, 246, 277, 285, 289, 295, 299, 300, 302, 310, 320, 322, 331
FUL_01, OCCEG, 52, 119, 144, 165, 193, 212, 221, 235, 256, 262, 300, 305
FUL_01, OCCIN, 20, 31, 55, 59, 72, 84, 96, 144, 178, 240, 270, 275, 306
