Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	1	Ingress	2018 APR 21 17:49:27	2018 APR 21 17:52:28	2018 APR 21 17:53:05	218.00	-117.07	-115.49	-115.18	-69.64	-67.31	-66.79	16.83	3	-	-	-	COMMENT	
N/A	1	1	Egress	2018 APR 21 18:33:55	2018 APR 21 18:34:30	2018 APR 21 18:37:17	202.00	30.26	31.95	38.00	79.26	78.87	77.02	3.34	3	-	-	-	COMMENT	
N/A	2	1	Ingress	2018 APR 21 19:47:20	2018 APR 21 19:50:22	2018 APR 21 19:50:59	219.00	-145.68	-144.06	-143.75	-69.62	-67.23	-66.70	16.83	1	-	-	-	COMMENT	
NOMAD	2	1	Egress	2018 APR 21 20:31:47	2018 APR 21 20:32:22	2018 APR 21 20:35:09	202.00	0.86	2.63	8.98	79.43	79.04	77.16	3.29	1	Nominal Science 1xCO2 LA01; Nominal Science 1xCO2 HA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	COMMENT	
ACS	3	1	Ingress	2018 APR 21 21:45:10	2018 APR 21 21:48:13	2018 APR 21 21:48:50	220.00	-174.31	-172.64	-172.33	-69.63	-67.18	-66.64	16.84	4	-	-	-	COMMENT	
N/A	3	1	Egress	2018 APR 21 22:29:38	2018 APR 21 22:30:13	2018 APR 21 22:33:00	202.00	-28.50	-26.64	-20.01	79.59	79.19	77.29	3.26	4	-	-	-	COMMENT	
N/A	4	1	Ingress	2018 APR 21 23:43:00	2018 APR 21 23:46:04	2018 APR 21 23:46:41	221.00	157.08	158.78	159.10	-69.62	-67.11	-66.57	16.85	1	-	-	-	COMMENT	
NOMAD	4	1	Egress	2018 APR 22 00:27:27	2018 APR 22 00:28:02	2018 APR 22 00:30:50	203.00	-57.63	-55.69	-48.80	79.70	79.30	77.36	3.23	1	CO2 02	Science: orders #167, #155, #159, #164, #148, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	COMMENT	
N/A	5	1	Ingress	2018 APR 22 01:40:52	2018 APR 22 01:43:55	2018 APR 22 01:44:32	220.00	128.56	130.26	130.58	-69.52	-66.98	-66.42	16.86	4	-	-	-	COMMENT	
N/A	5	1	Egress	2018 APR 22 02:25:18	2018 APR 22 02:25:53	2018 APR 22 02:28:41	203.00	-86.64	-84.65	-77.55	79.79	79.38	77.41	3.21	4	-	-	-	COMMENT	
N/A	6	1	Ingress	2018 APR 22 03:38:47	2018 APR 22 03:41:50	2018 APR 22 03:42:27	220.00	100.06	101.77	102.09	-69.39	-66.80	-66.23	16.87	3	-	-	-	COMMENT	
ACS	6	1	Egress	2018 APR 22 04:23:10	2018 APR 22 04:23:45	2018 APR 22 04:26:33	203.00	-115.80	-113.72	-106.38	79.90	79.49	77.49	3.18	3	-	-	-	COMMENT	
N/A	7	1	Ingress	2018 APR 22 05:36:42	2018 APR 22 05:39:46	2018 APR 22 05:40:23	221.00	71.50	73.23	73.55	-69.31	-66.66	-66.08	16.88	4	-	-	-	COMMENT	
N/A	7	1	Egress	2018 APR 22 06:21:04	2018 APR 22 06:21:39	2018 APR 22 06:24:27	203.00	-145.07	-142.90	-135.28	80.03	79.61	77.59	3.15	4	-	-	-	COMMENT	
N/A	8	1	Ingress	2018 APR 22 07:34:38	2018 APR 22 07:37:42	2018 APR 22 07:38:19	221.00	42.89	44.65	44.97	-69.28	-66.58	-65.99	16.89	4	-	-	-	COMMENT	
N/A	8	1	Egress	2018 APR 22 08:18:59	2018 APR 22 08:19:34	2018 APR 22 08:22:23	204.00	-174.39	-172.13	-164.18	80.16	79.74	77.68	3.12	4	-	-	-	COMMENT	
NOMAD	9	1	Ingress	2018 APR 22 09:32:32	2018 APR 22 09:35:36	2018 APR 22 09:36:13	221.00	14.26	16.05	16.38	-69.27	-66.53	-65.93	16.89	1	Water Ice 01	Science: orders #119, #140, #153, #170, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	COMMENT	
N/A	9	1	Egress	2018 APR 22 10:16:51	2018 APR 22 10:17:26	2018 APR 22 10:20:15	204.00	156.19	158.55	166.84	80.30	79.88	77.80	3.07	1	-	-	-	COMMENT	
N/A	10	1	Ingress	2018 APR 22 11:30:21	2018 APR 22 11:33:26	2018 APR 22 11:34:03	222.00	-14.36	-12.54	-12.20	-69.27	-66.47	-65.86	16.90	1	-	-	-	COMMENT	
NOMAD	10	1	Egress	2018 APR 22 12:14:40	2018 APR 22 12:15:15	2018 APR 22 12:18:04	204.00	126.78	129.24	137.86	80.44	80.02	77.92	3.03	1	Nominal Science 1xCO2 LA01; Nominal Science 1xCO2 HA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	COMMENT	
N/A	11	1	Ingress	2018 APR 22 13:28:11	2018 APR 22 13:31:17	2018 APR 22 13:31:54	223.00	-42.91	-41.06	-40.73	-69.20	-66.34	-65.72	16.91	4	-	-	-	COMMENT	
N/A	11	1	Egress	2018 APR 22 14:12:29	2018 APR 22 14:13:04	2018 APR 22 14:15:53	204.00	97.62	100.17	109.05	80.54	80.11	77.99	3.00	4	-	-	-	COMMENT	
N/A	12	1	Ingress	2018 APR 22 15:26:07	2018 APR 22 15:29:12	2018 APR 22 15:29:49	222.00	-71.40	-69.57	-69.24	-69.05	-66.16	-65.53	16.92	3	-	-	-	COMMENT	
ACS	12	1	Egress	2018 APR 22 16:10:23	2018 APR 22 16:10:59	2018 APR 22 16:13:48	205.00	68.58	71.27	80.36	80.62	80.17	78.02	2.99	3	-	-	-	COMMENT	
N/A	13	1	Ingress	2018 APR 22 17:24:04	2018 APR 22 17:27:09	2018 APR 22 17:27:46	222.00	-99.95	-98.11	-97.78	-68.96	-66.01	-65.37	16.93	4	-	-	-	COMMENT	
N/A	13	1	Egress	2018 APR 22 18:08:18	2018 APR 22 18:08:54	2018 APR 22 18:11:43	205.00	39.26	42.07	51.47	80.73	80.28	78.11	2.96	4	-	-	-	COMMENT	
N/A	14	1	Ingress	2018 APR 22 19:21:57	2018 APR 22 19:25:03	2018 APR 22 19:25:40	223.00	-128.55	-126.68	-126.35	-68.92	-65.91	-65.26	16.94	1	-	-	-	COMMENT	
NOMAD	14	1	Egress	2018 APR 22 20:06:11	2018 APR 22 20:06:47	2018 APR 22 20:09:37	206.00	9.66	12.60	22.46	80.88	80.43	78.23	2.90	1	Dust H2O 01	Science: orders #119, #130, #145, #171, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	COMMENT	
ACS	15	1	Ingress	2018 APR 22 21:19:49	2018 APR 22 21:22:55	2018 APR 22 21:23:33	224.00	-157.17	-155.28	-154.93	-68.91	-65.86	-65.18	16.95	4	-	-	-	COMMENT	
N/A	15	1	Egress	2018 APR 22 22:04:02	2018 APR 22 22:04:38	2018 APR 22 22:07:28	206.00	-20.00	-16.92	-6.63	81.03	80.59	78.37	2.85	4	-	-	-	COMMENT	
N/A	16	1	Ingress	2018 APR 22 23:17:39	2018 APR 22 23:20:46	2018 APR 22 23:21:24	225.00	174.21	176.14	176.49	-68.91	-65.79	-65.11	16.95	1	-	-	-	COMMENT	
NOMAD	16	1	Egress	2018 APR 23 00:01:51	2018 APR 23 00:02:27	2018 APR 23 00:05:17	206.00	-49.44	-46.24	-35.57	81.15	80.70	78.48	2.80	1	Dust H2O 02	Science: orders #121, #130, #145, #169, #195, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	COMMENT	
N/A	17	1	Ingress	2018 APR 23 01:15:30	2018 APR 23 01:18:37	2018 APR 23 01:19:15	225.00	145.64	147.58	147.94	-68.85	-65.69	-64.99	16.96	4	-	-	-	COMMENT	
N/A	17	1	Egress	2018 APR 23 01:59:41	2018 APR 23 02:00:17	2018 APR 23 02:03:08	207.00	-78.62	-75.32	-64.31	81.23	80.79	78.52	2.78	4	-	-	-	COMMENT	
N/A	18	1	Ingress	2018 APR 23 03:13:23	2018 APR 23 03:16:30	2018 APR 23 03:17:08	225.00	117.14	119.07	119.42	-68.71	-65.51	-64.80	16.97	3	-	-	-	COMMENT	
ACS	18	1	Egress	2018 APR 23 03:57:32	2018 APR 23 03:58:08	2018 APR 23 04:00:59	207.00	-107.87	-104.46	-93.13	81.32	80.88	78.59	2.75	3	-	-	-	COMMENT	
NOMAD	19	1	Ingress	2018 APR 23 05:11:18	2018 APR 23 05:14:25	2018 APR 23 05:15:03	225.00	88.61	90.55	90.89	-68.60	-65.33	-64.62	16.98	1	AER 01	Science: orders #119, #133, #143, #154, #169, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	COMMENT	
N/A	19	1	Egress	2018 APR 23 05:55:25	2018 APR 23 05:56:01	2018 APR 23 05:58:52	207.00	-137.29	-133.75	-122.03	81.43	80.98	78.67	2.71	1	-	-	-	COMMENT	
N/A	20	1	Ingress	2018 APR 23 07:09:15	2018 APR 23 07:12:22	2018 APR 23 07:13:00	225.00	60.03	61.97	62.32	-68.52	-65.21	-64.48	16.99	4	-	-	-	COMMENT	
N/A	20	1	Egress	2018 APR 23 07:53:19	2018 APR 23 07:53:55	2018 APR 23 07:56:46	207.00	-166.78	-163.11	-150.99	81.54	81.09	78.77	2.66	4	-	-	-	COMMENT	
NOMAD	21	1	Ingress	2018 APR 23 09:07:09	2018 APR 23 09:10:17	2018 APR 23 09:10:55	226.00	31.39	33.37	33.72	-68.52	-65.14	-64.40	17.00	1	AER 02	Science: orders #120, #133, #143, #154, #181, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	COMMENT	
N/A	21	1	Egress	2018 APR 23 09:51:13	2018 APR 23 09:51:49	2018 APR 23 09:54:41	208.00	163.59	167.41	-179.95	81.66	81.21	78.87	2.61	1	-	-	-	COMMENT	
N/A	22	1	Ingress	2018 APR 23 11:05:01	2018 APR 23 11:08:09	2018 APR 23 11:08:47	226.00	2.77	4.77	5.13	-68.51	-65.09	-64.34	17.00	4	-	-	-	COMMENT	
ACS	22	1	Egress	2018 APR 23 11:49:02	2018 APR 23 11:49:38	2018 APR 23 11:52:31	209.00	133.89	137.88	151.06	81.78	81.34	78.97	2.55	4	-	-	-	COMMENT	
N/A	23	1	Ingress	2018 APR 23 13:02:49	2018 APR 23 13:05:58	2018 APR 23 13:06:36	227.00	-25.80	-23.78	-23.42	-68.46	-64.98	-64.22	17.01	3	-	-	-	COMMENT	
N/A	23	1	Egress	2018 APR 23 13:46:50	2018 APR 23 13:47:26	2018 APR 23 13:50:19	209.00	104.38	108.50	122.13	81.88	81.45	79.07	2.50	3	-	-	-	COMMENT	
N/A	24	1	Ingress	2018 APR 23 15:00:42	2018 APR 23 15:03:51	2018 APR 23 15:04:29	227.00	-54.30	-52.29	-51.94	-68.31	-64.78	-64.01	17.02	1	-	-	-	COMMENT	
NOMAD	24	1	Egress	2018 APR 23 15:44:42	2018 APR 23 15:45:18	2018 APR 23 15:48:11	209.00	75.24	79.47	93.40	81.95	81.51	79.11	2.48	1	Nominal Science 1xCO2 LA01; Nominal Science 1xCO2 HA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	COMMENT	
N/A	25	1	Ingress	2018 APR 23 16:58:39	2018 APR 23 17:01:48	2018 APR 23 17:02:26	227.00	-82.83	-80.83	-80.48	-68.18	-64.60	-63.82	17.04	4	-	-	-	COMMENT	
