Dayside Nadir Index	UTC Start Time	UTC End Time	UTC Minimum Incidence Angle Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Local Time (hrs)	
0	2018 APR 21 18:41:19	2018 APR 21 19:44:15	2018 APR 21 19:13:03	3778.0	45.1	139.0	-149.3	73.2	4.1	-73.2	11.1	
1	2018 APR 21 20:39:13	2018 APR 21 21:42:07	2018 APR 21 21:10:55	3776.0	16.5	110.0	-178.0	73.2	4.0	-73.2	11.1	
2	2018 APR 21 22:37:04	2018 APR 21 23:39:57	2018 APR 21 23:08:47	3776.0	-12.4	81.1	153.3	73.3	4.0	-73.3	11.1	
3	2018 APR 22 00:34:53	2018 APR 22 01:37:47	2018 APR 22 01:06:35	3776.0	-41.0	52.2	124.7	73.3	3.9	-73.3	11.0	
4	2018 APR 22 02:32:45	2018 APR 22 03:35:39	2018 APR 22 03:04:27	3776.0	-69.5	23.3	96.0	73.3	3.8	-73.2	11.0	
5	2018 APR 22 04:30:39	2018 APR 22 05:33:35	2018 APR 22 05:02:23	3778.0	-98.1	-5.7	67.4	73.2	3.7	-73.2	11.0	
6	2018 APR 22 06:28:34	2018 APR 22 07:31:33	2018 APR 22 07:00:17	3782.0	-126.9	-34.6	39.1	73.3	3.6	-73.3	11.0	
7	2018 APR 22 08:26:28	2018 APR 22 09:29:25	2018 APR 22 08:58:11	3780.0	-155.6	-63.6	10.1	73.3	3.5	-73.3	11.0	
8	2018 APR 22 10:24:20	2018 APR 22 11:27:15	2018 APR 22 10:56:03	3778.0	175.7	-92.5	-18.7	73.3	3.4	-73.4	11.0	
9	2018 APR 22 12:22:10	2018 APR 22 13:25:05	2018 APR 22 12:53:53	3776.0	147.3	-121.4	-47.2	73.4	3.3	-73.4	10.9	
10	2018 APR 22 14:20:01	2018 APR 22 15:22:59	2018 APR 22 14:51:45	3780.0	118.6	-150.3	-75.6	73.4	3.2	-73.4	10.9	
11	2018 APR 22 16:17:55	2018 APR 22 17:20:53	2018 APR 22 16:49:39	3780.0	90.0	-179.3	-104.3	73.3	3.1	-73.3	10.9	
12	2018 APR 22 18:15:51	2018 APR 22 19:18:47	2018 APR 22 18:47:33	3778.0	61.4	151.7	-133.1	73.3	3.0	-73.4	10.9	
13	2018 APR 22 20:13:46	2018 APR 22 21:16:41	2018 APR 22 20:45:27	3778.0	32.6	122.8	-161.6	73.4	3.0	-73.4	10.9	
14	2018 APR 22 22:11:38	2018 APR 22 23:14:31	2018 APR 22 22:43:19	3776.0	3.9	93.9	169.6	73.4	2.9	-73.5	10.9	
15	2018 APR 23 00:09:27	2018 APR 23 01:12:21	2018 APR 23 00:41:09	3776.0	-24.7	65.0	141.1	73.5	2.8	-73.5	10.8	
16	2018 APR 23 02:07:18	2018 APR 23 03:10:13	2018 APR 23 02:38:59	3778.0	-53.4	36.0	112.6	73.5	2.7	-73.5	10.8	
17	2018 APR 23 04:05:11	2018 APR 23 05:08:07	2018 APR 23 04:36:53	3778.0	-81.8	7.1	83.9	73.4	2.6	-73.4	10.8	
18	2018 APR 23 06:03:06	2018 APR 23 07:06:03	2018 APR 23 06:34:49	3780.0	-110.6	-21.9	55.2	73.4	2.5	-73.4	10.8	
19	2018 APR 23 08:01:00	2018 APR 23 09:03:57	2018 APR 23 08:32:43	3778.0	-138.9	-50.8	26.4	73.5	2.4	-73.5	10.8	
20	2018 APR 23 09:58:53	2018 APR 23 11:01:49	2018 APR 23 10:30:35	3778.0	-167.8	-79.7	-2.1	73.5	2.3	-73.5	10.8	
21	2018 APR 23 11:56:43	2018 APR 23 12:59:37	2018 APR 23 12:28:25	3776.0	163.5	-108.7	-30.9	73.5	2.3	-73.5	10.7	
22	2018 APR 23 13:54:33	2018 APR 23 14:57:29	2018 APR 23 14:26:15	3778.0	134.9	-137.6	-59.3	73.5	2.2	-73.5	10.7	
23	2018 APR 23 15:52:26	2018 APR 23 16:55:23	2018 APR 23 16:24:09	3778.0	106.5	-166.5	-88.0	73.5	2.0	-73.5	10.7	
24	2018 APR 23 17:50:22	2018 APR 23 18:53:19	2018 APR 23 18:22:03	3780.0	77.7	164.5	-116.4	73.5	1.9	-73.5	10.7	
25	2018 APR 23 19:48:17	2018 APR 23 20:51:11	2018 APR 23 20:19:59	3776.0	49.2	135.6	-145.4	73.5	1.9	-73.5	10.7	
26	2018 APR 23 21:46:10	2018 APR 23 22:49:03	2018 APR 23 22:17:51	3774.0	20.6	106.6	-174.0	73.5	1.8	-73.6	10.7	
27	2018 APR 23 23:44:01	2018 APR 24 00:46:53	2018 APR 24 00:15:41	3774.0	-8.2	77.7	157.4	73.6	1.7	-73.6	10.6	
28	2018 APR 24 01:41:51	2018 APR 24 02:44:43	2018 APR 24 02:13:31	3774.0	-36.7	48.8	128.8	73.6	1.6	-73.6	10.6	
29	2018 APR 24 03:39:43	2018 APR 24 04:42:37	2018 APR 24 04:11:23	3776.0	-65.3	19.9	100.3	73.5	1.5	-73.5	10.6	
30	2018 APR 24 05:37:38	2018 APR 24 06:40:33	2018 APR 24 06:09:19	3778.0	-94.0	-9.1	71.6	73.5	1.4	-73.5	10.6	
31	2018 APR 24 07:35:32	2018 APR 24 08:38:29	2018 APR 24 08:07:15	3778.0	-122.5	-38.0	43.0	73.5	1.3	-73.5	10.6	
32	2018 APR 24 09:33:26	2018 APR 24 10:36:23	2018 APR 24 10:05:07	3778.0	-151.1	-67.0	14.4	73.5	1.2	-73.6	10.6	
33	2018 APR 24 11:31:18	2018 APR 24 12:34:13	2018 APR 24 12:02:59	3778.0	179.9	-95.9	-14.2	73.6	1.1	-73.6	10.5	
34	2018 APR 24 13:29:08	2018 APR 24 14:32:03	2018 APR 24 14:00:49	3778.0	151.3	-124.8	-42.7	73.6	1.1	-73.6	10.5	
35	2018 APR 24 15:26:59	2018 APR 24 16:29:55	2018 APR 24 15:58:41	3778.0	122.9	-153.7	-71.5	73.6	1.0	-73.5	10.5	
36	2018 APR 24 17:24:54	2018 APR 24 18:27:51	2018 APR 24 17:56:35	3778.0	94.5	177.3	-99.9	73.5	0.8	-73.5	10.5	
37	2018 APR 24 19:22:50	2018 APR 24 20:25:45	2018 APR 24 19:54:31	3778.0	65.6	148.4	-128.6	73.5	0.7	-73.5	10.5	
38	2018 APR 24 21:20:44	2018 APR 24 22:23:37	2018 APR 24 21:52:25	3776.0	36.9	119.4	-157.4	73.6	0.7	-73.6	10.5	
39	2018 APR 24 23:18:36	2018 APR 25 00:21:29	2018 APR 24 23:50:15	3776.0	8.2	90.5	174.2	73.6	0.6	-73.6	10.4	
40	2018 APR 25 01:16:25	2018 APR 25 02:19:17	2018 APR 25 01:48:05	3774.0	-20.3	61.6	145.4	73.6	0.5	-73.6	10.4	
41	2018 APR 25 03:14:16	2018 APR 25 04:17:09	2018 APR 25 03:45:55	3774.0	-48.7	32.7	116.9	73.6	0.4	-73.6	10.4	
42	2018 APR 25 05:12:10	2018 APR 25 06:15:05	2018 APR 25 05:43:51	3778.0	-77.5	3.7	88.4	73.5	0.3	-73.5	10.4	
43	2018 APR 25 07:10:05	2018 APR 25 08:13:01	2018 APR 25 07:41:47	3778.0	-105.9	-25.2	59.8	73.5	0.2	-73.5	10.4	
44	2018 APR 25 09:07:59	2018 APR 25 10:10:55	2018 APR 25 09:39:39	3778.0	-134.5	-54.2	31.1	73.5	0.1	-73.6	10.4	
45	2018 APR 25 11:05:51	2018 APR 25 12:08:45	2018 APR 25 11:37:31	3776.0	-163.3	-83.1	2.3	73.6	0.0	-73.6	10.3	
46	2018 APR 25 13:03:41	2018 APR 25 14:06:35	2018 APR 25 13:35:21	3776.0	168.1	-112.0	-26.1	73.6	-0.1	-73.6	10.3	
47	2018 APR 25 15:01:31	2018 APR 25 16:04:27	2018 APR 25 15:33:13	3778.0	139.5	-140.9	-54.7	73.6	-0.2	-73.5	10.3	
48	2018 APR 25 16:59:25	2018 APR 25 18:02:21	2018 APR 25 17:31:05	3778.0	111.0	-169.9	-83.4	73.5	-0.3	-73.5	10.3	
49	2018 APR 25 18:57:21	2018 APR 25 20:00:17	2018 APR 25 19:29:01	3778.0	82.4	161.2	-111.8	73.5	-0.5	-73.5	10.3	
50	2018 APR 25 20:55:16	2018 APR 25 21:58:09	2018 APR 25 21:26:55	3776.0	53.6	132.2	-140.7	73.5	-0.5	-73.5	10.3	
51	2018 APR 25 22:53:09	2018 APR 25 23:56:01	2018 APR 25 23:24:49	3774.0	25.1	103.3	-169.2	73.5	-0.6	-73.5	10.2	
52	2018 APR 26 00:50:59	2018 APR 26 01:53:51	2018 APR 26 01:22:37	3774.0	-3.6	74.4	162.2	73.6	-0.7	-73.6	10.2	
53	2018 APR 26 02:48:49	2018 APR 26 03:51:41	2018 APR 26 03:20:27	3774.0	-32.1	45.5	133.6	73.5	-0.8	-73.5	10.2	
54	2018 APR 26 04:46:42	2018 APR 26 05:49:35	2018 APR 26 05:18:21	3774.0	-60.5	16.5	104.9	73.5	-0.9	-73.4	10.2	
55	2018 APR 26 06:44:37	2018 APR 26 07:47:33	2018 APR 26 07:16:17	3778.0	-89.2	-12.4	76.6	73.4	-1.0	-73.4	10.2	
56	2018 APR 26 08:42:32	2018 APR 26 09:45:27	2018 APR 26 09:14:13	3778.0	-118.0	-41.4	47.7	73.4	-1.1	-73.4	10.2	
57	2018 APR 26 10:40:25	2018 APR 26 11:43:21	2018 APR 26 11:12:05	3778.0	-146.5	-70.3	19.3	73.5	-1.2	-73.5	10.1	
58	2018 APR 26 12:38:16	2018 APR 26 13:41:09	2018 APR 26 13:09:55	3774.0	-175.1	-99.2	-9.6	73.5	-1.3	-73.5	10.1	
59	2018 APR 26 14:36:06	2018 APR 26 15:38:59	2018 APR 26 15:07:45	3774.0	156.4	-128.1	-38.2	73.5	-1.3	-73.4	10.1	
60	2018 APR 26 16:33:58	2018 APR 26 17:36:53	2018 APR 26 17:05:39	3776.0	127.8	-157.1	-66.7	73.4	-1.5	-73.4	10.1	
61	2018 APR 26 18:31:54	2018 APR 26 19:34:49	2018 APR 26 19:03:33	3778.0	99.1	174.0	-95.1	73.4	-1.6	-73.4	10.1	
62	2018 APR 26 20:29:49	2018 APR 26 21:32:43	2018 APR 26 21:01:29	3776.0	70.5	145.0	-123.8	73.3	-1.7	-73.4	10.1	
63	2018 APR 26 22:27:43	2018 APR 26 23:30:35	2018 APR 26 22:59:21	3774.0	41.9	116.1	-152.5	73.4	-1.8	-73.4	10.0	
64	2018 APR 27 00:25:35	2018 APR 27 01:28:25	2018 APR 27 00:57:13	3772.0	13.3	87.2	178.8	73.4	-1.8	-73.4	10.0	
65	2018 APR 27 02:23:24	2018 APR 27 03:26:15	2018 APR 27 02:55:01	3772.0	-15.2	58.3	150.3	73.4	-2.0	-73.4	10.0	
66	2018 APR 27 04:21:16	2018 APR 27 05:24:07	2018 APR 27 04:52:53	3774.0	-44.0	29.3	121.7	73.3	-2.1	-73.3	10.0	
67	2018 APR 27 06:19:10	2018 APR 27 07:22:03	2018 APR 27 06:50:49	3774.0	-72.2	0.4	93.2	73.3	-2.2	-73.2	10.0	
68	2018 APR 27 08:17:05	2018 APR 27 09:20:01	2018 APR 27 08:48:45	3778.0	-101.0	-28.6	64.9	73.2	-2.3	-73.2	10.0	
69	2018 APR 27 10:14:59	2018 APR 27 11:17:53	2018 APR 27 10:46:39	3776.0	-129.7	-57.5	35.9	73.2	-2.4	-73.3	9.9	
70	2018 APR 27 12:12:51	2018 APR 27 13:15:45	2018 APR 27 12:44:29	3776.0	-158.3	-86.4	7.5	73.3	-2.5	-73.3	9.9	
71	2018 APR 27 14:10:42	2018 APR 27 15:13:33	2018 APR 27 14:42:19	3774.0	173.0	-115.4	-21.3	73.3	-2.5	-73.3	9.9	
72	2018 APR 27 16:08:33	2018 APR 27 17:11:27	2018 APR 27 16:40:11	3776.0	144.7	-144.3	-49.7	73.2	-2.7	-73.2	9.9	
73	2018 APR 27 18:06:27	2018 APR 27 19:09:23	2018 APR 27 18:38:05	3778.0	116.0	-173.2	-78.1	73.1	-2.9	-73.1	9.9	
74	2018 APR 27 20:04:23	2018 APR 27 21:07:17	2018 APR 27 20:36:01	3776.0	87.5	157.9	-106.8	73.1	-3.0	-73.1	9.9	
75	2018 APR 27 22:02:18	2018 APR 27 23:05:11	2018 APR 27 22:33:55	3774.0	59.0	128.9	-135.3	73.1	-3.1	-73.1	9.8	
76	2018 APR 28 00:00:11	2018 APR 28 01:03:01	2018 APR 28 00:31:49	3772.0	30.2	100.0	-164.2	73.1	-3.1	-73.1	9.8	
77	2018 APR 28 01:58:01	2018 APR 28 03:00:51	2018 APR 28 02:29:37	3772.0	1.6	71.1	167.3	73.1	-3.2	-73.1	9.8	
78	2018 APR 28 03:55:52	2018 APR 28 04:58:43	2018 APR 28 04:27:29	3774.0	-27.0	42.2	138.9	73.1	-3.4	-73.0	9.8	
79	2018 APR 28 05:53:45	2018 APR 28 06:56:39	2018 APR 28 06:25:23	3776.0	-55.5	13.2	110.4	73.0	-3.5	-72.9	9.8	
80	2018 APR 28 07:51:40	2018 APR 28 08:54:35	2018 APR 28 08:23:19	3776.0	-83.9	-15.7	81.7	72.9	-3.6	-72.9	9.8	
81	2018 APR 28 09:49:35	2018 APR 28 10:52:29	2018 APR 28 10:21:13	3776.0	-112.7	-44.7	52.9	72.9	-3.7	-72.9	9.7	
82	2018 APR 28 11:47:29	2018 APR 28 12:50:21	2018 APR 28 12:19:07	3774.0	-141.2	-73.6	24.3	72.9	-3.8	-73.0	9.7	
83	2018 APR 28 13:45:19	2018 APR 28 14:48:11	2018 APR 28 14:16:57	3774.0	-170.0	-102.5	-4.2	73.0	-3.9	-72.9	9.7	
84	2018 APR 28 15:43:10	2018 APR 28 16:46:03	2018 APR 28 16:14:47	3776.0	161.4	-131.4	-32.6	72.9	-4.0	-72.8	9.7	
85	2018 APR 28 17:41:03	2018 APR 28 18:43:57	2018 APR 28 18:12:41	3776.0	133.0	-160.4	-61.3	72.8	-4.2	-72.8	9.7	
86	2018 APR 28 19:38:59	2018 APR 28 20:41:53	2018 APR 28 20:10:37	3776.0	104.5	170.7	-89.7	72.7	-4.3	-72.7	9.7	
87	2018 APR 28 21:36:55	2018 APR 28 22:39:47	2018 APR 28 22:08:31	3774.0	75.9	141.7	-118.4	72.7	-4.4	-72.7	9.6	
88	2018 APR 28 23:34:49	2018 APR 29 00:37:39	2018 APR 29 00:06:25	3772.0	47.3	112.8	-147.0	72.7	-4.5	-72.7	9.6	
