Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	1	Nightside	2018 APR 21 17:44:23	2018 APR 21 18:13:51	2018 APR 21 18:43:18	3535.64	-120.31	-26.11	45.37	-73.17	-2.65	73.17	166.29	23.13	3	-	-	-		
1	1	Dayside	2018 APR 21 18:43:18	2018 APR 21 19:12:48	2018 APR 21 19:42:17	3538.29	45.37	138.98	-149.00	73.17	4.02	-73.20	13.86	11.09	3	Nominal 6SUBD 01	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
2	1	Nightside	2018 APR 21 19:42:17	2018 APR 21 20:11:44	2018 APR 21 20:41:12	3535.31	-149.00	-55.06	16.65	-73.20	-2.54	73.24	166.01	23.11	1	-	-	-		
2	1	Dayside	2018 APR 21 20:41:12	2018 APR 21 21:10:41	2018 APR 21 21:40:09	3536.83	16.65	110.04	-177.70	73.24	3.97	-73.26	14.12	11.08	1	Nominal 6SUBD 02	Science: orders #167, #134, #168, #121, #189, #197, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
3	1	Nightside	2018 APR 21 21:40:09	2018 APR 21 22:09:36	2018 APR 21 22:39:03	3534.23	-177.70	-83.98	-12.07	-73.26	-2.45	73.30	165.75	23.10	4	-	-	-		
3	1	Dayside	2018 APR 21 22:39:03	2018 APR 21 23:08:31	2018 APR 21 23:37:59	3535.88	-12.07	81.13	153.61	73.30	3.90	-73.31	14.36	11.06	4	-		COP row -1: 	COMMENT	
4	1	Nightside	2018 APR 21 23:37:59	2018 APR 22 00:07:26	2018 APR 22 00:36:53	3533.68	153.61	-112.89	-40.69	-73.31	-2.38	73.31	165.51	23.08	1	-	-	-		
4	1	Dayside	2018 APR 22 00:36:53	2018 APR 22 01:06:21	2018 APR 22 01:35:49	3535.90	-40.69	52.23	125.01	73.31	3.78	-73.31	14.61	11.05	1	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
5	1	Nightside	2018 APR 22 01:35:49	2018 APR 22 02:05:17	2018 APR 22 02:34:44	3535.80	125.01	-141.81	-69.24	-73.31	-2.30	73.27	165.26	23.07	4	-	-	-		
5	1	Dayside	2018 APR 22 02:34:44	2018 APR 22 03:04:13	2018 APR 22 03:33:42	3537.16	-69.24	23.29	96.46	73.27	3.66	-73.26	14.88	11.03	4	-		COP row -1: 	COMMENT	
6	1	Nightside	2018 APR 22 03:33:42	2018 APR 22 04:03:10	2018 APR 22 04:32:39	3536.96	96.46	-170.76	-97.84	-73.26	-2.19	73.26	164.98	23.05	3	-	-	-		
6	1	Dayside	2018 APR 22 04:32:39	2018 APR 22 05:02:08	2018 APR 22 05:31:38	3539.04	-97.84	-5.67	67.85	73.26	3.59	-73.25	15.15	11.01	3	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	COMMENT	
7	1	Nightside	2018 APR 22 05:31:38	2018 APR 22 06:01:05	2018 APR 22 06:30:33	3535.82	67.85	160.28	-126.49	-73.25	-2.08	73.27	164.70	23.03	4	-	-	-		
7	1	Dayside	2018 APR 22 06:30:33	2018 APR 22 07:00:03	2018 APR 22 07:29:34	3540.24	-126.49	-34.62	39.16	73.27	3.50	-73.29	15.43	10.99	4	-		COP row -1: 	COMMENT	
