Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
1,1,11,2021 OCT 31 11:17:52,2021 OCT 31 13:15:50,7078,2021 OCT 31 11:15:52,2021 OCT 31 12:14:30,3518,2021 OCT 31 12:14:31,2021 OCT 31 13:13:50,3559,37.6345,2021 OCT 31 12:44:24
3,3,12,2021 OCT 31 13:15:51,2021 OCT 31 15:13:46,7075,2021 OCT 31 13:13:51,2021 OCT 31 14:12:27,3516,2021 OCT 31 14:12:28,2021 OCT 31 15:11:46,3558,37.5045,2021 OCT 31 14:42:22
1,1,13,2021 OCT 31 15:13:47,2021 OCT 31 17:11:40,7073,2021 OCT 31 15:11:47,2021 OCT 31 16:10:23,3516,2021 OCT 31 16:10:24,2021 OCT 31 17:09:40,3556,37.3371,2021 OCT 31 16:40:16
1,1,14,2021 OCT 31 17:11:41,2021 OCT 31 19:09:37,7076,2021 OCT 31 17:09:41,2021 OCT 31 18:08:18,3517,2021 OCT 31 18:08:19,2021 OCT 31 19:07:37,3558,37.1242,2021 OCT 31 18:38:12
3,3,15,2021 OCT 31 19:09:38,2021 OCT 31 21:07:38,7080,2021 OCT 31 19:07:38,2021 OCT 31 20:06:17,3519,2021 OCT 31 20:06:18,2021 OCT 31 21:05:38,3560,36.9237,2021 OCT 31 20:36:12
1,1,16,2021 OCT 31 21:07:39,2021 OCT 31 23:05:39,7080,2021 OCT 31 21:05:39,2021 OCT 31 22:04:17,3518,2021 OCT 31 22:04:18,2021 OCT 31 23:03:39,3561,36.7479,2021 OCT 31 22:34:12
3,3,17,2021 OCT 31 23:05:40,2021 NOV 01 01:03:39,7079,2021 OCT 31 23:03:40,2021 NOV 01 00:02:17,3517,2021 NOV 01 00:02:18,2021 NOV 01 01:01:39,3561,36.5888,2021 NOV 01 00:32:12
1,1,18,2021 NOV 01 01:03:40,2021 NOV 01 03:01:36,7076,2021 NOV 01 01:01:40,2021 NOV 01 02:00:16,3516,2021 NOV 01 02:00:17,2021 NOV 01 02:59:36,3559,36.446,2021 NOV 01 02:30:10
3,3,19,2021 NOV 01 03:01:37,2021 NOV 01 04:59:31,7074,2021 NOV 01 02:59:37,2021 NOV 01 03:58:12,3515,2021 NOV 01 03:58:13,2021 NOV 01 04:57:31,3558,36.2933,2021 NOV 01 04:28:05
1,1,20,2021 NOV 01 04:59:32,2021 NOV 01 06:57:27,7075,2021 NOV 01 04:57:32,2021 NOV 01 05:56:07,3515,2021 NOV 01 05:56:08,2021 NOV 01 06:55:27,3559,36.0986,2021 NOV 01 06:26:01
1,1,21,2021 NOV 01 06:57:28,2021 NOV 01 08:55:26,7078,2021 NOV 01 06:55:28,2021 NOV 01 07:54:06,3518,2021 NOV 01 07:54:07,2021 NOV 01 08:53:26,3559,35.8802,2021 NOV 01 08:24:00
3,3,22,2021 NOV 01 08:55:27,2021 NOV 01 10:53:27,7080,2021 NOV 01 08:53:27,2021 NOV 01 09:52:06,3519,2021 NOV 01 09:52:07,2021 NOV 01 10:51:27,3560,35.6866,2021 NOV 01 10:22:00
1,1,23,2021 NOV 01 10:53:28,2021 NOV 01 12:51:26,7078,2021 NOV 01 10:51:28,2021 NOV 01 11:50:07,3519,2021 NOV 01 11:50:08,2021 NOV 01 12:49:26,3558,35.5244,2021 NOV 01 12:20:01
3,3,24,2021 NOV 01 12:51:27,2021 NOV 01 14:49:24,7077,2021 NOV 01 12:49:27,2021 NOV 01 13:48:05,3518,2021 NOV 01 13:48:06,2021 NOV 01 14:47:24,3558,35.3853,2021 NOV 01 14:17:59
1,1,25,2021 NOV 01 14:49:25,2021 NOV 01 16:47:18,7073,2021 NOV 01 14:47:25,2021 NOV 01 15:46:01,3516,2021 NOV 01 15:46:02,2021 NOV 01 16:45:18,3556,35.2367,2021 NOV 01 16:15:54
1,1,26,2021 NOV 01 16:47:19,2021 NOV 01 18:45:13,7074,2021 NOV 01 16:45:19,2021 NOV 01 17:43:56,3517,2021 NOV 01 17:43:57,2021 NOV 01 18:43:13,3556,35.0349,2021 NOV 01 18:13:49
3,3,27,2021 NOV 01 18:45:14,2021 NOV 01 20:43:12,7078,2021 NOV 01 18:43:14,2021 NOV 01 19:41:53,3519,2021 NOV 01 19:41:54,2021 NOV 01 20:41:12,3558,34.8198,2021 NOV 01 20:11:47
1,1,28,2021 NOV 01 20:43:13,2021 NOV 01 22:41:14,7081,2021 NOV 01 20:41:13,2021 NOV 01 21:39:52,3519,2021 NOV 01 21:39:53,2021 NOV 01 22:39:14,3561,34.6267,2021 NOV 01 22:09:48
3,3,29,2021 NOV 01 22:41:15,2021 NOV 02 00:39:14,7079,2021 NOV 01 22:39:15,2021 NOV 01 23:37:52,3517,2021 NOV 01 23:37:53,2021 NOV 02 00:37:14,3561,34.4551,2021 NOV 02 00:07:48
1,1,30,2021 NOV 02 00:39:15,2021 NOV 02 02:37:12,7077,2021 NOV 02 00:37:15,2021 NOV 02 01:35:52,3517,2021 NOV 02 01:35:53,2021 NOV 02 02:35:12,3559,34.3031,2021 NOV 02 02:05:46
1,1,31,2021 NOV 02 02:37:13,2021 NOV 02 04:35:06,7073,2021 NOV 02 02:35:13,2021 NOV 02 03:33:49,3516,2021 NOV 02 03:33:50,2021 NOV 02 04:33:06,3556,34.1524,2021 NOV 02 04:03:42
3,3,32,2021 NOV 02 04:35:07,2021 NOV 02 06:33:01,7074,2021 NOV 02 04:33:07,2021 NOV 02 05:31:43,3516,2021 NOV 02 05:31:44,2021 NOV 02 06:31:01,3557,33.9728,2021 NOV 02 06:01:37
1,1,33,2021 NOV 02 06:33:02,2021 NOV 02 08:30:59,7077,2021 NOV 02 06:31:02,2021 NOV 02 07:29:39,3517,2021 NOV 02 07:29:40,2021 NOV 02 08:28:59,3559,33.7508,2021 NOV 02 07:59:34
3,3,34,2021 NOV 02 08:31:00,2021 NOV 02 10:28:59,7079,2021 NOV 02 08:29:00,2021 NOV 02 09:27:39,3519,2021 NOV 02 09:27:40,2021 NOV 02 10:26:59,3559,33.5388,2021 NOV 02 09:57:33
1,1,35,2021 NOV 02 10:29:00,2021 NOV 02 12:26:59,7079,2021 NOV 02 10:27:00,2021 NOV 02 11:25:40,3520,2021 NOV 02 11:25:41,2021 NOV 02 12:24:59,3558,33.3553,2021 NOV 02 11:55:34
3,3,36,2021 NOV 02 12:27:00,2021 NOV 02 14:24:57,7077,2021 NOV 02 12:25:00,2021 NOV 02 13:23:39,3519,2021 NOV 02 13:23:40,2021 NOV 02 14:22:57,3557,33.2011,2021 NOV 02 13:53:33
3,3,37,2021 NOV 02 14:24:58,2021 NOV 02 16:22:52,7074,2021 NOV 02 14:22:58,2021 NOV 02 15:21:36,3518,2021 NOV 02 15:21:37,2021 NOV 02 16:20:52,3555,33.0567,2021 NOV 02 15:51:29
3,3,38,2021 NOV 02 16:22:53,2021 NOV 02 18:20:46,7073,2021 NOV 02 16:20:53,2021 NOV 02 17:19:30,3517,2021 NOV 02 17:19:31,2021 NOV 02 18:18:46,3555,32.8719,2021 NOV 02 17:49:23
1,1,39,2021 NOV 02 18:20:47,2021 NOV 02 20:18:43,7076,2021 NOV 02 18:18:47,2021 NOV 02 19:17:26,3519,2021 NOV 02 19:17:27,2021 NOV 02 20:16:43,3556,32.6472,2021 NOV 02 19:47:19
1,1,40,2021 NOV 02 20:18:44,2021 NOV 02 22:16:44,7080,2021 NOV 02 20:16:44,2021 NOV 02 21:15:24,3520,2021 NOV 02 21:15:25,2021 NOV 02 22:14:44,3559,32.4391,2021 NOV 02 21:45:19
3,3,41,2021 NOV 02 22:16:45,2021 NOV 03 00:14:45,7080,2021 NOV 02 22:14:45,2021 NOV 02 23:13:24,3519,2021 NOV 02 23:13:25,2021 NOV 03 00:12:45,3560,32.2538,2021 NOV 02 23:43:19
1,1,42,2021 NOV 03 00:14:46,2021 NOV 03 02:12:44,7078,2021 NOV 03 00:12:46,2021 NOV 03 01:11:24,3518,2021 NOV 03 01:11:25,2021 NOV 03 02:10:44,3559,32.085,2021 NOV 03 01:41:18
3,3,43,2021 NOV 03 02:12:45,2021 NOV 03 04:10:40,7075,2021 NOV 03 02:10:45,2021 NOV 03 03:09:22,3517,2021 NOV 03 03:09:23,2021 NOV 03 04:08:40,3557,31.9288,2021 NOV 03 03:39:15
1,1,44,2021 NOV 03 04:10:41,2021 NOV 03 06:08:34,7073,2021 NOV 03 04:08:41,2021 NOV 03 05:07:17,3516,2021 NOV 03 05:07:18,2021 NOV 03 06:06:34,3556,31.7614,2021 NOV 03 05:37:11
3,3,45,2021 NOV 03 06:08:35,2021 NOV 03 08:06:31,7076,2021 NOV 03 06:06:35,2021 NOV 03 07:05:12,3517,2021 NOV 03 07:05:13,2021 NOV 03 08:04:31,3558,31.5525,2021 NOV 03 07:35:06
1,1,46,2021 NOV 03 08:06:32,2021 NOV 03 10:04:30,7078,2021 NOV 03 08:04:32,2021 NOV 03 09:03:11,3519,2021 NOV 03 09:03:12,2021 NOV 03 10:02:30,3558,31.3277,2021 NOV 03 09:33:04
1,1,47,2021 NOV 03 10:04:31,2021 NOV 03 12:02:29,7078,2021 NOV 03 10:02:31,2021 NOV 03 11:01:11,3520,2021 NOV 03 11:01:12,2021 NOV 03 12:00:29,3557,31.1258,2021 NOV 03 11:31:05
3,3,48,2021 NOV 03 12:02:30,2021 NOV 03 14:00:28,7078,2021 NOV 03 12:00:30,2021 NOV 03 12:59:11,3521,2021 NOV 03 12:59:12,2021 NOV 03 13:58:28,3556,30.9543,2021 NOV 03 13:29:05
1,1,49,2021 NOV 03 14:00:29,2021 NOV 03 15:58:25,7076,2021 NOV 03 13:58:29,2021 NOV 03 14:57:08,3519,2021 NOV 03 14:57:09,2021 NOV 03 15:56:25,3556,30.8034,2021 NOV 03 15:27:02
3,3,50,2021 NOV 03 15:58:26,2021 NOV 03 17:56:18,7072,2021 NOV 03 15:56:26,2021 NOV 03 16:55:03,3517,2021 NOV 03 16:55:04,2021 NOV 03 17:54:18,3554,30.6386,2021 NOV 03 17:24:56
1,1,51,2021 NOV 03 17:56:19,2021 NOV 03 19:54:13,7074,2021 NOV 03 17:54:19,2021 NOV 03 18:52:58,3519,2021 NOV 03 18:52:59,2021 NOV 03 19:52:13,3554,30.4258,2021 NOV 03 19:22:51
1,1,52,2021 NOV 03 19:54:14,2021 NOV 03 21:52:13,7079,2021 NOV 03 19:52:14,2021 NOV 03 20:50:55,3521,2021 NOV 03 20:50:56,2021 NOV 03 21:50:13,3557,30.2049,2021 NOV 03 21:20:49
3,3,53,2021 NOV 03 21:52:14,2021 NOV 03 23:50:13,7079,2021 NOV 03 21:50:14,2021 NOV 03 22:48:54,3520,2021 NOV 03 22:48:55,2021 NOV 03 23:48:13,3558,30.0048,2021 NOV 03 23:18:49
3,3,54,2021 NOV 03 23:50:14,2021 NOV 04 01:48:13,7079,2021 NOV 03 23:48:14,2021 NOV 04 00:46:53,3519,2021 NOV 04 00:46:54,2021 NOV 04 01:46:13,3559,29.8229,2021 NOV 04 01:16:48
1,1,55,2021 NOV 04 01:48:14,2021 NOV 04 03:46:10,7076,2021 NOV 04 01:46:14,2021 NOV 04 02:44:52,3518,2021 NOV 04 02:44:53,2021 NOV 04 03:44:10,3557,29.6602,2021 NOV 04 03:14:45
3,3,56,2021 NOV 04 03:46:11,2021 NOV 04 05:44:03,7072,2021 NOV 04 03:44:11,2021 NOV 04 04:42:48,3517,2021 NOV 04 04:42:49,2021 NOV 04 05:42:03,3554,29.4963,2021 NOV 04 05:12:40
1,1,57,2021 NOV 04 05:44:04,2021 NOV 04 07:41:58,7074,2021 NOV 04 05:42:04,2021 NOV 04 06:40:41,3517,2021 NOV 04 06:40:42,2021 NOV 04 07:39:58,3556,29.3019,2021 NOV 04 07:10:35
1,1,58,2021 NOV 04 07:41:59,2021 NOV 04 09:39:56,7077,2021 NOV 04 07:39:59,2021 NOV 04 08:38:38,3519,2021 NOV 04 08:38:39,2021 NOV 04 09:37:56,3557,29.0717,2021 NOV 04 09:08:32
3,3,59,2021 NOV 04 09:39:57,2021 NOV 04 11:37:55,7078,2021 NOV 04 09:37:57,2021 NOV 04 10:36:38,3521,2021 NOV 04 10:36:39,2021 NOV 04 11:35:55,3556,28.854,2021 NOV 04 11:06:31
1,1,60,2021 NOV 04 11:37:56,2021 NOV 04 13:35:55,7079,2021 NOV 04 11:35:56,2021 NOV 04 12:34:38,3522,2021 NOV 04 12:34:39,2021 NOV 04 13:33:55,3556,28.6634,2021 NOV 04 13:04:31
3,3,61,2021 NOV 04 13:35:56,2021 NOV 04 15:33:52,7076,2021 NOV 04 13:33:56,2021 NOV 04 14:32:36,3520,2021 NOV 04 14:32:37,2021 NOV 04 15:31:52,3555,28.4997,2021 NOV 04 15:02:30
3,3,62,2021 NOV 04 15:33:53,2021 NOV 04 17:31:47,7074,2021 NOV 04 15:31:53,2021 NOV 04 16:30:32,3519,2021 NOV 04 16:30:33,2021 NOV 04 17:29:47,3554,28.3426,2021 NOV 04 17:00:25
3,3,63,2021 NOV 04 17:31:48,2021 NOV 04 19:29:40,7072,2021 NOV 04 17:29:48,2021 NOV 04 18:28:26,3518,2021 NOV 04 18:28:27,2021 NOV 04 19:27:40,3553,28.1442,2021 NOV 04 18:58:18
1,1,64,2021 NOV 04 19:29:41,2021 NOV 04 21:27:38,7077,2021 NOV 04 19:27:41,2021 NOV 04 20:26:22,3521,2021 NOV 04 20:26:23,2021 NOV 04 21:25:38,3555,27.9123,2021 NOV 04 20:56:15
3,3,65,2021 NOV 04 21:27:39,2021 NOV 04 23:25:38,7079,2021 NOV 04 21:25:39,2021 NOV 04 22:24:20,3521,2021 NOV 04 22:24:21,2021 NOV 04 23:23:38,3557,27.6986,2021 NOV 04 22:54:15
1,1,66,2021 NOV 04 23:25:39,2021 NOV 05 01:23:38,7079,2021 NOV 04 23:23:39,2021 NOV 05 00:22:20,3521,2021 NOV 05 00:22:21,2021 NOV 05 01:21:38,3557,27.5061,2021 NOV 05 00:52:14
3,3,67,2021 NOV 05 01:23:39,2021 NOV 05 03:21:37,7078,2021 NOV 05 01:21:39,2021 NOV 05 02:20:19,3520,2021 NOV 05 02:20:20,2021 NOV 05 03:19:37,3557,27.3296,2021 NOV 05 02:50:13
1,1,68,2021 NOV 05 03:21:38,2021 NOV 05 05:19:32,7074,2021 NOV 05 03:19:38,2021 NOV 05 04:18:16,3518,2021 NOV 05 04:18:17,2021 NOV 05 05:17:32,3555,27.1625,2021 NOV 05 04:48:09
3,3,69,2021 NOV 05 05:19:33,2021 NOV 05 07:17:26,7073,2021 NOV 05 05:17:33,2021 NOV 05 06:16:10,3517,2021 NOV 05 06:16:11,2021 NOV 05 07:15:26,3555,26.9838,2021 NOV 05 06:46:03
1,1,70,2021 NOV 05 07:17:27,2021 NOV 05 09:15:22,7075,2021 NOV 05 07:15:27,2021 NOV 05 08:14:05,3518,2021 NOV 05 08:14:06,2021 NOV 05 09:13:22,3556,26.7623,2021 NOV 05 08:43:59
3,3,71,2021 NOV 05 09:15:23,2021 NOV 05 11:13:21,7078,2021 NOV 05 09:13:23,2021 NOV 05 10:12:04,3521,2021 NOV 05 10:12:05,2021 NOV 05 11:11:21,3556,26.5325,2021 NOV 05 10:41:57
1,1,72,2021 NOV 05 11:13:22,2021 NOV 05 13:11:20,7078,2021 NOV 05 11:11:22,2021 NOV 05 12:10:04,3522,2021 NOV 05 12:10:05,2021 NOV 05 13:09:20,3555,26.3249,2021 NOV 05 12:39:57
3,3,73,2021 NOV 05 13:11:21,2021 NOV 05 15:09:18,7077,2021 NOV 05 13:09:21,2021 NOV 05 14:08:03,3522,2021 NOV 05 14:08:04,2021 NOV 05 15:07:18,3554,26.1463,2021 NOV 05 14:37:56
3,3,74,2021 NOV 05 15:09:19,2021 NOV 05 17:07:14,7075,2021 NOV 05 15:07:19,2021 NOV 05 16:05:59,3520,2021 NOV 05 16:06:00,2021 NOV 05 17:05:14,3554,25.9851,2021 NOV 05 16:35:53
3,3,75,2021 NOV 05 17:07:15,2021 NOV 05 19:05:07,7072,2021 NOV 05 17:05:15,2021 NOV 05 18:03:53,3518,2021 NOV 05 18:03:54,2021 NOV 05 19:03:07,3553,25.8061,2021 NOV 05 18:33:46
1,1,76,2021 NOV 05 19:05:08,2021 NOV 05 21:03:02,7074,2021 NOV 05 19:03:08,2021 NOV 05 20:01:48,3520,2021 NOV 05 20:01:49,2021 NOV 05 21:01:02,3553,25.5844,2021 NOV 05 20:31:40
1,1,77,2021 NOV 05 21:03:03,2021 NOV 05 23:01:01,7078,2021 NOV 05 21:01:03,2021 NOV 05 21:59:45,3522,2021 NOV 05 21:59:46,2021 NOV 05 22:59:01,3555,25.3593,2021 NOV 05 22:29:38
3,3,78,2021 NOV 05 23:01:02,2021 NOV 06 00:59:01,7079,2021 NOV 05 22:59:02,2021 NOV 05 23:57:43,3521,2021 NOV 05 23:57:44,2021 NOV 06 00:57:01,3557,25.1534,2021 NOV 06 00:27:38
1,1,79,2021 NOV 06 00:59:02,2021 NOV 06 02:57:00,7078,2021 NOV 06 00:57:02,2021 NOV 06 01:55:42,3520,2021 NOV 06 01:55:43,2021 NOV 06 02:55:00,3557,24.9631,2021 NOV 06 02:25:36
3,3,80,2021 NOV 06 02:57:01,2021 NOV 06 04:54:55,7074,2021 NOV 06 02:55:01,2021 NOV 06 03:53:40,3519,2021 NOV 06 03:53:41,2021 NOV 06 04:52:55,3554,24.7909,2021 NOV 06 04:23:33
1,1,81,2021 NOV 06 04:54:56,2021 NOV 06 06:52:49,7073,2021 NOV 06 04:52:56,2021 NOV 06 05:51:35,3519,2021 NOV 06 05:51:36,2021 NOV 06 06:50:49,3553,24.6159,2021 NOV 06 06:21:27
1,1,82,2021 NOV 06 06:52:50,2021 NOV 06 08:50:44,7074,2021 NOV 06 06:50:50,2021 NOV 06 07:49:28,3518,2021 NOV 06 07:49:29,2021 NOV 06 08:48:44,3555,24.4098,2021 NOV 06 08:19:22
3,3,83,2021 NOV 06 08:50:45,2021 NOV 06 10:48:41,7076,2021 NOV 06 08:48:45,2021 NOV 06 09:47:25,3520,2021 NOV 06 09:47:26,2021 NOV 06 10:46:41,3555,24.1747,2021 NOV 06 10:17:18
1,1,84,2021 NOV 06 10:48:42,2021 NOV 06 12:46:40,7078,2021 NOV 06 10:46:42,2021 NOV 06 11:45:25,3523,2021 NOV 06 11:45:26,2021 NOV 06 12:44:40,3554,23.9523,2021 NOV 06 12:15:18
3,3,85,2021 NOV 06 12:46:41,2021 NOV 06 14:44:39,7078,2021 NOV 06 12:44:41,2021 NOV 06 13:43:24,3523,2021 NOV 06 13:43:25,2021 NOV 06 14:42:39,3554,23.7565,2021 NOV 06 14:13:17
3,3,86,2021 NOV 06 14:44:40,2021 NOV 06 16:42:36,7076,2021 NOV 06 14:42:40,2021 NOV 06 15:41:22,3522,2021 NOV 06 15:41:23,2021 NOV 06 16:40:36,3553,23.5858,2021 NOV 06 16:11:15
3,3,87,2021 NOV 06 16:42:37,2021 NOV 06 18:40:29,7072,2021 NOV 06 16:40:37,2021 NOV 06 17:39:17,3520,2021 NOV 06 17:39:18,2021 NOV 06 18:38:29,3551,23.4181,2021 NOV 06 18:09:09
1,1,88,2021 NOV 06 18:40:30,2021 NOV 06 20:38:23,7073,2021 NOV 06 18:38:30,2021 NOV 06 19:37:11,3521,2021 NOV 06 19:37:12,2021 NOV 06 20:36:23,3551,23.2078,2021 NOV 06 20:07:02
1,1,89,2021 NOV 06 20:38:24,2021 NOV 06 22:36:21,7077,2021 NOV 06 20:36:24,2021 NOV 06 21:35:06,3522,2021 NOV 06 21:35:07,2021 NOV 06 22:34:21,3554,22.9723,2021 NOV 06 22:04:59
3,3,90,2021 NOV 06 22:36:22,2021 NOV 07 00:34:21,7079,2021 NOV 06 22:34:22,2021 NOV 06 23:33:04,3522,2021 NOV 06 23:33:05,2021 NOV 07 00:32:21,3556,22.7549,2021 NOV 07 00:02:58
1,1,91,2021 NOV 07 00:34:22,2021 NOV 07 02:32:21,7079,2021 NOV 07 00:32:22,2021 NOV 07 01:31:04,3522,2021 NOV 07 01:31:05,2021 NOV 07 02:30:21,3556,22.5553,2021 NOV 07 02:00:58
3,3,92,2021 NOV 07 02:32:22,2021 NOV 07 04:30:18,7076,2021 NOV 07 02:30:22,2021 NOV 07 03:29:02,3520,2021 NOV 07 03:29:03,2021 NOV 07 04:28:18,3555,22.3734,2021 NOV 07 03:58:55
3,3,93,2021 NOV 07 04:30:19,2021 NOV 07 06:28:12,7073,2021 NOV 07 04:28:19,2021 NOV 07 05:26:58,3519,2021 NOV 07 05:26:59,2021 NOV 07 06:26:12,3553,22.1981,2021 NOV 07 05:56:50
1,1,94,2021 NOV 07 06:28:13,2021 NOV 07 08:26:05,7072,2021 NOV 07 06:26:13,2021 NOV 07 07:24:52,3519,2021 NOV 07 07:24:53,2021 NOV 07 08:24:05,3552,22.0076,2021 NOV 07 07:54:45
3,3,95,2021 NOV 07 08:26:06,2021 NOV 07 10:24:02,7076,2021 NOV 07 08:24:06,2021 NOV 07 09:22:46,3520,2021 NOV 07 09:22:47,2021 NOV 07 10:22:02,3555,21.7776,2021 NOV 07 09:52:40
1,1,96,2021 NOV 07 10:24:03,2021 NOV 07 12:22:00,7077,2021 NOV 07 10:22:03,2021 NOV 07 11:20:45,3522,2021 NOV 07 11:20:46,2021 NOV 07 12:20:00,3554,21.5441,2021 NOV 07 11:50:38
1,1,97,2021 NOV 07 12:22:01,2021 NOV 07 14:19:59,7078,2021 NOV 07 12:20:01,2021 NOV 07 13:18:44,3523,2021 NOV 07 13:18:45,2021 NOV 07 14:17:59,3554,21.3322,2021 NOV 07 13:48:37
3,3,98,2021 NOV 07 14:20:00,2021 NOV 07 16:17:56,7076,2021 NOV 07 14:18:00,2021 NOV 07 15:16:43,3523,2021 NOV 07 15:16:44,2021 NOV 07 16:15:56,3552,21.1476,2021 NOV 07 15:46:36
1,1,99,2021 NOV 07 16:17:57,2021 NOV 07 18:15:51,7074,2021 NOV 07 16:15:57,2021 NOV 07 17:14:39,3522,2021 NOV 07 17:14:40,2021 NOV 07 18:13:51,3551,20.9785,2021 NOV 07 17:44:32
3,3,100,2021 NOV 07 18:15:52,2021 NOV 07 20:13:44,7072,2021 NOV 07 18:13:52,2021 NOV 07 19:12:32,3520,2021 NOV 07 19:12:33,2021 NOV 07 20:11:44,3551,20.7867,2021 NOV 07 19:42:24
1,1,101,2021 NOV 07 20:13:45,2021 NOV 07 22:11:39,7074,2021 NOV 07 20:11:45,2021 NOV 07 21:10:27,3522,2021 NOV 07 21:10:28,2021 NOV 07 22:09:39,3551,20.5553,2021 NOV 07 21:40:19
3,3,102,2021 NOV 07 22:11:40,2021 NOV 08 00:09:38,7078,2021 NOV 07 22:09:40,2021 NOV 07 23:08:24,3524,2021 NOV 07 23:08:25,2021 NOV 08 00:07:38,3553,20.3273,2021 NOV 07 23:38:17
1,1,103,2021 NOV 08 00:09:39,2021 NOV 08 02:07:38,7079,2021 NOV 08 00:07:39,2021 NOV 08 01:06:22,3523,2021 NOV 08 01:06:23,2021 NOV 08 02:05:38,3555,20.1174,2021 NOV 08 01:36:16
1,1,104,2021 NOV 08 02:07:39,2021 NOV 08 04:05:36,7077,2021 NOV 08 02:05:39,2021 NOV 08 03:04:21,3522,2021 NOV 08 03:04:22,2021 NOV 08 04:03:36,3554,19.9204,2021 NOV 08 03:34:14
3,3,105,2021 NOV 08 04:05:37,2021 NOV 08 06:03:31,7074,2021 NOV 08 04:03:37,2021 NOV 08 05:02:18,3521,2021 NOV 08 05:02:19,2021 NOV 08 06:01:31,3552,19.7407,2021 NOV 08 05:32:10
1,1,106,2021 NOV 08 06:03:32,2021 NOV 08 08:01:24,7072,2021 NOV 08 06:01:32,2021 NOV 08 07:00:12,3520,2021 NOV 08 07:00:13,2021 NOV 08 07:59:24,3551,19.5567,2021 NOV 08 07:30:04
3,3,107,2021 NOV 08 08:01:25,2021 NOV 08 09:59:20,7075,2021 NOV 08 07:59:25,2021 NOV 08 08:58:06,3521,2021 NOV 08 08:58:07,2021 NOV 08 09:57:20,3553,19.3414,2021 NOV 08 09:27:59
1,1,108,2021 NOV 08 09:59:21,2021 NOV 08 11:57:17,7076,2021 NOV 08 09:57:21,2021 NOV 08 10:56:03,3522,2021 NOV 08 10:56:04,2021 NOV 08 11:55:17,3553,19.1026,2021 NOV 08 11:25:55
