Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
NOMAD	9	Ingress	2020 NOV 01 07:44:31	2020 NOV 01 07:50:59	2020 NOV 01 07:52:39	488.00	-53.17	-39.36	-36.85	56.17	39.85	35.07	16.81	1	6SUBD CO2 Dipole #1	Science: orders #169, #132, #133, #134, #136, #137, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	9	Egress	2020 NOV 01 08:13:40	2020 NOV 01 08:15:23	2020 NOV 01 08:22:20	520.00	-13.48	-11.08	2.80	-32.51	-37.47	-55.21	19.09	1	6SUBD Nominal #42	Science: orders #121, #134, #169, #129, #149, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	10	Ingress	2020 NOV 01 09:42:36	2020 NOV 01 09:49:10	2020 NOV 01 09:50:52	496.00	-81.45	-67.66	-65.16	55.88	39.19	34.29	16.84	1	All Fullscan Fast #2	Diffraction order stepping (fullscan): 115 orders from 110 to 225 in steps of 1 (6 order(s) per 1 second(s))	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&egressMatch:ARGYRE; &daysideMatch:AEOLIS MENSAE MFF; 	
NOMAD	10	Egress	2020 NOV 01 10:11:23	2020 NOV 01 10:13:09	2020 NOV 01 10:20:12	529.00	-42.58	-40.16	-26.34	-31.64	-36.77	-54.88	19.06	1	6SUBD CH4 #1	Science: orders #121, #133, #134, #135, #136, #169, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&egressMatch:ARGYRE; &daysideMatch:AEOLIS MENSAE MFF; 	
ACS	11	Ingress	2020 NOV 01 11:40:36	2020 NOV 01 11:47:16	2020 NOV 01 11:49:01	505.00	-109.97	-96.09	-93.55	55.76	38.74	33.67	16.86	14	-	-	-		
ACS	11	Egress	2020 NOV 01 12:09:04	2020 NOV 01 12:10:52	2020 NOV 01 12:18:01	537.00	-71.69	-69.28	-55.56	-30.72	-35.97	-54.46	19.03	14	-	-	-		
NOMAD	12	Ingress	2020 NOV 01 13:38:33	2020 NOV 01 13:45:19	2020 NOV 01 13:47:06	513.00	-138.58	-124.57	-122.00	55.72	38.37	33.19	16.88	1	HCL #5	Science: orders #121, #134, #130, #130, #130, #130, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7	&egressMatch:CLARITAS RISE; &mroOverlap; 	
NOMAD	12	Egress	2020 NOV 01 14:06:44	2020 NOV 01 14:08:34	2020 NOV 01 14:15:49	545.00	-100.74	-98.33	-84.67	-29.88	-35.26	-54.12	19.00	1	136 only #2	Science: orders #136, #136, #136, #136, #136, #136, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7	&egressMatch:CLARITAS RISE; &mroOverlap; 	
ACS	13	Ingress	2020 NOV 01 15:36:28	2020 NOV 01 15:43:19	2020 NOV 01 15:45:09	521.00	-167.13	-153.03	-150.42	55.64	38.01	32.66	16.89	14	-	-	-		
ACS	13	Egress	2020 NOV 01 16:04:24	2020 NOV 01 16:06:17	2020 NOV 01 16:13:38	554.00	-129.73	-127.28	-113.60	-29.17	-34.71	-53.92	18.98	14	-	-	-		
NOMAD	14	Ingress	2020 NOV 01 17:34:28	2020 NOV 01 17:41:25	2020 NOV 01 17:43:18	530.00	164.57	178.64	-178.73	55.36	37.37	31.84	16.92	1	6SUBD Nominal #3	Science: orders #167, #136, #169, #121, #190, #192, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	14	Egress	2020 NOV 01 18:02:03	2020 NOV 01 18:03:59	2020 NOV 01 18:11:26	563.00	-158.75	-156.28	-142.61	-28.36	-34.07	-53.64	18.96	1	6SUBD Nominal #11	Science: orders #121, #134, #126, #129, #169, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
ACS	15	Ingress	2020 NOV 01 19:32:32	2020 NOV 01 19:39:36	2020 NOV 01 19:41:32	540.00	136.33	150.36	153.01	55.02	36.60	30.90	16.95	14	-	-	-		
ACS	15	Egress	2020 NOV 01 19:59:41	2020 NOV 01 20:01:40	2020 NOV 01 20:09:13	572.00	172.15	174.63	-171.80	-27.36	-33.25	-53.21	18.93	14	-	-	-		
NOMAD	16	Ingress	2020 NOV 01 21:30:34	2020 NOV 01 21:37:46	2020 NOV 01 21:39:46	552.00	107.90	122.01	124.70	54.81	35.95	30.02	16.98	1	6SUBD CO2 #1	Science: orders #156, #116, #118, #140, #154, #158, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	16	Egress	2020 NOV 01 21:57:20	2020 NOV 01 21:59:23	2020 NOV 01 22:07:04	584.00	143.05	145.56	159.13	-26.34	-32.46	-52.88	18.90	1	CO2 Fullscan Fast #2	Diffraction order stepping (fullscan): 10 orders from 160 to 170 in steps of 1 (6 order(s) per 1 second(s))	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	17	Ingress	2020 NOV 01 23:28:38	2020 NOV 01 23:35:57	2020 NOV 01 23:38:00	562.00	79.49	93.64	96.35	54.59	35.31	29.21	17.00	14	-	-	-		
N/A	17	Egress	2020 NOV 01 23:55:01	2020 NOV 01 23:57:08	2020 NOV 02 00:04:57	596.00	113.98	116.53	130.13	-25.40	-31.74	-52.62	18.87	14	-	-	-		
NOMAD	18	Ingress	2020 NOV 02 01:26:37	2020 NOV 02 01:34:03	2020 NOV 02 01:36:10	573.00	50.96	65.20	67.96	54.48	34.81	28.49	17.02	1	6SUBD CO H2O #2	Science: orders #136, #169, #186, #187, #189, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	18	Egress	2020 NOV 02 01:52:41	2020 NOV 02 01:54:52	2020 NOV 02 02:02:48	607.00	84.93	87.53	101.12	-24.47	-31.03	-52.33	18.85	1	All Fullscan Fast #2	Diffraction order stepping (fullscan): 115 orders from 110 to 225 in steps of 1 (6 order(s) per 1 second(s))	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
ACS	19	Ingress	2020 NOV 02 03:24:34	2020 NOV 02 03:32:06	2020 NOV 02 03:34:17	583.00	22.43	36.75	39.56	54.37	34.36	27.82	17.04	14	-	-	-		
ACS	19	Egress	2020 NOV 02 03:50:16	2020 NOV 02 03:52:30	2020 NOV 02 04:00:35	619.00	55.89	58.50	72.13	-23.50	-30.24	-52.05	18.82	14	-	-	-		
NOMAD	20	Ingress	2020 NOV 02 05:22:29	2020 NOV 02 05:30:10	2020 NOV 02 05:32:26	597.00	-6.05	8.39	11.26	54.22	33.71	26.89	17.06	1	HDO 01	Science: orders #168, #134, #124, #129, #190, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	20	Egress	2020 NOV 02 05:47:48	2020 NOV 02 05:50:07	2020 NOV 02 05:58:18	630.00	26.81	29.46	42.99	-22.38	-29.40	-51.60	18.79	1	134 only #2	Science: orders #134, #134, #134, #134, #134, #134, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7		
ACS	21	Ingress	2020 NOV 02 07:20:34	2020 NOV 02 07:28:26	2020 NOV 02 07:30:48	614.00	-34.23	-19.80	-16.89	53.79	32.66	25.50	17.10	14	-	-	-		
ACS	21	Egress	2020 NOV 02 07:45:20	2020 NOV 02 07:47:46	2020 NOV 02 07:56:07	647.00	-2.35	0.38	13.93	-21.05	-28.46	-51.23	18.76	14	-	-	-		
NOMAD	22	Ingress	2020 NOV 02 09:18:43	2020 NOV 02 09:26:45	2020 NOV 02 09:29:15	632.00	-62.40	-48.03	-45.03	53.33	31.61	24.02	17.14	1	6SUBD Nom CH4 #2	Science: orders #134, #136, #164, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	22	Egress	2020 NOV 02 09:42:51	2020 NOV 02 09:45:25	2020 NOV 02 09:53:58	667.00	-31.57	-28.75	-15.16	-19.57	-27.41	-50.85	18.73	1	6SUBD Nominal #51	Science: orders #121, #136, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
ACS	23	Ingress	2020 NOV 02 11:16:48	2020 NOV 02 11:25:00	2020 NOV 02 11:27:39	651.00	-90.75	-76.34	-73.22	53.03	30.73	22.65	17.17	14	-	-	-		
N/A	23	Egress	2020 NOV 02 11:40:20	2020 NOV 02 11:43:02	2020 NOV 02 11:51:46	686.00	-60.81	-57.91	-44.37	-17.96	-26.24	-50.32	18.69	14	-	-	-		
NOMAD	24	Ingress	2020 NOV 02 13:14:47	2020 NOV 02 13:23:11	2020 NOV 02 13:25:59	672.00	-119.32	-104.71	-101.48	52.94	30.01	21.43	17.19	1	136 only #2	Science: orders #136, #136, #136, #136, #136, #136, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7	&ingressMatch:CERAUNIUS FOSSAE; 	
NOMAD	24	Egress	2020 NOV 02 13:37:47	2020 NOV 02 13:40:38	2020 NOV 02 13:49:33	706.00	-90.03	-87.03	-73.50	-16.36	-25.14	-49.85	18.65	1	6SUBD Nominal #12	Science: orders #121, #134, #127, #129, #169, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7	&ingressMatch:CERAUNIUS FOSSAE; 	
NOMAD	25	Merged	2020 NOV 02 15:12:43	-	2020 NOV 02 15:47:21	2077.81	-147.89	-	-102.46	52.85	-	-49.55	-	5	6SUBD Nominal #51	Science: orders #121, #136, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
ACS	26	Merged	2020 NOV 02 17:10:43	-	2020 NOV 02 17:45:09	2066.26	-176.26	-	-131.39	52.57	-	-49.28	-	14	-	-	-		
NOMAD	27	Merged	2020 NOV 02 19:08:48	-	2020 NOV 02 19:42:53	2044.81	155.58	-	-160.55	52.08	-	-48.75	-	5	6SUBD CH4 #1	Science: orders #121, #133, #134, #135, #136, #169, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mergedMatch:ELYSIUM CERBERUS PHLEGRA; 	
ACS	28	Merged	2020 NOV 02 21:06:52	-	2020 NOV 02 21:40:40	2028.01	127.22	-	170.33	51.77	-	-48.25	-	14	-	-	-		
N/A	29	Merged	2020 NOV 02 23:04:57	-	2020 NOV 02 23:38:30	2012.32	98.84	-	141.28	51.46	-	-47.83	-	14	-	-	-		
NOMAD	30	Grazing	2020 NOV 03 01:03:01	-	2020 NOV 03 01:36:21	2000.49	70.40	-	112.32	51.22	-	-47.52	-	5	6SUBD Nominal #42	Science: orders #121, #134, #169, #129, #149, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	31	Grazing	2020 NOV 03 03:01:02	-	2020 NOV 03 03:34:10	1988.00	41.99	-	41.99	50.94	-	50.94	-	5	6SUBD Nominal #51	Science: orders #121, #136, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	32	Grazing	2020 NOV 03 04:58:57	-	2020 NOV 03 05:31:51	1974.00	13.44	-	13.44	50.83	-	50.83	-	14	-	-	-		
N/A	33	Grazing	2020 NOV 03 06:57:01	-	2020 NOV 03 07:29:35	1954.00	-14.80	-	-14.80	50.37	-	50.37	-	14	-	-	-		
NOMAD	34	Grazing	2020 NOV 03 08:55:12	-	2020 NOV 03 09:27:22	1930.00	-42.87	-	-42.87	49.69	-	49.69	-	5	All Fullscan Fast #2	Diffraction order stepping (fullscan): 115 orders from 110 to 225 in steps of 1 (6 order(s) per 1 second(s))	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	35	Grazing	2020 NOV 03 10:53:20	-	2020 NOV 03 11:25:08	1908.00	-71.15	-	-71.15	49.23	-	49.23	-	14	-	-	-		
NOMAD	36	Grazing	2020 NOV 03 12:51:25	-	2020 NOV 03 13:22:53	1888.00	-99.53	-	-99.53	48.87	-	48.87	-	5	6SUBD Nominal #11	Science: orders #121, #134, #126, #129, #169, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	37	Grazing	2020 NOV 03 14:49:24	-	2020 NOV 03 15:20:38	1874.00	-128.08	-	-128.08	48.73	-	48.73	-	5	136 only #2	Science: orders #136, #136, #136, #136, #136, #136, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7	&grazingMatch:PAVONIS MONS VOLCANIC CONES SE; &grazingMatch:OLYMPICA FOSSAE-JOVIS THOLUS; 	
N/A	38	Grazing	2020 NOV 03 16:47:22	-	2020 NOV 03 17:18:22	1860.00	-156.56	-	-156.56	48.51	-	48.51	-	14	-	-	-		
N/A	39	Grazing	2020 NOV 03 18:45:27	-	2020 NOV 03 19:16:05	1838.00	175.23	-	175.23	47.94	-	47.94	-	14	-	-	-		
NOMAD	40	Grazing	2020 NOV 03 20:43:37	-	2020 NOV 03 21:13:47	1810.00	147.04	-	147.04	47.33	-	47.33	-	5	All Fullscan Fast #2	Diffraction order stepping (fullscan): 115 orders from 110 to 225 in steps of 1 (6 order(s) per 1 second(s))	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	41	Grazing	2020 NOV 03 22:41:44	-	2020 NOV 03 23:11:32	1788.00	118.69	-	118.69	46.88	-	46.88	-	14	-	-	-		
N/A	42	Grazing	2020 NOV 04 00:39:51	-	2020 NOV 04 01:09:21	1770.00	90.31	-	90.31	46.48	-	46.48	-	14	-	-	-		
NOMAD	43	Grazing	2020 NOV 04 02:37:55	-	2020 NOV 04 03:07:07	1752.00	61.88	-	61.88	46.14	-	46.14	-	5	6SUBD Nominal #42	Science: orders #121, #134, #169, #129, #149, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	44	Grazing	2020 NOV 04 04:35:53	-	2020 NOV 04 05:04:49	1736.00	33.38	-	33.38	45.93	-	45.93	-	14	-	-	-		
N/A	219	Grazing	2020 NOV 18 11:35:12	-	2020 NOV 18 12:04:02	1730.00	-109.80	-	-109.80	-45.80	-	-45.80	-	3	-	-	-	&mroOverlap; 	
NOMAD	220	Grazing	2020 NOV 18 13:32:58	-	2020 NOV 18 14:02:02	1744.00	-138.74	-	-138.74	-46.26	-	-46.26	-	5	6SUBD Nominal #48	Science: orders #121, #134, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
N/A	221	Grazing	2020 NOV 18 15:30:38	-	2020 NOV 18 16:00:06	1768.00	-167.94	-	-167.94	-47.11	-	-47.11	-	14	-	-	-		
NOMAD	222	Grazing	2020 NOV 18 17:28:20	-	2020 NOV 18 17:58:16	1796.00	162.85	-	162.85	-47.94	-	-47.94	-	5	6SUBD Nominal #48	Science: orders #121, #134, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	223	Grazing	2020 NOV 18 19:26:06	-	2020 NOV 18 19:56:28	1822.00	133.76	-	133.76	-48.57	-	-48.57	-	14	-	-	-		
N/A	224	Grazing	2020 NOV 18 21:23:51	-	2020 NOV 18 21:54:39	1848.00	104.70	-	104.70	-49.14	-	-49.14	-	14	-	-	-		
NOMAD	225	Grazing	2020 NOV 18 23:21:31	-	2020 NOV 18 23:52:37	1866.00	75.62	-	75.62	-49.75	-	-49.75	-	5	All Fullscan Fast #2	Diffraction order stepping (fullscan): 115 orders from 110 to 225 in steps of 1 (6 order(s) per 1 second(s))	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	226	Grazing	2020 NOV 19 01:19:12	-	2020 NOV 19 01:50:34	1882.00	46.54	-	46.54	-50.34	-	-50.34	-	14	-	-	-		
N/A	227	Grazing	2020 NOV 19 03:17:02	-	2020 NOV 19 03:48:38	1896.00	17.59	-	17.59	-50.70	-	-50.70	-	14	-	-	-		
NOMAD	228	Grazing	2020 NOV 19 05:14:52	-	2020 NOV 19 05:46:46	1914.00	-11.43	-	-11.43	-51.16	-	-51.16	-	5	6SUBD Nominal #42	Science: orders #121, #134, #169, #129, #149, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	229	Grazing	2020 NOV 19 07:12:38	-	2020 NOV 19 07:44:52	1934.00	-40.54	-	-40.54	-51.72	-	-51.72	-	14	-	-	-		
NOMAD	230	Grazing	2020 NOV 19 09:10:21	-	2020 NOV 19 09:42:55	1954.00	-69.66	-	-69.66	-52.30	-	-52.30	-	5	6SUBD Nominal #11	Science: orders #121, #134, #126, #129, #169, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	231	Grazing	2020 NOV 19 11:08:04	-	2020 NOV 19 11:40:56	1972.00	-98.72	-	-98.72	-52.80	-	-52.80	-	5	6SUBD Nominal #48	Science: orders #121, #134, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	232	Grazing	2020 NOV 19 13:05:51	-	2020 NOV 19 13:38:55	1984.00	-127.67	-	-127.67	-53.14	-	-53.14	-	14	-	-	-		
NOMAD	233	Grazing	2020 NOV 19 15:03:36	-	2020 NOV 19 15:36:53	1997.01	-156.77	-	-121.12	-53.65	-	47.28	-	5	134 only #2	Science: orders #134, #134, #134, #134, #134, #134, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&grazingMatch:OLYMPUS MONS; 	
ACS	234	Merged	2020 NOV 19 17:01:21	-	2020 NOV 19 17:34:56	2015.50	174.00	-	-149.63	-54.28	-	47.60	-	3	-	-	-	&mroOverlap; 	
N/A	235	Merged	2020 NOV 19 18:59:09	-	2020 NOV 19 19:33:05	2036.10	144.82	-	-178.01	-54.82	-	48.13	-	14	-	-	-		
NOMAD	236	Merged	2020 NOV 19 20:56:58	-	2020 NOV 19 21:31:12	2054.34	115.78	-	153.65	-55.22	-	48.70	-	5	All Fullscan Fast #2	Diffraction order stepping (fullscan): 115 orders from 110 to 225 in steps of 1 (6 order(s) per 1 second(s))	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	237	Merged	2020 NOV 19 22:54:44	-	2020 NOV 19 23:29:13	2069.44	86.75	-	125.21	-55.60	-	49.09	-	5	6SUBD Nominal #12	Science: orders #121, #134, #127, #129, #169, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (135:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
ACS	238	Ingress	2020 NOV 20 00:52:26	2020 NOV 20 01:01:31	2020 NOV 20 01:04:29	723.00	57.62	71.97	74.79	-56.09	-30.44	-21.12	5.32	3	-	-	-	&mroOverlap; 	
N/A	238	Egress	2020 NOV 20 01:15:44	2020 NOV 20 01:18:38	2020 NOV 20 01:27:07	683.00	83.66	86.14	96.59	15.66	24.81	49.21	6.54	3	-	-	-	&mroOverlap; 	
NOMAD	239	Ingress	2020 NOV 20 02:50:17	2020 NOV 20 02:59:10	2020 NOV 20 03:01:59	702.00	28.67	42.96	45.70	-56.37	-31.39	-22.56	5.29	1	6SUBD Nom CO2 #1	Science: orders #121, #134, #149, #164, #165, #169, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
