Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
6	Dayside	2020 NOV 01 02:38:22	2020 NOV 01 03:07:46	2020 NOV 01 03:37:10	3528.52	136.97	-102.12	-57.56	-69.85	-11.99	69.85	57.46	8.03	14	-		COP row -1: UVIS off		
7	Nightside	2020 NOV 01 03:37:10	2020 NOV 01 04:06:42	2020 NOV 01 04:36:13	3542.17	-57.56	63.00	107.99	69.85	13.47	-69.85	122.44	20.00	14	-	-	-		
7	Dayside	2020 NOV 01 04:36:13	2020 NOV 01 05:05:38	2020 NOV 01 05:35:04	3531.26	107.99	-131.04	-86.29	-69.85	-11.98	69.86	57.69	8.02	14	-		COP row -1: UVIS off	&nomadSolarCalibration; 	
8	Nightside	2020 NOV 01 05:35:04	2020 NOV 01 06:04:35	2020 NOV 01 06:34:07	3543.05	-86.29	34.07	79.30	69.86	13.38	-69.86	122.17	19.98	14	-	-	-		
8	Dayside	2020 NOV 01 06:34:07	2020 NOV 01 07:03:33	2020 NOV 01 07:33:00	3532.93	79.30	-159.99	-115.00	-69.86	-11.90	69.87	57.96	8.00	14	-		COP row 72: NADIR: Full Frame (57:245;0:1047),Tint = 10000 ms,16 bit,Rhythm = 12017 ms, Binning=0		
9	Nightside	2020 NOV 01 07:33:00	2020 NOV 01 08:02:32	2020 NOV 01 08:32:05	3545.13	-115.00	5.10	50.59	69.87	13.33	-69.87	121.90	19.96	1	-	-	-		
9	Dayside	2020 NOV 01 08:32:05	2020 NOV 01 09:01:31	2020 NOV 01 09:30:56	3531.48	50.59	171.04	-143.89	-69.87	-11.83	69.87	58.25	7.98	1	Nominal 4SUBD #2	Science: orders #168, #134, #121, #189, with 195000us integration time (4 orders per 15 second(s) for detector lines 80 to 224)	COP row 68: NADIR: Full Frame (57:245;0:1047),Tint = 7000 ms,16 bit,Rhythm = 9017 ms, Binning=0		
10	Nightside	2020 NOV 01 09:30:56	2020 NOV 01 10:00:30	2020 NOV 01 10:30:03	3546.47	-143.89	-23.87	21.63	69.87	13.32	-69.88	121.63	19.94	1	-	-	-		
10	Dayside	2020 NOV 01 10:30:03	2020 NOV 01 10:59:28	2020 NOV 01 11:28:52	3529.36	21.63	142.06	-172.93	-69.88	-11.85	69.87	58.51	7.96	1	-		COP row -1: UVIS off	&egressMatch:ARGYRE; &daysideMatch:AEOLIS MENSAE MFF; 	
11	Nightside	2020 NOV 01 11:28:52	2020 NOV 01 11:58:25	2020 NOV 01 12:27:58	3545.67	-172.93	-52.84	-7.58	69.87	13.35	-69.86	121.37	19.92	14	-	-	-		
11	Dayside	2020 NOV 01 12:27:58	2020 NOV 01 12:57:22	2020 NOV 01 13:26:46	3527.92	-7.58	113.09	157.89	-69.86	-11.95	69.86	58.76	7.94	14	-		COP row -1: UVIS off		
12	Nightside	2020 NOV 01 13:26:46	2020 NOV 01 13:56:18	2020 NOV 01 14:25:50	3543.74	157.89	-81.79	-36.82	69.86	13.41	-69.85	121.13	19.90	1	-	-	-		
12	Dayside	2020 NOV 01 14:25:50	2020 NOV 01 14:55:13	2020 NOV 01 15:24:37	3527.44	-36.82	84.15	128.73	-69.85	-12.03	69.85	58.99	7.92	1	Nominal 4SUBD #2	Science: orders #168, #134, #121, #189, with 195000us integration time (4 orders per 15 second(s) for detector lines 80 to 224)	COP row 68: NADIR: Full Frame (57:245;0:1047),Tint = 7000 ms,16 bit,Rhythm = 9017 ms, Binning=0	&egressMatch:CLARITAS RISE; &mroOverlap; 	
13	Nightside	2020 NOV 01 15:24:37	2020 NOV 01 15:54:09	2020 NOV 01 16:23:41	3543.48	128.73	-110.73	-65.75	69.85	13.46	-69.85	120.89	19.89	14	-	-	-		
13	Dayside	2020 NOV 01 16:23:41	2020 NOV 01 16:53:05	2020 NOV 01 17:22:29	3528.13	-65.75	55.23	99.84	-69.85	-11.99	69.85	59.24	7.91	14	-		COP row -1: UVIS off		
14	Nightside	2020 NOV 01 17:22:29	2020 NOV 01 17:52:02	2020 NOV 01 18:21:35	3546.30	99.84	-139.66	-94.39	69.85	13.42	-69.86	120.64	19.87	1	-	-	-		
14	Dayside	2020 NOV 01 18:21:35	2020 NOV 01 18:51:00	2020 NOV 01 19:20:25	3530.34	-94.39	26.29	71.26	-69.86	-11.90	69.87	59.50	7.89	1	-		COP row -1: UVIS off		
15	Nightside	2020 NOV 01 19:20:25	2020 NOV 01 19:49:58	2020 NOV 01 20:19:32	3546.22	71.26	-168.61	-123.19	69.87	13.32	-69.87	120.37	19.85	14	-	-	-		
15	Dayside	2020 NOV 01 20:19:32	2020 NOV 01 20:48:57	2020 NOV 01 21:18:23	3531.88	-123.19	-2.68	42.46	-69.87	-11.88	69.87	59.76	7.87	14	-		COP row 72: NADIR: Full Frame (57:245;0:1047),Tint = 10000 ms,16 bit,Rhythm = 12017 ms, Binning=0		
16	Nightside	2020 NOV 01 21:18:23	2020 NOV 01 21:47:56	2020 NOV 01 22:17:28	3544.58	42.46	162.41	-152.17	69.87	13.27	-69.87	120.09	19.83	1	-	-	-		
16	Dayside	2020 NOV 01 22:17:28	2020 NOV 01 22:46:54	2020 NOV 01 23:16:20	3531.81	-152.17	-31.66	13.38	-69.87	-11.90	69.87	60.04	7.85	1	Surface 3SUBD #3	Science: orders #189, #194, #196, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 72: NADIR: Full Frame (57:245;0:1047),Tint = 10000 ms,16 bit,Rhythm = 12017 ms, Binning=0		
17	Nightside	2020 NOV 01 23:16:20	2020 NOV 01 23:45:51	2020 NOV 02 00:15:23	3543.17	13.38	133.43	178.73	69.87	13.33	-69.86	119.82	19.81	14	-	-	-		
17	Dayside	2020 NOV 02 00:15:23	2020 NOV 02 00:44:48	2020 NOV 02 01:14:13	3530.19	178.73	-60.64	-15.88	-69.86	-11.94	69.85	60.30	7.83	14	-		COP row 72: NADIR: Full Frame (57:245;0:1047),Tint = 10000 ms,16 bit,Rhythm = 12017 ms, Binning=0		
18	Nightside	2020 NOV 02 01:14:13	2020 NOV 02 01:43:44	2020 NOV 02 02:13:16	3542.53	-15.88	104.46	149.56	69.85	13.44	-69.84	119.58	19.79	1	-	-	-		
18	Dayside	2020 NOV 02 02:13:16	2020 NOV 02 02:42:40	2020 NOV 02 03:12:04	3528.62	149.56	-89.58	-45.08	-69.84	-12.00	69.83	60.54	7.81	1	-		COP row -1: UVIS off		
19	Nightside	2020 NOV 02 03:12:04	2020 NOV 02 03:41:35	2020 NOV 02 04:11:06	3542.05	-45.08	75.53	120.43	69.83	13.52	-69.82	119.35	19.78	14	-	-	-		
19	Dayside	2020 NOV 02 04:11:06	2020 NOV 02 04:40:31	2020 NOV 02 05:09:56	3529.90	120.43	-118.51	-73.93	-69.82	-12.04	69.83	60.78	7.80	14	-		COP row 79: NADIR: Full Frame (57:245;0:1047),Tint = 20000 ms,16 bit,Rhythm = 22017 ms, Binning=0		
20	Nightside	2020 NOV 02 05:09:56	2020 NOV 02 05:39:27	2020 NOV 02 06:08:59	3542.35	-73.93	46.61	91.65	69.83	13.45	-69.83	119.10	19.76	1	-	-	-		
20	Dayside	2020 NOV 02 06:08:59	2020 NOV 02 06:38:25	2020 NOV 02 07:07:52	3533.05	91.65	-147.45	-102.58	-69.83	-11.98	69.84	61.03	7.78	1	Nominal 4SUBD #2	Science: orders #168, #134, #121, #189, with 195000us integration time (4 orders per 15 second(s) for detector lines 80 to 224)	COP row 72: NADIR: Full Frame (57:245;0:1047),Tint = 10000 ms,16 bit,Rhythm = 12017 ms, Binning=0		
21	Nightside	2020 NOV 02 07:07:52	2020 NOV 02 07:37:24	2020 NOV 02 08:06:56	3544.09	-102.58	17.65	63.02	69.84	13.35	-69.85	118.82	19.74	14	-	-	-		
21	Dayside	2020 NOV 02 08:06:56	2020 NOV 02 08:36:22	2020 NOV 02 09:05:48	3532.54	63.02	-176.41	-131.40	-69.85	-11.90	69.85	61.32	7.76	14	-		COP row -1: UVIS off		
22	Nightside	2020 NOV 02 09:05:48	2020 NOV 02 09:35:21	2020 NOV 02 10:04:54	3545.91	-131.40	-11.32	34.16	69.85	13.33	-69.85	118.55	19.72	1	-	-	-		
22	Dayside	2020 NOV 02 10:04:54	2020 NOV 02 10:34:19	2020 NOV 02 11:03:45	3530.38	34.16	154.60	-160.42	-69.85	-11.88	69.84	61.59	7.74	1	-		COP row -1: UVIS off		
23	Nightside	2020 NOV 02 11:03:45	2020 NOV 02 11:33:18	2020 NOV 02 12:02:51	3546.13	-160.42	-40.30	4.99	69.84	13.36	-69.83	118.29	19.70	14	-	-	-		
23	Dayside	2020 NOV 02 12:02:51	2020 NOV 02 12:32:15	2020 NOV 02 13:01:39	3528.54	4.99	125.62	170.42	-69.83	-11.97	69.82	61.85	7.72	14	-		COP row -1: UVIS off		
24	Nightside	2020 NOV 02 13:01:39	2020 NOV 02 13:31:11	2020 NOV 02 14:00:44	3544.47	170.42	-69.27	-24.31	69.82	13.43	-69.80	118.04	19.69	1	-	-	-		
24	Dayside	2020 NOV 02 14:00:44	2020 NOV 02 14:30:08	2020 NOV 02 14:59:31	3527.57	-24.31	96.66	141.20	-69.80	-12.09	69.79	62.08	7.70	1	CH4 CO 2SUBD #3	Science: orders #189, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 72: NADIR: Full Frame (57:245;0:1047),Tint = 10000 ms,16 bit,Rhythm = 12017 ms, Binning=0	&ingressMatch:CERAUNIUS FOSSAE; 	
25	Nightside	2020 NOV 02 14:59:31	2020 NOV 02 15:29:03	2020 NOV 02 15:58:34	3542.95	141.20	-98.21	-53.46	69.79	13.52	-69.78	117.80	19.67	5	-	-	-		
25	Dayside	2020 NOV 02 15:58:34	2020 NOV 02 16:27:58	2020 NOV 02 16:57:22	3527.64	-53.46	67.73	112.10	-69.78	-12.13	69.78	62.32	7.69	5	-		COP row 79: NADIR: Full Frame (57:245;0:1047),Tint = 20000 ms,16 bit,Rhythm = 22017 ms, Binning=0		
26	Nightside	2020 NOV 02 16:57:22	2020 NOV 02 17:26:54	2020 NOV 02 17:56:27	3545.00	112.10	-127.15	-82.22	69.78	13.55	-69.79	117.56	19.65	14	-	-	-		
26	Dayside	2020 NOV 02 17:56:27	2020 NOV 02 18:25:51	2020 NOV 02 18:55:16	3529.01	-82.22	38.81	83.40	-69.79	-12.04	69.79	62.58	7.67	14	-		COP row -1: UVIS off		
27	Nightside	2020 NOV 02 18:55:16	2020 NOV 02 19:24:49	2020 NOV 02 19:54:23	3546.96	83.40	-156.09	-110.94	69.79	13.47	-69.80	117.29	19.63	5	-	-	-		
27	Dayside	2020 NOV 02 19:54:23	2020 NOV 02 20:23:48	2020 NOV 02 20:53:14	3531.01	-110.94	9.85	54.72	-69.80	-12.00	69.80	62.84	7.65	5	Ice CH4 2SUBD #1	Science: orders #193, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 72: NADIR: Full Frame (57:245;0:1047),Tint = 10000 ms,16 bit,Rhythm = 12017 ms, Binning=0	&mergedMatch:ELYSIUM CERBERUS PHLEGRA; 	
28	Nightside	2020 NOV 02 20:53:14	2020 NOV 02 21:22:47	2020 NOV 02 21:52:19	3545.46	54.72	174.94	-139.87	69.80	13.39	-69.79	117.01	19.61	14	-	-	-		
28	Dayside	2020 NOV 02 21:52:19	2020 NOV 02 22:21:45	2020 NOV 02 22:51:11	3531.59	-139.87	-19.14	25.73	-69.79	-12.01	69.79	63.11	7.63	14	-		COP row 79: NADIR: Full Frame (57:245;0:1047),Tint = 20000 ms,16 bit,Rhythm = 22017 ms, Binning=0		
29	Nightside	2020 NOV 02 22:51:11	2020 NOV 02 23:20:43	2020 NOV 02 23:50:15	3543.77	25.73	145.95	-168.96	69.79	13.42	-69.77	116.74	19.59	14	-	-	-		
29	Dayside	2020 NOV 02 23:50:15	2020 NOV 03 00:19:40	2020 NOV 03 00:49:05	3530.39	-168.96	-48.12	-3.54	-69.77	-12.06	69.76	63.38	7.61	14	-		COP row 72: NADIR: Full Frame (57:245;0:1047),Tint = 10000 ms,16 bit,Rhythm = 12017 ms, Binning=0		
30	Nightside	2020 NOV 03 00:49:05	2020 NOV 03 01:18:36	2020 NOV 03 01:48:08	3542.78	-3.54	116.97	161.84	69.76	13.55	-69.74	116.49	19.57	5	-	-	-		
30	Dayside	2020 NOV 03 01:48:08	2020 NOV 03 02:17:32	2020 NOV 03 02:46:56	3528.51	161.84	-77.08	-32.85	-69.74	-12.13	69.72	63.64	7.59	5	Nominal 6SUBD #2	Science: orders #149, #134, #168, #121, #189, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: UVIS off		
31	Nightside	2020 NOV 03 02:46:56	2020 NOV 03 03:16:28	2020 NOV 03 03:45:59	3542.48	-32.85	88.02	132.62	69.72	13.68	-69.71	116.26	19.55	5	-	-	-		
31	Dayside	2020 NOV 03 03:45:59	2020 NOV 03 04:15:23	2020 NOV 03 04:44:47	3528.03	132.62	-106.02	-61.91	-69.71	-12.21	69.70	63.87	7.57	5	-		COP row 68: NADIR: Full Frame (57:245;0:1047),Tint = 7000 ms,16 bit,Rhythm = 9017 ms, Binning=0		
32	Nightside	2020 NOV 03 04:44:47	2020 NOV 03 05:14:18	2020 NOV 03 05:43:49	3542.27	-61.91	59.10	103.63	69.70	13.69	-69.70	116.02	19.54	14	-	-	-		
32	Dayside	2020 NOV 03 05:43:49	2020 NOV 03 06:13:15	2020 NOV 03 06:42:41	3531.37	103.63	-134.95	-90.63	-69.70	-12.21	69.71	64.11	7.56	14	-		COP row -1: UVIS off		
33	Nightside	2020 NOV 03 06:42:41	2020 NOV 03 07:12:12	2020 NOV 03 07:41:44	3543.27	-90.63	30.16	74.95	69.71	13.60	-69.71	115.75	19.52	14	-	-	-		
33	Dayside	2020 NOV 03 07:41:44	2020 NOV 03 08:11:10	2020 NOV 03 08:40:36	3532.64	74.95	-163.90	-119.38	-69.71	-12.13	69.72	64.38	7.54	14	-		COP row -1: UVIS off		
34	Nightside	2020 NOV 03 08:40:36	2020 NOV 03 09:10:09	2020 NOV 03 09:39:42	3545.38	-119.38	1.19	46.20	69.72	13.56	-69.72	115.48	19.50	5	-	-	-		
34	Dayside	2020 NOV 03 09:39:42	2020 NOV 03 10:09:07	2020 NOV 03 10:38:32	3530.69	46.20	167.12	-148.34	-69.72	-12.08	69.71	64.67	7.52	5	Surface 3SUBD #3	Science: orders #189, #194, #196, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 72: NADIR: Full Frame (57:245;0:1047),Tint = 10000 ms,16 bit,Rhythm = 12017 ms, Binning=0		
35	Nightside	2020 NOV 03 10:38:32	2020 NOV 03 11:08:06	2020 NOV 03 11:37:39	3546.41	-148.34	-27.79	17.14	69.71	13.58	-69.70	115.21	19.48	14	-	-	-		
35	Dayside	2020 NOV 03 11:37:39	2020 NOV 03 12:07:03	2020 NOV 03 12:36:27	3528.50	17.14	138.14	-177.46	-69.70	-12.14	69.68	64.93	7.50	14	-		COP row 72: NADIR: Full Frame (57:245;0:1047),Tint = 10000 ms,16 bit,Rhythm = 12017 ms, Binning=0		
36	Nightside	2020 NOV 03 12:36:27	2020 NOV 03 13:06:00	2020 NOV 03 13:35:32	3544.98	-177.46	-56.77	-12.19	69.68	13.65	-69.65	114.96	19.46	5	-	-	-		
36	Dayside	2020 NOV 03 13:35:32	2020 NOV 03 14:04:56	2020 NOV 03 14:34:20	3527.22	-12.19	109.16	153.26	-69.65	-12.29	69.64	65.17	7.48	5	-		COP row -1: UVIS off		
37	Nightside	2020 NOV 03 14:34:20	2020 NOV 03 15:03:51	2020 NOV 03 15:33:23	3543.06	153.26	-85.73	-41.51	69.64	13.77	-69.60	114.71	19.44	5	-	-	-		
37	Dayside	2020 NOV 03 15:33:23	2020 NOV 03 16:02:46	2020 NOV 03 16:32:10	3526.99	-41.51	80.21	124.02	-69.60	-12.41	69.59	65.40	7.46	5	Nominal 4SUBD #2	Science: orders #168, #134, #121, #189, with 195000us integration time (4 orders per 15 second(s) for detector lines 80 to 224)	COP row 72: NADIR: Full Frame (57:245;0:1047),Tint = 10000 ms,16 bit,Rhythm = 12017 ms, Binning=0	&grazingMatch:PAVONIS MONS VOLCANIC CONES SE; &grazingMatch:OLYMPICA FOSSAE-JOVIS THOLUS; 	
38	Nightside	2020 NOV 03 16:32:10	2020 NOV 03 17:01:42	2020 NOV 03 17:31:14	3543.90	124.02	-114.66	-70.42	69.59	13.84	-69.59	114.48	19.43	14	-	-	-		
38	Dayside	2020 NOV 03 17:31:14	2020 NOV 03 18:00:37	2020 NOV 03 18:30:01	3527.84	-70.42	51.29	95.15	-69.59	-12.37	69.59	65.65	7.45	14	-		COP row -1: UVIS off		
39	Nightside	2020 NOV 03 18:30:01	2020 NOV 03 18:59:35	2020 NOV 03 19:29:08	3547.05	95.15	-143.60	-99.08	69.59	13.79	-69.61	114.22	19.41	14	-	-	-		
39	Dayside	2020 NOV 03 19:29:08	2020 NOV 03 19:58:34	2020 NOV 03 20:27:59	3530.18	-99.08	22.35	66.57	-69.61	-12.29	69.61	65.92	7.43	14	-		COP row 72: NADIR: Full Frame (57:245;0:1047),Tint = 10000 ms,16 bit,Rhythm = 12017 ms, Binning=0		
40	Nightside	2020 NOV 03 20:27:59	2020 NOV 03 20:57:32	2020 NOV 03 21:27:05	3546.08	66.57	-172.56	-127.94	69.61	13.69	-69.61	113.95	19.39	5	-	-	-		
40	Dayside	2020 NOV 03 21:27:05	2020 NOV 03 21:56:30	2020 NOV 03 22:25:56	3531.53	-127.94	-6.63	37.70	-69.61	-12.29	69.61	66.18	7.41	5	-		COP row 79: NADIR: Full Frame (57:245;0:1047),Tint = 20000 ms,16 bit,Rhythm = 22017 ms, Binning=0		
41	Nightside	2020 NOV 03 22:25:56	2020 NOV 03 22:55:28	2020 NOV 03 23:25:00	3544.09	37.70	158.46	-157.01	69.61	13.68	-69.58	113.67	19.37	14	-	-	-		
41	Dayside	2020 NOV 03 23:25:00	2020 NOV 03 23:54:26	2020 NOV 04 00:23:51	3530.96	-157.01	-35.62	8.48	-69.58	-12.35	69.57	66.46	7.39	14	-		COP row -1: UVIS off		
42	Nightside	2020 NOV 04 00:23:51	2020 NOV 04 00:53:23	2020 NOV 04 01:22:54	3542.75	8.48	129.47	173.78	69.57	13.80	-69.54	113.41	19.35	14	-	-	-		
42	Dayside	2020 NOV 04 01:22:54	2020 NOV 04 01:52:18	2020 NOV 04 02:21:43	3528.90	173.78	-64.60	-20.90	-69.54	-12.45	69.50	66.72	7.37	14	-		COP row -1: UVIS off		
43	Nightside	2020 NOV 04 02:21:43	2020 NOV 04 02:51:14	2020 NOV 04 03:20:45	3542.50	-20.90	100.50	144.50	69.50	13.97	-69.49	113.17	19.33	5	-	-	-		
43	Dayside	2020 NOV 04 03:20:45	2020 NOV 04 03:50:09	2020 NOV 04 04:19:33	3527.35	144.50	-93.55	-50.18	-69.49	-12.56	69.45	66.96	7.35	5	H2O CO 2SUBD #1	Science: orders #168, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 72: NADIR: Full Frame (57:245;0:1047),Tint = 10000 ms,16 bit,Rhythm = 12017 ms, Binning=0		
44	Nightside	2020 NOV 04 04:19:33	2020 NOV 04 04:49:04	2020 NOV 04 05:18:35	3542.14	-50.18	71.56	115.31	69.45	14.08	-69.44	112.94	19.31	14	-	-	-		
44	Dayside	2020 NOV 04 05:18:35	2020 NOV 04 05:48:00	2020 NOV 04 06:17:25	3529.88	115.31	-122.48	-79.01	-69.44	-12.61	69.45	67.19	7.33	14	-		COP row -1: UVIS off		
45	Nightside	2020 NOV 04 06:17:25	2020 NOV 04 06:46:56	2020 NOV 04 07:16:28	3542.79	-79.01	42.63	86.55	69.45	14.01	-69.44	112.69	19.30	14	-	-	-		
45	Dayside	2020 NOV 04 07:16:28	2020 NOV 04 07:45:54	2020 NOV 04 08:15:20	3532.78	86.55	-151.42	-107.69	-69.44	-12.55	69.46	67.45	7.31	14	-		COP row -1: UVIS off		
46	Nightside	2020 NOV 04 08:15:20	2020 NOV 04 08:44:53	2020 NOV 04 09:14:25	3544.79	-107.69	13.67	57.90	69.46	13.93	-69.46	112.41	19.28	14	-	-	-		
46	Dayside	2020 NOV 04 09:14:25	2020 NOV 04 09:43:51	2020 NOV 04 10:13:17	3531.36	57.90	179.60	-136.58	-69.46	-12.48	69.45	67.73	7.30	14	-		COP row -1: UVIS off		
47	Nightside	2020 NOV 04 10:13:17	2020 NOV 04 10:42:50	2020 NOV 04 11:12:23	3546.38	-136.58	-15.31	28.94	69.45	13.94	-69.45	112.14	19.26	7	Night Limb #2	Science: orders #158, #158, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: UVIS off		
47	Dayside	2020 NOV 04 11:12:23	2020 NOV 04 11:41:47	2020 NOV 04 12:11:12	3528.83	28.94	150.61	-165.70	-69.45	-12.51	69.41	68.01	7.28	7	-		COP row 72: NADIR: Full Frame (57:245;0:1047),Tint = 10000 ms,16 bit,Rhythm = 12017 ms, Binning=0		
48	Nightside	2020 NOV 04 12:11:12	2020 NOV 04 12:40:45	2020 NOV 04 13:10:18	3545.94	-165.70	-44.30	-0.38	69.41	14.02	-69.38	111.88	19.24	14	-	-	-		
48	Dayside	2020 NOV 04 13:10:18	2020 NOV 04 13:39:41	2020 NOV 04 14:09:05	3527.06	-0.38	121.62	165.00	-69.38	-12.67	69.35	68.26	7.25	14	-		COP row -1: UVIS off		
49	Nightside	2020 NOV 04 14:09:05	2020 NOV 04 14:38:37	2020 NOV 04 15:08:09	3543.92	165.00	-73.27	-29.82	69.35	14.16	-69.30	111.63	19.22	3	-	-	-		
49	Dayside	2020 NOV 04 15:08:09	2020 NOV 04 15:37:32	2020 NOV 04 16:06:55	3526.42	-29.82	92.65	135.65	-69.30	-12.86	69.28	68.49	7.23	3	Surface 3SUBD 02	Science: orders #191, #194, #196, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 72: NADIR: Full Frame (57:245;0:1047),Tint = 10000 ms,16 bit,Rhythm = 12017 ms, Binning=0		
50	Nightside	2020 NOV 04 16:06:55	2020 NOV 04 16:36:27	2020 NOV 04 17:05:58	3542.88	135.65	-102.23	-59.03	69.28	14.30	-69.24	111.39	19.20	14	-	-	-		
50	Dayside	2020 NOV 04 17:05:58	2020 NOV 04 17:35:21	2020 NOV 04 18:04:45	3526.70	-59.03	63.72	106.50	-69.24	-12.92	69.23	68.73	7.22	14	-		COP row 72: NADIR: Full Frame (57:245;0:1047),Tint = 10000 ms,16 bit,Rhythm = 12017 ms, Binning=0		
51	Nightside	2020 NOV 04 18:04:45	2020 NOV 04 18:34:18	2020 NOV 04 19:03:51	3546.06	106.50	-131.17	-87.77	69.23	14.35	-69.25	111.15	19.18	14	-	-	-		
51	Dayside	2020 NOV 04 19:03:51	2020 NOV 04 19:33:15	2020 NOV 04 20:02:39	3528.56	-87.77	34.79	77.83	-69.25	-12.83	69.25	68.99	7.20	14	-		COP row 72: NADIR: Full Frame (57:245;0:1047),Tint = 10000 ms,16 bit,Rhythm = 12017 ms, Binning=0		
52	Nightside	2020 NOV 04 20:02:39	2020 NOV 04 20:32:13	2020 NOV 04 21:01:46	3547.20	77.83	-160.12	-116.56	69.25	14.27	-69.25	110.88	19.16	8	-	-	-		
52	Dayside	2020 NOV 04 21:01:46	2020 NOV 04 21:31:12	2020 NOV 04 22:00:37	3530.55	-116.56	5.82	49.09	-69.25	-12.81	69.25	69.25	7.18	8	Nominal Limb 01	Science: orders #164, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: UVIS off		
53	Nightside	2020 NOV 04 22:00:37	2020 NOV 04 22:30:10	2020 NOV 04 22:59:42	3545.03	49.09	170.90	-145.59	69.25	14.22	-69.22	110.60	19.14	14	-	-	-		
53	Dayside	2020 NOV 04 22:59:42	2020 NOV 04 23:29:07	2020 NOV 04 23:58:33	3530.72	-145.59	-23.17	19.97	-69.22	-12.87	69.21	69.53	7.16	14	-		COP row 72: NADIR: Full Frame (57:245;0:1047),Tint = 10000 ms,16 bit,Rhythm = 12017 ms, Binning=0		
54	Nightside	2020 NOV 04 23:58:33	2020 NOV 05 00:28:04	2020 NOV 05 00:57:36	3543.30	19.97	141.91	-174.79	69.21	14.32	-69.16	110.33	19.12	14	-	-	-		
