Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	70	Nightside	2023 AUG 05 14:51:47	2023 AUG 05 15:20:56	2023 AUG 05 15:50:06	3498.39	6.84	31.94	172.36	26.00	-59.35	-26.50	102.14	7.28	3	-	-	-		
1	70	Dayside	2023 AUG 05 15:50:06	2023 AUG 05 16:19:45	2023 AUG 05 16:49:25	3558.98	172.36	-162.28	-22.34	-26.50	59.56	26.95	77.81	19.29	3	CH4 H2O 2SUBD 02	Science: orders #136, #168, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 89: NADIR: Horizontal Bin (57:245;0:1047), Tint = 10000 ms,20 bit,Rhythm = 15364 ms, Binning=3		
2	70	Nightside	2023 AUG 05 16:49:25	2023 AUG 05 17:18:34	2023 AUG 05 17:47:44	3499.27	-22.34	2.13	143.17	26.95	-58.43	-27.44	102.24	7.20	14	-	-	-		
2	70	Dayside	2023 AUG 05 17:47:44	2023 AUG 05 18:17:24	2023 AUG 05 18:47:03	3559.27	143.17	167.98	-51.49	-27.44	58.76	27.81	77.69	19.21	14	-		COP row -1: UVIS off		
3	70	Nightside	2023 AUG 05 18:47:03	2023 AUG 05 19:16:14	2023 AUG 05 19:45:25	3501.73	-51.49	-27.58	114.06	27.81	-57.67	-28.23	102.38	7.13	14	-	-	-		
3	70	Dayside	2023 AUG 05 19:45:25	2023 AUG 05 20:15:03	2023 AUG 05 20:44:42	3556.84	114.06	138.34	-80.58	-28.23	58.07	28.59	77.55	19.15	14	-		COP row -1: UVIS off		
4	70	Nightside	2023 AUG 05 20:44:42	2023 AUG 05 21:13:53	2023 AUG 05 21:43:04	3502.72	-80.58	-57.17	85.00	28.59	-57.01	-28.93	102.54	7.07	3	-	-	-		
4	70	Dayside	2023 AUG 05 21:43:04	2023 AUG 05 22:12:42	2023 AUG 05 22:42:19	3554.66	85.00	108.78	-109.66	-28.93	57.44	29.32	77.40	19.08	3	Ice CO 2SUBD #2	Science: orders #193, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: UVIS off		
5	70	Nightside	2023 AUG 05 22:42:19	2023 AUG 05 23:11:29	2023 AUG 05 23:40:39	3500.01	-109.66	-86.67	55.90	29.32	-56.31	-29.71	102.66	7.01	14	-	-	-		
5	70	Dayside	2023 AUG 05 23:40:39	2023 AUG 06 00:10:17	2023 AUG 06 00:39:55	3555.35	55.90	79.27	-138.78	-29.71	56.72	30.13	77.28	19.02	14	-		COP row -1: UVIS off		
6	70	Nightside	2023 AUG 06 00:39:55	2023 AUG 06 01:09:04	2023 AUG 06 01:38:13	3498.48	-138.78	-116.14	26.72	30.13	-55.48	-30.62	102.73	6.95	14	-	-	-		
6	70	Dayside	2023 AUG 06 01:38:13	2023 AUG 06 02:07:51	2023 AUG 06 02:37:29	3555.73	26.72	49.74	-168.00	-30.62	55.81	31.08	77.22	18.96	14	-		COP row -1: UVIS off	&acsSolarCalibration; 	
7	70	Nightside	2023 AUG 06 02:37:29	2023 AUG 06 03:06:40	2023 AUG 06 03:35:51	3502.60	-168.00	-145.67	-2.49	31.08	-54.60	-31.51	102.83	6.89	14	-	-	-		
7	70	Dayside	2023 AUG 06 03:35:51	2023 AUG 06 04:05:29	2023 AUG 06 04:35:06	3554.59	-2.49	20.20	162.77	-31.51	54.93	31.99	77.13	18.90	14	-		COP row -1: UVIS off		
8	70	Nightside	2023 AUG 06 04:35:06	2023 AUG 06 05:04:18	2023 AUG 06 05:33:31	3505.14	162.77	-175.21	-31.68	31.99	-53.76	-32.35	102.95	6.83	14	-	-	-		
8	70	Dayside	2023 AUG 06 05:33:31	2023 AUG 06 06:03:09	2023 AUG 06 06:32:47	3555.49	-31.68	-9.32	133.61	-32.35	54.16	32.79	76.99	18.84	14	-		COP row 89: NADIR: Horizontal Bin (57:245;0:1047), Tint = 10000 ms,20 bit,Rhythm = 15364 ms, Binning=3		
9	70	Nightside	2023 AUG 06 06:32:47	2023 AUG 06 07:01:59	2023 AUG 06 07:31:11	3504.39	133.61	155.32	-60.83	32.79	-53.01	-33.11	103.10	6.77	14	-	-	-		
9	70	Dayside	2023 AUG 06 07:31:11	2023 AUG 06 08:00:50	2023 AUG 06 08:30:29	3557.73	-60.83	-38.78	104.51	-33.11	53.52	33.45	76.82	18.79	14	-		COP row -1: UVIS off		
10	70	Nightside	2023 AUG 06 08:30:29	2023 AUG 06 08:59:40	2023 AUG 06 09:28:51	3502.18	104.51	125.92	-89.92	33.45	-52.38	-33.78	103.26	6.72	14	-	-	-		
10	70	Dayside	2023 AUG 06 09:28:51	2023 AUG 06 09:58:30	2023 AUG 06 10:28:09	3558.43	-89.92	-68.16	75.46	-33.78	52.95	34.05	76.65	18.74	14	-		COP row -1: UVIS off		
11	70	Nightside	2023 AUG 06 10:28:09	2023 AUG 06 10:57:20	2023 AUG 06 11:26:30	3500.82	75.46	96.61	-118.99	34.05	-51.81	-34.41	103.42	6.68	3	-	-	-		
11	70	Dayside	2023 AUG 06 11:26:30	2023 AUG 06 11:56:08	2023 AUG 06 12:25:45	3554.85	-118.99	-97.47	46.33	-34.41	52.29	34.77	76.52	18.69	3	Nominal 4SUBD #2	Science: orders #168, #134, #121, #189, with 195000us integration time (4 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: UVIS off		
12	70	Nightside	2023 AUG 06 12:25:45	2023 AUG 06 12:54:56	2023 AUG 06 13:24:07	3502.14	46.33	67.31	-148.14	34.77	-51.12	-35.15	103.53	6.63	14	-	-	-		
12	70	Dayside	2023 AUG 06 13:24:07	2023 AUG 06 13:53:44	2023 AUG 06 14:23:20	3553.22	-148.14	-126.81	17.10	-35.15	51.50	35.63	76.43	18.64	14	-		COP row -1: UVIS off		
13	70	Nightside	2023 AUG 06 14:23:20	2023 AUG 06 14:52:32	2023 AUG 06 15:21:44	3503.33	17.10	37.95	-177.40	35.63	-50.23	-36.02	103.62	6.58	14	-	-	-		
13	70	Dayside	2023 AUG 06 15:21:44	2023 AUG 06 15:51:22	2023 AUG 06 16:21:00	3556.77	-177.40	-156.17	-12.12	-36.02	50.70	36.42	76.32	18.59	14	-		COP row -1: UVIS off		
14	70	Nightside	2023 AUG 06 16:21:00	2023 AUG 06 16:50:12	2023 AUG 06 17:19:24	3504.04	-12.12	8.58	153.37	36.42	-49.41	-36.81	103.74	6.53	14	-	-	-		
14	70	Dayside	2023 AUG 06 17:19:24	2023 AUG 06 17:49:04	2023 AUG 06 18:18:43	3558.64	153.37	174.49	-41.29	-36.81	50.01	37.11	76.17	18.55	14	-		COP row -1: UVIS off	&daysideMatch:ELYSIUM CERBERUS PHLEGRA; 	
15	70	Nightside	2023 AUG 06 18:18:43	2023 AUG 06 18:47:56	2023 AUG 06 19:17:09	3506.10	-41.29	-20.75	124.23	37.11	-48.74	-37.45	103.90	6.49	14	-	-	-		
15	70	Dayside	2023 AUG 06 19:17:09	2023 AUG 06 19:46:48	2023 AUG 06 20:16:26	3556.91	124.23	145.20	-70.40	-37.45	49.43	37.72	76.01	18.50	14	-		COP row -1: UVIS off		
16	70	Nightside	2023 AUG 06 20:16:26	2023 AUG 06 20:45:40	2023 AUG 06 21:14:54	3507.93	-70.40	-50.04	95.16	37.72	-48.20	-37.98	104.09	6.44	14	-	-	-		
16	70	Dayside	2023 AUG 06 21:14:54	2023 AUG 06 21:44:31	2023 AUG 06 22:14:09	3554.47	95.16	115.95	-99.47	-37.98	48.93	38.26	75.83	18.46	14	-		COP row -1: UVIS off	&daysideMatch:TIANWEN1; 	
17	70	Nightside	2023 AUG 06 22:14:09	2023 AUG 06 22:43:22	2023 AUG 06 23:12:35	3506.85	-99.47	-79.26	66.11	38.26	-47.70	-38.51	104.27	6.40	14	-	-	-		
17	70	Dayside	2023 AUG 06 23:12:35	2023 AUG 06 23:42:12	2023 AUG 07 00:11:49	3553.65	66.11	86.73	-128.56	-38.51	48.43	38.82	75.66	18.43	14	-		COP row 89: NADIR: Horizontal Bin (57:245;0:1047), Tint = 10000 ms,20 bit,Rhythm = 15364 ms, Binning=3	&daysideMatch:PERSEVERANCE; 	
18	70	Nightside	2023 AUG 07 00:11:49	2023 AUG 07 00:41:01	2023 AUG 07 01:10:13	3503.74	-128.56	-108.44	36.94	38.82	-47.08	-39.18	104.39	6.37	14	-	-	-		
18	70	Dayside	2023 AUG 07 01:10:13	2023 AUG 07 01:39:50	2023 AUG 07 02:09:27	3554.33	36.94	57.52	-157.76	-39.18	47.75	39.52	75.55	18.39	14	-		COP row -1: UVIS off		
19	70	Nightside	2023 AUG 07 02:09:27	2023 AUG 07 02:38:40	2023 AUG 07 03:07:53	3506.05	-157.76	-137.65	7.71	39.52	-46.36	-39.90	104.50	6.33	14	-	-	-		
19	70	Dayside	2023 AUG 07 03:07:53	2023 AUG 07 03:37:30	2023 AUG 07 04:07:07	3553.50	7.71	28.28	172.98	-39.90	46.98	40.27	75.44	18.35	14	-		COP row -1: UVIS off		
20	70	Nightside	2023 AUG 07 04:07:07	2023 AUG 07 04:36:22	2023 AUG 07 05:05:37	3509.85	172.98	-166.90	-21.50	40.27	-45.66	-40.56	104.65	6.29	14	-	-	-		
20	70	Dayside	2023 AUG 07 05:05:37	2023 AUG 07 05:35:13	2023 AUG 07 06:04:50	3553.63	-21.50	-0.97	143.78	-40.56	46.32	40.92	75.29	18.30	14	-		COP row -1: UVIS off		
21	70	Nightside	2023 AUG 07 06:04:50	2023 AUG 07 06:34:05	2023 AUG 07 07:03:21	3510.41	143.78	163.86	-50.66	40.92	-45.05	-41.15	104.82	6.25	14	-	-	-		
21	70	Dayside	2023 AUG 07 07:03:21	2023 AUG 07 07:32:58	2023 AUG 07 08:02:36	3555.64	-50.66	-30.20	114.67	-41.15	45.80	41.43	75.10	18.27	14	-		COP row -1: UVIS off		
22	70	Nightside	2023 AUG 07 08:02:36	2023 AUG 07 08:31:50	2023 AUG 07 09:01:04	3508.24	114.67	134.66	-79.76	41.43	-44.53	-41.67	105.00	6.21	14	-	-	-		
22	70	Dayside	2023 AUG 07 09:01:04	2023 AUG 07 09:30:43	2023 AUG 07 10:00:22	3557.30	-79.76	-59.39	85.63	-41.67	45.37	41.87	74.90	18.23	14	-		COP row -1: UVIS off		
23	70	Nightside	2023 AUG 07 10:00:22	2023 AUG 07 10:29:35	2023 AUG 07 10:58:48	3506.18	85.63	105.51	-108.82	41.87	-44.10	-42.12	105.18	6.18	14	-	-	-		
23	70	Dayside	2023 AUG 07 10:58:48	2023 AUG 07 11:28:26	2023 AUG 07 11:58:03	3555.39	-108.82	-88.53	56.57	-42.12	44.93	42.33	74.73	18.20	14	-		COP row -1: UVIS off		
24	70	Nightside	2023 AUG 07 11:58:03	2023 AUG 07 12:27:16	2023 AUG 07 12:56:29	3506.06	56.57	76.40	-137.91	42.33	-43.65	-42.61	105.35	6.15	14	-	-	-		
24	70	Dayside	2023 AUG 07 12:56:29	2023 AUG 07 13:26:06	2023 AUG 07 13:55:42	3552.55	-137.91	-117.65	27.36	-42.61	44.35	42.96	74.60	18.16	14	-		COP row -1: UVIS off		
25	70	Nightside	2023 AUG 07 13:55:42	2023 AUG 07 14:24:56	2023 AUG 07 14:54:09	3507.30	27.36	47.27	-167.14	42.96	-43.00	-43.25	105.47	6.11	3	-	-	-		
25	70	Dayside	2023 AUG 07 14:54:09	2023 AUG 07 15:23:46	2023 AUG 07 15:53:24	3554.32	-167.14	-146.81	-1.89	-43.25	43.70	43.61	74.46	18.13	3	Surface Ice 3SUBD #2	Science: orders #189, #132, #133, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: UVIS off		
26	70	Nightside	2023 AUG 07 15:53:24	2023 AUG 07 16:22:38	2023 AUG 07 16:51:52	3508.05	-1.89	18.08	163.58	43.61	-42.29	-43.91	105.61	6.08	14	-	-	-		
26	70	Dayside	2023 AUG 07 16:51:52	2023 AUG 07 17:21:30	2023 AUG 07 17:51:09	3557.03	163.58	-175.98	-31.09	-43.91	43.12	44.16	74.30	18.10	14	-		COP row -1: UVIS off		
27	70	Nightside	2023 AUG 07 17:51:09	2023 AUG 07 18:20:23	2023 AUG 07 18:49:38	3509.56	-31.09	-11.09	134.40	44.16	-41.71	-44.44	105.78	6.04	14	-	-	-		
27	70	Dayside	2023 AUG 07 18:49:38	2023 AUG 07 19:19:17	2023 AUG 07 19:48:55	3556.71	134.40	154.87	-60.21	-44.44	42.64	44.62	74.13	18.06	14	-		COP row -1: UVIS off		
28	70	Nightside	2023 AUG 07 19:48:55	2023 AUG 07 20:18:11	2023 AUG 07 20:47:27	3512.00	-60.21	-40.24	105.34	44.62	-41.29	-44.83	105.98	6.01	14	-	-	-		
28	70	Dayside	2023 AUG 07 20:47:27	2023 AUG 07 21:17:04	2023 AUG 07 21:46:41	3554.19	105.34	125.75	-89.26	-44.83	42.26	45.02	73.93	18.03	14	-		COP row -1: UVIS off		
29	70	Nightside	2023 AUG 07 21:46:41	2023 AUG 07 22:15:57	2023 AUG 07 22:45:13	3512.21	-89.26	-69.35	76.32	45.02	-40.95	-45.18	106.18	5.98	14	-	-	-		
29	70	Dayside	2023 AUG 07 22:45:13	2023 AUG 07 23:14:49	2023 AUG 07 23:44:25	3552.12	76.32	96.65	-118.31	-45.18	41.91	45.40	73.73	18.00	14	-		COP row -1: UVIS off		
30	70	Nightside	2023 AUG 07 23:44:25	2023 AUG 08 00:13:40	2023 AUG 08 00:42:54	3508.94	-118.31	-98.41	47.22	45.40	-40.53	-45.63	106.35	5.95	14	-	-	-		
30	70	Dayside	2023 AUG 08 00:42:54	2023 AUG 08 01:12:31	2023 AUG 08 01:42:07	3552.80	47.22	67.57	-147.45	-45.63	41.46	45.88	73.57	17.97	14	-		COP row -1: UVIS off		
31	70	Nightside	2023 AUG 08 01:42:07	2023 AUG 08 02:11:21	2023 AUG 08 02:40:35	3508.12	-147.45	-127.48	17.97	45.88	-39.97	-46.20	106.48	5.92	14	-	-	-		
31	70	Dayside	2023 AUG 08 02:40:35	2023 AUG 08 03:10:12	2023 AUG 08 03:39:48	3553.19	17.97	38.48	-176.74	-46.20	40.83	46.48	73.45	17.94	14	-		COP row -1: UVIS off		
32	70	Nightside	2023 AUG 08 03:39:48	2023 AUG 08 04:09:05	2023 AUG 08 04:38:21	3512.25	-176.74	-156.59	-11.25	46.48	-39.40	-46.73	106.63	5.89	3	-	-	-		
32	70	Dayside	2023 AUG 08 04:38:21	2023 AUG 08 05:07:57	2023 AUG 08 05:37:34	3552.82	-11.25	9.35	154.02	-46.73	40.25	47.01	73.30	17.91	3	Surface 3SUBD #3	Science: orders #189, #194, #196, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: UVIS off	&daysideMatch:MERIDIANI SULPHATES; &mroOverlap; 	
33	70	Nightside	2023 AUG 08 05:37:34	2023 AUG 08 06:06:51	2023 AUG 08 06:36:08	3514.28	154.02	174.28	-40.44	47.01	-38.90	-47.19	106.81	5.86	14	-	-	-		
33	70	Dayside	2023 AUG 08 06:36:08	2023 AUG 08 07:05:45	2023 AUG 08 07:35:22	3554.01	-40.44	-19.78	124.88	-47.19	39.81	47.43	73.10	17.88	14	-		COP row -1: UVIS off		
34	70	Nightside	2023 AUG 08 07:35:22	2023 AUG 08 08:04:38	2023 AUG 08 08:33:55	3513.14	124.88	145.17	-69.55	47.43	-38.48	-47.59	107.01	5.83	14	-	-	-		
