MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2020 NOV 01 14:03:00,-75.1896,7.0024,251.642,1.9333,83.0158,4.1857e-14,83.0158,2020 NOV 01 14:30:00,-74.6396,2.6723,381.0241,2.0825,83.224,0.33333,83.5213
2020 NOV 07 15:51:00,-74.7049,38.7155,250.9508,1.9175,84.4647,1.4662e-14,84.4647,2020 NOV 07 15:57:00,-73.6824,40.5221,381.4628,2.1353,84.9298,0.33658,85.2341
2020 NOV 11 22:39:00,-72.8495,-20.4631,250.6372,2.0044,86.6562,3.8431e-14,86.6562,2020 NOV 11 22:09:00,-72.5783,-16.4455,379.7823,1.7856,87.3286,0.35564,87.6497
2020 NOV 12 04:15:00,-71.339,-101.8323,250.5613,2.0292,87.956,2.642e-14,87.956,2020 NOV 12 04:03:00,-72.1832,-101.6352,381.7593,1.8475,87.6027,0.35408,87.3688
2020 NOV 14 04:51:00,-71.1735,-91.0869,250.3878,2.0378,88.4357,3.1806e-14,88.4357,2020 NOV 14 05:12:00,-69.8914,-95.1977,381.354,2.1044,89.3829,0.35909,89.7188
2020 NOV 15 04:12:00,68.8231,109.125,311.375,14.1072,89.5389,1.8149e-14,89.5389,2020 NOV 15 03:48:00,69.8783,111.5659,430.8955,13.8808,89.8981,0.1474,89.8533
2020 NOV 16 21:18:00,64.991,-129.7551,307.7238,14.1769,86.1652,4.5204e-14,86.1652,2020 NOV 16 21:06:00,65.8767,-125.7885,429.0777,14.2467,87.1411,0.12282,87.0774
2020 NOV 18 14:24:00,60.8437,-8.5057,307.9266,14.2556,82.6377,3.1845e-14,82.6377,2020 NOV 18 14:24:00,60.9802,-6.2319,427.2608,14.4069,83.3557,0.11486,83.2694
2020 NOV 19 18:27:00,62.7069,-58.4609,309.146,14.2214,83.866,2.9538e-14,83.866,2020 NOV 19 17:54:00,62.828,-54.1537,430.1671,13.9733,83.1257,0.1414,83.0343
2020 NOV 20 00:03:00,61.552,-140.033,307.5924,14.2328,82.8936,1.9606e-14,82.8936,2020 NOV 19 23:48:00,62.1306,-139.7817,427.7365,14.0064,82.5821,0.13995,82.4877
2020 NOV 20 01:54:00,57.9133,-166.2747,307.2237,14.2836,80.0406,2.163e-14,80.0406,2020 NOV 20 01:48:00,56.731,-162.1766,426.0918,14.4594,79.871,2.6073,77.7406
2020 NOV 20 07:30:00,56.1535,112.2204,305.1839,14.2994,78.6077,4.5871e-14,78.6077,2020 NOV 20 07:42:00,56.1164,110.8018,425.1925,14.3997,79.0432,0.1218,78.9366
2020 NOV 22 21:09:00,50.1701,-66.9574,300.3393,14.3486,73.4814,6.9972e-14,73.4814,2020 NOV 22 20:39:00,51.0256,-62.9126,424.087,14.1317,73.0567,0.1446,72.9261
2020 NOV 23 02:45:00,49.076,-148.5669,299.9369,14.3578,72.6016,1.9347e-14,72.6016,2020 NOV 23 02:33:00,50.0896,-149.0419,422.4979,14.1314,72.2207,0.14497,72.0888
2020 NOV 23 10:12:00,43.701,103.2086,295.7793,14.3928,68.4402,1.4312e-14,68.4402,2020 NOV 23 10:27:00,43.7392,98.4234,418.0615,14.3169,67.9806,0.12916,67.8571
2020 NOV 24 14:12:00,36.717,55.0439,291.8437,14.43,63.0378,4.5427e-14,63.0378,2020 NOV 24 14:00:00,37.1221,55.809,412.5692,14.2864,62.2805,0.115,62.1718
2020 NOV 24 16:00:00,23.6038,29.6573,283.067,14.4894,53.883,3.947e-14,53.883,2020 NOV 24 16:03:00,22.3023,31.1112,402.8881,14.635,54.4773,0.057491,54.4688
2020 NOV 24 17:51:00,19.8029,2.8851,279.9619,14.505,51.4378,3.5898e-14,51.4378,2020 NOV 24 18:03:00,16.2598,3.4657,400.4771,14.7383,51.7793,0.29078,52.0662
2020 NOV 24 19:48:00,35.0499,-26.4977,290.6058,14.4436,61.8299,4.498e-14,61.8299,2020 NOV 24 19:54:00,36.3659,-30.8851,414.986,14.2486,61.3614,0.11188,61.256
2020 NOV 24 21:36:00,21.7754,-51.9906,280.441,14.4958,52.6547,2.4841e-14,52.6547,2020 NOV 24 21:57:00,21.7506,-55.6792,405.3026,14.5906,53.6146,0.06135,53.6087
2020 NOV 24 23:27:00,18.142,-78.832,277.5397,14.5069,50.3318,3.0548e-14,50.3318,2020 NOV 24 23:57:00,15.5877,-83.4555,400.7856,14.6853,50.7321,2.0173,52.58
2020 NOV 25 21:51:00,12.2477,-45.4941,273.5583,14.5283,46.7955,2.4013e-14,46.7955,2020 NOV 25 21:36:00,9.7075,-40.6231,397.9053,14.6097,46.3421,0.87582,47.1854
2020 NOV 25 23:42:00,8.5881,-72.3435,270.6787,14.5386,44.8369,7.1119e-15,44.8369,2020 NOV 25 23:36:00,3.6069,-68.38,394.5056,14.7056,44.5125,0.89806,45.3947
2020 NOV 25 23:45:00,18.1658,-73.5647,277.3842,14.5058,50.2081,2.0612e-14,50.2081,2020 NOV 25 23:30:00,21.1653,-71.9717,404.5967,14.3689,50.7933,0.22715,50.9928
2020 NOV 26 03:27:00,11.0899,-127.2081,272.6088,14.5303,46.1213,1.8062e-14,46.1213,2020 NOV 26 03:30:00,8.7492,-127.154,396.2735,14.5825,45.4596,0.17638,45.5534
