Dayside Nadir Index	UTC Start Time	UTC End Time	UTC Minimum Incidence Angle Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Local Time (hrs)	
39	2018 JUL 17 20:31:50	2018 JUL 17 21:34:51	2018 JUL 17 21:03:37	3778.0	-144.4	-67.5	21.5	73.5	-1.0	-73.5	15.2	
40	2018 JUL 17 22:29:43	2018 JUL 17 23:32:43	2018 JUL 17 23:01:29	3776.0	-172.7	-96.4	-6.7	73.5	-1.2	-73.5	15.2	
41	2018 JUL 18 00:27:33	2018 JUL 18 01:30:31	2018 JUL 18 00:59:19	3774.0	158.7	-125.3	-35.7	73.5	-1.2	-73.5	15.2	
42	2018 JUL 18 02:25:23	2018 JUL 18 03:28:23	2018 JUL 18 02:57:11	3776.0	129.9	-154.2	-64.5	73.4	-1.3	-73.4	15.2	
43	2018 JUL 18 04:23:17	2018 JUL 18 05:26:17	2018 JUL 18 04:55:03	3776.0	101.2	176.8	-93.3	73.4	-1.4	-73.4	15.2	
44	2018 JUL 18 06:21:12	2018 JUL 18 07:24:13	2018 JUL 18 06:52:59	3776.0	72.6	147.9	-121.6	73.4	-1.5	-73.4	15.2	
45	2018 JUL 18 08:19:08	2018 JUL 18 09:22:05	2018 JUL 18 08:50:53	3774.0	43.9	118.9	-150.4	73.4	-1.5	-73.4	15.1	
46	2018 JUL 18 10:17:01	2018 JUL 18 11:19:57	2018 JUL 18 10:48:47	3772.0	15.7	90.0	-178.7	73.4	-1.7	-73.4	15.1	
47	2018 JUL 18 12:14:51	2018 JUL 18 13:17:47	2018 JUL 18 12:46:35	3772.0	-12.9	61.1	152.8	73.4	-1.8	-73.4	15.1	
48	2018 JUL 18 14:12:40	2018 JUL 18 15:15:37	2018 JUL 18 14:44:25	3772.0	-41.6	32.2	123.9	73.4	-1.9	-73.3	15.1	
49	2018 JUL 18 16:10:32	2018 JUL 18 17:13:31	2018 JUL 18 16:42:19	3774.0	-70.5	3.2	95.0	73.3	-1.9	-73.3	15.1	
50	2018 JUL 18 18:08:27	2018 JUL 18 19:11:27	2018 JUL 18 18:40:13	3776.0	-99.2	-25.8	66.4	73.3	-2.0	-73.3	15.0	
51	2018 JUL 18 20:06:21	2018 JUL 18 21:09:23	2018 JUL 18 20:38:09	3778.0	-127.9	-54.7	38.1	73.3	-2.1	-73.3	15.0	
52	2018 JUL 18 22:04:15	2018 JUL 18 23:07:15	2018 JUL 18 22:36:01	3776.0	-156.2	-83.6	9.7	73.3	-2.3	-73.3	15.0	
53	2018 JUL 19 00:02:06	2018 JUL 19 01:05:03	2018 JUL 19 00:33:51	3774.0	175.1	-112.5	-19.1	73.3	-2.3	-73.3	15.0	
54	2018 JUL 19 01:59:55	2018 JUL 19 03:02:53	2018 JUL 19 02:31:41	3774.0	146.5	-141.4	-48.1	73.3	-2.4	-73.3	15.0	
55	2018 JUL 19 03:57:47	2018 JUL 19 05:00:47	2018 JUL 19 04:29:33	3776.0	117.6	-170.4	-76.8	73.2	-2.5	-73.2	15.0	
56	2018 JUL 19 05:55:42	2018 JUL 19 06:58:41	2018 JUL 19 06:27:27	3776.0	88.7	160.6	-105.6	73.2	-2.5	-73.2	14.9	
57	2018 JUL 19 07:53:37	2018 JUL 19 08:56:35	2018 JUL 19 08:25:23	3774.0	60.2	131.7	-134.1	73.2	-2.6	-73.2	14.9	
58	2018 JUL 19 09:51:31	2018 JUL 19 10:54:27	2018 JUL 19 10:23:15	3772.0	31.7	102.8	-162.6	73.2	-2.7	-73.2	14.9	
59	2018 JUL 19 11:49:22	2018 JUL 19 12:52:17	2018 JUL 19 12:21:07	3770.0	3.4	73.9	168.8	73.2	-2.9	-73.2	14.9	
60	2018 JUL 19 13:47:11	2018 JUL 19 14:50:07	2018 JUL 19 14:18:55	3772.0	-25.5	45.0	140.1	73.2	-2.9	-73.2	14.9	
61	2018 JUL 19 15:45:03	2018 JUL 19 16:47:59	2018 JUL 19 16:16:47	3772.0	-54.3	16.0	111.1	73.1	-3.0	-73.1	14.9	
62	2018 JUL 19 17:42:56	2018 JUL 19 18:45:55	2018 JUL 19 18:14:41	3774.0	-83.0	-13.0	82.4	73.1	-3.0	-73.1	14.8	
63	2018 JUL 19 19:40:51	2018 JUL 19 20:43:51	2018 JUL 19 20:12:37	3776.0	-111.8	-41.9	53.8	73.1	-3.1	-73.1	14.8	
64	2018 JUL 19 21:38:45	2018 JUL 19 22:41:45	2018 JUL 19 22:10:31	3776.0	-140.3	-70.9	25.5	73.1	-3.3	-73.1	14.8	
65	2018 JUL 19 23:36:37	2018 JUL 20 00:39:35	2018 JUL 20 00:08:21	3774.0	-168.8	-99.8	-3.0	73.1	-3.4	-73.1	14.8	
66	2018 JUL 20 01:34:27	2018 JUL 20 02:37:23	2018 JUL 20 02:06:11	3772.0	162.6	-128.7	-32.0	73.1	-3.4	-73.0	14.8	
67	2018 JUL 20 03:32:18	2018 JUL 20 04:35:17	2018 JUL 20 04:04:03	3776.0	133.6	-157.6	-60.6	73.0	-3.5	-73.0	14.8	
68	2018 JUL 20 05:30:11	2018 JUL 20 06:33:11	2018 JUL 20 06:01:57	3776.0	104.8	173.4	-89.4	73.0	-3.6	-72.9	14.7	
69	2018 JUL 20 07:28:07	2018 JUL 20 08:31:05	2018 JUL 20 07:59:51	3774.0	76.3	144.5	-118.0	72.9	-3.7	-72.9	14.7	
70	2018 JUL 20 09:26:01	2018 JUL 20 10:28:57	2018 JUL 20 09:57:45	3772.0	47.6	115.5	-146.7	72.9	-3.7	-73.0	14.7	
71	2018 JUL 20 11:23:54	2018 JUL 20 12:26:49	2018 JUL 20 11:55:37	3772.0	19.1	86.6	-175.1	73.0	-3.8	-72.9	14.7	
72	2018 JUL 20 13:21:43	2018 JUL 20 14:24:37	2018 JUL 20 13:53:25	3770.0	-9.4	57.7	156.1	72.9	-4.0	-72.9	14.7	
73	2018 JUL 20 15:19:33	2018 JUL 20 16:22:29	2018 JUL 20 15:51:15	3772.0	-38.3	28.8	127.4	72.9	-4.0	-72.8	14.6	
74	2018 JUL 20 17:17:26	2018 JUL 20 18:20:23	2018 JUL 20 17:49:09	3774.0	-67.2	-0.2	98.4	72.8	-4.0	-72.8	14.6	
75	2018 JUL 20 19:15:20	2018 JUL 20 20:18:19	2018 JUL 20 19:47:05	3776.0	-96.0	-29.2	69.8	72.8	-4.1	-72.8	14.6	
76	2018 JUL 20 21:13:14	2018 JUL 20 22:16:13	2018 JUL 20 21:44:59	3776.0	-124.7	-58.1	41.1	72.8	-4.2	-72.8	14.6	
77	2018 JUL 20 23:11:07	2018 JUL 21 00:14:05	2018 JUL 20 23:42:51	3774.0	-153.0	-87.0	12.8	72.8	-4.4	-72.8	14.6	
78	2018 JUL 21 01:08:58	2018 JUL 21 02:11:53	2018 JUL 21 01:40:41	3772.0	178.3	-115.9	-16.1	72.8	-4.4	-72.8	14.6	
79	2018 JUL 21 03:06:47	2018 JUL 21 04:09:45	2018 JUL 21 03:38:31	3774.0	149.6	-144.9	-44.9	72.7	-4.5	-72.7	14.5	
80	2018 JUL 21 05:04:40	2018 JUL 21 06:07:39	2018 JUL 21 05:36:23	3776.0	120.6	-173.8	-73.7	72.7	-4.5	-72.7	14.5	
81	2018 JUL 21 07:02:35	2018 JUL 21 08:05:33	2018 JUL 21 07:34:19	3774.0	92.0	157.2	-102.4	72.6	-4.6	-72.6	14.5	
82	2018 JUL 21 09:00:30	2018 JUL 21 10:03:27	2018 JUL 21 09:32:13	3774.0	63.2	128.3	-130.9	72.6	-4.7	-72.6	14.5	
83	2018 JUL 21 10:58:24	2018 JUL 21 12:01:19	2018 JUL 21 11:30:05	3772.0	34.8	99.3	-159.4	72.6	-4.8	-72.6	14.5	
84	2018 JUL 21 12:56:14	2018 JUL 21 13:59:07	2018 JUL 21 13:27:55	3770.0	6.1	70.4	171.7	72.7	-4.9	-72.6	14.5	
85	2018 JUL 21 14:54:03	2018 JUL 21 15:56:57	2018 JUL 21 15:25:45	3770.0	-22.6	41.5	142.9	72.6	-5.0	-72.6	14.4	
86	2018 JUL 21 16:51:55	2018 JUL 21 17:54:51	2018 JUL 21 17:23:37	3772.0	-51.4	12.6	114.1	72.5	-5.0	-72.5	14.4	
87	2018 JUL 21 18:49:49	2018 JUL 21 19:52:47	2018 JUL 21 19:21:33	3774.0	-80.2	-16.4	85.4	72.5	-5.1	-72.5	14.4	
88	2018 JUL 21 20:47:43	2018 JUL 21 21:50:43	2018 JUL 21 21:19:27	3776.0	-108.9	-45.3	56.9	72.5	-5.2	-72.5	14.4	
89	2018 JUL 21 22:45:37	2018 JUL 21 23:48:35	2018 JUL 21 23:17:21	3774.0	-137.4	-74.3	28.3	72.5	-5.3	-72.5	14.4	
90	2018 JUL 22 00:43:28	2018 JUL 22 01:46:23	2018 JUL 22 01:15:11	3772.0	-166.2	-103.2	-0.5	72.5	-5.3	-72.5	14.3	
91	2018 JUL 22 02:41:18	2018 JUL 22 03:44:13	2018 JUL 22 03:13:01	3772.0	165.2	-132.1	-29.3	72.4	-5.4	-72.4	14.3	
92	2018 JUL 22 04:39:09	2018 JUL 22 05:42:07	2018 JUL 22 05:10:51	3774.0	136.4	-161.0	-58.0	72.4	-5.5	-72.3	14.3	
93	2018 JUL 22 06:37:03	2018 JUL 22 07:40:01	2018 JUL 22 07:08:45	3774.0	107.6	170.0	-86.8	72.3	-5.6	-72.3	14.3	
94	2018 JUL 22 08:34:58	2018 JUL 22 09:37:55	2018 JUL 22 09:06:41	3774.0	78.7	141.0	-115.5	72.3	-5.6	-72.3	14.3	
95	2018 JUL 22 10:32:53	2018 JUL 22 11:35:47	2018 JUL 22 11:04:35	3770.0	50.3	112.1	-144.1	72.3	-5.7	-72.3	14.3	
96	2018 JUL 22 12:30:44	2018 JUL 22 13:33:37	2018 JUL 22 13:02:25	3770.0	21.5	83.2	-172.8	72.3	-5.8	-72.3	14.2	
97	2018 JUL 22 14:28:33	2018 JUL 22 15:31:27	2018 JUL 22 15:00:13	3770.0	-7.0	54.3	158.6	72.3	-5.9	-72.2	14.2	
98	2018 JUL 22 16:26:24	2018 JUL 22 17:29:19	2018 JUL 22 16:58:05	3772.0	-36.0	25.3	129.7	72.2	-6.0	-72.2	14.2	
99	2018 JUL 22 18:24:17	2018 JUL 22 19:27:13	2018 JUL 22 18:55:59	3772.0	-64.7	-3.6	100.7	72.1	-6.0	-72.1	14.2	
100	2018 JUL 22 20:22:12	2018 JUL 22 21:25:09	2018 JUL 22 20:53:55	3774.0	-93.6	-32.6	72.0	72.1	-6.1	-72.1	14.2	
101	2018 JUL 22 22:20:06	2018 JUL 22 23:23:03	2018 JUL 22 22:51:49	3774.0	-122.2	-61.6	43.4	72.1	-6.2	-72.1	14.2	
102	2018 JUL 23 00:17:59	2018 JUL 23 01:20:55	2018 JUL 23 00:49:41	3772.0	-150.6	-90.5	15.1	72.1	-6.3	-72.1	14.1	
103	2018 JUL 23 02:15:49	2018 JUL 23 03:18:43	2018 JUL 23 02:47:31	3770.0	-179.3	-119.4	-13.9	72.1	-6.4	-72.1	14.1	
104	2018 JUL 23 04:13:39	2018 JUL 23 05:16:35	2018 JUL 23 04:45:21	3772.0	151.9	-148.3	-42.8	72.0	-6.4	-72.0	14.1	
105	2018 JUL 23 06:11:32	2018 JUL 23 07:14:29	2018 JUL 23 06:43:15	3774.0	122.8	-177.3	-71.6	72.0	-6.5	-72.0	14.1	
106	2018 JUL 23 08:09:27	2018 JUL 23 09:12:23	2018 JUL 23 08:41:09	3772.0	94.2	153.8	-100.3	71.9	-6.6	-71.9	14.1	
107	2018 JUL 23 10:07:22	2018 JUL 23 11:10:17	2018 JUL 23 10:39:03	3772.0	65.4	124.8	-128.8	71.9	-6.6	-71.9	14.0	
108	2018 JUL 23 12:05:15	2018 JUL 23 13:08:09	2018 JUL 23 12:36:55	3770.0	37.0	95.9	-157.3	71.9	-6.8	-71.9	14.0	
109	2018 JUL 23 14:03:05	2018 JUL 23 15:05:57	2018 JUL 23 14:34:45	3768.0	8.4	67.0	173.8	71.9	-6.8	-71.9	14.0	
110	2018 JUL 23 16:00:54	2018 JUL 23 17:03:47	2018 JUL 23 16:32:35	3770.0	-20.7	38.1	144.9	71.8	-6.9	-71.8	14.0	
111	2018 JUL 23 17:58:47	2018 JUL 23 19:01:41	2018 JUL 23 18:30:27	3772.0	-49.6	9.1	116.0	71.8	-6.9	-71.8	14.0	
112	2018 JUL 23 19:56:41	2018 JUL 23 20:59:37	2018 JUL 23 20:28:23	3772.0	-78.1	-19.9	87.3	71.7	-7.0	-71.7	14.0	
113	2018 JUL 23 21:54:35	2018 JUL 23 22:57:33	2018 JUL 23 22:26:17	3774.0	-106.8	-48.8	58.9	71.7	-7.1	-71.7	13.9	
114	2018 JUL 23 23:52:28	2018 JUL 24 00:55:25	2018 JUL 24 00:24:09	3774.0	-135.6	-77.7	30.3	71.7	-7.2	-71.7	13.9	
115	2018 JUL 24 01:50:19	2018 JUL 24 02:53:13	2018 JUL 24 02:21:59	3770.0	-164.0	-106.6	1.5	71.7	-7.3	-71.7	13.9	
116	2018 JUL 24 03:48:08	2018 JUL 24 04:51:03	2018 JUL 24 04:19:49	3772.0	167.0	-135.6	-27.4	71.7	-7.3	-71.6	13.9	
117	2018 JUL 24 05:46:00	2018 JUL 24 06:48:57	2018 JUL 24 06:17:41	3774.0	138.2	-164.5	-56.2	71.6	-7.4	-71.5	13.9	
118	2018 JUL 24 07:43:54	2018 JUL 24 08:46:51	2018 JUL 24 08:15:35	3774.0	109.2	166.5	-85.0	71.5	-7.5	-71.5	13.9	
119	2018 JUL 24 09:41:50	2018 JUL 24 10:44:45	2018 JUL 24 10:13:29	3772.0	80.6	137.6	-113.6	71.5	-7.6	-71.5	13.8	
120	2018 JUL 24 11:39:44	2018 JUL 24 12:42:37	2018 JUL 24 12:11:23	3770.0	52.1	108.6	-142.3	71.5	-7.7	-71.5	13.8	
121	2018 JUL 24 13:37:35	2018 JUL 24 14:40:27	2018 JUL 24 14:09:13	3770.0	23.3	79.7	-170.9	71.5	-7.7	-71.4	13.8	
122	2018 JUL 24 15:35:24	2018 JUL 24 16:38:17	2018 JUL 24 16:07:03	3770.0	-5.3	50.8	160.4	71.4	-7.9	-71.4	13.8	
123	2018 JUL 24 17:33:15	2018 JUL 24 18:36:09	2018 JUL 24 18:04:53	3772.0	-34.4	21.9	131.4	71.4	-7.9	-71.3	13.8	
124	2018 JUL 24 19:31:08	2018 JUL 24 20:34:05	2018 JUL 24 20:02:49	3774.0	-63.2	-7.1	102.6	71.3	-7.9	-71.2	13.8	
125	2018 JUL 24 21:29:03	2018 JUL 24 22:32:01	2018 JUL 24 22:00:45	3774.0	-91.7	-36.0	74.0	71.2	-8.0	-71.2	13.7	
126	2018 JUL 24 23:26:57	2018 JUL 25 00:29:53	2018 JUL 24 23:58:39	3772.0	-120.4	-65.0	45.1	71.2	-8.1	-71.3	13.7	
127	2018 JUL 25 01:24:49	2018 JUL 25 02:27:43	2018 JUL 25 01:56:29	3770.0	-149.0	-93.9	16.5	71.2	-8.2	-71.2	13.7	
128	2018 JUL 25 03:22:39	2018 JUL 25 04:25:33	2018 JUL 25 03:54:19	3770.0	-177.7	-122.8	-12.2	71.2	-8.3	-71.2	13.7	
129	2018 JUL 25 05:20:29	2018 JUL 25 06:23:25	2018 JUL 25 05:52:09	3772.0	153.4	-151.8	-41.1	71.1	-8.3	-71.1	13.7	
130	2018 JUL 25 07:18:23	2018 JUL 25 08:21:19	2018 JUL 25 07:50:03	3772.0	124.6	179.3	-70.0	71.0	-8.4	-71.1	13.6	
131	2018 JUL 25 09:16:18	2018 JUL 25 10:19:13	2018 JUL 25 09:47:57	3772.0	95.6	150.3	-98.7	71.0	-8.5	-71.0	13.6	
132	2018 JUL 25 11:14:13	2018 JUL 25 12:17:07	2018 JUL 25 11:45:53	3772.0	66.9	121.4	-127.2	71.0	-8.5	-71.0	13.6	
133	2018 JUL 25 13:12:05	2018 JUL 25 14:14:57	2018 JUL 25 13:43:43	3768.0	38.5	92.4	-155.9	71.0	-8.6	-71.0	13.6	
134	2018 JUL 25 15:09:54	2018 JUL 25 16:12:47	2018 JUL 25 15:41:33	3770.0	9.7	63.5	175.5	71.0	-8.7	-70.9	13.6	
135	2018 JUL 25 17:07:44	2018 JUL 25 18:10:37	2018 JUL 25 17:39:23	3770.0	-19.2	34.6	146.5	70.9	-8.8	-70.9	13.6	
136	2018 JUL 25 19:05:37	2018 JUL 25 20:08:31	2018 JUL 25 19:37:17	3772.0	-48.1	5.7	117.6	70.9	-8.8	-70.8	13.5	
137	2018 JUL 25 21:03:31	2018 JUL 25 22:06:27	2018 JUL 25 21:35:11	3772.0	-76.7	-23.3	88.9	70.8	-8.9	-70.8	13.5	
138	2018 JUL 25 23:01:25	2018 JUL 26 00:04:21	2018 JUL 25 23:33:05	3772.0	-105.4	-52.3	60.2	70.7	-9.0	-70.8	13.5	
139	2018 JUL 26 00:59:18	2018 JUL 26 02:02:13	2018 JUL 26 01:30:57	3772.0	-134.1	-81.2	31.7	70.7	-9.1	-70.7	13.5	
140	2018 JUL 26 02:57:08	2018 JUL 26 04:00:01	2018 JUL 26 03:28:47	3770.0	-162.8	-110.1	2.9	70.7	-9.2	-70.7	13.5	
141	2018 JUL 26 04:54:57	2018 JUL 26 05:57:51	2018 JUL 26 05:26:37	3770.0	168.5	-139.0	-26.1	70.7	-9.2	-70.6	13.5	
142	2018 JUL 26 06:52:50	2018 JUL 26 07:55:45	2018 JUL 26 07:24:29	3772.0	139.5	-168.0	-55.0	70.6	-9.3	-70.6	13.4	
143	2018 JUL 26 08:50:44	2018 JUL 26 09:53:39	2018 JUL 26 09:22:23	3772.0	110.6	163.1	-83.8	70.5	-9.4	-70.6	13.4	
144	2018 JUL 26 10:48:40	2018 JUL 26 11:51:33	2018 JUL 26 11:20:19	3770.0	82.0	134.1	-112.4	70.5	-9.5	-70.5	13.4	
145	2018 JUL 26 12:46:33	2018 JUL 26 13:49:25	2018 JUL 26 13:18:11	3770.0	53.2	105.2	-141.0	70.5	-9.5	-70.5	13.4	
146	2018 JUL 26 14:44:23	2018 JUL 26 15:47:15	2018 JUL 26 15:16:01	3768.0	24.7	76.3	-169.6	70.5	-9.7	-70.4	13.4	
147	2018 JUL 26 16:42:12	2018 JUL 26 17:45:05	2018 JUL 26 17:13:49	3770.0	-4.2	47.4	161.6	70.4	-9.8	-70.4	13.3	
148	2018 JUL 26 18:40:04	2018 JUL 26 19:42:57	2018 JUL 26 19:11:43	3770.0	-33.1	18.4	132.5	70.3	-9.8	-70.3	13.3	
149	2018 JUL 26 20:37:58	2018 JUL 26 21:40:53	2018 JUL 26 21:09:37	3772.0	-61.9	-10.5	103.8	70.3	-9.8	-70.2	13.3	
150	2018 JUL 26 22:35:53	2018 JUL 26 23:38:49	2018 JUL 26 23:07:33	3774.0	-90.7	-39.5	75.1	70.3	-9.9	-70.2	13.3	
151	2018 JUL 27 00:33:46	2018 JUL 27 01:36:41	2018 JUL 27 01:05:25	3772.0	-119.3	-68.4	46.4	70.2	-10.0	-70.2	13.3	
152	2018 JUL 27 02:31:38	2018 JUL 27 03:34:31	2018 JUL 27 03:03:15	3770.0	-147.9	-97.4	17.8	70.2	-10.1	-70.2	13.3	
153	2018 JUL 27 04:29:27	2018 JUL 27 05:32:19	2018 JUL 27 05:01:05	3768.0	-176.6	-126.3	-11.2	70.2	-10.1	-70.1	13.2	
154	2018 JUL 27 06:27:18	2018 JUL 27 07:30:13	2018 JUL 27 06:58:57	3772.0	154.4	-155.2	-40.0	70.1	-10.2	-70.0	13.2	
155	2018 JUL 27 08:25:12	2018 JUL 27 09:28:07	2018 JUL 27 08:56:51	3772.0	125.5	175.8	-68.8	70.0	-10.3	-70.0	13.2	
156	2018 JUL 27 10:23:07	2018 JUL 27 11:26:01	2018 JUL 27 10:54:45	3770.0	96.9	146.9	-97.5	69.9	-10.4	-70.0	13.2	
157	2018 JUL 27 12:21:01	2018 JUL 27 13:23:53	2018 JUL 27 12:52:39	3768.0	68.2	117.9	-126.2	69.9	-10.5	-70.0	13.2	
158	2018 JUL 27 14:18:53	2018 JUL 27 15:21:43	2018 JUL 27 14:50:31	3766.0	39.6	89.0	-155.0	69.9	-10.5	-69.9	13.2	
159	2018 JUL 27 16:16:42	2018 JUL 27 17:19:33	2018 JUL 27 16:48:19	3768.0	10.7	60.1	176.4	69.9	-10.7	-69.9	13.1	
160	2018 JUL 27 18:14:33	2018 JUL 27 19:17:25	2018 JUL 27 18:46:09	3770.0	-18.2	31.2	147.6	69.8	-10.7	-69.8	13.1	
161	2018 JUL 27 20:12:26	2018 JUL 27 21:15:19	2018 JUL 27 20:44:03	3770.0	-47.0	2.2	118.6	69.7	-10.8	-69.7	13.1	
162	2018 JUL 27 22:10:20	2018 JUL 27 23:13:15	2018 JUL 27 22:41:59	3772.0	-75.8	-26.7	89.9	69.7	-10.8	-69.7	13.1	
