Obs Index	Obs Type Index	Orbit No	Obs Type	IR Status	UVIS Status	TC Start Time	UVIS Start Time	UVIS End Time	IR Precooling Time	IR Start Time	 IR Transition Time	IR End Time	New TC Start Time	New UVIS Start Time	New UVIS End Time	New IR Precooling Time	New IR Start Time	New IR End Time	IR Duration	UVIS Duration	New IR duration	New UVIS Duration	TC20 FIXED	TC20 SCI1	TC20 SCI2	SCI1 description	SCI2 description	
197	75	75	Dayside_Nadir	LNO_M	UVIS_L	2018 JUL 20 19:15:13	2018 JUL 20 19:15:23	2018 JUL 20 20:18:19	2018 JUL 20 19:15:23	2018 JUL 20 19:25:23	-	2018 JUL 20 20:05:23	Same	Same	Same	2018 JUL 20 19:17:31	2018 JUL 20 19:27:31	2018 JUL 20 20:06:12	2400.0	3776.0	2321.0	3776.0	1	1029	1029	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
198	76	76	Dayside_Nadir	OFF	UVIS_1	2018 JUL 20 21:13:07	2018 JUL 20 21:13:17	2018 JUL 20 22:16:13	-	-	-	-	Same	Same	2018 JUL 20 22:09:53	-	-	-	-	3776.0	-	3396.0	-	-	-	-	-	
199	76	76	Dayside_Nadir	OFF	UVIS_2	2018 JUL 20 21:13:07	2018 JUL 20 21:13:17	2018 JUL 20 22:16:13	-	-	-	-	Same	Same	2018 JUL 20 22:09:53	-	-	-	-	3776.0	-	3396.0	-	-	-	-	-	
200	76	76	Dayside_Nadir	OFF	UVIS_3	2018 JUL 20 21:13:07	2018 JUL 20 21:13:17	2018 JUL 20 22:16:13	-	-	-	-	Same	Same	2018 JUL 20 22:09:53	-	-	-	-	3776.0	-	3396.0	-	-	-	-	-	
201	154	77	Ingress	SO_O	UVIS_O	2018 JUL 20 22:09:58	2018 JUL 20 22:20:08	2018 JUL 20 22:25:56	2018 JUL 20 22:10:08	2018 JUL 20 22:20:08	2018 JUL 20 22:24:37	2018 JUL 20 22:25:56	Same	Same	Same	Same	Same	Same	348.0	348.0	348.0	348.0	83	107	107	Diffraction order stepping (fullscan): 115 orders from 110 to 225 in steps of 1 (1 order(s) per 1 second(s))	-	
202	155	77	Egress	SO_O	UVIS_O	2018 JUL 20 22:50:26	2018 JUL 20 23:00:36	2018 JUL 20 23:06:02	2018 JUL 20 22:50:36	2018 JUL 20 23:00:36	2018 JUL 20 23:01:52	2018 JUL 20 23:06:02	Same	Same	Same	Same	Same	Same	326.0	326.0	326.0	326.0	14	1177	1177	Science: orders #168, #134, #124, #129, #190, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	-	
203	77	77	Dayside_Nadir	LNO_M	UVIS_L	2018 JUL 20 23:11:01	2018 JUL 20 23:11:11	2018 JUL 21 00:14:05	2018 JUL 20 23:11:11	2018 JUL 20 23:21:11	-	2018 JUL 21 00:01:11	Same	Same	Same	2018 JUL 20 23:13:15	2018 JUL 20 23:23:15	2018 JUL 21 00:02:01	2400.0	3774.0	2326.0	3774.0	1	1090	1090	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
204	78	78	Dayside_Nadir	OFF	UVIS_1	2018 JUL 21 01:08:51	2018 JUL 21 01:09:01	2018 JUL 21 02:11:53	-	-	-	-	Same	Same	2018 JUL 21 02:05:28	-	-	-	-	3772.0	-	3387.0	-	-	-	-	-	
205	78	78	Dayside_Nadir	OFF	UVIS_2	2018 JUL 21 01:08:51	2018 JUL 21 01:09:01	2018 JUL 21 02:11:53	-	-	-	-	Same	Same	2018 JUL 21 02:05:28	-	-	-	-	3772.0	-	3387.0	-	-	-	-	-	
206	78	78	Dayside_Nadir	OFF	UVIS_3	2018 JUL 21 01:08:51	2018 JUL 21 01:09:01	2018 JUL 21 02:11:53	-	-	-	-	Same	Same	2018 JUL 21 02:05:28	-	-	-	-	3772.0	-	3387.0	-	-	-	-	-	
207	158	79	Ingress	SO_O	UVIS_O	2018 JUL 21 02:05:33	2018 JUL 21 02:15:43	2018 JUL 21 02:21:29	2018 JUL 21 02:05:43	2018 JUL 21 02:15:43	2018 JUL 21 02:20:11	2018 JUL 21 02:21:29	Same	Same	Same	Same	Same	Same	346.0	346.0	346.0	346.0	14	1453	1452	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	
208	159	79	Egress	SO_O	UVIS_O	2018 JUL 21 02:46:11	2018 JUL 21 02:56:21	2018 JUL 21 03:01:44	2018 JUL 21 02:46:21	2018 JUL 21 02:56:21	2018 JUL 21 02:57:36	2018 JUL 21 03:01:44	Same	Same	Same	Same	Same	Same	323.0	323.0	323.0	323.0	14	1452	1453	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	
209	79	79	Dayside_Nadir	LNO_M	UVIS_L	2018 JUL 21 03:06:41	2018 JUL 21 03:06:51	2018 JUL 21 04:09:45	2018 JUL 21 03:06:51	2018 JUL 21 03:16:51	-	2018 JUL 21 03:56:51	Same	Same	Same	2018 JUL 21 03:08:53	2018 JUL 21 03:18:53	2018 JUL 21 03:57:44	2400.0	3774.0	2331.0	3774.0	1	1779	1779	Science: orders #167, #121, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	-	
210	80	80	Dayside_Nadir	OFF	UVIS_1	2018 JUL 21 05:04:33	2018 JUL 21 05:04:43	2018 JUL 21 06:07:39	-	-	-	-	Same	Same	2018 JUL 21 06:01:15	-	-	-	-	3776.0	-	3392.0	-	-	-	-	-	
211	80	80	Dayside_Nadir	OFF	UVIS_2	2018 JUL 21 05:04:33	2018 JUL 21 05:04:43	2018 JUL 21 06:07:39	-	-	-	-	Same	Same	2018 JUL 21 06:01:15	-	-	-	-	3776.0	-	3392.0	-	-	-	-	-	
212	80	80	Dayside_Nadir	OFF	UVIS_3	2018 JUL 21 05:04:33	2018 JUL 21 05:04:43	2018 JUL 21 06:07:39	-	-	-	-	Same	Same	2018 JUL 21 06:01:15	-	-	-	-	3776.0	-	3392.0	-	-	-	-	-	
213	162	81	Ingress	SO_O	UVIS_O	2018 JUL 21 06:01:20	2018 JUL 21 06:11:30	2018 JUL 21 06:17:12	2018 JUL 21 06:01:30	2018 JUL 21 06:11:30	2018 JUL 21 06:15:55	2018 JUL 21 06:17:12	Same	Same	Same	Same	Same	Same	342.0	342.0	342.0	342.0	14	1176	1176	Science: orders #168, #133, #134, #135, #136, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	-	
214	163	81	Egress	SO_O	UVIS_O	2018 JUL 21 06:42:05	2018 JUL 21 06:52:15	2018 JUL 21 06:57:36	2018 JUL 21 06:42:15	2018 JUL 21 06:52:15	2018 JUL 21 06:53:30	2018 JUL 21 06:57:36	Same	Same	Same	Same	Same	Same	321.0	321.0	321.0	321.0	14	3951	3951	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	-	
215	81	81	Dayside_Nadir	LNO_M	UVIS_L	2018 JUL 21 07:02:29	2018 JUL 21 07:02:39	2018 JUL 21 08:05:33	2018 JUL 21 07:02:39	2018 JUL 21 07:12:39	-	2018 JUL 21 07:52:39	Same	Same	Same	2018 JUL 21 07:04:38	2018 JUL 21 07:14:38	2018 JUL 21 07:53:35	2400.0	3774.0	2337.0	3774.0	1	1860	1860	Science: orders #169, #131, #127, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	-	
216	82	82	Dayside_Nadir	OFF	UVIS_1	2018 JUL 21 09:00:23	2018 JUL 21 09:00:33	2018 JUL 21 10:03:27	-	-	-	-	Same	Same	2018 JUL 21 09:56:57	-	-	-	-	3774.0	-	3384.0	-	-	-	-	-	
217	82	82	Dayside_Nadir	OFF	UVIS_2	2018 JUL 21 09:00:23	2018 JUL 21 09:00:33	2018 JUL 21 10:03:27	-	-	-	-	Same	Same	2018 JUL 21 09:56:57	-	-	-	-	3774.0	-	3384.0	-	-	-	-	-	
218	82	82	Dayside_Nadir	OFF	UVIS_3	2018 JUL 21 09:00:23	2018 JUL 21 09:00:33	2018 JUL 21 10:03:27	-	-	-	-	Same	Same	2018 JUL 21 09:56:57	-	-	-	-	3774.0	-	3384.0	-	-	-	-	-	
219	166	83	Ingress	SO_O	UVIS_O	2018 JUL 21 09:57:02	2018 JUL 21 10:07:12	2018 JUL 21 10:12:53	2018 JUL 21 09:57:12	2018 JUL 21 10:07:12	2018 JUL 21 10:11:36	2018 JUL 21 10:12:53	Same	Same	Same	Same	Same	Same	341.0	341.0	341.0	341.0	14	1446	1446	Science: orders #119, #133, #143, #154, #169, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	-	
220	167	83	Egress	SO_O	UVIS_O	2018 JUL 21 10:37:58	2018 JUL 21 10:48:08	2018 JUL 21 10:53:27	2018 JUL 21 10:38:08	2018 JUL 21 10:48:08	2018 JUL 21 10:49:23	2018 JUL 21 10:53:27	Same	Same	Same	Same	Same	Same	319.0	319.0	319.0	319.0	14	1452	1453	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	
221	83	83	Dayside_Nadir	LNO_M	UVIS_L	2018 JUL 21 10:58:17	2018 JUL 21 10:58:27	2018 JUL 21 12:01:19	2018 JUL 21 10:58:27	2018 JUL 21 11:08:27	-	2018 JUL 21 11:48:27	Same	Same	Same	2018 JUL 21 11:00:23	2018 JUL 21 11:10:23	2018 JUL 21 11:49:23	2400.0	3772.0	2340.0	3772.0	1	1107	1107	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
222	84	84	Dayside_Nadir	OFF	UVIS_1	2018 JUL 21 12:56:07	2018 JUL 21 12:56:17	2018 JUL 21 13:59:07	-	-	-	-	Same	Same	Same	-	-	-	-	3770.0	-	3770.0	-	-	-	-	-	
223	84	84	Dayside_Nadir	OFF	UVIS_2	2018 JUL 21 12:56:07	2018 JUL 21 12:56:17	2018 JUL 21 13:59:07	-	-	-	-	Same	Same	Same	-	-	-	-	3770.0	-	3770.0	-	-	-	-	-	
224	84	84	Dayside_Nadir	OFF	UVIS_3	2018 JUL 21 12:56:07	2018 JUL 21 12:56:17	2018 JUL 21 13:59:07	-	-	-	-	Same	Same	Same	-	-	-	-	3770.0	-	3770.0	-	-	-	-	-	
225	85	85	Dayside_Nadir	LNO_L	UVIS_L	2018 JUL 21 14:43:57	2018 JUL 21 14:44:07	2018 JUL 21 15:56:57	2018 JUL 21 14:44:07	2018 JUL 21 14:54:07	-	2018 JUL 21 15:56:57	Same	Same	Same	Same	Same	Same	3770.0	4370.0	3770.0	4370.0	1	1837	1837	Science: orders #168, #134, #136, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	-	
226	86	86	Dayside_Nadir	OFF	UVIS_1	2018 JUL 21 16:51:49	2018 JUL 21 16:51:59	2018 JUL 21 17:54:51	-	-	-	-	Same	Same	Same	-	-	-	-	3772.0	-	3772.0	-	-	-	-	-	
227	86	86	Dayside_Nadir	OFF	UVIS_2	2018 JUL 21 16:51:49	2018 JUL 21 16:51:59	2018 JUL 21 17:54:51	-	-	-	-	Same	Same	Same	-	-	-	-	3772.0	-	3772.0	-	-	-	-	-	
228	86	86	Dayside_Nadir	OFF	UVIS_3	2018 JUL 21 16:51:49	2018 JUL 21 16:51:59	2018 JUL 21 17:54:51	-	-	-	-	Same	Same	Same	-	-	-	-	3772.0	-	3772.0	-	-	-	-	-	
229	87	87	Dayside_Nadir	LNO_L	UVIS_L	2018 JUL 21 18:39:43	2018 JUL 21 18:39:53	2018 JUL 21 19:52:47	2018 JUL 21 18:39:53	2018 JUL 21 18:49:53	-	2018 JUL 21 19:52:47	Same	Same	2018 JUL 21 19:46:10	Same	Same	2018 JUL 21 19:46:10	3774.0	4374.0	3377.0	3977.0	1	1033	1033	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
230	176	88	Ingress	SO_O	UVIS_O	2018 JUL 21 19:46:15	2018 JUL 21 19:56:25	2018 JUL 21 20:01:59	2018 JUL 21 19:46:25	2018 JUL 21 19:56:25	2018 JUL 21 20:00:43	2018 JUL 21 20:01:59	Same	Same	Same	Same	Same	Same	334.0	334.0	334.0	334.0	14	1453	1452	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	
231	177	88	Egress	SO_O	UVIS_O	2018 JUL 21 20:27:32	2018 JUL 21 20:37:42	2018 JUL 21 20:42:54	2018 JUL 21 20:27:42	2018 JUL 21 20:37:42	2018 JUL 21 20:38:55	2018 JUL 21 20:42:54	Same	Same	Same	Same	Same	Same	312.0	312.0	312.0	312.0	14	3951	3951	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	-	
232	88	88	Dayside_Nadir	LNO_M	UVIS_L	2018 JUL 21 20:47:37	2018 JUL 21 20:47:47	2018 JUL 21 21:50:43	2018 JUL 21 20:47:47	2018 JUL 21 20:57:47	-	2018 JUL 21 21:37:47	Same	Same	2018 JUL 21 21:44:04	2018 JUL 21 20:49:38	2018 JUL 21 20:59:38	2018 JUL 21 21:38:52	2400.0	3776.0	2354.0	3377.0	1	140	140	Diffraction order stepping (fullscan): 30 orders from 110 to 140 in steps of 1 (1 order(s) per 15 second(s))	-	
233	178	89	Ingress	SO_O	UVIS_O	2018 JUL 21 21:44:09	2018 JUL 21 21:54:19	2018 JUL 21 21:59:52	2018 JUL 21 21:44:19	2018 JUL 21 21:54:19	2018 JUL 21 21:58:36	2018 JUL 21 21:59:52	Same	Same	Same	Same	Same	Same	333.0	333.0	333.0	333.0	14	1410	1410	Science: orders #119, #130, #145, #171, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	-	
234	179	89	Egress	SO_O	UVIS_O	2018 JUL 21 22:25:30	2018 JUL 21 22:35:40	2018 JUL 21 22:40:51	2018 JUL 21 22:25:40	2018 JUL 21 22:35:40	2018 JUL 21 22:36:53	2018 JUL 21 22:40:51	Same	Same	Same	Same	Same	Same	311.0	311.0	311.0	311.0	14	1452	1453	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	
235	89	89	Dayside_Nadir	LNO_M	UVIS_L	2018 JUL 21 22:45:31	2018 JUL 21 22:45:41	2018 JUL 21 23:48:35	2018 JUL 21 22:45:41	2018 JUL 21 22:55:41	-	2018 JUL 21 23:35:41	Same	Same	Same	2018 JUL 21 22:47:30	2018 JUL 21 22:57:30	2018 JUL 21 23:36:46	2400.0	3774.0	2356.0	3774.0	1	2639	2639	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	-	
236	90	90	Dayside_Nadir	OFF	UVIS_1	2018 JUL 22 00:43:21	2018 JUL 22 00:43:31	2018 JUL 22 01:46:23	-	-	-	-	Same	Same	Same	-	-	-	-	3772.0	-	3772.0	-	-	-	-	-	
237	90	90	Dayside_Nadir	OFF	UVIS_2	2018 JUL 22 00:43:21	2018 JUL 22 00:43:31	2018 JUL 22 01:46:23	-	-	-	-	Same	Same	Same	-	-	-	-	3772.0	-	3772.0	-	-	-	-	-	
238	90	90	Dayside_Nadir	OFF	UVIS_3	2018 JUL 22 00:43:21	2018 JUL 22 00:43:31	2018 JUL 22 01:46:23	-	-	-	-	Same	Same	Same	-	-	-	-	3772.0	-	3772.0	-	-	-	-	-	
239	91	91	Dayside_Nadir	LNO_L	UVIS_L	2018 JUL 22 02:31:11	2018 JUL 22 02:31:21	2018 JUL 22 03:44:13	2018 JUL 22 02:31:21	2018 JUL 22 02:41:21	-	2018 JUL 22 03:44:13	Same	Same	2018 JUL 22 03:37:30	Same	Same	2018 JUL 22 03:37:30	3772.0	4372.0	3369.0	3969.0	1	1107	1107	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
240	184	92	Ingress	SO_O	UVIS_O	2018 JUL 22 03:37:35	2018 JUL 22 03:47:45	2018 JUL 22 03:53:15	2018 JUL 22 03:37:45	2018 JUL 22 03:47:45	2018 JUL 22 03:52:00	2018 JUL 22 03:53:15	Same	Same	Same	Same	Same	Same	330.0	330.0	330.0	330.0	14	1453	1452	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	
241	185	92	Egress	SO_O	UVIS_O	2018 JUL 22 04:19:07	2018 JUL 22 04:29:17	2018 JUL 22 04:34:25	2018 JUL 22 04:19:17	2018 JUL 22 04:29:17	2018 JUL 22 04:30:30	2018 JUL 22 04:34:25	Same	Same	Same	Same	Same	Same	308.0	308.0	308.0	308.0	14	1427	1427	Science: orders #119, #140, #153, #170, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	-	
242	92	92	Dayside_Nadir	LNO_M	UVIS_L	2018 JUL 22 04:39:03	2018 JUL 22 04:39:13	2018 JUL 22 05:42:07	2018 JUL 22 04:39:13	2018 JUL 22 04:49:13	-	2018 JUL 22 05:29:13	Same	Same	Same	2018 JUL 22 04:40:59	2018 JUL 22 04:50:59	2018 JUL 22 05:30:21	2400.0	3774.0	2362.0	3774.0	1	1033	1033	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
243	93	93	Dayside_Nadir	OFF	UVIS_1	2018 JUL 22 06:36:57	2018 JUL 22 06:37:07	2018 JUL 22 07:40:01	-	-	-	-	Same	Same	2018 JUL 22 07:33:19	-	-	-	-	3774.0	-	3372.0	-	-	-	-	-	
244	93	93	Dayside_Nadir	OFF	UVIS_2	2018 JUL 22 06:36:57	2018 JUL 22 06:37:07	2018 JUL 22 07:40:01	-	-	-	-	Same	Same	2018 JUL 22 07:33:19	-	-	-	-	3774.0	-	3372.0	-	-	-	-	-	
245	93	93	Dayside_Nadir	OFF	UVIS_3	2018 JUL 22 06:36:57	2018 JUL 22 06:37:07	2018 JUL 22 07:40:01	-	-	-	-	Same	Same	2018 JUL 22 07:33:19	-	-	-	-	3774.0	-	3372.0	-	-	-	-	-	
246	188	94	Ingress	SO_O	UVIS_O	2018 JUL 22 07:33:24	2018 JUL 22 07:43:34	2018 JUL 22 07:49:00	2018 JUL 22 07:33:34	2018 JUL 22 07:43:34	2018 JUL 22 07:47:46	2018 JUL 22 07:49:00	Same	Same	Same	Same	Same	Same	326.0	326.0	326.0	326.0	14	3951	3951	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	-	
247	189	94	Egress	SO_O	UVIS_O	2018 JUL 22 08:15:02	2018 JUL 22 08:25:12	2018 JUL 22 08:30:19	2018 JUL 22 08:15:12	2018 JUL 22 08:25:12	2018 JUL 22 08:26:25	2018 JUL 22 08:30:19	Same	Same	Same	Same	Same	Same	307.0	307.0	307.0	307.0	14	1452	1453	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	
248	94	94	Dayside_Nadir	LNO_M	UVIS_L	2018 JUL 22 08:34:51	2018 JUL 22 08:35:01	2018 JUL 22 09:37:55	2018 JUL 22 08:35:01	2018 JUL 22 08:45:01	-	2018 JUL 22 09:25:01	Same	Same	2018 JUL 22 09:31:10	2018 JUL 22 08:36:45	2018 JUL 22 08:46:45	2018 JUL 22 09:26:12	2400.0	3774.0	2367.0	3369.0	1	1090	1090	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
249	190	95	Ingress	SO_O	UVIS_O	2018 JUL 22 09:31:15	2018 JUL 22 09:41:25	2018 JUL 22 09:46:51	2018 JUL 22 09:31:25	2018 JUL 22 09:41:25	2018 JUL 22 09:45:37	2018 JUL 22 09:46:51	Same	Same	Same	Same	Same	Same	326.0	326.0	326.0	326.0	14	1453	1452	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	
250	191	95	Egress	SO_O	UVIS_O	2018 JUL 22 10:12:59	2018 JUL 22 10:23:09	2018 JUL 22 10:28:14	2018 JUL 22 10:13:09	2018 JUL 22 10:23:09	2018 JUL 22 10:24:21	2018 JUL 22 10:28:14	Same	Same	Same	Same	Same	Same	305.0	305.0	305.0	305.0	14	293	293	Diffraction order stepping (fullscan): 115 orders from 110 to 800 in steps of 1 (6 order(s) per 1 second(s))	-	
251	95	95	Dayside_Nadir	LNO_M	UVIS_L	2018 JUL 22 10:32:47	2018 JUL 22 10:32:57	2018 JUL 22 11:35:47	2018 JUL 22 10:32:57	2018 JUL 22 10:42:57	-	2018 JUL 22 11:22:57	Same	Same	Same	2018 JUL 22 10:34:38	2018 JUL 22 10:44:38	2018 JUL 22 11:24:07	2400.0	3770.0	2369.0	3770.0	1	1029	1029	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
252	96	96	Dayside_Nadir	OFF	UVIS_1	2018 JUL 22 12:30:37	2018 JUL 22 12:30:47	2018 JUL 22 13:33:37	-	-	-	-	Same	Same	Same	-	-	-	-	3770.0	-	3770.0	-	-	-	-	-	
253	96	96	Dayside_Nadir	OFF	UVIS_2	2018 JUL 22 12:30:37	2018 JUL 22 12:30:47	2018 JUL 22 13:33:37	-	-	-	-	Same	Same	Same	-	-	-	-	3770.0	-	3770.0	-	-	-	-	-	
254	96	96	Dayside_Nadir	OFF	UVIS_3	2018 JUL 22 12:30:37	2018 JUL 22 12:30:47	2018 JUL 22 13:33:37	-	-	-	-	Same	Same	Same	-	-	-	-	3770.0	-	3770.0	-	-	-	-	-	
255	97	97	Dayside_Nadir	LNO_L	UVIS_L	2018 JUL 22 14:18:27	2018 JUL 22 14:18:37	2018 JUL 22 15:31:27	2018 JUL 22 14:18:37	2018 JUL 22 14:28:37	-	2018 JUL 22 15:31:27	Same	Same	2018 JUL 22 15:24:39	Same	Same	2018 JUL 22 15:24:39	3770.0	4370.0	3362.0	3962.0	1	1090	1090	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
256	196	98	Ingress	SO_O	UVIS_O	2018 JUL 22 15:24:44	2018 JUL 22 15:34:54	2018 JUL 22 15:40:17	2018 JUL 22 15:24:54	2018 JUL 22 15:34:54	2018 JUL 22 15:39:03	2018 JUL 22 15:40:17	Same	Same	Same	Same	Same	Same	323.0	323.0	323.0	323.0	14	1453	1452	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	
257	197	98	Egress	SO_O	UVIS_O	2018 JUL 22 16:06:38	2018 JUL 22 16:16:48	2018 JUL 22 16:21:50	2018 JUL 22 16:06:48	2018 JUL 22 16:16:48	2018 JUL 22 16:17:59	2018 JUL 22 16:21:50	Same	Same	Same	Same	Same	Same	302.0	302.0	302.0	302.0	14	1452	1453	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	
258	98	98	Dayside_Nadir	LNO_M	UVIS_L	2018 JUL 22 16:26:17	2018 JUL 22 16:26:27	2018 JUL 22 17:29:19	2018 JUL 22 16:26:27	2018 JUL 22 16:36:27	-	2018 JUL 22 17:16:27	Same	Same	Same	2018 JUL 22 16:28:06	2018 JUL 22 16:38:06	2018 JUL 22 17:17:41	2400.0	3772.0	2375.0	3772.0	1	1779	1779	Science: orders #167, #121, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	-	
259	99	99	Dayside_Nadir	OFF	UVIS_1	2018 JUL 22 18:24:11	2018 JUL 22 18:24:21	2018 JUL 22 19:27:13	-	-	-	-	Same	Same	2018 JUL 22 19:20:23	-	-	-	-	3772.0	-	3362.0	-	-	-	-	-	
260	99	99	Dayside_Nadir	OFF	UVIS_2	2018 JUL 22 18:24:11	2018 JUL 22 18:24:21	2018 JUL 22 19:27:13	-	-	-	-	Same	Same	2018 JUL 22 19:20:23	-	-	-	-	3772.0	-	3362.0	-	-	-	-	-	
261	99	99	Dayside_Nadir	OFF	UVIS_3	2018 JUL 22 18:24:11	2018 JUL 22 18:24:21	2018 JUL 22 19:27:13	-	-	-	-	Same	Same	2018 JUL 22 19:20:23	-	-	-	-	3772.0	-	3362.0	-	-	-	-	-	
262	200	100	Ingress	SO_O	UVIS_O	2018 JUL 22 19:20:28	2018 JUL 22 19:30:38	2018 JUL 22 19:35:59	2018 JUL 22 19:20:38	2018 JUL 22 19:30:38	2018 JUL 22 19:34:46	2018 JUL 22 19:35:59	Same	Same	Same	Same	Same	Same	321.0	321.0	321.0	321.0	14	3951	3951	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	-	
263	201	100	Egress	SO_O	UVIS_O	2018 JUL 22 20:02:29	2018 JUL 22 20:12:39	2018 JUL 22 20:17:39	2018 JUL 22 20:02:39	2018 JUL 22 20:12:39	2018 JUL 22 20:13:50	2018 JUL 22 20:17:39	Same	Same	Same	Same	Same	Same	300.0	300.0	300.0	300.0	14	1175	1175	Science: orders #167, #188, #189, #190, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	-	
264	100	100	Dayside_Nadir	LNO_M	UVIS_L	2018 JUL 22 20:22:05	2018 JUL 22 20:22:15	2018 JUL 22 21:25:09	2018 JUL 22 20:22:15	2018 JUL 22 20:32:15	-	2018 JUL 22 21:12:15	Same	Same	Same	2018 JUL 22 20:23:53	2018 JUL 22 20:33:53	2018 JUL 22 21:13:32	2400.0	3774.0	2379.0	3774.0	1	1860	1860	Science: orders #169, #131, #127, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	-	
265	101	101	Dayside_Nadir	OFF	UVIS_NI	2018 JUL 22 22:19:59	2018 JUL 22 22:20:09	2018 JUL 22 23:23:03	-	-	-	-	Same	Same	Same	-	-	-	-	3774.0	-	3774.0	-	-	-	-	-	
266	102	102	Dayside_Nadir	LNO_L	UVIS_NI	2018 JUL 23 00:07:53	2018 JUL 23 00:08:03	2018 JUL 23 01:20:55	2018 JUL 23 00:08:03	2018 JUL 23 00:18:03	-	2018 JUL 23 01:20:55	Same	Same	Same	Same	Same	Same	3772.0	4372.0	3772.0	4372.0	1	1107	1107	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
