Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	4	Ingress	2018 JUL 14 15:07:41	2018 JUL 14 15:15:31	2018 JUL 14 15:17:37	596.00	176.67	-164.53	-162.13	-68.17	-46.76	-40.24	5.06	3	-	-	-	COMMENT	
N/A	1	4	Egress	2018 JUL 14 15:34:46	2018 JUL 14 15:36:49	2018 JUL 14 15:44:06	560.00	-151.11	-149.92	-144.28	17.12	23.60	44.85	6.38	3	-	-	-	COMMENT	
N/A	2	4	Ingress	2018 JUL 14 17:05:30	2018 JUL 14 17:13:11	2018 JUL 14 17:15:13	583.00	147.34	166.39	168.81	-68.46	-47.61	-41.32	5.03	4	-	-	-	COMMENT	
N/A	2	4	Egress	2018 JUL 14 17:33:03	2018 JUL 14 17:35:01	2018 JUL 14 17:42:10	547.00	-179.57	-178.40	-172.75	18.35	24.55	45.33	6.40	4	-	-	-	COMMENT	
NOMAD	3	4	Ingress	2018 JUL 14 19:03:21	2018 JUL 14 19:10:54	2018 JUL 14 19:12:52	571.00	118.26	137.39	139.80	-68.63	-48.26	-42.21	5.01	1	Nominal Science 1xCO2 HA01; Nominal Science 1xCO2 LA01	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139); Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	COP row -1: 	COMMENT	
NOMAD	3	4	Egress	2018 JUL 14 19:31:19	2018 JUL 14 19:33:13	2018 JUL 14 19:40:15	536.00	151.99	153.14	158.84	19.61	25.57	45.94	6.42	1	Nominal Science 1xCO2 LA01; Nominal Science 1xCO2 HA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139); Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	COP row -1: 	COMMENT	
ACS	4	4	Ingress	2018 JUL 14 21:01:09	2018 JUL 14 21:08:35	2018 JUL 14 21:10:30	561.00	89.22	108.42	110.83	-68.78	-48.84	-42.96	4.99	4	-	-	-	COMMENT	
ACS	4	4	Egress	2018 JUL 14 21:29:30	2018 JUL 14 21:31:21	2018 JUL 14 21:38:17	527.00	123.53	124.67	130.41	20.69	26.48	46.49	6.44	4	-	-	-	COMMENT	
NOMAD	5	4	Ingress	2018 JUL 14 22:58:52	2018 JUL 14 23:06:13	2018 JUL 14 23:08:05	553.00	59.97	79.45	81.86	-69.03	-49.44	-43.74	4.96	1	CH4 01	Science: orders #168, #133, #134, #135, #136, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	COP row -1: 	COMMENT	
NOMAD	5	4	Egress	2018 JUL 14 23:27:32	2018 JUL 14 23:29:20	2018 JUL 14 23:36:09	517.00	95.03	96.16	101.87	21.48	27.10	46.71	6.45	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	COP row -1: 	COMMENT	
NOMAD	6	4	Ingress	2018 JUL 15 00:56:39	2018 JUL 15 01:03:53	2018 JUL 15 01:05:43	544.00	30.85	50.45	52.89	-69.21	-50.05	-44.47	4.94	1	AER 01	Science: orders #119, #133, #143, #154, #169, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	COP row -1: 	COMMENT	
NOMAD	6	4	Egress	2018 JUL 15 01:25:35	2018 JUL 15 01:27:21	2018 JUL 15 01:34:04	509.00	66.49	67.61	73.29	22.13	27.62	46.88	6.46	1	Nominal Science 1xCO2 LA01; Nominal Science 1xCO2 HA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139); Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	COP row -1: 	COMMENT	
N/A	7	4	Ingress	2018 JUL 15 02:54:32	2018 JUL 15 03:01:39	2018 JUL 15 03:03:26	534.00	1.89	21.48	23.91	-69.30	-50.56	-45.16	4.92	4	-	-	-	COMMENT	
N/A	7	4	Egress	2018 JUL 15 03:23:44	2018 JUL 15 03:25:28	2018 JUL 15 03:32:05	501.00	37.98	39.09	44.78	22.95	28.32	47.22	6.48	4	-	-	-	COMMENT	
