Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Grazing solar occultation observation number,Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km: entry (UTC),Min. Limb Height switch SCI1 to SCI2 (UTC),Limb Height 250 km: exit (UTC),Min. Limb Height (km),Latitude probed @ min. limb height (deg),Longitude probed @ min. limb height (deg),Beta angle (deg),Local Solar Time (LST): TGO2SUN vector surface intercept point @ min. limb height (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
5,5,1,69,28913,0,0,0,1,0,2024 MAY 17 04:48:00,2024 MAY 17 05:29:55,2024 MAY 17 04:48:10,2024 MAY 17 05:29:55,N/A,N/A,2024 MAY 17 04:55:30,2024 MAY 17 05:29:55,2024 MAY 17 04:56:00,2024 MAY 17 05:12:27,2024 MAY 17 05:29:25,0.46302,14.4322,-147.1157,-63.3601,17.5464,256.7276,196.5281,N/A,374.058,569.4638,10,480,1467,30,30,2505,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,2065,300,1056,1400002C000A01E005BB1E1E09C90301000D000D0000000000000000000000000000000001C20811012C0420
5,5,2,72,28916,0,0,0,1,0,2024 MAY 17 10:42:05,2024 MAY 17 11:23:06,2024 MAY 17 10:42:15,2024 MAY 17 11:23:06,N/A,N/A,2024 MAY 17 10:49:35,2024 MAY 17 11:23:06,2024 MAY 17 10:50:05,2024 MAY 17 11:06:05,2024 MAY 17 11:22:36,22.3801,14.9613,126.6149,-64.0936,17.5283,256.8833,191.4175,N/A,364.2763,554.6009,10,480,1440,30,30,2451,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,2011,300,1176,1400002C000A01E005A01E1E09930301000D000D0000000000000000000000000000000001C207DB012C0498
5,5,3,76,28920,0,0,0,1,0,2024 MAY 17 18:33:54,2024 MAY 17 19:14:01,2024 MAY 17 18:34:04,2024 MAY 17 19:14:01,N/A,N/A,2024 MAY 17 18:41:24,2024 MAY 17 19:14:01,2024 MAY 17 18:41:54,2024 MAY 17 18:57:21,2024 MAY 17 19:13:31,45.2311,16.1392,11.408,-64.9313,17.4886,257.0908,186.3068,N/A,354.4946,539.7381,10,480,1407,30,30,2397,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,1957,300,1035,1400002C000A01E0057F1E1E095D0301000D000D0000000000000000000000000000000001C207A5012C040B
5,5,4,78,28922,0,0,0,1,0,2024 MAY 17 22:30:08,2024 MAY 17 23:09:26,2024 MAY 17 22:30:18,2024 MAY 17 23:09:26,N/A,N/A,2024 MAY 17 22:37:38,2024 MAY 17 23:09:26,2024 MAY 17 22:38:08,2024 MAY 17 22:53:16,2024 MAY 17 23:08:56,61.3561,16.1431,-45.9712,-65.4178,17.4881,257.1947,181.6693,N/A,345.6187,526.2514,10,480,1388,30,30,2348,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,1908,300,918,1400002C000A01E0056C1E1E092C0301000D000D0000000000000000000000000000000001C20774012C0396
5,5,5,80,28924,0,0,0,1,0,2024 MAY 18 02:26:03,2024 MAY 18 03:04:48,2024 MAY 18 02:26:13,2024 MAY 18 03:04:48,N/A,N/A,2024 MAY 18 02:33:33,2024 MAY 18 03:04:48,2024 MAY 18 02:34:03,2024 MAY 18 02:48:57,2024 MAY 18 03:04:18,72.6712,16.7578,-103.6034,-65.8324,17.4672,257.2985,178.5461,N/A,339.641,517.1686,10,480,1374,30,30,2315,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,1875,300,838,1400002C000A01E0055E1E1E090B0301000D000D0000000000000000000000000000000001C20753012C0346
5,5,6,82,28926,0,0,0,1,0,2024 MAY 18 06:21:57,2024 MAY 18 07:00:12,2024 MAY 18 06:22:07,2024 MAY 18 07:00:12,N/A,N/A,2024 MAY 18 06:29:27,2024 MAY 18 07:00:12,2024 MAY 18 06:29:57,2024 MAY 18 06:44:31,2024 MAY 18 06:59:42,83.4322,17.4005,-161.224,-66.2369,17.445,257.4022,175.7069,N/A,334.2067,508.9115,10,480,1354,30,30,2285,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,1845,300,1013,1400002C000A01E0054A1E1E08ED0301000D000D0000000000000000000000000000000001C20735012C03F5
5,5,7,253,29096,0,0,0,1,0,2024 JUN 01 05:42:41,2024 JUN 01 06:20:18,2024 JUN 01 05:42:51,2024 JUN 01 06:20:18,N/A,N/A,2024 JUN 01 05:50:11,2024 JUN 01 06:20:18,2024 JUN 01 05:50:41,2024 JUN 01 06:05:32,2024 JUN 01 06:19:48,93.4578,18.8063,-176.8551,-66.5712,6.6206,266.2428,172.1105,N/A,327.3234,498.4524,10,480,1371,30,30,2247,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,1807,300,954,1400002C000A01E0055B1E1E08C70301000D000D0000000000000000000000000000000001C2070F012C03BA
5,5,8,255,29098,0,0,0,1,0,2024 JUN 01 09:38:02,2024 JUN 01 10:16:33,2024 JUN 01 09:38:12,2024 JUN 01 10:16:33,N/A,N/A,2024 JUN 01 09:45:32,2024 JUN 01 10:16:33,2024 JUN 01 09:46:02,2024 JUN 01 10:01:18,2024 JUN 01 10:16:03,78.6243,18.445,125.6163,-66.1005,6.6078,266.3461,177.2211,N/A,337.105,513.3153,10,480,1396,30,30,2301,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,1861,300,1087,1400002C000A01E005741E1E08FD0301000D000D0000000000000000000000000000000001C20745012C043F
5,5,9,260,29103,0,0,0,1,0,2024 JUN 01 19:26:36,2024 JUN 01 20:06:27,2024 JUN 01 19:26:46,2024 JUN 01 20:06:27,N/A,N/A,2024 JUN 01 19:34:06,2024 JUN 01 20:06:27,2024 JUN 01 19:34:36,2024 JUN 01 19:50:36,2024 JUN 01 20:05:57,50.2551,17.3909,-18.2529,-65.0159,6.5708,266.6042,184.7925,N/A,351.5964,535.3343,10,480,1440,30,30,2381,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,1941,300,1036,1400002C000A01E005A01E1E094D0301000D000D0000000000000000000000000000000001C20795012C040C
5,5,10,262,29105,0,0,0,1,0,2024 JUN 01 23:21:58,2024 JUN 02 00:02:28,2024 JUN 01 23:22:08,2024 JUN 02 00:02:28,N/A,N/A,2024 JUN 01 23:29:28,2024 JUN 02 00:02:28,2024 JUN 01 23:29:58,2024 JUN 01 23:46:17,2024 JUN 02 00:01:58,36.8236,17.0544,-75.7451,-64.5538,6.5589,266.7075,188.4836,N/A,358.6609,546.0686,10,480,1459,30,30,2420,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,1980,300,1133,1400002C000A01E005B31E1E09740301000D000D0000000000000000000000000000000001C207BC012C046D
