MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2025 JUN 07 22:15:00,59.6514,-128.7188,308.8479,3.7383,83.4258,1.8271e-14,83.4258,2025 JUN 07 21:57:00,59.2672,-125.4011,427.7625,3.6675,84.0797,0.57533,84.4265
2025 JUN 08 05:45:00,56.4679,121.1885,307.8802,3.6989,85.7509,1.7128e-14,85.7509,2025 JUN 08 05:48:00,57.7109,117.3059,425.0023,3.4886,86.1557,3.6744,89.4553
2025 JUN 09 19:06:00,67.3887,-61.684,311.8877,3.8614,77.9239,5.3316e-14,77.9239,2025 JUN 09 19:12:00,67.0845,-60.4766,430.8573,4.0394,77.2921,0.52265,77.5838
2025 JUN 10 00:42:00,69.1521,-142.8436,313.1786,3.9017,76.6802,1.242e-14,76.6802,2025 JUN 10 01:06:00,67.7489,-145.5942,432.5569,4.1075,76.5969,0.51739,76.8819
2025 JUN 11 08:30:00,68.4876,112.7705,312.3711,3.8947,77.135,3.9979e-14,77.135,2025 JUN 11 08:33:00,68.9327,113.7705,430.7022,4.01,76.373,0.50695,76.6555
2025 JUN 11 14:06:00,70.2203,31.5294,313.2269,3.9292,75.955,2.5839e-14,75.955,2025 JUN 11 14:27:00,69.4323,28.6444,431.5301,4.0778,75.7994,0.50274,76.0762
2025 JUN 13 03:30:00,71.2098,-154.0643,313.9,3.9592,75.2852,6.3611e-15,75.2852,2025 JUN 13 03:48:00,71.0501,-156.3744,433.9724,4.0972,74.8368,0.48828,75.1034
2025 JUN 14 16:54:00,72.6528,20.5551,315.3278,4.0033,74.3204,1.9232e-14,74.3204,2025 JUN 14 17:09:00,72.4097,19.0746,433.2247,4.1481,73.925,0.47544,74.1815
2025 JUN 16 06:18:00,73.8822,-164.7304,313.4223,4.0539,73.4881,1.1468e-14,73.4881,2025 JUN 16 06:30:00,73.6627,-164.4172,434.3497,4.2694,72.8561,0.46332,73.1006
2025 JUN 23 17:51:00,73.3241,94.1385,311.9182,4.0742,73.9752,1.5903e-14,73.9752,2025 JUN 23 17:21:00,75.4347,98.2435,434.6211,3.8611,73.4593,0.44513,73.7066
2025 JUN 23 23:27:00,75.2405,13.2108,314.6698,4.1294,72.7505,9.9392e-15,72.7505,2025 JUN 23 23:15:00,75.585,13.3705,434.3211,3.9456,73.1279,0.44371,73.3715
2025 JUN 25 12:51:00,76.4494,-171.9455,314.0818,4.1886,71.9935,1.0058e-14,71.9935,2025 JUN 25 12:36:00,75.9147,-167.2644,433.3944,4.2572,72.0603,0.44039,72.2916
2025 JUN 25 18:27:00,78.6438,109.0612,315.2054,4.3731,70.4037,1.1245e-14,70.4037,2025 JUN 25 18:30:00,75.8912,110.3007,434.3852,4.5042,71.3031,0.44043,71.5262
2025 JUN 27 09:45:00,73.9694,-108.6898,311.4829,4.1083,73.6538,3.0382e-14,73.6538,2025 JUN 27 09:48:00,75.8795,-110.6628,435.5069,4.0253,72.8672,0.44086,73.1064
2025 JUN 27 15:21:00,76.0862,170.57,312.4549,4.1761,72.3119,3.4276e-14,72.3119,2025 JUN 27 15:42:00,75.9671,166.122,432.9723,4.2203,72.24,0.43983,72.4722
