Target Name,Flyover #,Orbit type,Thermal orbit number,Start crossing time (UTC),End crossing time (UTC),Start crossing latitude (deg),Start crossing longitude (deg),End crossing latitude (deg),End crossing longitude (deg),Start crossing phase angle (deg),End crossing phase angle (deg),Start crossing solar incidence angle (deg),End crossing solar incidence angle (deg),Start crossing emission angle (deg),End crossing emission angle (deg),Start crossing LST (h),End crossing LST (h)
Region of residual magnetic field,1,1,4,2024 AUG 03 21:53:00,2024 AUG 03 21:56:15,-10.1016,157.3337,-20.1969,159.9024,112.9477,112.8776,123.4797,115.0458,10.5321,2.1705,3.2239,3.4478
Region of residual magnetic field,2,3,15,2024 AUG 04 19:29:57,2024 AUG 04 19:33:48,-10.0969,-160.9571,-21.9556,-158.0344,114.5212,112.8254,125.8479,115.7928,11.3272,2.9677,3.0372,3.2942
Region of residual magnetic field,3,1,16,2024 AUG 04 21:27:53,2024 AUG 04 21:31:48,-10.0965,170.0876,-22.1569,173.0479,114.8909,112.944,126.0726,115.8329,11.1817,2.8909,3.0192,3.28
Region of residual magnetic field,4,1,27,2024 AUG 05 19:04:50,2024 AUG 05 19:09:20,-10.0932,-148.0688,-23.8061,-144.9215,118.3768,112.944,128.2964,116.5522,9.9196,3.61,2.8414,3.1242
Region of residual magnetic field,5,1,28,2024 AUG 05 21:02:45,2024 AUG 05 21:07:19,-10.093,-177.0106,-23.9633,-173.8328,118.674,112.944,128.5074,116.6064,9.8334,3.6642,2.8242,3.11
Region of residual magnetic field,6,3,29,2024 AUG 05 23:00:30,2024 AUG 05 23:05:19,-10.0989,154.7795,-24.367,157.5864,128.2562,116.4862,128.1651,116.2667,0.20339,0.23277,2.8531,3.1183
Region of residual magnetic field,7,1,40,2024 AUG 06 20:37:35,2024 AUG 06 20:42:46,-10.0912,-164.0129,-25.6033,-160.723,123.5879,112.944,130.8276,117.3726,7.2398,4.4302,2.6353,2.9386
Region of residual magnetic field,8,3,41,2024 AUG 06 22:35:31,2024 AUG 06 22:40:46,-10.0909,167.0452,-25.7565,170.359,123.9052,112.8254,131.0312,117.4187,7.1272,4.5934,2.6183,2.9244
Region of residual magnetic field,9,1,52,2024 AUG 07 20:12:26,2024 AUG 07 20:18:13,-10.091,-151.0289,-27.1601,-147.6283,128.6959,112.944,133.1041,118.0719,4.4089,5.1292,2.4456,2.7661
Region of residual magnetic field,10,3,53,2024 AUG 07 22:10:21,2024 AUG 07 22:16:12,-10.0908,-179.9672,-27.2789,-176.5463,128.9988,112.7145,133.3024,118.1332,4.3061,5.4188,2.4289,2.7517
Region of residual magnetic field,11,1,54,2024 AUG 08 00:08:12,2024 AUG 08 00:14:11,-10.0989,151.3756,-27.8034,154.981,133.3693,117.8717,133.2964,117.6265,0.2015,0.25693,2.4297,2.7669
Region of residual magnetic field,12,3,66,2024 AUG 08 23:43:06,2024 AUG 08 23:49:32,-10.0925,164.0456,-28.7974,167.6368,134.051,112.8254,135.7363,118.8609,1.6918,6.0356,2.22,2.5639
Region of residual magnetic field,13,1,77,2024 AUG 09 21:20:01,2024 AUG 09 21:26:54,-10.0951,-154.1319,-30.0016,-150.3493,137.4474,112.944,137.7577,119.4182,0.34206,6.4752,2.0408,2.4047
Region of residual magnetic field,14,3,78,2024 AUG 09 23:17:56,2024 AUG 09 23:24:53,-10.0989,176.9408,-30.6641,-178.7318,137.9836,119.0077,137.9333,118.7415,0.19917,0.27956,2.0247,2.4258
Region of residual magnetic field,15,3,79,2024 AUG 10 01:19:28,2024 AUG 10 01:22:52,-20.7368,150.0102,-30.8002,152.342,128.6233,119.1376,128.3533,118.7699,0.29228,0.37137,2.2003,2.4108
