NOM_02, OCCEG, 38, 296, 338
NOM_02, OCCIN, 32, 126, 182, 266, 292, 296, 303
NOM_03, OCCEG, 42, 54, 63, 65, 75, 77, 79, 91, 108, 120, 131, 145, 166, 195, 201, 226, 253, 255, 266, 270, 281, 301, 303, 304, 326, 328
NOM_03, OCCIN, 5, 34, 47, 55, 59, 70, 72, 84, 109, 146, 155, 163, 176, 206, 215, 247, 250, 255, 265, 270, 271, 276, 281, 284, 287, 301, 307, 319, 322, 328, 336, 338, 340
CO_001, OCCEG, 35, 40, 116, 139, 250, 274, 287, 290
CO_001, OCCIN, 80, 101, 103, 124, 138, 233
CO2_01, OCCEG, 29, 52, 93, 114, 133, 156, 160, 175, 222, 239, 263, 279
CO2_01, OCCIN, 24, 30, 74, 111, 121, 153, 190, 217, 229, 231, 253, 297
HCL_01, OCCEG, 10, 17, 27, 50, 60, 89, 95, 106, 129, 141, 143, 183, 187, 224, 237, 245, 252, 268, 271, 276, 307, 309, 322, 329, 333, 340, 342
HCL_01, OCCIN, 20, 43, 45, 98, 113, 134, 136, 161, 192, 194, 268, 274, 309, 316, 320
FUL_01, OCCEG, 15, 104, 209, 214, 247, 311
FUL_01, OCCIN, 9, 49, 128, 165, 208, 227, 240, 252, 326, 329
