Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Egress solar occultation observation number,Merged Occultation (YES = 1; NO = 0),Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km (UTC),Latitude probed @ limb height 250 km (deg),Longitude probed @ limb height 250 km (deg),Limb Height 0 km (UTC),Latitude probed @ limb height 0 km (deg),Longitude probed @ limb height 0 km (deg),Limb Height 50 km: switch SCI1 to SCI2 (UTC),Beta angle (deg),Eclipse duration (Umbra end - Umbra start) (s),Local Solar Time (LST): TGO2SUN vector surface intercept point @ limb height 0 km (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),SO+UVIS+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
1,1,1,0,4,2514,0,0,0,1,0,2018 JUN 16 20:48:32,2018 JUN 16 21:03:40,2018 JUN 16 20:48:42,2018 JUN 16 21:03:40,2018 JUN 16 20:58:42,2018 JUN 16 21:03:40,2018 JUN 16 21:03:10,-79.8411,176.9519,2018 JUN 16 20:59:12,-82.8377,142.664,2018 JUN 16 20:59:52,-24.8539,2359,1.1589,194.5388,29.6926,12.6176,42.1529,10,640,680,30,30,898,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,298,327,1217,1400002C000A028002A81E1E0382000109D009D0000000000000000000000000000000000262012A014704C1
1,1,2,0,6,2516,0,0,0,1,0,2018 JUN 17 00:44:06,2018 JUN 17 00:59:15,2018 JUN 17 00:44:16,2018 JUN 17 00:59:15,2018 JUN 17 00:54:16,2018 JUN 17 00:59:15,2018 JUN 17 00:58:45,-79.9949,118.6504,2018 JUN 17 00:54:46,-82.1173,80.9254,2018 JUN 17 00:55:27,-25.3806,2353,0.86389,194.6349,29.7873,12.6599,42.2893,10,640,681,30,30,899,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,299,327,1220,1400002C000A028002A91E1E0383000109D009D0000000000000000000000000000000000262012B014704C4
1,1,3,0,8,2518,0,0,0,1,0,2018 JUN 17 04:39:52,2018 JUN 17 04:55:02,2018 JUN 17 04:40:02,2018 JUN 17 04:55:02,2018 JUN 17 04:50:02,2018 JUN 17 04:55:02,2018 JUN 17 04:54:32,-80.0596,60.6835,2018 JUN 17 04:50:32,-82.6777,22.4167,2018 JUN 17 04:51:13,-25.9499,2347,0.7875,194.731,29.8819,12.7022,42.4258,10,640,681,30,30,900,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,300,327,1222,1400002C000A028002A91E1E0384000109D009D0000000000000000000000000000000000262012C014704C6
1,1,4,0,10,2520,0,0,0,1,0,2018 JUN 17 08:35:36,2018 JUN 17 08:50:47,2018 JUN 17 08:35:46,2018 JUN 17 08:50:47,2018 JUN 17 08:45:46,2018 JUN 17 08:50:47,2018 JUN 17 08:50:17,-80.2678,1.9962,2018 JUN 17 08:46:16,-83.3512,-37.7276,2018 JUN 17 08:46:57,-26.5101,2341,0.60139,194.8271,29.9766,12.7446,42.5622,10,640,681,30,30,901,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,301,327,1224,1400002C000A028002A91E1E0385000109D009D0000000000000000000000000000000000262012D014704C8
1,1,5,0,12,2522,0,0,0,1,0,2018 JUN 17 12:31:13,2018 JUN 17 12:46:27,2018 JUN 17 12:31:23,2018 JUN 17 12:46:27,2018 JUN 17 12:41:23,2018 JUN 17 12:46:27,2018 JUN 17 12:45:57,-80.3233,-55.9413,2018 JUN 17 12:41:53,-82.971,-98.0704,2018 JUN 17 12:42:34,-27.0461,2336,0.40028,194.9233,30.2605,12.8716,42.9715,10,640,681,30,30,904,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,304,327,1230,1400002C000A028002A91E1E0388000109D009D00000000000000000000000000000000002620130014704CE
1,1,6,0,14,2524,0,0,0,1,0,2018 JUN 17 16:26:54,2018 JUN 17 16:42:08,2018 JUN 17 16:27:04,2018 JUN 17 16:42:08,2018 JUN 17 16:37:04,2018 JUN 17 16:42:08,2018 JUN 17 16:41:38,-80.4732,-114.4096,2018 JUN 17 16:37:34,-82.545,-158.5725,2018 JUN 17 16:38:16,-27.6061,2328,0.18972,195.0194,30.2605,12.8716,42.9715,10,640,682,30,30,904,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,304,327,1231,1400002C000A028002AA1E1E0388000109D009D00000000000000000000000000000000002620130014704CF
1,1,7,0,16,2526,0,0,0,1,0,2018 JUN 17 20:22:38,2018 JUN 17 20:37:55,2018 JUN 17 20:22:48,2018 JUN 17 20:37:55,2018 JUN 17 20:32:48,2018 JUN 17 20:37:55,2018 JUN 17 20:37:25,-80.573,-172.6691,2018 JUN 17 20:33:18,-82.1331,141.1266,2018 JUN 17 20:34:00,-28.1721,2321,23.9933,195.1157,30.5444,12.9986,43.3808,10,640,682,30,30,907,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,307,327,1237,1400002C000A028002AA1E1E038B000109D009D00000000000000000000000000000000002620133014704D5
1,1,8,0,18,2528,0,0,0,1,0,2018 JUN 18 00:18:13,2018 JUN 18 00:33:31,2018 JUN 18 00:18:23,2018 JUN 18 00:33:31,2018 JUN 18 00:28:23,2018 JUN 18 00:33:31,2018 JUN 18 00:33:01,-80.7264,128.7589,2018 JUN 18 00:28:53,-81.9699,80.9525,2018 JUN 18 00:29:36,-28.6995,2315,23.8028,195.2118,30.6391,13.041,43.5173,10,640,683,30,30,908,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,308,327,1240,1400002C000A028002AB1E1E038C000109D009D00000000000000000000000000000000002620134014704D8
1,1,9,0,20,2530,0,0,0,1,0,2018 JUN 18 04:13:55,2018 JUN 18 04:29:14,2018 JUN 18 04:14:05,2018 JUN 18 04:29:14,2018 JUN 18 04:24:05,2018 JUN 18 04:29:14,2018 JUN 18 04:28:44,-80.7874,70.6793,2018 JUN 18 04:24:35,-82.2115,21.4434,2018 JUN 18 04:25:18,-29.2575,2307,23.6586,195.3081,30.7337,13.0833,43.6537,10,640,683,30,30,909,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,309,327,1242,1400002C000A028002AB1E1E038D000109D009D00000000000000000000000000000000002620135014704DA
1,1,10,0,22,2532,0,0,0,1,0,2018 JUN 18 08:09:39,2018 JUN 18 08:25:00,2018 JUN 18 08:09:49,2018 JUN 18 08:25:00,2018 JUN 18 08:19:49,2018 JUN 18 08:25:00,2018 JUN 18 08:24:30,-80.9538,11.8697,2018 JUN 18 08:20:19,-82.0486,-39.1899,2018 JUN 18 08:21:02,-29.8235,2300,23.44,195.4044,30.923,13.168,43.9266,10,640,683,30,30,911,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,311,327,1246,1400002C000A028002AB1E1E038F000109D009D00000000000000000000000000000000002620137014704DE
