Target Name,Flyover #,Orbit type,Thermal orbit number,Start crossing time (UTC),End crossing time (UTC),Start crossing latitude (deg),Start crossing longitude (deg),End crossing latitude (deg),End crossing longitude (deg),Start crossing phase angle (deg),End crossing phase angle (deg)
CH4_ROI_ACIDALIA MUD VOLCANOES,2,1,52,2018 JUN 20 20:09:13,2018 JUN 20 20:09:42,43.3233,-25.61,44.68,-24.9205,54.4117,55.3767
CH4_ROI_ACIDALIA MUD VOLCANOES,3,4,114,2018 JUN 25 21:54:52,2018 JUN 25 21:55:42,40.93,-21.9032,43.2761,-20.8,61.9642,62.9152
CH4_ROI_ACIDALIA MUD VOLCANOES,4,4,139,2018 JUN 27 23:01:09,2018 JUN 27 23:02:22,41.2857,-25.61,44.68,-23.9551,66.5352,67.5667
CH4_ROI_ACIDALIA MUD VOLCANOES,5,4,201,2018 JUL 03 00:47:32,2018 JUL 03 00:47:38,40.93,-20.9379,41.2354,-20.8,78.6992,78.7133
CH4_ROI_ACIDALIA MUD VOLCANOES,6,3,226,2018 JUL 05 01:53:41,2018 JUL 05 01:55:02,40.93,-24.806,44.68,-22.9903,83.9992,83.8555
CH4_ROI_ACIDALIA MUD VOLCANOES,7,4,293,2018 JUL 10 13:59:05,2018 JUL 10 14:00:26,44.68,-23.9348,40.93,-22.1155,76.3759,75.7539
CH4_ROI_NILI FOSSAE           ,1,4,73,2018 JUN 22 13:16:22,2018 JUN 22 13:16:24,21.72,78.7686,21.8028,78.79,46.7374,46.7637
CH4_ROI_NILI FOSSAE           ,2,3,240,2018 JUL 06 06:00:42,2018 JUL 06 06:01:04,23.461,78.51,22.4038,78.79,86.6468,86.7332
CH4_ROI_AEOLIS MENSAE - MFF   ,1,8,170,2018 JUN 30 11:39:10,2018 JUN 30 11:39:27,-2.6512,144.7,-1.8,144.881,71.8127,71.7017
CH4_ROI_CERBERUS FOSSAE       ,1,1,8,2018 JUN 17 05:32:02,2018 JUN 17 05:32:43,9.14,157.8512,11.14,158.295,27.3709,28.058
CH4_ROI_CERBERUS FOSSAE       ,2,3,312,2018 JUL 12 03:29:53,2018 JUL 12 03:30:34,11.14,156.7354,9.14,157.1789,68.57,68.5341
CH4_ROI_UTOPIA                ,1,1,135,2018 JUN 27 15:07:03,2018 JUN 27 15:07:07,33.7798,87.18,33.97,87.2464,63.8035,63.8487
CH4_ROI_UTOPIA                ,2,3,222,2018 JUL 04 17:59:05,2018 JUL 04 17:59:47,31.97,87.5273,33.97,88.2071,83.5304,83.4397
CH4_ROI_UTOPIA                ,3,3,252,2018 JUL 07 05:31:13,2018 JUL 07 05:31:55,33.97,87.8247,31.97,88.5059,83.2791,83.3395
CH4_ROI_UTOPIA                ,4,4,339,2018 JUL 14 08:23:53,2018 JUL 14 08:24:17,33.97,88.7885,32.8354,89.18,66.1592,65.8208
CH4_ROI_ARGYRE                ,1,3,176,2018 JUN 30 23:13:36,2018 JUN 30 23:13:57,-39.5118,-39.25,-38.54,-38.8423,81.6232,81.3371
CH4_ROI_ARGYRE                ,2,4,257,2018 JUL 07 15:45:23,2018 JUL 07 15:46:01,-38.54,-38.012,-40.3331,-37.25,88.7816,89.0421
CH4_ROI_VERNAL CRATER         ,1,3,26,2018 JUN 18 16:51:43,2018 JUN 18 16:52:24,4.64,-4.2779,6.64,-3.8478,31.1279,31.3631
CH4_ROI_VERNAL CRATER         ,2,4,243,2018 JUL 06 11:59:58,2018 JUL 06 12:00:39,6.64,-4.3978,4.64,-3.9674,87.3099,87.5005
CH4_ROI_VERNAL CRATER         ,3,5,330,2018 JUL 13 14:52:38,2018 JUL 13 14:52:41,6.64,-3.4337,6.4843,-3.4,63.7376,63.7344
