Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Ingress solar occultation observation number,Merged Occultation (YES = 1; NO = 0),Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km (UTC),Latitude probed @ limb height 250 km (deg),Longitude probed @ limb height 250 km (deg),Limb Height 0 km (UTC),Latitude probed @ limb height 0 km (deg),Longitude probed @ limb height 0 km (deg),Limb Height 50 km: switch SCI1 to SCI2 (UTC),Beta angle (deg),Eclipse duration (Umbra end - Umbra start) (s),Local Solar Time (LST): TGO2SUN vector surface intercept point @ limb height 0 km (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),SO+UVIS+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
1,1,16,0,56,2566,0,0,0,1,0,2018 JUN 21 02:15:32,2018 JUN 21 02:31:08,2018 JUN 21 02:15:42,2018 JUN 21 02:31:08,2018 JUN 21 02:25:42,2018 JUN 21 02:31:08,2018 JUN 21 02:26:12,59.151,-17.975,2018 JUN 21 02:30:38,49.7152,-13.5113,2018 JUN 21 02:29:50,-39.1233,2136,17.5503,197.0297,32.3426,13.8031,45.9731,10,640,858,30,30,926,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,326,327,1196,1400002C000A0280035A1E1E039E000109D009D00000000000000000000000000000000002620146014704AC
1,1,17,0,58,2568,0,0,0,1,0,2018 JUN 21 06:11:27,2018 JUN 21 06:27:05,2018 JUN 21 06:11:37,2018 JUN 21 06:27:05,2018 JUN 21 06:21:37,2018 JUN 21 06:27:05,2018 JUN 21 06:22:07,58.6347,-75.1899,2018 JUN 21 06:26:35,48.9856,-70.9374,2018 JUN 21 06:25:47,-39.686,2121,17.5489,197.1265,32.5319,13.8878,46.246,10,640,860,30,30,928,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,328,327,1202,1400002C000A0280035C1E1E03A0000109D009D00000000000000000000000000000000002620148014704B2
1,1,18,0,59,2569,0,0,0,1,0,2018 JUN 21 08:09:23,2018 JUN 21 08:25:02,2018 JUN 21 08:09:33,2018 JUN 21 08:25:02,2018 JUN 21 08:19:33,2018 JUN 21 08:25:02,2018 JUN 21 08:20:03,58.4814,-103.8432,2018 JUN 21 08:24:32,48.7004,-99.8968,2018 JUN 21 08:23:44,-39.9677,2115,17.5314,197.1749,32.6265,13.9301,46.3824,10,640,861,30,30,929,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,329,327,1205,1400002C000A0280035D1E1E03A1000109D009D00000000000000000000000000000000002620149014704B5
1,1,19,0,62,2572,0,0,0,1,0,2018 JUN 21 14:02:58,2018 JUN 21 14:18:42,2018 JUN 21 14:03:08,2018 JUN 21 14:18:42,2018 JUN 21 14:13:08,2018 JUN 21 14:18:42,2018 JUN 21 14:13:38,58.1658,170.1801,2018 JUN 21 14:18:12,48.0056,173.9682,2018 JUN 21 14:17:23,-40.7817,2097,17.5256,197.32,33.0998,14.1418,47.0646,10,640,865,30,30,934,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,334,327,1219,1400002C000A028003611E1E03A6000109D009D0000000000000000000000000000000000262014E014704C3
1,1,20,0,64,2574,0,0,0,1,0,2018 JUN 21 17:58:50,2018 JUN 21 18:14:37,2018 JUN 21 17:59:00,2018 JUN 21 18:14:37,2018 JUN 21 18:09:00,2018 JUN 21 18:14:37,2018 JUN 21 18:09:30,57.6969,112.9483,2018 JUN 21 18:14:07,47.3603,117.2255,2018 JUN 21 18:13:17,-41.3373,2081,17.5692,197.4169,33.3837,14.2688,47.4739,10,640,867,30,30,937,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,337,327,1227,1400002C000A028003631E1E03A9000109D009D00000000000000000000000000000000002620151014704CB
1,1,21,0,65,2575,0,0,0,1,0,2018 JUN 21 19:56:47,2018 JUN 21 20:12:35,2018 JUN 21 19:56:57,2018 JUN 21 20:12:35,2018 JUN 21 20:06:57,2018 JUN 21 20:12:35,2018 JUN 21 20:07:27,57.5341,84.294,2018 JUN 21 20:12:05,47.0259,87.9688,2018 JUN 21 20:11:15,-41.6265,2074,17.5322,197.4653,33.4783,14.3112,47.6104,10,640,868,30,30,938,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,338,327,1230,1400002C000A028003641E1E03AA000109D009D00000000000000000000000000000000002620152014704CE
1,1,22,0,68,2578,0,0,0,1,0,2018 JUN 22 01:50:23,2018 JUN 22 02:06:16,2018 JUN 22 01:50:33,2018 JUN 22 02:06:16,2018 JUN 22 02:00:33,2018 JUN 22 02:06:16,2018 JUN 22 02:01:03,57.2043,-1.6818,2018 JUN 22 02:05:46,46.3844,2.4721,2018 JUN 22 02:04:55,-42.4327,2054,17.5689,197.6106,33.9515,14.5229,48.2926,10,640,872,30,30,943,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,343,327,1244,1400002C000A028003681E1E03AF000109D009D00000000000000000000000000000000002620157014704DC
1,1,23,0,70,2580,0,0,0,1,0,2018 JUN 22 05:46:17,2018 JUN 22 06:02:13,2018 JUN 22 05:46:27,2018 JUN 22 06:02:13,2018 JUN 22 05:56:27,2018 JUN 22 06:02:13,2018 JUN 22 05:56:57,56.6292,-58.8798,2018 JUN 22 06:01:43,45.5839,-54.6408,2018 JUN 22 06:00:51,-42.9907,2037,17.5886,197.7075,34.2355,14.6499,48.7019,10,640,874,30,30,946,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,346,327,1252,1400002C000A0280036A1E1E03B2000109D009D0000000000000000000000000000000000262015A014704E4
1,1,24,0,72,2582,0,0,0,1,0,2018 JUN 22 09:42:09,2018 JUN 22 09:58:09,2018 JUN 22 09:42:19,2018 JUN 22 09:58:09,2018 JUN 22 09:52:19,2018 JUN 22 09:58:09,2018 JUN 22 09:52:49,56.3111,-116.1872,2018 JUN 22 09:57:39,44.9636,-112.1328,2018 JUN 22 09:56:47,-43.5545,2021,17.5825,197.8044,34.614,14.8193,49.2476,10,640,878,30,30,950,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,350,327,1264,1400002C000A0280036E1E1E03B6000109D009D0000000000000000000000000000000000262015E014704F0
1,1,25,0,74,2584,0,0,0,1,0,2018 JUN 22 13:37:53,2018 JUN 22 13:53:57,2018 JUN 22 13:38:03,2018 JUN 22 13:53:57,2018 JUN 22 13:48:03,2018 JUN 22 13:53:57,2018 JUN 22 13:48:33,56.0717,-173.4974,2018 JUN 22 13:53:27,44.5056,-168.9245,2018 JUN 22 13:52:33,-44.0949,2006,17.6211,197.9014,34.9926,14.9886,49.7934,10,640,880,30,30,954,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,354,327,1274,1400002C000A028003701E1E03BA000109D009D00000000000000000000000000000000002620162014704FA
1,1,26,0,76,2586,0,0,0,1,0,2018 JUN 22 17:33:44,2018 JUN 22 17:49:51,2018 JUN 22 17:33:54,2018 JUN 22 17:49:51,2018 JUN 22 17:43:54,2018 JUN 22 17:49:51,2018 JUN 22 17:44:24,55.5586,129.2819,2018 JUN 22 17:49:21,43.6086,132.6493,2018 JUN 22 17:48:28,-44.6442,1988,17.5522,197.9984,35.2765,15.1157,50.2027,10,640,884,30,30,957,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,357,327,1284,1400002C000A028003741E1E03BD000109D009D0000000000000000000000000000000000262016501470504
1,1,27,0,78,2588,0,0,0,1,0,2018 JUN 22 21:29:38,2018 JUN 22 21:45:49,2018 JUN 22 21:29:48,2018 JUN 22 21:45:49,2018 JUN 22 21:39:48,2018 JUN 22 21:45:49,2018 JUN 22 21:40:18,55.2051,71.9784,2018 JUN 22 21:45:19,43.002,75.6503,2018 JUN 22 21:44:25,-45.2184,1970,17.5797,198.0954,35.6551,15.285,50.7484,10,640,887,30,30,961,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,361,327,1295,1400002C000A028003771E1E03C1000109D009D000000000000000000000000000000000026201690147050F
1,1,28,0,80,2590,0,0,0,1,0,2018 JUN 23 01:25:21,2018 JUN 23 01:41:37,2018 JUN 23 01:25:31,2018 JUN 23 01:41:37,2018 JUN 23 01:35:31,2018 JUN 23 01:41:37,2018 JUN 23 01:36:01,54.9984,14.657,2018 JUN 23 01:41:07,42.5688,19.1273,2018 JUN 23 01:40:11,-45.7484,1955,17.6361,198.1924,36.1283,15.4967,51.4306,10,640,890,30,30,966,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,366,327,1308,1400002C000A0280037A1E1E03C6000109D009D0000000000000000000000000000000000262016E0147051C
1,1,29,0,83,2593,0,0,0,1,0,2018 JUN 23 07:19:12,2018 JUN 23 07:35:34,2018 JUN 23 07:19:22,2018 JUN 23 07:35:34,2018 JUN 23 07:29:22,2018 JUN 23 07:35:34,2018 JUN 23 07:29:52,54.1157,-71.1565,2018 JUN 23 07:35:04,41.2207,-66.9909,2018 JUN 23 07:34:07,-46.5767,1924,17.6358,198.338,36.6962,15.7508,52.2492,10,640,895,30,30,972,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,372,327,1325,1400002C000A0280037F1E1E03CC000109D009D000000000000000000000000000000000026201740147052D
1,1,30,0,88,2598,0,0,0,1,0,2018 JUN 23 17:08:43,2018 JUN 23 17:25:17,2018 JUN 23 17:08:53,2018 JUN 23 17:25:17,2018 JUN 23 17:18:53,2018 JUN 23 17:25:17,2018 JUN 23 17:19:23,53.1352,145.6664,2018 JUN 23 17:24:47,39.4544,150.0764,2018 JUN 23 17:23:47,-47.9405,1874,17.6719,198.5808,37.8319,16.2589,53.8865,10,640,904,30,30,984,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,384,327,1358,1400002C000A028003881E1E03D8000109D009D000000000000000000000000000000000026201800147054E
1,1,31,0,90,2600,0,0,0,1,0,2018 JUN 23 21:04:38,2018 JUN 23 21:21:17,2018 JUN 23 21:04:48,2018 JUN 23 21:21:17,2018 JUN 23 21:14:48,2018 JUN 23 21:21:17,2018 JUN 23 21:15:18,52.707,88.3806,2018 JUN 23 21:20:47,38.5852,92.0364,2018 JUN 23 21:19:47,-48.515,1852,17.6306,198.678,38.3051,16.4706,54.5687,10,640,909,30,30,989,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,389,327,1373,1400002C000A0280038D1E1E03DD000109D009D000000000000000000000000000000000026201850147055D
1,1,32,0,92,2602,0,0,0,1,0,2018 JUN 24 01:00:25,2018 JUN 24 01:17:09,2018 JUN 24 01:00:35,2018 JUN 24 01:17:09,2018 JUN 24 01:10:35,2018 JUN 24 01:17:09,2018 JUN 24 01:11:05,52.4326,31.0669,2018 JUN 24 01:16:39,37.9836,34.8317,2018 JUN 24 01:15:38,-49.0544,1832,17.6425,198.7751,38.7783,16.6823,55.2508,10,640,913,30,30,994,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,394,327,1387,1400002C000A028003911E1E03E2000109D009D0000000000000000000000000000000000262018A0147056B
1,1,33,0,94,2604,0,0,0,1,0,2018 JUN 24 04:56:14,2018 JUN 24 05:13:04,2018 JUN 24 04:56:24,2018 JUN 24 05:13:04,2018 JUN 24 05:06:24,2018 JUN 24 05:13:04,2018 JUN 24 05:06:54,51.8566,-26.1413,2018 JUN 24 05:12:34,37.0731,-21.9774,2018 JUN 24 05:11:31,-49.5918,1808,17.6817,198.8723,39.3461,16.9363,56.0695,10,640,917,30,30,1000,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,400,327,1403,1400002C000A028003951E1E03E8000109D009D000000000000000000000000000000000026201900147057B
1,1,34,0,96,2606,0,0,0,1,0,2018 JUN 24 08:52:14,2018 JUN 24 09:09:09,2018 JUN 24 08:52:24,2018 JUN 24 09:09:09,2018 JUN 24 09:02:24,2018 JUN 24 09:09:09,2018 JUN 24 09:02:54,51.1947,-83.3659,2018 JUN 24 09:08:39,36.0207,-79.5254,2018 JUN 24 09:07:35,-50.1569,1781,17.6744,198.9696,39.8193,17.148,56.7516,10,640,921,30,30,1005,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,405,327,1417,1400002C000A028003991E1E03ED000109D009D0000000000000000000000000000000000262019501470589
1,1,35,0,98,2608,0,0,0,1,0,2018 JUN 24 12:48:01,2018 JUN 24 13:05:04,2018 JUN 24 12:48:11,2018 JUN 24 13:05:04,2018 JUN 24 12:58:11,2018 JUN 24 13:05:04,2018 JUN 24 12:58:41,50.9397,-140.689,2018 JUN 24 13:04:34,35.3356,-136.3902,2018 JUN 24 13:03:28,-50.7091,1757,17.71,199.0668,40.5765,17.4867,57.8431,10,640,927,30,30,1013,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,413,327,1439,1400002C000A0280039F1E1E03F5000109D009D0000000000000000000000000000000000262019D0147059F
1,1,36,0,100,2610,0,0,0,1,0,2018 JUN 24 16:43:52,2018 JUN 24 17:01:00,2018 JUN 24 16:44:02,2018 JUN 24 17:01:00,2018 JUN 24 16:54:02,2018 JUN 24 17:01:00,2018 JUN 24 16:54:32,50.3078,162.1066,2018 JUN 24 17:00:30,34.3401,166.2692,2018 JUN 24 16:59:23,-51.244,1731,17.7139,199.1641,41.0497,17.6985,58.5253,10,640,931,30,30,1018,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,418,327,1453,1400002C000A028003A31E1E03FA000109D009D000000000000000000000000000000000026201A2014705AD
1,1,37,0,102,2612,0,0,0,1,0,2018 JUN 24 20:39:49,2018 JUN 24 20:57:04,2018 JUN 24 20:39:59,2018 JUN 24 20:57:04,2018 JUN 24 20:49:59,2018 JUN 24 20:57:04,2018 JUN 24 20:50:29,49.7324,104.8545,2018 JUN 24 20:56:34,33.3194,109.0908,2018 JUN 24 20:55:25,-51.815,1702,17.7308,199.2615,41.7122,17.9948,59.4804,10,640,936,30,30,1025,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,425,327,1217,1400002C000A028003A81E1E0401000109D009D000000000000000000000000000000000026201A9014704C1
1,1,38,0,105,2615,0,0,0,1,0,2018 JUN 25 02:33:31,2018 JUN 25 02:50:56,2018 JUN 25 02:33:41,2018 JUN 25 02:50:56,2018 JUN 25 02:43:41,2018 JUN 25 02:50:56,2018 JUN 25 02:44:11,49.1913,18.916,2018 JUN 25 02:50:26,32.0644,22.6783,2018 JUN 25 02:49:15,-52.6259,1663,17.7097,199.4075,42.6586,18.4182,60.8447,10,640,944,30,30,1035,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,435,327,1245,1400002C000A028003B01E1E040B000109D009D000000000000000000000000000000000026201B3014704DD
1,1,39,0,106,2616,0,0,0,1,0,2018 JUN 25 04:31:26,2018 JUN 25 04:48:55,2018 JUN 25 04:31:36,2018 JUN 25 04:48:55,2018 JUN 25 04:41:36,2018 JUN 25 04:48:55,2018 JUN 25 04:42:06,48.8665,-9.6853,2018 JUN 25 04:48:25,31.4151,-6.4896,2018 JUN 25 04:47:14,-52.8921,1647,17.6789,199.4561,43.0372,18.5876,61.3905,10,640,948,30,30,1039,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,439,327,1257,1400002C000A028003B41E1E040F000109D009D000000000000000000000000000000000026201B7014704E9
