Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Nightside nadir observation number,Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),SubSC latitude (deg) @ TC20 execution start time (UTC),SubSC longitude (deg) @ TC20 execution start time (UTC),SubSC LST @ TC20 execution start time (h),SubSC phase angle (deg) @ TC20 execution start time (UTC),SubSC solar incidence angle (deg) @ TC20 execution start time (UTC),SubSC emission angle (deg) @ TC20 execution start time (UTC),SubSC latitude (deg) @ TC20 execution end time (UTC),SubSC longitude (deg) @ TC20 execution end time (UTC),SubSC LST @ TC20 execution end time (h),SubSC phase angle (deg) @ TC20 execution end time (UTC),SubSC solar incidence angle (deg) @ TC20 execution end time (UTC),SubSC emission angle (deg) @ TC20 execution end time (UTC),Beta angle (deg),Solar longitude Ls (deg),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),LNO+UVIS+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
17,17,1,30,2540,0,1,0,0,0,2018 JUN 18 23:24:13,2018 JUN 19 00:00:53,N/A,N/A,2018 JUN 18 23:24:23,2018 JUN 19 00:00:52,53.8561,54.157,20.3244,115.2235,115.2235,2.249e-14,-51.5599,90.6486,23.3519,120.8709,120.8709,4.5872e-14,-31.9543,195.7738,N/A,220.4085,220.4085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2189,104,327,1400002C0000000000000000000000000000000000000000000000000000000000000000000A088D00680147
17,17,2,31,2541,0,1,0,0,0,2018 JUN 19 01:22:03,2018 JUN 19 01:58:43,N/A,N/A,2018 JUN 19 01:22:13,2018 JUN 19 01:58:42,53.7371,25.2707,20.31,115.1766,115.1766,2.6988e-14,-51.6403,61.8336,23.3422,120.7549,120.7549,5.3221e-14,-32.2215,195.822,N/A,220.4085,220.4085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2189,104,327,1400002C0000000000000000000000000000000000000000000000000000000000000000000A088D00680147
17,17,3,32,2542,0,1,0,0,0,2018 JUN 19 03:19:55,2018 JUN 19 03:56:38,N/A,N/A,2018 JUN 19 03:20:05,2018 JUN 19 03:56:37,53.6635,-3.7194,20.2889,115.0584,115.0584,1.4224e-14,-51.7532,33.0356,23.335,120.6114,120.6114,1.5581e-14,-32.5037,195.8702,N/A,220.7106,220.7106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2192,104,330,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08900068014A
17,17,4,33,2543,0,1,0,0,0,2018 JUN 19 05:17:49,2018 JUN 19 05:54:33,N/A,N/A,2018 JUN 19 05:17:59,2018 JUN 19 05:54:32,53.6039,-32.6745,20.2711,114.9562,114.9562,2.249e-14,-51.7843,4.1032,23.3186,120.5311,120.5311,2.7061e-14,-32.7855,195.9184,N/A,220.8112,220.8112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2193,104,331,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08910068014B
17,17,5,192,2702,0,1,0,0,0,2018 JUL 02 05:43:18,2018 JUL 02 06:19:51,N/A,N/A,2018 JUL 02 05:43:28,2018 JUL 02 06:19:50,31.8125,54.8235,18.1475,97.0676,97.0676,4.8964e-14,-70.2769,111.5373,22.5214,98.2556,98.2556,1.8009e-14,-76.0176,203.659,N/A,219.7037,219.7037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2182,104,320,1400002C0000000000000000000000000000000000000000000000000000000000000000000A088600680140
17,17,6,193,2703,0,1,0,0,0,2018 JUL 02 07:41:20,2018 JUL 02 08:17:54,N/A,N/A,2018 JUL 02 07:41:30,2018 JUL 02 08:17:53,31.1672,26.0603,18.1444,96.9557,96.9557,3.6124e-14,-70.6112,84.3947,22.6264,98.1175,98.1175,1.8149e-14,-76.2486,203.7082,N/A,219.8044,219.8044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2183,104,321,1400002C0000000000000000000000000000000000000000000000000000000000000000000A088700680141
17,17,7,194,2704,0,1,0,0,0,2018 JUL 02 09:39:25,2018 JUL 02 10:16:01,N/A,N/A,2018 JUL 02 09:39:35,2018 JUL 02 10:16:00,30.5437,-2.7357,18.14,96.8274,96.8274,6.3611e-15,-70.9384,57.3204,22.7372,97.9751,97.9751,2.3801e-14,-76.4895,203.7574,N/A,220.0057,220.0057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2185,104,323,1400002C0000000000000000000000000000000000000000000000000000000000000000000A088900680143
17,17,8,195,2705,0,1,0,0,0,2018 JUL 02 11:37:30,2018 JUL 02 12:14:06,N/A,N/A,2018 JUL 02 11:37:40,2018 JUL 02 12:14:05,29.9782,-31.5332,18.1353,96.7035,96.7035,4.498e-14,-71.2108,29.8098,22.8183,97.8217,97.8217,1.9083e-14,-76.7448,203.8066,N/A,220.0057,220.0057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2185,104,323,1400002C0000000000000000000000000000000000000000000000000000000000000000000A088900680143
17,17,9,300,2810,0,1,0,0,0,2018 JUL 11 02:37:01,2018 JUL 11 03:13:43,N/A,N/A,2018 JUL 11 02:37:11,2018 JUL 11 03:13:42,-65.1514,-52.8495,2.1436,99.0342,99.0342,2.6228e-14,39.1694,-8.1728,5.7172,100.7953,100.7953,1.2821e-14,-71.851,209.0132,N/A,220.6099,220.6099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2191,104,329,1400002C0000000000000000000000000000000000000000000000000000000000000000000A088F00680149
17,17,10,301,2811,0,1,0,0,0,2018 JUL 11 04:35:01,2018 JUL 11 05:11:44,N/A,N/A,2018 JUL 11 04:35:11,2018 JUL 11 05:11:43,-64.8595,-81.184,2.1683,99.179,99.179,2.2321e-14,39.5989,-37.0033,5.7092,100.9477,100.9477,1.7992e-14,-71.5822,209.063,N/A,220.7106,220.7106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2192,104,330,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08900068014A
17,17,11,302,2812,0,1,0,0,0,2018 JUL 11 06:33:00,2018 JUL 11 07:09:43,N/A,N/A,2018 JUL 11 06:33:10,2018 JUL 11 07:09:42,-64.5535,-109.4347,2.1983,99.3144,99.3144,1.6905e-14,40.0414,-65.8084,5.7022,101.0871,101.0871,1.4224e-14,-71.3248,209.1127,N/A,220.7106,220.7106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2192,104,330,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08900068014A
