MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2026 JUL 05 00:18:00,-69.3612,-160.6407,251.0213,14.8192,57.523,1.6081e-14,57.523,2026 JUL 05 00:09:00,-69.9318,-156.0789,379.0967,14.9772,58.5115,0.40569,58.5243
2026 JUL 05 05:54:00,-71.4747,118.6882,250.9414,14.8903,59.1957,2.8669e-14,59.1957,2026 JUL 05 06:03:00,-69.2274,118.1775,380.2422,15.0022,58.2246,0.93037,59.1493
2026 JUL 11 13:24:00,-62.1494,64.089,249.0486,14.6764,53.3552,1.7128e-14,53.3552,2026 JUL 11 13:24:00,-64.2332,60.455,378.8339,14.4342,53.5495,0.42413,53.5109
2026 JUL 11 17:09:00,-60.1581,8.7714,251.679,14.6378,51.9093,1.8614e-14,51.9093,2026 JUL 11 17:21:00,-60.9143,7.0824,379.1543,14.7197,52.8491,1.6127,51.2412
2026 JUL 13 00:57:00,-57.7535,-95.7572,248.3087,14.6147,50.4993,5.6964e-14,50.4993,2026 JUL 13 00:48:00,-59.8209,-95.149,379.0783,14.5094,51.1905,0.45816,51.1448
2026 JUL 13 04:42:00,-55.5151,-150.957,251.1112,14.5842,48.961,8.3486e-14,48.961,2026 JUL 13 04:45:00,-56.0944,-150.7364,379.4586,14.6475,49.7316,5.8476,55.3969
2026 JUL 13 06:33:00,-59.493,-177.4079,250.3081,14.6211,51.66,2.6234e-14,51.66,2026 JUL 13 06:42:00,-58.8284,179.3399,380.4117,14.5503,50.8235,1.3619,49.4617
2026 JUL 13 10:18:00,-57.7324,127.6424,250.6518,14.6069,50.5032,5.5272e-14,50.5032,2026 JUL 13 10:39:00,-55.6415,123.4382,379.2588,14.6672,49.6384,1.7433,51.2921
2026 JUL 13 14:03:00,-55.468,72.6658,249.7736,14.5911,49.0445,1.5581e-14,49.0445,2026 JUL 13 14:36:00,-52.4357,68.2568,378.3526,14.8325,49.1022,0.54344,49.1958
2026 JUL 14 12:30:00,-53.166,104.5871,251.1422,14.5661,47.656,3.1845e-14,47.656,2026 JUL 14 12:12:00,-55.2275,107.9328,379.4543,14.4972,48.426,0.4852,48.3762
