Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
NOMAD	11	Ingress	2018 DEC 02 09:48:44	2018 DEC 02 09:54:06	2018 DEC 02 09:55:17	393.0	42.5	35.2	33.4	9.1	22.5	25.6	17.4	1	133 with 1xDark	Science: orders #133, #133, #133, #133, #133, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 293: SO: Full Frame (140:205;0:1047),Tint = 45 ms,16 bit,Rhythm = 3361 ms, Binning=0		
NOMAD	11	Egress	2018 DEC 02 10:24:19	2018 DEC 02 10:25:30	2018 DEC 02 10:30:47	388.0	-118.1	-120.9	-130.5	45.5	42.5	29.9	7.5	1	Dust H2O 01	Science: orders #119, #130, #145, #171, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 293: SO: Full Frame (140:205;0:1047),Tint = 45 ms,16 bit,Rhythm = 3361 ms, Binning=0		
ACS	12	Ingress	2018 DEC 02 11:46:45	2018 DEC 02 11:52:07	2018 DEC 02 11:53:18	393.0	13.6	6.3	4.5	9.6	22.9	26.1	17.3	4	-	-	-		
ACS	12	Egress	2018 DEC 02 12:22:19	2018 DEC 02 12:23:30	2018 DEC 02 12:28:47	388.0	-147.1	-149.9	-159.5	45.1	42.1	29.4	7.4	4	-	-	-		
N/A	13	Ingress	2018 DEC 02 13:44:49	2018 DEC 02 13:50:10	2018 DEC 02 13:51:21	392.0	-15.3	-22.6	-24.5	10.1	23.4	26.5	17.3	3	-	-	-		
N/A	13	Egress	2018 DEC 02 14:20:21	2018 DEC 02 14:21:32	2018 DEC 02 14:26:49	388.0	-176.2	-178.9	171.6	44.7	41.7	29.0	7.4	3	-	-	-		
N/A	14	Ingress	2018 DEC 02 15:42:53	2018 DEC 02 15:48:14	2018 DEC 02 15:49:26	393.0	-44.3	-51.6	-53.5	10.6	23.9	27.1	17.3	4	-	-	-		
N/A	14	Egress	2018 DEC 02 16:18:21	2018 DEC 02 16:19:32	2018 DEC 02 16:24:51	390.0	154.9	152.1	142.6	44.4	41.5	28.6	7.4	4	-	-	-		
NOMAD	15	Ingress	2018 DEC 02 17:40:54	2018 DEC 02 17:46:17	2018 DEC 02 17:47:29	395.0	-73.2	-80.6	-82.5	11.1	24.5	27.7	17.3	1	Nominal Science 1xCO2 HA01; Nominal Science 1xCO2 LA01	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 294: SO: Full Frame (140:205;0:1047),Tint = 75 ms,16 bit,Rhythm = 3361 ms, Binning=0		
NOMAD	15	Egress	2018 DEC 02 18:16:18	2018 DEC 02 18:17:30	2018 DEC 02 18:22:50	392.0	126.0	123.2	113.8	44.2	41.2	28.3	7.4	1	Nominal Science 1xCO2 LA01; Nominal Science 1xCO2 HA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 294: SO: Full Frame (140:205;0:1047),Tint = 75 ms,16 bit,Rhythm = 3361 ms, Binning=0		
ACS	16	Ingress	2018 DEC 02 19:38:52	2018 DEC 02 19:44:16	2018 DEC 02 19:45:28	396.0	-102.1	-109.5	-111.5	11.5	25.0	28.2	17.3	4	-	-	-		
ACS	16	Egress	2018 DEC 02 20:14:13	2018 DEC 02 20:15:25	2018 DEC 02 20:20:47	394.0	97.1	94.3	84.9	44.0	40.9	27.9	7.4	4	-	-	-		
NOMAD	17	Ingress	2018 DEC 02 21:36:49	2018 DEC 02 21:42:13	2018 DEC 02 21:43:25	396.0	-130.9	-138.4	-140.4	12.0	25.5	28.7	17.3	1	Water Ice 01	Science: orders #119, #140, #153, #170, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 305: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1389 ms, Binning=3		
NOMAD	17	Egress	2018 DEC 02 22:12:10	2018 DEC 02 22:13:22	2018 DEC 02 22:18:44	394.0	68.0	65.3	55.9	43.6	40.5	27.5	7.3	1	Nominal Science with CO 01	Science: orders #147, #134, #169, #121, #186, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 305: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1389 ms, Binning=3		
NOMAD	18	Ingress	2018 DEC 02 23:34:49	2018 DEC 02 23:40:13	2018 DEC 02 23:41:25	396.0	-159.8	-167.4	-169.3	12.4	25.9	29.1	17.2	1	CO 01	Science: orders #167, #188, #189, #190, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 306: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1389 ms, Binning=3		
NOMAD	18	Egress	2018 DEC 03 00:10:08	2018 DEC 03 00:11:20	2018 DEC 03 00:16:42	394.0	39.0	36.4	27.0	43.2	40.2	27.1	7.3	1	Nominal Science 1xCO2 LA01; Nominal Science 1xCO2 HA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 306: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1389 ms, Binning=3		
N/A	19	Ingress	2018 DEC 03 01:32:50	2018 DEC 03 01:38:15	2018 DEC 03 01:39:27	397.0	171.3	163.7	161.7	12.9	26.4	29.6	17.2	4	-	-	-		
N/A	19	Egress	2018 DEC 03 02:08:08	2018 DEC 03 02:09:20	2018 DEC 03 02:14:42	394.0	10.1	7.4	-1.8	42.9	39.9	26.8	7.3	4	-	-	-		
ACS	20	Ingress	2018 DEC 03 03:30:51	2018 DEC 03 03:36:16	2018 DEC 03 03:37:29	398.0	142.4	134.8	132.7	13.3	26.8	30.1	17.2	3	-	-	-		
ACS	20	Egress	2018 DEC 03 04:06:07	2018 DEC 03 04:07:19	2018 DEC 03 04:12:41	394.0	-18.9	-21.5	-30.7	42.7	39.6	26.5	7.3	3	-	-	-		
N/A	21	Ingress	2018 DEC 03 05:28:52	2018 DEC 03 05:34:18	2018 DEC 03 05:35:31	399.0	113.5	105.8	103.8	13.7	27.3	30.5	17.2	4	-	-	-		
N/A	21	Egress	2018 DEC 03 06:04:06	2018 DEC 03 06:05:19	2018 DEC 03 06:10:41	395.0	-47.8	-50.5	-59.6	42.4	39.2	26.1	7.3	4	-	-	-		
NOMAD	22	Ingress	2018 DEC 03 07:26:50	2018 DEC 03 07:32:18	2018 DEC 03 07:33:31	401.0	84.7	76.9	74.8	14.1	27.8	31.0	17.2	1	Nominal Science 1xCO2 HA03; Nominal Science 1xCO2 LA03	Science: orders #168, #134, #189, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #189, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 293: SO: Full Frame (140:205;0:1047),Tint = 45 ms,16 bit,Rhythm = 3361 ms, Binning=0	ingressMatch:NILI FOSSAE FAULT; ingressMatch:NILI FOSSAE FAULT; 	
NOMAD	22	Egress	2018 DEC 03 08:02:03	2018 DEC 03 08:03:16	2018 DEC 03 08:08:40	397.0	-76.8	-79.4	-88.5	42.0	38.9	25.7	7.3	1	Nominal Science 1xCO2 LA01; Nominal Science 1xCO2 HA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 293: SO: Full Frame (140:205;0:1047),Tint = 45 ms,16 bit,Rhythm = 3361 ms, Binning=0	ingressMatch:NILI FOSSAE FAULT; ingressMatch:NILI FOSSAE FAULT; 	
ACS	23	Ingress	2018 DEC 03 09:24:48	2018 DEC 03 09:30:17	2018 DEC 03 09:31:30	402.0	55.8	47.9	45.8	14.6	28.3	31.6	17.2	4	-	-	-		
ACS	23	Egress	2018 DEC 03 09:59:58	2018 DEC 03 10:01:11	2018 DEC 03 10:06:36	398.0	-105.7	-108.3	-117.4	41.8	38.6	25.3	7.3	4	-	-	-		
NOMAD	24	Ingress	2018 DEC 03 11:22:47	2018 DEC 03 11:28:15	2018 DEC 03 11:29:28	401.0	26.8	19.0	16.9	15.1	28.8	32.0	17.1	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 294: SO: Full Frame (140:205;0:1047),Tint = 75 ms,16 bit,Rhythm = 3361 ms, Binning=0		
NOMAD	24	Egress	2018 DEC 03 11:57:56	2018 DEC 03 11:59:09	2018 DEC 03 12:04:34	398.0	-134.7	-137.3	-146.3	41.4	38.2	24.9	7.2	1	Nominal Science 1xCO2 LA02; Nominal Science 1xCO2 HA02	Science: orders #168, #134, #190, #119, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #119, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 294: SO: Full Frame (140:205;0:1047),Tint = 75 ms,16 bit,Rhythm = 3361 ms, Binning=0		
N/A	25	Ingress	2018 DEC 03 13:20:50	2018 DEC 03 13:26:17	2018 DEC 03 13:27:30	400.0	-2.1	-10.0	-12.1	15.6	29.2	32.4	17.1	17	-	-	-		
N/A	25	Egress	2018 DEC 03 13:55:59	2018 DEC 03 13:57:12	2018 DEC 03 14:02:37	398.0	-163.8	-166.3	-175.2	40.9	37.8	24.5	7.2	17	-	-	-		
N/A	26	Ingress	2018 DEC 03 15:18:53	2018 DEC 03 15:24:20	2018 DEC 03 15:25:33	400.0	-31.0	-38.9	-41.1	16.1	29.7	32.9	17.1	17	-	-	-		
N/A	26	Egress	2018 DEC 03 15:54:01	2018 DEC 03 15:55:14	2018 DEC 03 16:00:40	399.0	167.2	164.7	155.8	40.5	37.4	24.0	7.2	17	-	-	-		
NOMAD	27	Ingress	2018 DEC 03 17:16:56	2018 DEC 03 17:22:23	2018 DEC 03 17:23:37	401.0	-60.0	-67.9	-70.1	16.6	30.2	33.5	17.1	1	Nominal Science 1xCO2 HA04; Nominal Science 1xCO2 LA04	Science: orders #168, #136, #189, #119, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #136, #189, #119, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 305: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1389 ms, Binning=3		
NOMAD	27	Egress	2018 DEC 03 17:52:00	2018 DEC 03 17:53:14	2018 DEC 03 17:58:40	400.0	138.3	135.8	126.9	40.3	37.1	23.6	7.2	1	134 with 1xDark	Science: orders #134, #134, #134, #134, #134, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 305: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1389 ms, Binning=3		
ACS	28	Ingress	2018 DEC 03 19:14:56	2018 DEC 03 19:20:24	2018 DEC 03 19:21:38	402.0	-88.9	-96.9	-99.1	17.1	30.8	34.0	17.1	4	-	-	-		
ACS	28	Egress	2018 DEC 03 19:49:57	2018 DEC 03 19:51:11	2018 DEC 03 19:56:39	402.0	109.4	106.9	98.0	40.0	36.8	23.2	7.2	4	-	-	-		
NOMAD	29	Ingress	2018 DEC 03 21:12:53	2018 DEC 03 21:18:21	2018 DEC 03 21:19:35	402.0	-117.7	-125.9	-128.1	17.5	31.2	34.4	17.1	1	HDO 01	Science: orders #168, #134, #124, #129, #190, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 306: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1389 ms, Binning=3		
NOMAD	29	Egress	2018 DEC 03 21:47:53	2018 DEC 03 21:49:07	2018 DEC 03 21:54:36	403.0	80.4	77.9	69.1	39.6	36.4	22.8	7.1	1	Nominal Science 1xCO2 LA01; Nominal Science 1xCO2 HA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 306: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1389 ms, Binning=3		
ACS	30	Ingress	2018 DEC 03 23:10:51	2018 DEC 03 23:16:19	2018 DEC 03 23:17:33	402.0	-146.6	-154.8	-157.0	17.9	31.6	34.8	17.0	4	-	-	-		
ACS	30	Egress	2018 DEC 03 23:45:52	2018 DEC 03 23:47:06	2018 DEC 03 23:52:34	402.0	51.4	48.9	40.2	39.1	35.9	22.4	7.1	4	-	-	-		
N/A	31	Ingress	2018 DEC 04 01:08:51	2018 DEC 04 01:14:19	2018 DEC 04 01:15:33	402.0	-175.5	176.3	174.0	18.4	32.0	35.3	17.0	3	-	-	-		
N/A	31	Egress	2018 DEC 04 01:43:51	2018 DEC 04 01:45:05	2018 DEC 04 01:50:32	401.0	22.4	20.0	11.4	38.8	35.6	22.0	7.1	3	-	-	-		
NOMAD	32	Ingress	2018 DEC 04 03:06:53	2018 DEC 04 03:12:21	2018 DEC 04 03:13:35	402.0	155.6	147.3	145.0	18.8	32.5	35.7	17.0	1	Nominal Science with CO 01	Science: orders #147, #134, #169, #121, #186, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 293: SO: Full Frame (140:205;0:1047),Tint = 45 ms,16 bit,Rhythm = 3361 ms, Binning=0		
NOMAD	32	Egress	2018 DEC 04 03:41:52	2018 DEC 04 03:43:06	2018 DEC 04 03:48:33	401.0	-6.5	-8.9	-17.5	38.4	35.2	21.7	7.1	1	CO 01	Science: orders #167, #188, #189, #190, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 293: SO: Full Frame (140:205;0:1047),Tint = 45 ms,16 bit,Rhythm = 3361 ms, Binning=0		
N/A	33	Ingress	2018 DEC 04 05:04:54	2018 DEC 04 05:10:23	2018 DEC 04 05:11:37	403.0	126.7	118.4	116.1	19.2	32.9	36.1	17.0	4	-	-	-		
N/A	33	Egress	2018 DEC 04 05:39:52	2018 DEC 04 05:41:06	2018 DEC 04 05:46:34	402.0	-35.5	-37.9	-46.4	38.1	34.8	21.3	7.1	4	-	-	-		
ACS	34	Ingress	2018 DEC 04 07:02:53	2018 DEC 04 07:08:23	2018 DEC 04 07:09:37	404.0	97.8	89.4	87.1	19.6	33.3	36.6	17.0	3	-	-	-		
ACS	34	Egress	2018 DEC 04 07:37:51	2018 DEC 04 07:39:05	2018 DEC 04 07:44:34	403.0	-64.4	-66.8	-75.3	37.7	34.5	20.8	7.1	3	-	-	-		
NOMAD	35	Ingress	2018 DEC 04 09:00:50	2018 DEC 04 09:06:21	2018 DEC 04 09:07:35	405.0	68.9	60.4	58.1	20.0	33.8	37.1	17.0	1	CO Fullscan Fast	Diffraction order stepping (fullscan): 10 orders from 185 to 195 in steps of 1 (6 order(s) per 1 second(s))	COP row 294: SO: Full Frame (140:205;0:1047),Tint = 75 ms,16 bit,Rhythm = 3361 ms, Binning=0	ingressMatch:NILI FOSSAE COLOE FOSSAE; ingressMatch:NILI FOSSAE COLOE FOSSAE; 	
NOMAD	35	Egress	2018 DEC 04 09:35:47	2018 DEC 04 09:37:01	2018 DEC 04 09:42:31	404.0	-93.4	-95.7	-104.2	37.4	34.1	20.4	7.0	1	CH4 01	Science: orders #168, #133, #134, #135, #136, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 294: SO: Full Frame (140:205;0:1047),Tint = 75 ms,16 bit,Rhythm = 3361 ms, Binning=0	ingressMatch:NILI FOSSAE COLOE FOSSAE; ingressMatch:NILI FOSSAE COLOE FOSSAE; 	
NOMAD	36	Ingress	2018 DEC 04 10:58:49	2018 DEC 04 11:04:19	2018 DEC 04 11:05:33	404.0	40.0	31.5	29.1	20.5	34.3	37.5	16.9	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 305: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1389 ms, Binning=3		
NOMAD	36	Egress	2018 DEC 04 11:33:44	2018 DEC 04 11:34:58	2018 DEC 04 11:40:28	404.0	-122.3	-124.7	-133.1	37.0	33.7	20.0	7.0	1	AER 01	Science: orders #119, #133, #143, #154, #169, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 305: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1389 ms, Binning=3		
N/A	37	Ingress	2018 DEC 04 12:56:49	2018 DEC 04 13:02:18	2018 DEC 04 13:03:32	403.0	11.1	2.6	0.2	20.9	34.6	37.8	16.9	4	-	-	-		
N/A	37	Egress	2018 DEC 04 13:31:47	2018 DEC 04 13:33:01	2018 DEC 04 13:38:30	403.0	-151.4	-153.7	-162.0	36.5	33.2	19.5	7.0	4	-	-	-		
N/A	38	Ingress	2018 DEC 04 14:54:52	2018 DEC 04 15:00:20	2018 DEC 04 15:01:34	402.0	-17.8	-26.3	-28.8	21.4	35.0	38.2	16.9	3	-	-	-		
N/A	38	Egress	2018 DEC 04 15:29:50	2018 DEC 04 15:31:04	2018 DEC 04 15:36:33	403.0	179.6	177.3	169.0	36.0	32.7	19.0	7.0	3	-	-	-		
N/A	39	Ingress	2018 DEC 04 16:52:55	2018 DEC 04 16:58:24	2018 DEC 04 16:59:38	403.0	-46.7	-55.4	-57.8	21.9	35.5	38.7	16.9	4	-	-	-		
N/A	39	Egress	2018 DEC 04 17:27:52	2018 DEC 04 17:29:06	2018 DEC 04 17:34:36	404.0	150.6	148.4	140.1	35.6	32.3	18.6	7.0	4	-	-	-		
ACS	40	Ingress	2018 DEC 04 18:50:57	2018 DEC 04 18:56:26	2018 DEC 04 18:57:40	403.0	-75.7	-84.4	-86.9	22.4	36.0	39.3	16.9	3	-	-	-		
ACS	40	Egress	2018 DEC 04 19:25:50	2018 DEC 04 19:27:04	2018 DEC 04 19:32:35	405.0	121.7	119.5	111.2	35.3	32.0	18.2	7.0	3	-	-	-		
NOMAD	41	Ingress	2018 DEC 04 20:48:54	2018 DEC 04 20:54:24	2018 DEC 04 20:55:38	404.0	-104.6	-113.4	-115.9	22.8	36.5	39.7	16.9	1	Nominal Science 1xCO2 HA01; Nominal Science 1xCO2 LA01	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 306: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1389 ms, Binning=3	egressMatch:UTOPIA; egressMatch:UTOPIA; 	
NOMAD	41	Egress	2018 DEC 04 21:23:47	2018 DEC 04 21:25:02	2018 DEC 04 21:30:33	406.0	92.8	90.5	82.3	34.9	31.6	17.7	6.9	1	Nominal Science 1xCO2 LA02; Nominal Science 1xCO2 HA02	Science: orders #168, #134, #190, #119, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #119, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 306: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1389 ms, Binning=3	egressMatch:UTOPIA; egressMatch:UTOPIA; 	
ACS	42	Ingress	2018 DEC 04 22:46:51	2018 DEC 04 22:52:20	2018 DEC 04 22:53:34	403.0	-133.4	-142.3	-144.8	23.2	36.8	40.0	16.8	4	-	-	-		
ACS	42	Egress	2018 DEC 04 23:21:45	2018 DEC 04 23:22:59	2018 DEC 04 23:28:30	405.0	63.8	61.6	53.4	34.4	31.1	17.3	6.9	4	-	-	-		
N/A	43	Ingress	2018 DEC 05 00:44:50	2018 DEC 05 00:50:18	2018 DEC 05 00:51:32	402.0	-162.3	-171.2	-173.7	23.7	37.2	40.4	16.8	3	-	-	-		
N/A	43	Egress	2018 DEC 05 01:19:46	2018 DEC 05 01:21:00	2018 DEC 05 01:26:30	404.0	34.8	32.6	24.5	34.0	30.7	16.9	6.9	3	-	-	-		
