Orbit Index	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
78	2018 DEC 07 22:24:54	2018 DEC 07 22:54:09	2018 DEC 07 23:23:23	3509.1	83.9	-148.3	-110.4	-17.7	-65.3	17.9	50.8	14.5	1	HDO CO 3SUBD 01	Science: orders #167, #121, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
79	2018 DEC 07 23:23:23	2018 DEC 07 23:53:06	2018 DEC 08 00:22:49	3565.4	-110.4	16.6	55.1	17.9	65.5	-18.0	129.3	2.5	4	-	-	-		
79	2018 DEC 08 00:22:49	2018 DEC 08 00:52:04	2018 DEC 08 01:21:20	3511.4	55.1	-176.7	-139.3	-18.0	-65.0	18.2	50.7	14.5	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
80	2018 DEC 08 01:21:20	2018 DEC 08 01:51:04	2018 DEC 08 02:20:47	3566.8	-139.3	-11.8	26.2	18.2	65.2	-18.4	129.4	2.5	1	-	-	-		
80	2018 DEC 08 02:20:47	2018 DEC 08 02:50:03	2018 DEC 08 03:19:20	3512.7	26.2	154.8	-168.1	-18.4	-64.6	18.6	50.5	14.6	1	AER H2Oi 3SUBD 01	Science: orders #169, #131, #127, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
81	2018 DEC 08 03:19:20	2018 DEC 08 03:49:04	2018 DEC 08 04:18:49	3569.1	-168.1	-40.2	-2.7	18.6	64.9	-18.8	129.5	2.5	1	-	-	-		
81	2018 DEC 08 04:18:49	2018 DEC 08 04:48:05	2018 DEC 08 05:17:21	3512.2	-2.7	126.4	163.0	-18.8	-64.3	19.0	50.4	14.6	1	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 78: NADIR: Full Frame (57:240;0:1047),Tint = 7000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
82	2018 DEC 08 05:17:21	2018 DEC 08 05:47:06	2018 DEC 08 06:16:51	3569.9	163.0	-68.6	-31.5	19.0	64.5	-19.2	129.6	2.5	4	-	-	-		
82	2018 DEC 08 06:16:51	2018 DEC 08 06:46:07	2018 DEC 08 07:15:23	3511.7	-31.5	98.0	134.1	-19.2	-64.0	19.4	50.3	14.6	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
83	2018 DEC 08 07:15:23	2018 DEC 08 07:45:07	2018 DEC 08 08:14:51	3568.4	134.1	-96.8	-60.4	19.4	64.2	-19.6	129.7	2.6	3	-	-	-		
83	2018 DEC 08 08:14:51	2018 DEC 08 08:44:06	2018 DEC 08 09:13:22	3510.8	-60.4	69.7	105.3	-19.6	-63.7	19.8	50.3	14.6	3	CH4 3SUBD 01	Science: orders #168, #134, #136, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
84	2018 DEC 08 09:13:22	2018 DEC 08 09:43:05	2018 DEC 08 10:12:48	3566.2	105.3	-125.2	-89.3	19.8	64.0	-20.0	129.7	2.6	4	-	-	-		
84	2018 DEC 08 10:12:48	2018 DEC 08 10:42:03	2018 DEC 08 11:11:18	3509.6	-89.3	41.4	76.4	-20.0	-63.4	20.2	50.3	14.7	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
85	2018 DEC 08 11:11:18	2018 DEC 08 11:41:01	2018 DEC 08 12:10:44	3566.1	76.4	-153.6	-118.1	20.2	63.7	-20.3	129.8	2.6	3	-	-	-		
85	2018 DEC 08 12:10:44	2018 DEC 08 12:39:58	2018 DEC 08 13:09:13	3509.3	-118.1	12.9	47.6	-20.3	-63.1	20.5	50.1	14.7	3	CO 2SUBD 02		COP row -1: UVIS off	&PossibleOCM; 	
86	2018 DEC 08 13:09:13	2018 DEC 08 13:38:57	2018 DEC 08 14:08:41	3568.1	47.6	177.9	-147.0	20.5	63.4	-20.7	129.9	2.6	4	-	-	-		
86	2018 DEC 08 14:08:41	2018 DEC 08 14:37:57	2018 DEC 08 15:07:13	3511.8	-147.0	-15.6	18.7	-20.7	-62.8	20.9	50.0	14.7	4	-		3x COP rows -1: UVIS off	&PossibleOCM; 	
87	2018 DEC 08 15:07:13	2018 DEC 08 15:36:57	2018 DEC 08 16:06:41	3568.1	18.7	149.4	-175.8	20.9	63.0	-21.1	130.1	2.6	3	-	-	-		
87	2018 DEC 08 16:06:41	2018 DEC 08 16:35:58	2018 DEC 08 17:05:15	3513.5	-175.8	-44.1	-10.1	-21.1	-62.5	21.2	49.9	14.7	3	Nominal 6SUBD 01	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
88	2018 DEC 08 17:05:15	2018 DEC 08 17:34:58	2018 DEC 08 18:04:42	3567.5	-10.1	120.9	155.3	21.2	62.7	-21.5	130.2	2.6	4	-	-	-		
88	2018 DEC 08 18:04:42	2018 DEC 08 18:33:59	2018 DEC 08 19:03:15	3513.2	155.3	-72.5	-39.0	-21.5	-62.1	21.7	49.8	14.7	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
89	2018 DEC 08 19:03:15	2018 DEC 08 19:32:59	2018 DEC 08 20:02:42	3567.0	-39.0	92.5	126.4	21.7	62.5	-21.9	130.2	2.7	1	-	-	-		
89	2018 DEC 08 20:02:42	2018 DEC 08 20:31:58	2018 DEC 08 21:01:14	3511.3	126.4	-100.9	-67.9	-21.9	-61.8	22.1	49.7	14.7	1	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 78: NADIR: Full Frame (57:240;0:1047),Tint = 7000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
90	2018 DEC 08 21:01:14	2018 DEC 08 21:30:57	2018 DEC 08 22:00:40	3566.4	-67.9	64.1	97.6	22.1	62.2	-22.2	130.3	2.7	4	-	-	-		
90	2018 DEC 08 22:00:40	2018 DEC 08 22:29:55	2018 DEC 08 22:59:10	3509.5	97.6	-129.3	-96.7	-22.2	-61.5	22.4	49.7	14.7	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
91	2018 DEC 08 22:59:10	2018 DEC 08 23:28:52	2018 DEC 08 23:58:34	3564.7	-96.7	35.6	68.7	22.4	61.9	-22.6	130.3	2.7	1	-	-	-		
91	2018 DEC 08 23:58:34	2018 DEC 09 00:27:50	2018 DEC 09 00:57:05	3510.7	68.7	-157.8	-125.6	-22.6	-61.2	22.8	49.6	14.8	1	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
92	2018 DEC 09 00:57:05	2018 DEC 09 01:26:48	2018 DEC 09 01:56:30	3565.1	-125.6	7.0	39.9	22.8	61.6	-22.9	130.5	2.7	17	-	-	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
92	2018 DEC 09 01:56:30	2018 DEC 09 02:25:47	2018 DEC 09 02:55:03	3512.6	39.9	173.6	-154.4	-22.9	-60.9	23.1	49.4	14.8	17	-		COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
93	2018 DEC 09 02:55:03	2018 DEC 09 03:24:47	2018 DEC 09 03:54:30	3567.5	-154.4	-21.6	11.0	23.1	61.3	-23.3	130.6	2.7	17	-	-	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
93	2018 DEC 09 03:54:30	2018 DEC 09 04:23:47	2018 DEC 09 04:53:03	3512.5	11.0	144.9	176.7	-23.3	-60.5	23.5	49.3	14.8	17	-		COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
94	2018 DEC 09 04:53:03	2018 DEC 09 05:22:47	2018 DEC 09 05:52:32	3569.1	176.7	-50.1	-17.8	23.5	60.9	-23.7	130.7	2.7	1	-	-	-		
94	2018 DEC 09 05:52:32	2018 DEC 09 06:21:48	2018 DEC 09 06:51:04	3511.8	-17.8	116.4	147.8	-23.7	-60.2	23.8	49.2	14.8	1	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0	egressMatch:VERNAL CRATER; egressMatch:VERNAL CRATER; 	
95	2018 DEC 09 06:51:04	2018 DEC 09 07:20:48	2018 DEC 09 07:50:32	3568.5	147.8	-78.6	-46.7	23.8	60.6	-24.0	130.8	2.7	4	-	-	-		
95	2018 DEC 09 07:50:32	2018 DEC 09 08:19:48	2018 DEC 09 08:49:03	3511.2	-46.7	87.9	119.0	-24.0	-60.0	24.2	49.1	14.8	4	-		3x COP rows -1: UVIS off		
96	2018 DEC 09 08:49:03	2018 DEC 09 09:18:47	2018 DEC 09 09:48:30	3566.2	119.0	-107.0	-75.6	24.2	60.3	-24.4	130.9	2.8	1	-	-	-		
96	2018 DEC 09 09:48:30	2018 DEC 09 10:17:45	2018 DEC 09 10:47:00	3510.3	-75.6	59.4	90.1	-24.4	-59.7	24.6	49.1	14.8	1	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
97	2018 DEC 09 10:47:00	2018 DEC 09 11:16:42	2018 DEC 09 11:46:24	3564.5	90.1	-135.5	-104.4	24.6	60.0	-24.8	131.0	2.8	4	-	-	-		
97	2018 DEC 09 11:46:24	2018 DEC 09 12:15:39	2018 DEC 09 12:44:54	3509.6	-104.4	30.9	61.3	-24.8	-59.3	24.9	49.0	14.8	4	-		3x COP rows -1: UVIS off		
98	2018 DEC 09 12:44:54	2018 DEC 09 13:14:37	2018 DEC 09 13:44:20	3565.9	61.3	-164.1	-133.2	24.9	59.7	-25.1	131.1	2.8	3	-	-	-		
98	2018 DEC 09 13:44:20	2018 DEC 09 14:13:36	2018 DEC 09 14:42:51	3511.5	-133.2	2.2	32.5	-25.1	-59.0	25.2	48.8	14.8	3	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
99	2018 DEC 09 14:42:51	2018 DEC 09 15:12:35	2018 DEC 09 15:42:18	3566.9	32.5	167.2	-162.1	25.2	59.4	-25.4	131.3	2.8	1	-	-	-		
99	2018 DEC 09 15:42:18	2018 DEC 09 16:11:35	2018 DEC 09 16:40:52	3513.8	-162.1	-26.5	3.6	-25.4	-58.7	25.6	48.7	14.8	1	HDO CO 3SUBD 01	Science: orders #167, #121, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
100	2018 DEC 09 16:40:52	2018 DEC 09 17:10:35	2018 DEC 09 17:40:19	3566.4	3.6	138.5	169.0	25.6	59.1	-25.8	131.4	2.8	4	-	-	-		
100	2018 DEC 09 17:40:19	2018 DEC 09 18:09:36	2018 DEC 09 18:38:53	3514.5	169.0	-55.1	-25.3	-25.8	-58.4	26.0	48.5	14.8	4	-		3x COP rows -1: UVIS off		
101	2018 DEC 09 18:38:53	2018 DEC 09 19:08:36	2018 DEC 09 19:38:19	3565.8	-25.3	109.9	140.2	26.0	58.8	-26.2	131.5	2.8	3	-	-	-		
101	2018 DEC 09 19:38:19	2018 DEC 09 20:07:36	2018 DEC 09 20:36:52	3513.3	140.2	-83.6	-54.2	-26.2	-58.0	26.4	48.4	14.8	3	AER H2Oi 3SUBD 01	Science: orders #169, #131, #127, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 78: NADIR: Full Frame (57:240;0:1047),Tint = 7000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
102	2018 DEC 09 20:36:52	2018 DEC 09 21:06:35	2018 DEC 09 21:36:17	3565.1	-54.2	81.4	111.3	26.4	58.5	-26.5	131.6	2.8	4	-	-	-		
102	2018 DEC 09 21:36:17	2018 DEC 09 22:05:33	2018 DEC 09 22:34:49	3511.5	111.3	-112.1	-83.0	-26.5	-57.7	26.7	48.4	14.9	4	-		3x COP rows -1: UVIS off		
103	2018 DEC 09 22:34:49	2018 DEC 09 23:04:31	2018 DEC 09 23:34:13	3563.8	-83.0	52.9	82.4	26.7	58.2	-26.9	131.7	2.8	1	-	-	-		
103	2018 DEC 09 23:34:13	2018 DEC 10 00:03:28	2018 DEC 10 00:32:44	3511.0	82.4	-140.7	-111.9	-26.9	-57.4	27.0	48.3	14.9	1	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
104	2018 DEC 10 00:32:44	2018 DEC 10 01:02:25	2018 DEC 10 01:32:06	3562.8	-111.9	24.2	53.6	27.0	57.9	-27.2	131.8	2.8	1	-	-	-		
104	2018 DEC 10 01:32:06	2018 DEC 10 02:01:23	2018 DEC 10 02:30:40	3513.5	53.6	-169.4	-140.7	-27.2	-57.1	27.3	48.1	14.9	1	CH4 3SUBD 01	Science: orders #168, #134, #136, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
105	2018 DEC 10 02:30:40	2018 DEC 10 03:00:22	2018 DEC 10 03:30:04	3564.5	-140.7	-4.5	24.8	27.3	57.6	-27.5	132.0	2.8	4	-	-	-		
105	2018 DEC 10 03:30:04	2018 DEC 10 03:59:22	2018 DEC 10 04:28:39	3514.3	24.8	161.9	-169.5	-27.5	-56.8	27.7	47.9	14.9	4	-		3x COP rows -1: UVIS off		
106	2018 DEC 10 04:28:39	2018 DEC 10 04:58:22	2018 DEC 10 05:28:05	3566.7	-169.5	-33.2	-4.1	27.7	57.3	-27.8	132.1	2.8	1	-	-	-		
106	2018 DEC 10 05:28:05	2018 DEC 10 05:57:22	2018 DEC 10 06:26:39	3513.7	-4.1	133.2	161.6	-27.8	-56.5	28.0	47.8	14.9	1	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
107	2018 DEC 10 06:26:39	2018 DEC 10 06:56:23	2018 DEC 10 07:26:07	3567.4	161.6	-61.8	-33.0	28.0	57.0	-28.2	132.3	2.8	4	-	-	-		
107	2018 DEC 10 07:26:07	2018 DEC 10 07:55:23	2018 DEC 10 08:24:39	3512.9	-33.0	104.5	132.7	-28.2	-56.2	28.4	47.7	14.9	4	-		3x COP rows -1: UVIS off		
108	2018 DEC 10 08:24:39	2018 DEC 10 08:54:22	2018 DEC 10 09:24:05	3565.9	132.7	-90.4	-61.8	28.4	56.6	-28.6	132.3	2.8	3	-	-	-		
108	2018 DEC 10 09:24:05	2018 DEC 10 09:53:21	2018 DEC 10 10:22:37	3512.0	-61.8	76.0	103.8	-28.6	-55.9	28.7	47.6	14.9	3	Nominal 6SUBD 01	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
109	2018 DEC 10 10:22:37	2018 DEC 10 10:52:19	2018 DEC 10 11:22:01	3563.6	103.8	-119.0	-90.7	28.7	56.4	-28.9	132.4	2.8	4	-	-	-		
109	2018 DEC 10 11:22:01	2018 DEC 10 11:51:16	2018 DEC 10 12:20:32	3510.8	-90.7	47.4	75.0	-28.9	-55.6	29.1	47.5	14.9	4	-		3x COP rows -1: UVIS off		
110	2018 DEC 10 12:20:32	2018 DEC 10 12:50:14	2018 DEC 10 13:19:55	3563.7	75.0	-147.6	-119.5	29.1	56.1	-29.2	132.6	2.8	1	-	-	-		
110	2018 DEC 10 13:19:55	2018 DEC 10 13:49:11	2018 DEC 10 14:18:26	3511.0	-119.5	18.7	46.2	-29.2	-55.3	29.4	47.4	14.9	1	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
111	2018 DEC 10 14:18:26	2018 DEC 10 14:48:09	2018 DEC 10 15:17:52	3565.8	46.2	-176.4	-148.3	29.4	55.8	-29.5	132.7	2.8	4	-	-	-		
111	2018 DEC 10 15:17:52	2018 DEC 10 15:47:09	2018 DEC 10 16:16:26	3513.4	-148.3	-10.1	17.3	-29.5	-55.0	29.6	47.2	14.9	4	-		3x COP rows -1: UVIS off		
112	2018 DEC 10 16:16:26	2018 DEC 10 16:46:08	2018 DEC 10 17:15:51	3565.7	17.3	154.9	-177.2	29.6	55.5	-29.8	132.9	2.8	1	-	-	-		
112	2018 DEC 10 17:15:51	2018 DEC 10 17:45:09	2018 DEC 10 18:14:26	3514.9	-177.2	-38.8	-11.5	-29.8	-54.7	30.0	47.0	14.9	1	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
113	2018 DEC 10 18:14:26	2018 DEC 10 18:44:09	2018 DEC 10 19:13:51	3565.0	-11.5	126.2	153.9	30.0	55.2	-30.2	133.0	2.8	4	-	-	-		
113	2018 DEC 10 19:13:51	2018 DEC 10 19:43:09	2018 DEC 10 20:12:26	3514.6	153.9	-67.5	-40.4	-30.2	-54.3	30.4	46.9	14.9	4	-		3x COP rows 78: NADIR: Full Frame (57:240;0:1047),Tint = 7000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
114	2018 DEC 10 20:12:26	2018 DEC 10 20:42:08	2018 DEC 10 21:11:50	3564.3	-40.4	97.5	125.0	30.4	54.9	-30.5	133.1	2.8	1	-	-	-		
114	2018 DEC 10 21:11:50	2018 DEC 10 21:41:06	2018 DEC 10 22:10:23	3512.8	125.0	-96.1	-69.3	-30.5	-54.0	30.7	46.8	14.9	1	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0	egressMatch:CURIOSITY; egressMatch:CURIOSITY; 	
115	2018 DEC 10 22:10:23	2018 DEC 10 22:40:05	2018 DEC 10 23:09:46	3563.4	-69.3	68.9	96.2	30.7	54.6	-30.9	133.2	2.8	4	-	-	-		
115	2018 DEC 10 23:09:46	2018 DEC 10 23:39:02	2018 DEC 11 00:08:18	3511.3	96.2	-124.7	-98.1	-30.9	-53.7	31.0	46.7	14.9	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
116	2018 DEC 11 00:08:18	2018 DEC 11 00:37:59	2018 DEC 11 01:07:39	3561.8	-98.1	40.2	67.4	31.0	54.4	-31.2	133.4	2.8	1	-	-	-		
116	2018 DEC 11 01:07:39	2018 DEC 11 01:36:56	2018 DEC 11 02:06:12	3512.9	67.4	-153.4	-126.9	-31.2	-53.4	31.3	46.6	14.9	1	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
117	2018 DEC 11 02:06:12	2018 DEC 11 02:35:53	2018 DEC 11 03:05:34	3562.2	-126.9	11.4	38.5	31.3	54.1	-31.4	133.5	2.8	4	-	-	-		
117	2018 DEC 11 03:05:34	2018 DEC 11 03:34:52	2018 DEC 11 04:04:09	3514.8	38.5	177.8	-155.8	-31.4	-53.1	31.6	46.4	14.9	4	-		3x COP rows 78: NADIR: Full Frame (57:240;0:1047),Tint = 7000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
118	2018 DEC 11 04:04:09	2018 DEC 11 04:33:52	2018 DEC 11 05:03:34	3564.6	-155.8	-17.3	9.7	31.6	53.8	-31.7	133.7	2.8	1	-	-	-		
118	2018 DEC 11 05:03:34	2018 DEC 11 05:32:51	2018 DEC 11 06:02:08	3514.4	9.7	149.0	175.4	-31.7	-52.8	31.9	46.2	14.9	1	-		COP row -1: UVIS off		
119	2018 DEC 11 06:02:08	2018 DEC 11 06:31:51	2018 DEC 11 07:01:35	3566.2	175.4	-46.1	-19.2	31.9	53.5	-32.1	133.9	2.8	17	-	-	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
119	2018 DEC 11 07:01:35	2018 DEC 11 07:30:51	2018 DEC 11 08:00:08	3513.6	-19.2	120.2	146.5	-32.1	-52.6	32.2	46.1	14.9	17	-		COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
120	2018 DEC 11 08:00:08	2018 DEC 11 08:29:51	2018 DEC 11 08:59:34	3565.5	146.5	-74.7	-48.1	32.2	53.1	-32.4	134.0	2.8	3	-	-	-		
120	2018 DEC 11 08:59:34	2018 DEC 11 09:28:50	2018 DEC 11 09:58:06	3512.9	-48.1	91.6	117.6	-32.4	-52.3	32.6	45.9	14.9	3	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
121	2018 DEC 11 09:58:06	2018 DEC 11 10:27:48	2018 DEC 11 10:57:30	3563.3	117.6	-103.4	-76.9	32.6	52.8	-32.8	134.1	2.8	1	-	-	-		
121	2018 DEC 11 10:57:30	2018 DEC 11 11:26:46	2018 DEC 11 11:56:02	3511.9	-76.9	62.9	88.8	-32.8	-52.0	32.9	45.9	14.9	1	HDO CO 3SUBD 01	Science: orders #167, #121, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 78: NADIR: Full Frame (57:240;0:1047),Tint = 7000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
122	2018 DEC 11 11:56:02	2018 DEC 11 12:25:43	2018 DEC 11 12:55:24	3561.9	88.8	-132.1	-105.7	32.9	52.6	-33.0	134.2	2.8	4	-	-	-		
122	2018 DEC 11 12:55:24	2018 DEC 11 13:24:39	2018 DEC 11 13:53:55	3511.6	-105.7	34.2	60.0	-33.0	-51.7	33.2	45.7	14.9	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
123	2018 DEC 11 13:53:55	2018 DEC 11 14:23:37	2018 DEC 11 14:53:18	3563.3	60.0	-160.8	-134.6	33.2	52.3	-33.3	134.4	2.8	1	-	-	-		
123	2018 DEC 11 14:53:18	2018 DEC 11 15:22:35	2018 DEC 11 15:51:52	3513.8	-134.6	5.4	31.1	-33.3	-51.4	33.4	45.5	14.9	1	AER H2Oi 3SUBD 01	Science: orders #169, #131, #127, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0	egressMatch:ARSIA MONS; egressMatch:ARSIA MONS; 	
124	2018 DEC 11 15:51:52	2018 DEC 11 16:21:34	2018 DEC 11 16:51:16	3564.0	31.1	170.3	-163.4	33.4	52.0	-33.6	134.6	2.8	4	-	-	-		
124	2018 DEC 11 16:51:16	2018 DEC 11 17:20:34	2018 DEC 11 17:49:52	3515.9	-163.4	-23.4	2.3	-33.6	-51.1	33.7	45.3	14.8	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
125	2018 DEC 11 17:49:52	2018 DEC 11 18:19:34	2018 DEC 11 18:49:15	3563.5	2.3	141.5	167.7	33.7	51.7	-33.9	134.8	2.8	3	-	-	-		
125	2018 DEC 11 18:49:15	2018 DEC 11 19:18:34	2018 DEC 11 19:47:52	3516.3	167.7	-52.2	-26.6	-33.9	-50.8	34.1	45.2	14.8	3	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 78: NADIR: Full Frame (57:240;0:1047),Tint = 7000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
126	2018 DEC 11 19:47:52	2018 DEC 11 20:17:33	2018 DEC 11 20:47:14	3562.7	-26.6	112.8	138.9	34.1	51.5	-34.2	134.9	2.8	4	-	-	-		
126	2018 DEC 11 20:47:14	2018 DEC 11 21:16:32	2018 DEC 11 21:45:50	3515.0	138.9	-80.9	-55.5	-34.2	-50.5	34.4	45.0	14.8	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
127	2018 DEC 11 21:45:50	2018 DEC 11 22:15:31	2018 DEC 11 22:45:11	3562.0	-55.5	84.1	110.0	34.4	51.2	-34.5	135.0	2.8	1	-	-	-		
127	2018 DEC 11 22:45:11	2018 DEC 11 23:14:28	2018 DEC 11 23:43:45	3513.3	110.0	-109.6	-84.3	-34.5	-50.2	34.7	44.9	14.8	1	CH4 3SUBD 01	Science: orders #168, #134, #136, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
128	2018 DEC 11 23:43:45	2018 DEC 12 00:13:25	2018 DEC 12 00:43:05	3560.5	-84.3	55.4	81.2	34.7	50.9	-34.8	135.1	2.8	4	-	-	-		
