Orbit Index	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
31	2018 DEC 04 00:59:57	2018 DEC 04 01:29:43	2018 DEC 04 01:59:29	3571.5	-164.9	-88.3	0.5	-1.9	73.4	1.7	127.9	23.6	3	-	-	-		
31	2018 DEC 04 01:59:29	2018 DEC 04 02:28:44	2018 DEC 04 02:57:59	3510.2	0.5	78.0	166.2	1.7	-73.4	-1.5	52.1	11.7	3	CH4 3SUBD 01	Science: orders #168, #134, #136, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
32	2018 DEC 04 02:57:59	2018 DEC 04 03:27:45	2018 DEC 04 03:57:31	3572.2	166.2	-115.6	-28.4	-1.5	73.5	1.3	127.9	23.7	1	-	-	-		
32	2018 DEC 04 03:57:31	2018 DEC 04 04:26:46	2018 DEC 04 04:56:01	3510.1	-28.4	50.5	137.3	1.3	-73.5	-1.0	52.1	11.8	1	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 78: NADIR: Full Frame (57:240;0:1047),Tint = 7000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
33	2018 DEC 04 04:56:01	2018 DEC 04 05:25:47	2018 DEC 04 05:55:32	3570.6	137.3	-143.0	-57.3	-1.0	73.5	0.8	127.9	23.8	4	-	-	-		
33	2018 DEC 04 05:55:32	2018 DEC 04 06:24:47	2018 DEC 04 06:54:02	3509.6	-57.3	23.0	108.4	0.8	-73.6	-0.6	52.2	11.8	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
34	2018 DEC 04 06:54:02	2018 DEC 04 07:23:46	2018 DEC 04 07:53:30	3568.3	108.4	-170.5	-86.1	-0.6	73.6	0.4	127.8	23.9	3	-	-	-		
34	2018 DEC 04 07:53:30	2018 DEC 04 08:22:44	2018 DEC 04 08:51:58	3508.4	-86.1	-4.5	79.6	0.4	-73.6	-0.2	52.2	11.9	3	Nominal 6SUBD 01	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
35	2018 DEC 04 08:51:58	2018 DEC 04 09:21:42	2018 DEC 04 09:51:26	3567.9	79.6	162.0	-115.0	-0.2	73.6	0.0	127.8	24.0	1	-	-	-		
35	2018 DEC 04 09:51:26	2018 DEC 04 10:20:40	2018 DEC 04 10:49:54	3507.6	-115.0	-31.9	50.7	0.0	-73.6	0.2	52.2	12.0	1	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0	ingressMatch:NILI FOSSAE COLOE FOSSAE; ingressMatch:NILI FOSSAE COLOE FOSSAE; 	
36	2018 DEC 04 10:49:54	2018 DEC 04 11:19:39	2018 DEC 04 11:49:24	3569.8	50.7	134.5	-143.8	0.2	73.6	-0.4	127.8	0.1	1	-	-	-		
36	2018 DEC 04 11:49:24	2018 DEC 04 12:18:39	2018 DEC 04 12:47:54	3510.0	-143.8	-59.3	21.9	-0.4	-73.5	0.6	52.2	12.1	1	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 78: NADIR: Full Frame (57:240;0:1047),Tint = 7000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
37	2018 DEC 04 12:47:54	2018 DEC 04 13:17:39	2018 DEC 04 13:47:24	3570.3	21.9	107.0	-172.7	0.6	73.5	-0.8	127.8	0.1	4	-	-	-		
37	2018 DEC 04 13:47:24	2018 DEC 04 14:16:40	2018 DEC 04 14:45:56	3512.1	-172.7	-86.7	-7.0	-0.8	-73.5	1.0	52.2	12.2	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
38	2018 DEC 04 14:45:56	2018 DEC 04 15:15:41	2018 DEC 04 15:45:26	3569.9	-7.0	79.5	158.4	1.0	73.5	-1.3	127.9	0.2	3	-	-	-		
38	2018 DEC 04 15:45:26	2018 DEC 04 16:14:42	2018 DEC 04 16:43:58	3511.9	158.4	-114.1	-35.9	-1.3	-73.5	1.5	52.2	12.3	3	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
39	2018 DEC 04 16:43:58	2018 DEC 04 17:13:43	2018 DEC 04 17:43:28	3569.8	-35.9	52.0	129.5	1.5	73.5	-1.7	127.8	0.3	4	-	-	-		
39	2018 DEC 04 17:43:28	2018 DEC 04 18:12:43	2018 DEC 04 18:41:58	3509.8	129.5	-141.4	-64.8	-1.7	-73.5	1.9	52.2	12.4	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
40	2018 DEC 04 18:41:58	2018 DEC 04 19:11:42	2018 DEC 04 19:41:27	3569.5	-64.8	24.5	100.7	1.9	73.5	-2.1	127.8	0.4	3	-	-	-		
40	2018 DEC 04 19:41:27	2018 DEC 04 20:10:41	2018 DEC 04 20:39:55	3507.8	100.7	-168.8	-93.6	-2.1	-73.4	2.3	52.2	12.5	3	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 78: NADIR: Full Frame (57:240;0:1047),Tint = 7000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
41	2018 DEC 04 20:39:55	2018 DEC 04 21:09:39	2018 DEC 04 21:39:23	3568.0	-93.6	-3.0	71.8	2.3	73.5	-2.5	127.7	0.5	1	-	-	-		
41	2018 DEC 04 21:39:23	2018 DEC 04 22:08:37	2018 DEC 04 22:37:51	3508.1	71.8	163.7	-122.5	-2.5	-73.4	2.7	52.3	12.5	1	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0	egressMatch:UTOPIA; egressMatch:UTOPIA; 	
42	2018 DEC 04 22:37:51	2018 DEC 04 23:07:35	2018 DEC 04 23:37:19	3567.9	-122.5	-30.6	43.0	2.7	73.4	-2.9	127.8	0.5	4	-	-	-		
42	2018 DEC 04 23:37:19	2018 DEC 05 00:06:34	2018 DEC 05 00:35:49	3510.3	43.0	136.2	-151.3	-2.9	-73.3	3.1	52.2	12.6	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
43	2018 DEC 05 00:35:49	2018 DEC 05 01:05:34	2018 DEC 05 01:35:20	3570.4	-151.3	-58.1	14.1	3.1	73.2	-3.3	127.8	0.6	3	-	-	-		
43	2018 DEC 05 01:35:20	2018 DEC 05 02:04:35	2018 DEC 05 02:33:50	3510.7	14.1	108.6	179.8	-3.3	-73.1	3.6	52.1	12.7	3	HDO CO 3SUBD 01	Science: orders #167, #121, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
44	2018 DEC 05 02:33:50	2018 DEC 05 03:03:36	2018 DEC 05 03:33:22	3572.0	179.8	-85.5	-14.8	3.6	73.1	-3.8	127.9	0.7	1	-	-	-		
44	2018 DEC 05 03:33:22	2018 DEC 05 04:02:37	2018 DEC 05 04:31:53	3510.4	-14.8	81.1	150.9	-3.8	-73.0	4.0	52.1	12.8	1	AER H2Oi 3SUBD 01	Science: orders #169, #131, #127, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 78: NADIR: Full Frame (57:240;0:1047),Tint = 7000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
45	2018 DEC 05 04:31:53	2018 DEC 05 05:01:38	2018 DEC 05 05:31:24	3571.6	150.9	-112.9	-43.6	4.0	73.0	-4.2	127.9	0.8	4	-	-	-		
45	2018 DEC 05 05:31:24	2018 DEC 05 06:00:39	2018 DEC 05 06:29:54	3510.1	-43.6	53.5	122.0	-4.2	-73.0	4.4	52.2	12.8	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
46	2018 DEC 05 06:29:54	2018 DEC 05 06:59:39	2018 DEC 05 07:29:24	3569.3	122.0	-140.4	-72.5	4.4	72.9	-4.6	127.8	0.9	1	-	-	-		
46	2018 DEC 05 07:29:24	2018 DEC 05 07:58:38	2018 DEC 05 08:27:53	3509.2	-72.5	26.0	93.2	-4.6	-72.9	4.8	52.2	12.9	1	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
47	2018 DEC 05 08:27:53	2018 DEC 05 08:57:37	2018 DEC 05 09:27:20	3567.5	93.2	-168.0	-101.4	4.8	72.9	-5.0	127.8	0.9	4	-	-	-		
47	2018 DEC 05 09:27:20	2018 DEC 05 09:56:34	2018 DEC 05 10:25:48	3507.6	-101.4	-1.5	64.3	-5.0	-72.8	5.2	52.2	13.0	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
48	2018 DEC 05 10:25:48	2018 DEC 05 10:55:32	2018 DEC 05 11:25:17	3568.9	64.3	164.3	-130.2	5.2	72.7	-5.4	127.8	1.0	1	-	-	-		
48	2018 DEC 05 11:25:17	2018 DEC 05 11:54:31	2018 DEC 05 12:23:45	3508.2	-130.2	-29.1	35.5	-5.4	-72.6	5.6	52.1	13.1	1	CH4 3SUBD 01	Science: orders #168, #134, #136, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
49	2018 DEC 05 12:23:45	2018 DEC 05 12:53:30	2018 DEC 05 13:23:16	3570.9	35.5	136.6	-159.1	5.6	72.6	-5.8	127.9	1.1	4	-	-	-		
49	2018 DEC 05 13:23:16	2018 DEC 05 13:52:31	2018 DEC 05 14:21:47	3510.8	-159.1	-56.8	6.6	-5.8	-72.4	6.0	52.1	13.1	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
50	2018 DEC 05 14:21:47	2018 DEC 05 14:51:32	2018 DEC 05 15:21:17	3570.7	6.6	108.9	172.1	6.0	72.4	-6.3	127.9	1.1	3	-	-	-		
50	2018 DEC 05 15:21:17	2018 DEC 05 15:50:33	2018 DEC 05 16:19:49	3511.7	172.1	-84.4	-22.3	-6.3	-72.2	6.5	52.1	13.2	3	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
51	2018 DEC 05 16:19:49	2018 DEC 05 16:49:34	2018 DEC 05 17:19:19	3570.3	-22.3	81.2	143.2	6.5	72.2	-6.7	128.0	1.2	4	-	-	-		
51	2018 DEC 05 17:19:19	2018 DEC 05 17:48:35	2018 DEC 05 18:17:50	3510.6	143.2	-111.9	-51.1	-6.7	-72.1	6.9	52.1	13.3	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
52	2018 DEC 05 18:17:50	2018 DEC 05 18:47:35	2018 DEC 05 19:17:20	3569.8	-51.1	53.6	114.3	6.9	72.1	-7.1	127.9	1.3	3	-	-	-		
52	2018 DEC 05 19:17:20	2018 DEC 05 19:46:34	2018 DEC 05 20:15:48	3508.5	114.3	-139.5	-80.0	-7.1	-71.9	7.4	52.1	13.4	3	Nominal 6SUBD 01	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row 78: NADIR: Full Frame (57:240;0:1047),Tint = 7000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
53	2018 DEC 05 20:15:48	2018 DEC 05 20:45:33	2018 DEC 05 21:15:17	3568.9	-80.0	25.9	85.5	7.4	72.0	-7.5	127.9	1.3	1	-	-	-		
53	2018 DEC 05 21:15:17	2018 DEC 05 21:44:31	2018 DEC 05 22:13:45	3507.5	85.5	-167.2	-108.8	-7.5	-71.8	7.7	52.1	13.4	1	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
54	2018 DEC 05 22:13:45	2018 DEC 05 22:43:28	2018 DEC 05 23:13:12	3567.5	-108.8	-1.9	56.6	7.7	71.8	-7.9	127.9	1.4	4	-	-	-		
54	2018 DEC 05 23:13:12	2018 DEC 05 23:42:27	2018 DEC 06 00:11:42	3509.6	56.6	165.1	-137.7	-7.9	-71.6	8.1	52.0	13.5	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
55	2018 DEC 06 00:11:42	2018 DEC 06 00:41:26	2018 DEC 06 01:11:10	3568.5	-137.7	-29.7	27.8	8.1	71.6	-8.3	128.0	1.5	3	-	-	-		
55	2018 DEC 06 01:11:10	2018 DEC 06 01:40:26	2018 DEC 06 02:09:41	3511.2	27.8	137.2	-166.6	-8.3	-71.3	8.6	51.9	13.6	3	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
56	2018 DEC 06 02:09:41	2018 DEC 06 02:39:27	2018 DEC 06 03:09:12	3570.9	-166.6	-57.5	-1.1	8.6	71.3	-8.8	128.1	1.5	1	-	-	-		
56	2018 DEC 06 03:09:12	2018 DEC 06 03:38:28	2018 DEC 06 04:07:43	3510.9	-1.1	109.3	164.6	-8.8	-71.1	9.0	51.9	13.6	1	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 78: NADIR: Full Frame (57:240;0:1047),Tint = 7000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
57	2018 DEC 06 04:07:43	2018 DEC 06 04:37:29	2018 DEC 06 05:07:15	3571.7	164.6	-85.3	-30.0	9.0	71.1	-9.2	128.1	1.6	1	-	-	-		
57	2018 DEC 06 05:07:15	2018 DEC 06 05:36:30	2018 DEC 06 06:05:45	3510.6	-30.0	81.4	135.7	-9.2	-70.9	9.4	51.9	13.7	1	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
58	2018 DEC 06 06:05:45	2018 DEC 06 06:35:31	2018 DEC 06 07:05:16	3570.1	135.7	-113.0	-58.9	9.4	70.9	-9.6	128.1	1.7	4	-	-	-		
58	2018 DEC 06 07:05:16	2018 DEC 06 07:34:31	2018 DEC 06 08:03:46	3509.9	-58.9	53.6	106.8	-9.6	-70.7	9.8	51.9	13.7	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
59	2018 DEC 06 08:03:46	2018 DEC 06 08:33:29	2018 DEC 06 09:03:13	3567.9	106.8	-140.8	-87.7	9.8	70.7	-10.0	128.1	1.7	3	-	-	-		
59	2018 DEC 06 09:03:13	2018 DEC 06 09:32:28	2018 DEC 06 10:01:42	3508.7	-87.7	25.9	78.0	-10.0	-70.5	10.2	51.9	13.8	3	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
60	2018 DEC 06 10:01:42	2018 DEC 06 10:31:26	2018 DEC 06 11:01:10	3567.7	78.0	-168.7	-116.6	10.2	70.5	-10.4	128.1	1.8	1	-	-	-		
60	2018 DEC 06 11:01:10	2018 DEC 06 11:30:24	2018 DEC 06 11:59:38	3508.1	-116.6	-2.0	49.1	-10.4	-70.3	10.6	51.8	13.8	1	HDO CO 3SUBD 01	Science: orders #167, #121, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
61	2018 DEC 06 11:59:38	2018 DEC 06 12:29:23	2018 DEC 06 12:59:07	3569.6	49.1	163.3	-145.4	10.6	70.3	-10.8	128.2	1.8	4	-	-	-		
61	2018 DEC 06 12:59:07	2018 DEC 06 13:28:23	2018 DEC 06 13:57:38	3510.6	-145.4	-30.1	20.3	-10.8	-70.0	11.0	51.7	13.9	4	-		3x COP rows -1: UVIS off		
62	2018 DEC 06 13:57:38	2018 DEC 06 14:27:23	2018 DEC 06 14:57:08	3569.8	20.3	135.2	-174.3	11.0	70.0	-11.2	128.3	1.9	17	-	-	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
62	2018 DEC 06 14:57:08	2018 DEC 06 15:26:24	2018 DEC 06 15:55:40	3512.5	-174.3	-58.1	-8.6	-11.2	-69.7	11.4	51.7	13.9	17	AER H2Oi 3SUBD 01	Science: orders #169, #131, #127, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
63	2018 DEC 06 15:55:40	2018 DEC 06 16:25:25	2018 DEC 06 16:55:10	3569.3	-8.6	107.2	156.8	11.4	69.8	-11.7	128.4	1.9	4	-	-	-		
63	2018 DEC 06 16:55:10	2018 DEC 06 17:24:26	2018 DEC 06 17:53:42	3512.3	156.8	-86.0	-37.5	-11.7	-69.5	11.9	51.6	14.0	4	-		3x COP rows -1: UVIS off		
64	2018 DEC 06 17:53:42	2018 DEC 06 18:23:27	2018 DEC 06 18:53:11	3569.0	-37.5	79.3	127.9	11.9	69.5	-12.1	128.4	2.0	3	-	-	-		
64	2018 DEC 06 18:53:11	2018 DEC 06 19:22:26	2018 DEC 06 19:51:41	3510.2	127.9	-113.9	-66.4	-12.1	-69.2	12.3	51.6	14.0	3	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
65	2018 DEC 06 19:51:41	2018 DEC 06 20:21:25	2018 DEC 06 20:51:10	3568.6	-66.4	51.3	99.1	12.3	69.3	-12.5	128.4	2.0	1	-	-	-		
65	2018 DEC 06 20:51:10	2018 DEC 06 21:20:24	2018 DEC 06 21:49:38	3508.4	99.1	-141.8	-95.2	-12.5	-69.0	12.7	51.6	14.1	1	CH4 3SUBD 01	Science: orders #168, #134, #136, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 78: NADIR: Full Frame (57:240;0:1047),Tint = 7000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
66	2018 DEC 06 21:49:38	2018 DEC 06 22:19:22	2018 DEC 06 22:49:05	3566.9	-95.2	23.3	70.2	12.7	69.1	-12.9	128.4	2.0	1	-	-	-		
66	2018 DEC 06 22:49:05	2018 DEC 06 23:18:20	2018 DEC 06 23:47:34	3509.1	70.2	-169.9	-124.1	-12.9	-68.7	13.1	51.5	14.1	1	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
67	2018 DEC 06 23:47:34	2018 DEC 07 00:17:18	2018 DEC 07 00:47:01	3567.2	-124.1	-4.9	41.4	13.1	68.9	-13.3	128.5	2.1	4	-	-	-		
67	2018 DEC 07 00:47:01	2018 DEC 07 01:16:17	2018 DEC 07 01:45:32	3511.1	41.4	162.0	-152.9	-13.3	-68.4	13.5	51.4	14.2	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
68	2018 DEC 07 01:45:32	2018 DEC 07 02:15:17	2018 DEC 07 02:45:02	3569.6	-152.9	-33.1	12.5	13.5	68.6	-13.7	128.6	2.1	1	-	-	-		
68	2018 DEC 07 02:45:02	2018 DEC 07 03:14:18	2018 DEC 07 03:43:33	3511.2	12.5	133.7	178.2	-13.7	-68.1	13.9	51.3	14.2	1	Nominal 6SUBD 01	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
69	2018 DEC 07 03:43:33	2018 DEC 07 04:13:19	2018 DEC 07 04:43:04	3571.2	178.2	-61.2	-16.3	13.9	68.3	-14.1	128.7	2.2	4	-	-	-		
69	2018 DEC 07 04:43:04	2018 DEC 07 05:12:20	2018 DEC 07 05:41:35	3510.7	-16.3	105.5	149.3	-14.1	-67.9	14.3	51.3	14.2	4	-		3x COP rows 82: NADIR: Full Frame (57:240;0:1047),Tint = 10000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
70	2018 DEC 07 05:41:35	2018 DEC 07 06:11:20	2018 DEC 07 06:41:06	3570.7	149.3	-89.2	-45.2	14.3	68.0	-14.5	128.7	2.2	3	-	-	-		
70	2018 DEC 07 06:41:06	2018 DEC 07 07:10:21	2018 DEC 07 07:39:36	3510.3	-45.2	77.4	120.5	-14.5	-67.6	14.7	51.3	14.3	3	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
71	2018 DEC 07 07:39:36	2018 DEC 07 08:09:20	2018 DEC 07 08:39:04	3568.4	120.5	-117.3	-74.1	14.7	67.7	-14.9	128.8	2.2	1	-	-	-		
71	2018 DEC 07 08:39:04	2018 DEC 07 09:08:19	2018 DEC 07 09:37:34	3509.4	-74.1	49.4	91.6	-14.9	-67.4	15.1	51.2	14.3	1	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
72	2018 DEC 07 09:37:34	2018 DEC 07 10:07:17	2018 DEC 07 10:37:00	3566.6	91.6	-145.4	-102.9	15.1	67.5	-15.3	128.8	2.3	4	-	-	-		
72	2018 DEC 07 10:37:00	2018 DEC 07 11:06:14	2018 DEC 07 11:35:29	3508.2	-102.9	21.2	62.8	-15.3	-67.1	15.5	51.2	14.3	4	-		3x COP rows 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
73	2018 DEC 07 11:35:29	2018 DEC 07 12:05:12	2018 DEC 07 12:34:56	3567.9	62.8	-173.7	-131.8	15.5	67.2	-15.7	128.9	2.3	1	-	-	-		
73	2018 DEC 07 12:34:56	2018 DEC 07 13:04:11	2018 DEC 07 13:33:26	3509.6	-131.8	-7.1	33.9	-15.7	-66.8	15.9	51.1	14.4	1	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 78: NADIR: Full Frame (57:240;0:1047),Tint = 7000 ms,16 bit,Rhythm = 20148 ms, Binning=0	egressMatch:OLYMPICA FOSSAE-JOVIS THOLUS; egressMatch:OLYMPICA FOSSAE-JOVIS THOLUS; 	
74	2018 DEC 07 13:33:26	2018 DEC 07 14:03:11	2018 DEC 07 14:32:55	3569.4	33.9	158.0	-160.6	15.9	66.9	-16.1	129.0	2.3	1	-	-	-		
74	2018 DEC 07 14:32:55	2018 DEC 07 15:02:11	2018 DEC 07 15:31:27	3512.0	-160.6	-35.4	5.1	-16.1	-66.5	16.2	51.0	14.4	1	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
75	2018 DEC 07 15:31:27	2018 DEC 07 16:01:12	2018 DEC 07 16:30:57	3569.1	5.1	129.7	170.5	16.2	66.6	-16.5	129.1	2.4	4	-	-	-		
75	2018 DEC 07 16:30:57	2018 DEC 07 17:00:13	2018 DEC 07 17:29:29	3512.9	170.5	-63.7	-23.8	-16.5	-66.1	16.7	50.9	14.4	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
76	2018 DEC 07 17:29:29	2018 DEC 07 17:59:14	2018 DEC 07 18:28:58	3568.5	-23.8	101.4	141.6	16.7	66.3	-16.9	129.1	2.4	3	-	-	-		
76	2018 DEC 07 18:28:58	2018 DEC 07 18:58:14	2018 DEC 07 19:27:30	3511.7	141.6	-91.8	-52.7	-16.9	-65.8	17.1	50.8	14.5	3	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
77	2018 DEC 07 19:27:30	2018 DEC 07 19:57:14	2018 DEC 07 20:26:58	3567.9	-52.7	73.2	112.7	17.1	66.1	-17.3	129.2	2.4	4	-	-	-		
77	2018 DEC 07 20:26:58	2018 DEC 07 20:56:13	2018 DEC 07 21:25:27	3509.8	112.7	-120.0	-81.6	-17.3	-65.5	17.5	50.8	14.5	4	-		3x COP rows 82: NADIR: Full Frame (57:240;0:1047),Tint = 10000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
78	2018 DEC 07 21:25:27	2018 DEC 07 21:55:11	2018 DEC 07 22:24:54	3566.8	-81.6	45.0	83.9	17.5	65.8	-17.7	129.2	2.5	1	-	-	-		
