S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2024 MAY 11 10:33:00,-74.8653,-147.4954,249.4798,2.6375,77.7854,1.0058e-14,77.7854
TGO,2024 MAY 11 10:18:00,-75.784,-145.1183,380.01,2.5528,77.2378,0.31221,77.5158

MRO,2024 MAY 14 15:12:00,-74.309,174.0145,252.7728,2.6353,77.9778,2.8565e-14,77.9778
TGO,2024 MAY 14 14:57:00,-75.9314,174.1733,377.8269,2.4028,77.1682,0.31651,77.4481

MRO,2024 MAY 19 14:51:00,-74.635,-133.2872,249.994,2.5414,77.5982,1.5087e-14,77.5982
TGO,2024 MAY 19 14:51:00,-74.8669,-131.3498,379.2787,2.6706,77.1164,0.31296,77.3996

MRO,2024 MAY 23 01:06:00,-73.3408,106.9536,251.1662,2.5678,78.3983,1.6081e-14,78.3983
TGO,2024 MAY 23 01:24:00,-73.5876,102.4965,379.9278,2.5622,78.2109,0.32381,78.5075

MRO,2024 MAY 25 22:15:00,-71.0063,178.7601,252.8324,2.6217,80.013,1.4239e-14,80.013
TGO,2024 MAY 25 22:12:00,-71.2514,-179.1216,379.4973,2.7142,79.5541,0.3307,79.8653

MRO,2024 MAY 28 19:24:00,-68.1123,-109.9459,250.5007,2.6411,82.1843,3.4878e-14,82.1843
TGO,2024 MAY 28 19:00:00,-68.6401,-105.2867,379.2107,2.5628,82.0043,1.4329,80.5867

MRO,2024 MAY 29 01:00:00,-66.681,169.045,253.5032,2.6881,83.1699,2.6336e-14,83.1699
TGO,2024 MAY 29 00:54:00,-67.8845,170.3141,380.1076,2.6753,82.249,0.35088,82.5863

MRO,2024 MAY 31 22:09:00,-64.9767,-120.199,250.2523,2.6717,84.5258,2.9495e-14,84.5258
TGO,2024 MAY 31 21:42:00,-65.0617,-117.2037,378.632,2.4336,85.2974,0.37657,85.6615

MRO,2024 JUN 01 03:45:00,-63.4225,158.651,253.1978,2.7092,85.6261,3.1163e-14,85.6261
TGO,2024 JUN 01 03:36:00,-64.1437,157.2197,380.445,2.4681,85.939,0.37995,86.308

MRO,2024 JUN 01 05:36:00,-59.5496,132.3849,252.6224,2.7578,88.5131,1.3114e-14,88.5131
TGO,2024 JUN 01 05:36:00,-58.7256,134.5371,379.7317,2.9014,88.4928,0.38445,88.8742

MRO,2024 JUN 01 11:12:00,-58.3492,50.6993,250.9167,2.7597,89.4571,4.7282e-14,89.4571
TGO,2024 JUN 01 11:30:00,-58.0133,48.6124,378.0154,2.9122,88.9882,0.38655,89.3721

MRO,2024 JUN 02 20:51:00,-59.0114,-80.6572,251.5781,2.7361,89.0153,4.0863e-14,89.0153
TGO,2024 JUN 02 20:54:00,-59.1749,-84.5019,379.7426,2.5283,89.7952,0.40021,90.1892

MRO,2024 JUN 04 03:39:00,52.8422,10.7404,301.8399,14.7906,86.3562,8.5584e-14,86.3562
TGO,2024 JUN 04 03:24:00,52.9606,11.8118,422.8981,14.6186,85.5414,0.12744,85.4248

MRO,2024 JUN 04 09:15:00,51.2185,-70.9066,299.7035,14.7947,85.0945,4.498e-14,85.0945
TGO,2024 JUN 04 09:18:00,52.4287,-74.7038,424.4339,14.5903,84.9622,0.12992,84.8431

MRO,2024 JUN 04 11:06:00,47.7135,-97.5823,297.1642,14.8161,82.4488,3.6689e-14,82.4488
TGO,2024 JUN 04 11:18:00,46.6182,-100.0403,419.8563,14.8467,81.7794,2.4912,79.7806

MRO,2024 JUN 05 13:15:00,44.8173,-119.0268,294.7122,14.8242,80.2279,2.9836e-14,80.2279
TGO,2024 JUN 05 12:51:00,45.9362,-116.2538,419.2403,14.62,79.8372,0.13223,79.7115

MRO,2024 JUN 05 15:03:00,31.7649,-144.2614,286.1944,14.8931,70.6556,2.6228e-14,70.6556
TGO,2024 JUN 05 14:54:00,31.1531,-140.228,410.0384,15.0158,71.2472,0.53453,71.7525

MRO,2024 JUN 05 16:54:00,28.0982,-171.0275,284.3918,14.9081,68.0354,2.736e-14,68.0354
TGO,2024 JUN 05 16:54:00,25.0628,-167.6499,406.0258,15.1333,67.9261,0.060799,67.8923

MRO,2024 JUN 05 22:30:00,26.4374,107.302,281.8403,14.9108,66.8296,2.3801e-14,66.8296
TGO,2024 JUN 05 22:48:00,24.5585,105.8198,404.544,15.1039,67.2861,1.7186,65.8667

MRO,2024 JUN 07 00:39:00,23.2588,85.7185,279.3766,14.91,64.4908,7.8312e-15,64.4908
TGO,2024 JUN 07 00:21:00,23.9746,89.646,403.9851,14.88,64.7308,0.45908,64.37

MRO,2024 JUN 07 02:30:00,19.8214,58.8971,277.6084,14.9214,62.1282,2.3801e-14,62.1282
TGO,2024 JUN 07 02:21:00,17.704,62.2901,398.9137,15.0017,61.4608,2.7506,59.2124

MRO,2024 JUN 07 04:24:00,25.8153,30.8563,283.2616,14.9003,66.2753,2.4841e-14,66.2753
TGO,2024 JUN 07 04:15:00,28.9863,30.5951,406.8358,14.7369,67.2285,0.087813,67.1572

MRO,2024 JUN 07 06:15:00,22.0547,4.0827,280.2134,14.915,63.6669,4.2937e-14,63.6669
TGO,2024 JUN 07 06:15:00,22.932,3.0151,404.1638,14.8439,63.6257,0.075526,63.5965

MRO,2024 JUN 07 08:06:00,18.2579,-22.7301,276.7762,14.9272,61.0789,3.1964e-14,61.0789
TGO,2024 JUN 07 08:15:00,17.0298,-23.9752,401.2635,14.99,60.8733,6.8461,55.3691

MRO,2024 JUN 07 09:54:00,4.9344,-48.3946,267.5538,14.9672,52.7105,7.1562e-15,52.7105
TGO,2024 JUN 07 10:18:00,1.9722,-51.0173,392.687,15.1814,53.5891,0.25499,53.7242

MRO,2024 JUN 07 11:54:00,30.0388,-78.9256,285.1737,14.8772,69.2231,1.5903e-15,69.2231
TGO,2024 JUN 07 12:09:00,28.3984,-79.6454,404.2188,15.0725,69.7404,51.3766,21.2459

MRO,2024 JUN 07 11:57:00,39.5612,-80.3206,292.4741,14.8331,76.1793,1.5003e-14,76.1793
TGO,2024 JUN 07 12:06:00,39.3381,-80.1984,410.0841,14.9869,77.1476,60.0639,19.7447

MRO,2024 JUN 08 10:12:00,5.5136,-43.1698,267.9305,14.9539,52.9063,2.7556e-14,52.9063
TGO,2024 JUN 08 09:51:00,7.4949,-39.2967,395.6454,14.8717,53.1963,1.1164,54.2944

MRO,2024 JUN 08 12:03:00,1.8765,-70.0278,265.1962,14.9628,50.8314,3.556e-14,50.8314
TGO,2024 JUN 08 11:51:00,1.3785,-67.083,392.2398,14.9647,50.5639,0.26201,50.7027

MRO,2024 JUN 08 13:54:00,-1.6536,-96.8726,263.1472,14.9728,48.9618,6.3143e-15,48.9618
TGO,2024 JUN 08 13:51:00,-4.9052,-94.9465,388.5023,15.0528,48.2822,0.33601,48.4589

MRO,2024 JUN 08 15:48:00,4.4705,-124.8909,266.9757,14.9533,52.2601,1.4423e-14,52.2601
TGO,2024 JUN 08 15:45:00,6.556,-125.7843,394.0065,14.845,52.2888,0.20212,52.3883

MRO,2024 JUN 08 17:39:00,0.8971,-151.7321,265.6846,14.9636,50.2716,7.1562e-15,50.2716
TGO,2024 JUN 08 17:45:00,0.31628,-153.6643,391.2264,14.9319,49.549,0.27453,49.695

MRO,2024 JUN 08 19:30:00,-2.8076,-178.5794,263.783,14.9733,48.3444,2.8943e-15,48.3444
TGO,2024 JUN 08 19:45:00,-5.8227,178.4194,388.7675,15.0164,47.3546,0.3467,47.536

