Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2023 MAR 18 15:08:03,2023 MAR 18 17:05:58,7075,2023 MAR 18 15:06:04,2023 MAR 18 16:04:56,3532,2023 MAR 18 16:04:57,2023 MAR 18 17:03:58,3541,42.2157,2023 MAR 18 16:34:43
1,1,2,2023 MAR 18 17:05:59,2023 MAR 18 19:03:52,7073,2023 MAR 18 17:03:59,2023 MAR 18 18:02:51,3532,2023 MAR 18 18:02:52,2023 MAR 18 19:01:52,3540,42.4413,2023 MAR 18 18:32:38
3,3,3,2023 MAR 18 19:03:53,2023 MAR 18 21:01:44,7071,2023 MAR 18 19:01:53,2023 MAR 18 20:00:44,3531,2023 MAR 18 20:00:45,2023 MAR 18 20:59:44,3539,42.6528,2023 MAR 18 20:30:31
1,1,4,2023 MAR 18 21:01:45,2023 MAR 18 22:59:35,7070,2023 MAR 18 20:59:45,2023 MAR 18 21:58:35,3530,2023 MAR 18 21:58:36,2023 MAR 18 22:57:35,3539,42.8731,2023 MAR 18 22:28:21
3,3,5,2023 MAR 18 22:59:36,2023 MAR 19 00:57:30,7074,2023 MAR 18 22:57:36,2023 MAR 18 23:56:29,3533,2023 MAR 18 23:56:30,2023 MAR 19 00:55:30,3540,43.1163,2023 MAR 19 00:26:16
1,1,6,2023 MAR 19 00:57:31,2023 MAR 19 02:55:28,7077,2023 MAR 19 00:55:31,2023 MAR 19 01:54:25,3534,2023 MAR 19 01:54:26,2023 MAR 19 02:53:28,3542,43.3611,2023 MAR 19 02:24:13
3,3,7,2023 MAR 19 02:55:29,2023 MAR 19 04:53:26,7077,2023 MAR 19 02:53:29,2023 MAR 19 03:52:22,3533,2023 MAR 19 03:52:23,2023 MAR 19 04:51:26,3543,43.6,2023 MAR 19 04:22:11
1,1,8,2023 MAR 19 04:53:27,2023 MAR 19 06:51:21,7074,2023 MAR 19 04:51:27,2023 MAR 19 05:50:18,3531,2023 MAR 19 05:50:19,2023 MAR 19 06:49:21,3542,43.835,2023 MAR 19 06:20:06
3,3,9,2023 MAR 19 06:51:22,2023 MAR 19 08:49:13,7071,2023 MAR 19 06:49:22,2023 MAR 19 07:48:12,3530,2023 MAR 19 07:48:13,2023 MAR 19 08:47:13,3540,44.0542,2023 MAR 19 08:17:58
3,3,10,2023 MAR 19 08:49:14,2023 MAR 19 10:47:05,7071,2023 MAR 19 08:47:14,2023 MAR 19 09:46:03,3529,2023 MAR 19 09:46:04,2023 MAR 19 10:45:05,3541,44.2682,2023 MAR 19 10:15:50
