Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Grazing solar occultation observation number,Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km: entry (UTC),Min. Limb Height switch SCI1 to SCI2 (UTC),Limb Height 250 km: exit (UTC),Min. Limb Height (km),Latitude probed @ min. limb height (deg),Longitude probed @ min. limb height (deg),Beta angle (deg),Local Solar Time (LST): TGO2SUN vector surface intercept point @ min. limb height (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
5,5,1,96,23810,0,0,0,1,0,2023 MAR 26 09:48:01,2023 MAR 26 10:32:24,2023 MAR 26 09:48:11,2023 MAR 26 10:32:24,N/A,N/A,2023 MAR 26 09:58:11,2023 MAR 26 10:32:24,2023 MAR 26 09:58:41,2023 MAR 26 10:15:39,2023 MAR 26 10:31:54,4.9422,-3.4732,81.6972,64.1022,17.93,42.3118,195.7896,N/A,371.8843,566.5581,10,640,1658,30,30,2653,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,2053,300,683,1400002C000A0280067A1E1E0A5D0301000D000D0000000000000000000000000000000002620805012C02AB
5,5,2,100,23814,0,0,0,1,0,2023 MAR 26 17:40:07,2023 MAR 26 18:23:25,2023 MAR 26 17:40:17,2023 MAR 26 18:23:25,N/A,N/A,2023 MAR 26 17:50:17,2023 MAR 26 18:23:25,2023 MAR 26 17:50:47,2023 MAR 26 18:07:11,2023 MAR 26 18:22:55,32.3417,-3.8502,-33.1774,65.009,17.9219,42.4583,189.6378,N/A,360.11,548.6676,10,640,1624,30,30,2588,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,1988,300,774,1400002C000A028006581E1E0A1C0301000D000D00000000000000000000000000000000026207C4012C0306
5,5,3,101,23815,0,0,0,1,0,2023 MAR 26 19:38:10,2023 MAR 26 20:21:10,2023 MAR 26 19:38:20,2023 MAR 26 20:21:10,N/A,N/A,2023 MAR 26 19:48:20,2023 MAR 26 20:21:10,2023 MAR 26 19:48:50,2023 MAR 26 20:05:06,2023 MAR 26 20:20:40,39.0989,-3.9822,-61.9158,65.2539,17.9192,42.495,187.9343,N/A,356.8495,543.7133,10,640,1616,30,30,2570,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,1970,300,730,1400002C000A028006501E1E0A0A0301000D000D00000000000000000000000000000000026207B2012C02DA
5,5,4,103,23817,0,0,0,1,0,2023 MAR 26 23:34:00,2023 MAR 27 00:16:34,2023 MAR 26 23:34:10,2023 MAR 27 00:16:34,N/A,N/A,2023 MAR 26 23:44:10,2023 MAR 27 00:16:34,2023 MAR 26 23:44:40,2023 MAR 27 00:00:40,2023 MAR 27 00:16:04,50.6587,-4.7857,-119.4931,65.7044,17.9028,42.5682,185.4736,N/A,352.1398,536.5572,10,640,1600,30,30,2544,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,1944,300,917,1400002C000A028006401E1E09F00301000D000D0000000000000000000000000000000002620798012C0395
5,5,5,106,23820,0,0,0,1,0,2023 MAR 27 05:28:11,2023 MAR 27 06:09:45,2023 MAR 27 05:28:21,2023 MAR 27 06:09:45,N/A,N/A,2023 MAR 27 05:38:21,2023 MAR 27 06:09:45,2023 MAR 27 05:38:51,2023 MAR 27 05:54:20,2023 MAR 27 06:09:15,70.2022,-4.9713,154.3753,66.4022,17.8986,42.678,179.7951,N/A,341.2713,520.0429,10,640,1569,30,30,2484,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,1884,300,766,1400002C000A028006211E1E09B40301000D000D000000000000000000000000000000000262075C012C02FE
5,5,6,109,23823,0,0,0,1,0,2023 MAR 27 11:22:13,2023 MAR 27 12:03:04,2023 MAR 27 11:22:23,2023 MAR 27 12:03:04,N/A,N/A,2023 MAR 27 11:32:23,2023 MAR 27 12:03:04,2023 MAR 27 11:32:53,2023 MAR 27 11:48:01,2023 MAR 27 12:02:34,85.2952,-5.4969,68.1344,67.0769,17.8878,42.7879,175.7254,N/A,333.4822,508.2077,10,640,1548,30,30,2441,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,1841,300,659,1400002C000A0280060C1E1E09890301000D000D0000000000000000000000000000000002620731012C0293
5,5,7,111,23825,0,0,0,1,0,2023 MAR 27 15:18:12,2023 MAR 27 15:58:19,2023 MAR 27 15:18:22,2023 MAR 27 15:58:19,N/A,N/A,2023 MAR 27 15:28:22,2023 MAR 27 15:58:19,2023 MAR 27 15:28:52,2023 MAR 27 15:43:43,2023 MAR 27 15:57:49,97.6854,-5.6332,10.7279,67.5221,17.8847,42.8611,171.5612,N/A,325.5119,496.0972,10,640,1531,30,30,2397,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,1797,300,809,1400002C000A028005FB1E1E095D0301000D000D0000000000000000000000000000000002620705012C0329
5,5,8,304,24018,0,0,0,1,0,2023 APR 12 09:45:43,2023 APR 12 10:26:34,2023 APR 12 09:45:53,2023 APR 12 10:26:34,N/A,N/A,2023 APR 12 09:55:53,2023 APR 12 10:26:34,2023 APR 12 09:56:23,2023 APR 12 10:10:55,2023 APR 12 10:26:04,86.3607,-10.0512,69.8355,67.168,6.2361,49.8749,175.7254,N/A,333.4822,508.2077,10,640,1512,30,30,2441,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,1841,300,878,1400002C000A028005E81E1E09890301000D000D0000000000000000000000000000000002620731012C036E
5,5,9,307,24021,0,0,0,1,0,2023 APR 12 15:39:06,2023 APR 12 16:20:44,2023 APR 12 15:39:16,2023 APR 12 16:20:44,N/A,N/A,2023 APR 12 15:49:16,2023 APR 12 16:20:44,2023 APR 12 15:49:46,2023 APR 12 16:04:36,2023 APR 12 16:20:14,70.6563,-9.3893,-16.4701,66.4751,6.2208,49.9836,180.1736,N/A,341.9958,521.1438,10,640,1530,30,30,2488,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,1888,300,990,1400002C000A028005FA1E1E09B80301000D000D0000000000000000000000000000000002620760012C03DE
5,5,10,309,24023,0,0,0,1,0,2023 APR 12 19:34:31,2023 APR 12 20:16:53,2023 APR 12 19:34:41,2023 APR 12 20:16:53,N/A,N/A,2023 APR 12 19:44:41,2023 APR 12 20:16:53,2023 APR 12 19:45:11,2023 APR 12 20:00:25,2023 APR 12 20:16:23,57.2225,-9.3908,-73.8549,66.0097,6.2211,50.0561,184.3379,N/A,349.9661,533.2543,10,640,1554,30,30,2532,3,1,13,13,0,0,0,0,0,0,0,0,0,0,610,1932,300,847,1400002C000A028006121E1E09E40301000D000D000000000000000000000000000000000262078C012C034F
