Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	14	Nightside	2019 APR 20 15:14:22	2019 APR 20 15:43:48	2019 APR 20 16:13:14	3531.94	-119.78	-69.39	45.92	70.11	-10.23	-70.11	163.44	22.93	3	-	-	-		
1	14	Dayside	2019 APR 20 16:13:14	2019 APR 20 16:42:43	2019 APR 20 17:12:13	3539.49	45.92	96.58	-148.43	-70.11	11.68	70.09	16.70	10.95	3	LNO Ice Index 2SUBD 01	Science: orders #153, #158, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 80: NADIR: Horizontal Bin (57:240;0:1047), Tint = 5000 ms,20 bit,Rhythm = 6964 ms, Binning=3		
2	14	Nightside	2019 APR 20 17:12:13	2019 APR 20 17:41:38	2019 APR 20 18:11:03	3529.84	-148.43	-98.30	17.26	70.09	-10.31	-70.07	163.19	22.91	1	-	-	-		
2	14	Dayside	2019 APR 20 18:11:03	2019 APR 20 18:40:33	2019 APR 20 19:10:03	3540.19	17.26	67.68	-177.11	-70.07	11.80	70.04	16.94	10.93	1	Surface 3SUBD 02	Science: orders #191, #194, #196, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3	&daysideMatch:NILI FOSSAE; 	
3	14	Nightside	2019 APR 20 19:10:03	2019 APR 20 19:39:28	2019 APR 20 20:08:53	3530.19	-177.11	-127.21	-11.47	70.04	-10.40	-69.97	162.96	22.90	14	-	-	-		
3	14	Dayside	2019 APR 20 20:08:53	2019 APR 20 20:38:24	2019 APR 20 21:07:55	3542.03	-11.47	38.79	154.14	-69.97	11.93	69.92	17.18	10.92	14	-		COP row 80: NADIR: Horizontal Bin (57:240;0:1047), Tint = 5000 ms,20 bit,Rhythm = 6964 ms, Binning=3		
4	14	Nightside	2019 APR 20 21:07:55	2019 APR 20 21:37:21	2019 APR 20 22:06:47	3532.16	154.14	-156.13	-40.21	69.92	-10.53	-69.87	162.71	22.88	1	-	-	-		
4	14	Dayside	2019 APR 20 22:06:47	2019 APR 20 22:36:19	2019 APR 20 23:05:51	3543.04	-40.21	9.85	125.39	-69.87	12.00	69.81	17.42	10.90	1	-		COP row -1: UVIS off		
5	14	Nightside	2019 APR 20 23:05:51	2019 APR 20 23:35:17	2019 APR 21 00:04:43	3532.09	125.39	174.93	-68.93	69.81	-10.67	-69.79	162.45	22.86	17	-	-	COP row 79: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 21964 ms, Binning=0		
5	14	Dayside	2019 APR 21 00:04:43	2019 APR 21 00:34:14	2019 APR 21 01:03:46	3543.66	-68.93	-19.11	96.69	-69.79	12.10	69.75	17.69	10.88	17	Surface 3SUBD 02	Science: orders #191, #194, #196, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
6	14	Nightside	2019 APR 21 01:03:46	2019 APR 21 01:33:12	2019 APR 21 02:02:37	3530.55	96.69	145.97	-97.62	69.75	-10.77	-69.74	162.18	22.85	1	-	-	-		
6	14	Dayside	2019 APR 21 02:02:37	2019 APR 21 02:32:09	2019 APR 21 03:01:41	3543.70	-97.62	-48.07	68.02	-69.74	12.23	69.73	17.96	10.87	1	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 79: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 21964 ms, Binning=0		
7	14	Nightside	2019 APR 21 03:01:41	2019 APR 21 03:31:05	2019 APR 21 04:00:29	3528.68	68.02	117.02	-126.29	69.73	-10.85	-69.71	161.92	22.83	14	-	-	-		
7	14	Dayside	2019 APR 21 04:00:29	2019 APR 21 04:30:01	2019 APR 21 04:59:32	3542.91	-126.29	-77.00	39.37	-69.71	12.34	69.72	18.22	10.85	14	-		COP row 80: NADIR: Horizontal Bin (57:240;0:1047), Tint = 5000 ms,20 bit,Rhythm = 6964 ms, Binning=3		
8	14	Nightside	2019 APR 21 04:59:32	2019 APR 21 05:28:56	2019 APR 21 05:58:20	3527.60	39.37	88.10	-154.94	69.72	-10.93	-69.69	161.68	22.81	1	-	-	-		
8	14	Dayside	2019 APR 21 05:58:20	2019 APR 21 06:27:51	2019 APR 21 06:57:22	3541.99	-154.94	-105.91	10.69	-69.69	12.43	69.66	18.46	10.84	1	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
9	14	Nightside	2019 APR 21 06:57:22	2019 APR 21 07:26:46	2019 APR 21 07:56:10	3527.84	10.69	59.21	176.36	69.66	-11.07	-69.61	161.44	22.80	14	-	-	-		
9	14	Dayside	2019 APR 21 07:56:10	2019 APR 21 08:25:41	2019 APR 21 08:55:13	3543.78	176.36	-134.81	-18.06	-69.61	12.52	69.54	18.69	10.82	14	-		COP row 80: NADIR: Horizontal Bin (57:240;0:1047), Tint = 5000 ms,20 bit,Rhythm = 6964 ms, Binning=3		
10	14	Nightside	2019 APR 21 08:55:13	2019 APR 21 09:24:38	2019 APR 21 09:54:02	3528.97	-18.06	30.30	147.61	69.54	-11.20	-69.49	161.20	22.78	1	-	-	-		
10	14	Dayside	2019 APR 21 09:54:02	2019 APR 21 10:23:35	2019 APR 21 10:53:08	3545.42	147.61	-163.74	-46.80	-69.49	12.65	69.43	18.94	10.81	1	HDO CO 3SUBD 01	Science: orders #167, #121, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 79: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 21964 ms, Binning=0		
11	14	Nightside	2019 APR 21 10:53:08	2019 APR 21 11:22:33	2019 APR 21 11:51:58	3530.55	-46.80	1.36	118.86	69.43	-11.29	-69.38	160.95	22.77	14	-	-	-		
11	14	Dayside	2019 APR 21 11:51:58	2019 APR 21 12:21:31	2019 APR 21 12:51:03	3544.61	118.86	167.32	-75.52	-69.38	12.79	69.36	19.21	10.79	14	-		COP row 80: NADIR: Horizontal Bin (57:240;0:1047), Tint = 5000 ms,20 bit,Rhythm = 6964 ms, Binning=3		
12	14	Nightside	2019 APR 21 12:51:03	2019 APR 21 13:20:29	2019 APR 21 13:49:55	3531.77	-75.52	-27.60	90.15	69.36	-11.40	-69.33	160.68	22.75	1	-	-	-		
12	14	Dayside	2019 APR 21 13:49:55	2019 APR 21 14:19:26	2019 APR 21 14:48:57	3542.54	90.15	138.37	-104.21	-69.33	12.88	69.32	19.47	10.77	1	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3	&daysideMatch:CURIOSITY; &daysideMatch:INSIGHT; 	
13	14	Nightside	2019 APR 21 14:48:57	2019 APR 21 15:18:23	2019 APR 21 15:47:49	3531.49	-104.21	-56.55	61.49	69.32	-11.51	-69.31	160.42	22.73	14	-	-	-		
13	14	Dayside	2019 APR 21 15:47:49	2019 APR 21 16:17:19	2019 APR 21 16:46:50	3540.87	61.49	109.42	-132.87	-69.31	12.97	69.29	19.72	10.76	14	-		COP row 80: NADIR: Horizontal Bin (57:240;0:1047), Tint = 5000 ms,20 bit,Rhythm = 6964 ms, Binning=3		
