TGO overlap time with MRO (UTC),Dayside nadir observation number,Thermal orbit number
2020 DEC 29 00:06:00,29,29
2020 DEC 29 21:42:00,40,40
2020 DEC 29 00:06:00,29,29
2020 DEC 30 03:36:00,43,43
2020 DEC 30 09:30:00,46,46
2021 JAN 01 04:45:00,68,68
2021 JAN 01 10:39:00,71,71
2021 JAN 02 08:15:00,82,82
2021 JAN 05 14:54:00,122,122
2021 JAN 07 04:15:00,141,141
2021 JAN 07 10:09:00,144,144
2021 JAN 08 13:39:00,158,158
2021 JAN 08 23:30:00,163,163
2021 JAN 09 05:24:00,166,166
2021 JAN 09 09:21:00,168,168
2021 JAN 10 22:42:00,187,187
2021 JAN 11 22:15:00,199,199
2021 JAN 13 15:33:00,220,220
2021 JAN 14 23:03:00,236,236
2021 JAN 15 03:00:00,238,238
2021 JAN 15 06:57:00,240,240
2021 JAN 15 12:51:00,243,243
2021 JAN 16 14:24:00,256,256
2021 JAN 16 18:21:00,258,258
2021 JAN 16 22:18:00,260,260
2021 JAN 17 00:15:00,261,261
2021 JAN 17 04:12:00,263,263
2021 JAN 18 01:48:00,274,274
2021 JAN 18 03:48:00,275,275
2021 JAN 18 05:45:00,276,276
2021 JAN 18 07:45:00,277,277
2021 JAN 18 09:42:00,278,278
2021 JAN 18 17:36:00,282,282
2021 JAN 19 19:12:00,295,295
2021 JAN 19 21:09:00,296,296
2021 JAN 19 23:06:00,297,297
2021 JAN 19 23:09:00,297,297
2021 JAN 20 01:06:00,298,298
2021 JAN 20 03:03:00,299,299
2021 JAN 20 05:03:00,300,300
2021 JAN 20 07:00:00,301,301
2021 JAN 21 10:36:00,315,315
2021 JAN 21 16:30:00,318,318
2021 JAN 21 18:27:00,319,319
2021 JAN 21 20:27:00,320,320
2021 JAN 21 22:27:00,321,321
2021 JAN 23 00:00:00,334,334
2021 JAN 23 02:00:00,335,335
2021 JAN 23 03:57:00,336,336
2021 JAN 23 05:54:00,337,337
2021 JAN 23 09:51:00,339,339
