NOM_02, OCCEG, 83, 103, 148, 174, 194, 291, 315, 327
NOM_02, OCCIN, 96, 144, 176, 225, 266, 293, 300, 313, 317, 322, 332
NOM_03, OCCEG, 12, 14, 18, 25, 27, 31, 33, 40, 42, 51, 56, 62, 63, 68, 72, 74, 76, 77, 89, 91, 98, 105, 109, 115, 117, 119, 120, 122, 124, 126, 127, 133, 136, 138, 144, 150, 155, 160, 163, 170, 176, 177, 179, 181, 184, 188, 193, 201, 203, 207, 215, 220, 222, 224, 225, 227, 229, 231, 237, 239, 244, 249, 256, 259, 262, 266, 272, 276, 281, 286, 289, 294, 296, 303, 307, 317, 318, 324, 332, 334, 336, 339, 341
NOM_03, OCCIN, 7, 35, 40, 48, 49, 51, 54, 57, 62, 69, 72, 74, 79, 83, 86, 89, 98, 100, 110, 112, 120, 122, 129, 134, 157, 158, 162, 163, 168, 170, 174, 177, 181, 183, 184, 189, 196, 201, 207, 208, 232, 236, 239, 241, 244, 246, 249, 253, 255, 261, 274, 284, 286, 288, 301, 305, 308, 310, 312, 318, 325, 329, 331, 337, 341, 342
CO_001, OCCEG, 44, 107, 251, 268
CO_001, OCCIN, 131, 150, 294
CO_002, OCCEG, 57, 60, 66, 69, 100, 102, 110, 134, 143, 153, 191, 205, 210, 212, 253, 279, 293, 325, 342
CO_002, OCCIN, 19, 23, 37, 42, 63, 77, 114, 119, 124, 127, 136, 179, 188, 191, 193, 194, 205, 218, 234, 251, 272, 289, 296, 303
CO2_01, OCCEG, 93, 189, 217, 301
CO2_02, OCCEG, 16, 35, 79, 84, 114, 139, 141, 151, 162, 165, 198, 200, 218, 232, 261, 300, 305, 312, 313, 331, 337
CO2_02, OCCIN, 21, 29, 31, 33, 44, 60, 81, 107, 109, 126, 133, 146, 151, 186, 200, 210, 224, 231, 237, 248, 262, 268, 281, 283, 298, 307, 321
HCL_01, OCCEG, 23, 29, 54, 131, 157, 167, 168, 186, 213, 236, 284
HCL_01, OCCIN, 11, 102, 138, 141
FUL_01, OCCEG, 234, 274, 329
FUL_01, OCCIN, 9, 27, 84, 95, 148, 270, 291, 320, 334, 336
