NOM_02, OCCEG, 17, 74, 126, 166, 265, 274, 303, 309, 319
NOM_02, OCCIN, 38, 39, 53, 254, 286, 336
NOM_03, OCCEG, 10, 12, 14, 16, 21, 22, 24, 26, 27, 29, 32, 34, 38, 39, 41, 45, 46, 48, 56, 58, 60, 62, 63, 67, 70, 94, 95, 99, 100, 102, 104, 107, 112, 114, 131, 138, 141, 144, 156, 161, 168, 182, 193, 195, 205, 232, 234, 245, 247, 251, 268, 280, 294, 321, 328, 333, 335
NOM_03, OCCIN, 3, 7, 8, 14, 21, 26, 29, 31, 32, 36, 43, 46, 50, 51, 56, 58, 62, 63, 69, 70, 80, 86, 90, 92, 100, 107, 111, 112, 114, 119, 120, 129, 132, 138, 141, 144, 149, 152, 162, 169, 171, 175, 177, 183, 186, 198, 201, 210, 215, 226, 229, 238, 271, 281, 283, 297, 299, 310, 324
CO_001, OCCEG, 162
CO_001, OCCIN, 15, 24, 48, 77, 82, 99, 155, 269
CO_002, OCCEG, 97, 111, 119, 125, 129, 164, 216, 220, 237, 296, 307, 317, 330
CO_002, OCCIN, 27, 65, 74, 75, 109, 117, 146, 158, 213, 223, 231, 244, 312
CO2_02, OCCEG, 8, 50, 51, 79, 82, 84, 123, 149, 158, 180, 207, 218, 276, 305
CO2_02, OCCIN, 5, 12, 19, 34, 67, 79, 84, 105, 161, 188, 196, 252, 256, 261, 288, 301, 314, 322, 338, 341
HCL_01, OCCEG, 7, 189, 263, 278
HCL_01, OCCIN, 16, 55, 126, 241, 273, 316
FUL_01, OCCEG, 19, 31, 36, 72, 88, 135, 150, 191, 249, 290
FUL_01, OCCIN, 45, 94, 95, 102, 125, 131, 135
