Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	86	Ingress	2024 OCT 26 14:48:39	2024 OCT 26 14:51:58	2024 OCT 26 14:52:38	239.00	-140.41	-142.71	-143.14	-65.08	-60.22	-59.16	18.43	3	-	-	-		
N/A	1	86	Egress	2024 OCT 26 15:32:04	2024 OCT 26 15:32:42	2024 OCT 26 15:35:43	219.00	70.41	62.19	42.90	85.20	84.48	80.61	8.75	3	-	-	-		
NOMAD	2	86	Ingress	2024 OCT 26 16:46:33	2024 OCT 26 16:49:52	2024 OCT 26 16:50:32	239.00	-169.18	-171.47	-171.90	-64.98	-60.08	-59.01	18.42	1	6SUBD Nominal #1	Science: orders #121, #134, #149, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	2	86	Egress	2024 OCT 26 17:29:56	2024 OCT 26 17:30:34	2024 OCT 26 17:33:36	220.00	42.21	33.78	14.10	85.26	84.54	80.62	8.77	1	6SUBD Nominal #48	Science: orders #121, #134, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
ACS	3	86	Ingress	2024 OCT 26 18:44:29	2024 OCT 26 18:47:48	2024 OCT 26 18:48:28	239.00	162.02	159.74	159.32	-64.79	-59.84	-58.77	18.42	7	-	-	-		
ACS	3	86	Egress	2024 OCT 26 19:27:49	2024 OCT 26 19:28:27	2024 OCT 26 19:31:29	220.00	14.01	5.37	-14.64	85.31	84.59	80.64	8.78	7	-	-	-		
NOMAD	4	86	Ingress	2024 OCT 26 20:42:27	2024 OCT 26 20:45:46	2024 OCT 26 20:46:26	239.00	133.20	130.94	130.52	-64.59	-59.60	-58.52	18.41	1	6SUBD Nom CO #1	Science: orders #121, #149, #186, #187, #189, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	4	86	Egress	2024 OCT 26 21:25:45	2024 OCT 26 21:26:23	2024 OCT 26 21:29:25	220.00	-13.82	-22.78	-43.30	85.39	84.68	80.70	8.82	1	6SUBD Nominal #54	Science: orders #121, #134, #148, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
ACS	5	86	Ingress	2024 OCT 26 22:40:26	2024 OCT 26 22:43:46	2024 OCT 26 22:44:26	240.00	104.41	102.15	101.73	-64.47	-59.41	-58.32	18.40	14	-	-	-		
ACS	5	86	Egress	2024 OCT 26 23:23:41	2024 OCT 26 23:24:20	2024 OCT 26 23:27:22	221.00	-41.46	-51.01	-72.00	85.48	84.75	80.75	8.85	14	-	-	-		
NOMAD	6	86	Ingress	2024 OCT 27 00:38:24	2024 OCT 27 00:41:44	2024 OCT 27 00:42:25	241.00	75.64	73.38	72.95	-64.41	-59.30	-58.17	18.40	1	6SUBD Nominal #42	Science: orders #121, #134, #169, #129, #149, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	6	86	Egress	2024 OCT 27 01:21:38	2024 OCT 27 01:22:17	2024 OCT 27 01:25:20	222.00	-68.98	-78.94	-100.67	85.58	84.85	80.81	8.90	1	Fullscan fast step5 all #1	Diffraction order stepping (fullscan): 15 orders from 114 to 189 in steps of 5 (6 order(s) per 1 second(s))	COP row -1: 		
N/A	7	86	Ingress	2024 OCT 27 02:36:20	2024 OCT 27 02:39:40	2024 OCT 27 02:40:21	241.00	46.88	44.63	44.20	-64.34	-59.19	-58.06	18.40	3	-	-	-		
N/A	7	86	Egress	2024 OCT 27 03:19:31	2024 OCT 27 03:20:10	2024 OCT 27 03:23:13	222.00	-96.21	-106.67	-129.22	85.68	84.96	80.91	8.97	3	-	-	-		
NOMAD	8	86	Ingress	2024 OCT 27 04:34:11	2024 OCT 27 04:37:33	2024 OCT 27 04:38:14	243.00	18.16	15.88	15.45	-64.31	-59.07	-57.92	18.39	1	6SUBD CO2 CO #34	Science: orders #121, #140, #146, #148, #169, #186, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
