Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	86	Nightside	2024 OCT 26 14:43:14	2024 OCT 26 15:12:46	2024 OCT 26 15:42:18	3543.18	-135.62	-88.35	29.99	-72.26	11.37	72.28	154.79	22.39	3	-	-	-		
1	86	Dayside	2024 OCT 26 15:42:18	2024 OCT 26 16:11:42	2024 OCT 26 16:41:07	3529.19	29.99	76.80	-164.37	72.28	-9.83	-72.26	25.31	10.35	3	Nominal 4SUBD #2	Science: orders #168, #134, #121, #189, with 195000us integration time (4 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 		
2	86	Nightside	2024 OCT 26 16:41:07	2024 OCT 26 17:10:38	2024 OCT 26 17:40:10	3543.46	-164.37	-117.24	1.20	-72.26	11.40	72.21	154.57	22.37	1	-	-	-		
2	86	Dayside	2024 OCT 26 17:40:10	2024 OCT 26 18:09:35	2024 OCT 26 18:39:00	3530.02	1.20	47.92	166.84	72.21	-9.94	-72.18	25.53	10.34	1	-		COP row -1: 		
3	86	Nightside	2024 OCT 26 18:39:00	2024 OCT 26 19:08:33	2024 OCT 26 19:38:06	3545.88	166.84	-146.15	-27.62	-72.18	11.47	72.11	154.35	22.36	7	-	-	COP row -1: 		
3	86	Dayside	2024 OCT 26 19:38:06	2024 OCT 26 20:07:32	2024 OCT 26 20:36:58	3531.55	-27.62	18.99	138.00	72.11	-10.01	-72.07	25.76	10.33	7	-		COP row -1: 		
4	86	Nightside	2024 OCT 26 20:36:58	2024 OCT 26 21:06:31	2024 OCT 26 21:36:04	3546.18	138.00	-175.08	-56.42	-72.07	11.57	72.05	154.10	22.35	1	-	-	-		
4	86	Dayside	2024 OCT 26 21:36:04	2024 OCT 26 22:05:30	2024 OCT 26 22:34:57	3533.00	-56.42	-9.95	109.20	72.05	-10.05	-72.01	26.00	10.31	1	-		COP row -1: 		
5	86	Nightside	2024 OCT 26 22:34:57	2024 OCT 26 23:04:29	2024 OCT 26 23:34:02	3544.76	109.20	155.98	-85.20	-72.01	11.65	72.02	153.86	22.33	14	-	-	-		
5	86	Dayside	2024 OCT 26 23:34:02	2024 OCT 27 00:03:28	2024 OCT 27 00:32:55	3533.67	-85.20	-38.90	80.43	72.02	-10.11	-72.01	26.25	10.29	14	-		COP row -1: 		
6	86	Nightside	2024 OCT 27 00:32:55	2024 OCT 27 01:02:27	2024 OCT 27 01:31:58	3542.66	80.43	127.03	-113.96	-72.01	11.68	72.02	153.61	22.31	1	-	-	-		
6	86	Dayside	2024 OCT 27 01:31:58	2024 OCT 27 02:01:24	2024 OCT 27 02:30:51	3532.69	-113.96	-67.84	51.69	72.02	-10.17	-72.04	26.50	10.28	1	-		COP row -1: 		
7	86	Nightside	2024 OCT 27 02:30:51	2024 OCT 27 03:00:21	2024 OCT 27 03:29:52	3541.45	51.69	98.10	-142.70	-72.04	11.71	72.03	153.38	22.30	3	-	-	-		
7	86	Dayside	2024 OCT 27 03:29:52	2024 OCT 27 03:59:17	2024 OCT 27 04:28:43	3530.72	-142.70	-96.75	22.95	72.03	-10.20	-72.03	26.73	10.26	3	Nominal 4SUBD #2	Science: orders #168, #134, #121, #189, with 195000us integration time (4 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 		
8	86	Nightside	2024 OCT 27 04:28:43	2024 OCT 27 04:58:14	2024 OCT 27 05:27:45	3541.97	22.95	69.20	-171.46	-72.03	11.78	72.00	153.15	22.28	1	-	-	-		
8	86	Dayside	2024 OCT 27 05:27:45	2024 OCT 27 05:57:10	2024 OCT 27 06:26:36	3531.15	-171.46	-125.65	-5.85	72.00	-10.25	-71.94	26.95	10.25	1	-		COP row -1: 		
