UTC Time,Longitude,Latitude,Local Solar Time,Emission Angle,Phase Angle,Solar Angle,Distance (km)
2017 MAR 06 23:15:12,-74.6,-69.4,23:14:40,1.0,98.0,97.2,7760.1
2017 MAR 06 23:15:22,-74.3,-69.5,23:16:04,1.0,97.9,97.1,7739.4
2017 MAR 06 23:15:32,-74.0,-69.6,23:17:28,1.0,97.8,97.1,7718.8
2017 MAR 06 23:15:42,-73.7,-69.7,23:18:54,0.9,97.7,97.0,7698.2
2017 MAR 06 23:15:52,-73.4,-69.8,23:20:21,0.9,97.7,96.9,7677.5
2017 MAR 06 23:16:02,-73.0,-69.9,23:21:50,0.9,97.6,96.8,7656.9
2017 MAR 06 23:16:12,-72.7,-70.0,23:23:20,0.9,97.5,96.8,7636.2
2017 MAR 06 23:16:22,-72.4,-70.1,23:24:51,0.9,97.4,96.7,7615.5
2017 MAR 06 23:16:32,-72.0,-70.2,23:26:23,0.9,97.3,96.6,7594.8
2017 MAR 06 23:16:42,-71.7,-70.3,23:27:57,0.9,97.3,96.5,7574.1
2017 MAR 06 23:16:52,-71.3,-70.4,23:29:32,0.9,97.2,96.5,7553.4
2017 MAR 06 23:17:02,-70.9,-70.5,23:31:09,0.9,97.1,96.4,7532.7
2017 MAR 06 23:17:12,-70.6,-70.6,23:32:47,0.9,97.0,96.3,7512.0
2017 MAR 06 23:17:22,-70.2,-70.7,23:34:26,0.9,96.9,96.2,7491.2
2017 MAR 06 23:17:32,-69.8,-70.8,23:36:07,0.9,96.9,96.2,7470.5
2017 MAR 06 23:17:42,-69.4,-70.9,23:37:50,0.9,96.8,96.1,7449.7
2017 MAR 06 23:17:52,-69.0,-71.0,23:39:34,0.8,96.7,96.0,7428.9
2017 MAR 06 23:18:02,-68.6,-71.0,23:41:19,0.8,96.6,95.9,7408.2
2017 MAR 06 23:18:12,-68.2,-71.1,23:43:07,0.8,96.5,95.8,7387.4
2017 MAR 06 23:18:22,-67.8,-71.2,23:44:56,0.8,96.4,95.8,7366.6
2017 MAR 06 23:18:32,-67.4,-71.3,23:46:46,0.8,96.4,95.7,7345.8
2017 MAR 06 23:18:42,-67.0,-71.4,23:48:38,0.8,96.3,95.6,7325.0
2017 MAR 06 23:18:52,-66.5,-71.5,23:50:32,0.8,96.2,95.5,7304.1
2017 MAR 06 23:19:02,-66.1,-71.6,23:52:28,0.8,96.1,95.4,7283.3
2017 MAR 06 23:19:12,-65.6,-71.7,23:54:25,0.8,96.0,95.4,7262.5
2017 MAR 06 23:19:22,-65.2,-71.8,23:56:24,0.8,95.9,95.3,7241.6
2017 MAR 06 23:19:32,-64.7,-71.8,23:58:25,0.8,95.8,95.2,7220.8
2017 MAR 06 23:19:42,-64.3,-71.9,00:00:28,0.8,95.8,95.1,7199.9
2017 MAR 06 23:19:52,-63.8,-72.0,00:02:33,0.8,95.7,95.0,7179.0
2017 MAR 06 23:20:02,-63.3,-72.1,00:04:39,0.7,95.6,94.9,7158.2
2017 MAR 06 23:20:12,-62.8,-72.2,00:06:47,0.7,95.5,94.9,7137.3
