Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	42	Ingress	2021 JUN 12 14:51:31	2021 JUN 12 14:55:08	2021 JUN 12 14:55:54	263.00	-132.52	-137.09	-138.06	32.82	25.84	24.23	18.73	14	-	-	-		
N/A	1	42	Egress	2021 JUN 12 15:32:20	2021 JUN 12 15:33:08	2021 JUN 12 15:37:02	282.00	69.36	66.29	54.76	-61.63	-60.41	-54.29	8.90	14	-	-	-		
NOMAD	2	42	Ingress	2021 JUN 12 16:49:30	2021 JUN 12 16:53:07	2021 JUN 12 16:53:53	263.00	-161.40	-165.96	-166.93	32.51	25.50	23.88	18.72	1	CO2 Fullscan Fast #3	Diffraction order stepping (fullscan): 10 orders from 125 to 135 in steps of 1 (6 order(s) per 1 second(s))	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	2	42	Egress	2021 JUN 12 17:30:15	2021 JUN 12 17:31:03	2021 JUN 12 17:34:57	282.00	40.49	37.43	25.92	-61.55	-60.33	-54.17	8.89	1	6SUBD Nom CO #7	Science: orders #121, #135, #148, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
ACS	3	42	Ingress	2021 JUN 12 18:47:30	2021 JUN 12 18:51:08	2021 JUN 12 18:51:54	264.00	169.72	165.14	164.18	32.20	25.13	23.51	18.71	3	-	-	-	&daysideMatch:MERIDIANI SULPHATES; &mroOverlap; 	
ACS	3	42	Egress	2021 JUN 12 19:28:13	2021 JUN 12 19:29:01	2021 JUN 12 19:32:55	282.00	11.69	8.63	-2.89	-61.50	-60.27	-54.08	8.89	3	-	-	-	&daysideMatch:MERIDIANI SULPHATES; &mroOverlap; 	
NOMAD	4	42	Ingress	2021 JUN 12 20:45:31	2021 JUN 12 20:49:09	2021 JUN 12 20:49:56	265.00	140.83	136.26	135.28	31.91	24.80	23.14	18.70	1	CO2 100km #1	Science: orders #167, #155, #159, #164, #148, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&daysideMatch:ACIDALIA MUD VOLCANOES NE; 	
NOMAD	4	42	Egress	2021 JUN 12 21:26:12	2021 JUN 12 21:27:00	2021 JUN 12 21:30:55	283.00	-17.13	-20.19	-31.75	-61.45	-60.21	-53.96	8.88	1	129 only #2	Science: orders #129, #129, #129, #129, #129, #129, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&daysideMatch:ACIDALIA MUD VOLCANOES NE; 	
N/A	5	42	Ingress	2021 JUN 12 22:43:33	2021 JUN 12 22:47:12	2021 JUN 12 22:47:59	266.00	111.97	107.39	106.41	31.65	24.48	22.81	18.69	14	-	-	-		
ACS	5	42	Egress	2021 JUN 12 23:24:10	2021 JUN 12 23:24:59	2021 JUN 12 23:28:54	284.00	-45.96	-49.09	-60.63	-61.39	-60.11	-53.82	8.87	14	-	-	-		
NOMAD	6	42	Ingress	2021 JUN 13 00:41:32	2021 JUN 13 00:45:12	2021 JUN 13 00:45:59	267.00	83.14	78.53	77.55	31.42	24.18	22.50	18.68	1	6SUBD Nominal #45	Science: orders #121, #136, #169, #129, #149, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&ingressMatch:NILI FOSSAE FORSTERITE; &ingressMatch:NILI FOSSAE FAULT; &ingressMatch:PERSEVERANCE; &mroOverlap; 	
NOMAD	6	42	Egress	2021 JUN 13 01:22:07	2021 JUN 13 01:22:56	2021 JUN 13 01:26:53	286.00	-74.76	-77.89	-89.52	-61.34	-60.06	-53.67	8.86	1	CO Fullscan Fast #2	Diffraction order stepping (fullscan): 10 orders from 185 to 195 in steps of 1 (6 order(s) per 1 second(s))	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&ingressMatch:NILI FOSSAE FORSTERITE; &ingressMatch:NILI FOSSAE FAULT; &ingressMatch:PERSEVERANCE; &mroOverlap; 	
N/A	7	42	Ingress	2021 JUN 13 02:39:27	2021 JUN 13 02:43:08	2021 JUN 13 02:43:55	268.00	54.33	49.70	48.72	31.20	23.90	22.21	18.67	1	-	-	-	&daysideMatch:OLYMPICA FOSSAE-JOVIS THOLUS; 	
NOMAD	7	42	Egress	2021 JUN 13 03:20:00	2021 JUN 13 03:20:49	2021 JUN 13 03:24:47	287.00	-103.48	-106.62	-118.32	-61.31	-60.03	-53.58	8.86	1	6SUBD Nominal #42	Science: orders #121, #134, #169, #129, #149, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&daysideMatch:OLYMPICA FOSSAE-JOVIS THOLUS; 	
ACS	8	42	Ingress	2021 JUN 13 04:37:23	2021 JUN 13 04:41:05	2021 JUN 13 04:41:52	269.00	25.48	20.84	19.86	30.92	23.56	21.87	18.66	14	-	-	-		
ACS	8	42	Egress	2021 JUN 13 05:17:54	2021 JUN 13 05:18:43	2021 JUN 13 05:22:41	287.00	-132.29	-135.42	-147.12	-61.26	-59.96	-53.49	8.85	14	-	-	-		
NOMAD	9	42	Ingress	2021 JUN 13 06:35:26	2021 JUN 13 06:39:08	2021 JUN 13 06:39:55	269.00	-3.45	-8.08	-9.05	30.54	23.15	21.45	18.64	1	6SUBD Nominal #51	Science: orders #121, #136, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	9	42	Egress	2021 JUN 13 07:15:53	2021 JUN 13 07:16:42	2021 JUN 13 07:20:40	287.00	-161.27	-164.39	-176.04	-61.13	-59.83	-53.32	8.83	1	6SUBD Nominal #51	Science: orders #121, #136, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
ACS	10	42	Ingress	2021 JUN 13 08:33:29	2021 JUN 13 08:37:12	2021 JUN 13 08:37:59	270.00	-32.36	-37.00	-37.97	30.20	22.75	21.04	18.63	14	-	-	-		
ACS	10	42	Egress	2021 JUN 13 09:13:54	2021 JUN 13 09:14:43	2021 JUN 13 09:18:43	289.00	169.81	166.69	154.99	-61.04	-59.73	-53.12	8.82	14	-	-	-		
