Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	47	Nightside	2021 OCT 30 15:36:07	2021 OCT 30 16:05:25	2021 OCT 30 16:34:43	3515.86	82.03	-132.19	-112.29	-44.12	-41.91	44.19	140.54	2.69	3	-	-	-		
1	47	Dayside	2021 OCT 30 16:34:43	2021 OCT 30 17:04:23	2021 OCT 30 17:34:02	3559.15	-112.29	32.82	53.22	44.19	42.95	-44.27	39.37	14.65	3	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	&mroOverlap; 	
2	47	Nightside	2021 OCT 30 17:34:02	2021 OCT 30 18:03:21	2021 OCT 30 18:32:40	3518.15	53.22	-161.10	-141.11	-44.27	-41.74	44.34	140.73	2.68	1	-	-	-		
2	47	Dayside	2021 OCT 30 18:32:40	2021 OCT 30 19:02:21	2021 OCT 30 19:32:02	3561.20	-141.11	3.89	24.39	44.34	42.78	-44.42	39.16	14.63	1	-		COP row -1: 	&mroOverlap; 	
3	47	Nightside	2021 OCT 30 19:32:02	2021 OCT 30 20:01:21	2021 OCT 30 20:30:40	3518.42	24.39	169.97	-169.96	-44.42	-41.55	44.52	140.95	2.66	14	-	-	-		
3	47	Dayside	2021 OCT 30 20:30:40	2021 OCT 30 21:00:22	2021 OCT 30 21:30:03	3563.27	-169.96	-25.01	-4.47	44.52	42.59	-44.60	38.98	14.62	14	-		COP row -1: 	&daysideMatch:ACIDALIA MUD VOLCANOES BASIN; &daysideMatch:MAWRTH VALLIS-ARAM CHAOS; &daysideMatch:MAWRTH VALLIS; 	
4	47	Nightside	2021 OCT 30 21:30:03	2021 OCT 30 21:59:22	2021 OCT 30 22:28:41	3517.52	-4.47	141.07	161.17	-44.60	-41.36	44.71	141.13	2.65	1	-	-	-		
4	47	Dayside	2021 OCT 30 22:28:41	2021 OCT 30 22:58:23	2021 OCT 30 23:28:05	3563.81	161.17	-53.86	-33.37	44.71	42.37	-44.82	38.82	14.61	1	Nominal 6SUBD 01	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	&mroOverlap; 	
5	47	Nightside	2021 OCT 30 23:28:05	2021 OCT 30 23:57:23	2021 OCT 31 00:26:41	3516.53	-33.37	112.22	132.28	-44.82	-41.19	44.93	141.27	2.64	14	-	-	-		
5	47	Dayside	2021 OCT 31 00:26:41	2021 OCT 31 00:56:22	2021 OCT 31 01:26:03	3562.15	132.28	-82.67	-62.26	44.93	42.15	-45.05	38.68	14.60	14	-		COP row -1: 	&mroOverlap; 	
6	47	Nightside	2021 OCT 31 01:26:03	2021 OCT 31 01:55:21	2021 OCT 31 02:24:39	3515.69	-62.26	83.42	103.40	-45.05	-41.00	45.15	141.39	2.63	1	-	-	-		
6	47	Dayside	2021 OCT 31 02:24:39	2021 OCT 31 02:54:19	2021 OCT 31 03:23:59	3559.82	103.40	-111.48	-91.12	45.15	41.97	-45.25	38.55	14.60	1	-		COP row -1: 	&daysideMatch:ASCRAEUS MONS; &mroOverlap; 	
7	47	Nightside	2021 OCT 31 03:23:59	2021 OCT 31 03:53:16	2021 OCT 31 04:22:34	3514.90	-91.12	54.61	74.56	-45.25	-40.78	45.33	141.54	2.63	1	-	-	-		
7	47	Dayside	2021 OCT 31 04:22:34	2021 OCT 31 04:52:14	2021 OCT 31 05:21:54	3560.17	74.56	-140.34	-119.92	45.33	41.83	-45.39	38.39	14.59	1	Surface 3SUBD #3	Science: orders #189, #194, #196, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	&daysideMatch:OLYMPUS MONS; 	
8	47	Nightside	2021 OCT 31 05:21:54	2021 OCT 31 05:51:12	2021 OCT 31 06:20:30	3515.88	-119.92	25.71	45.76	-45.39	-40.60	45.46	141.74	2.61	14	-	-	-		
8	47	Dayside	2021 OCT 31 06:20:30	2021 OCT 31 06:50:11	2021 OCT 31 07:19:52	3562.05	45.76	-169.27	-148.75	45.46	41.66	-45.54	38.18	14.57	14	-		COP row -1: 		
9	47	Nightside	2021 OCT 31 07:19:52	2021 OCT 31 07:49:11	2021 OCT 31 08:18:30	3518.07	-148.75	-3.22	16.93	-45.54	-40.45	45.61	141.93	2.60	1	-	-	-		
9	47	Dayside	2021 OCT 31 08:18:30	2021 OCT 31 08:48:11	2021 OCT 31 09:17:52	3562.01	16.93	161.81	-177.61	45.61	41.46	-45.72	37.97	14.56	1	-		COP row -1: 		
10	47	Nightside	2021 OCT 31 09:17:52	2021 OCT 31 09:47:11	2021 OCT 31 10:16:31	3519.19	-177.61	-32.11	-11.95	-45.72	-40.26	45.80	142.12	2.59	3	-	-	-		
10	47	Dayside	2021 OCT 31 10:16:31	2021 OCT 31 10:46:12	2021 OCT 31 11:15:52	3561.19	-11.95	132.93	153.51	45.80	41.28	-45.92	37.80	14.55	3	CH4 H2O 2SUBD 02	Science: orders #136, #168, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	&daysideMatch:AEOLIS MENSAE MFF; &daysideMatch:CURIOSITY; 	
11	47	Nightside	2021 OCT 31 11:15:52	2021 OCT 31 11:45:12	2021 OCT 31 12:14:31	3518.81	153.51	-60.97	-40.85	-45.92	-40.04	46.03	142.28	2.58	1	-	-	-		
11	47	Dayside	2021 OCT 31 12:14:31	2021 OCT 31 12:44:11	2021 OCT 31 13:13:51	3560.20	-40.85	104.09	124.62	46.03	41.12	-46.13	37.66	14.54	1	-		COP row -1: 	&daysideMatch:TIANWEN1; 	
12	47	Nightside	2021 OCT 31 13:13:51	2021 OCT 31 13:43:10	2021 OCT 31 14:12:28	3517.26	124.62	-89.79	-69.74	-46.13	-39.82	46.24	142.43	2.57	3	-	-	-		
12	47	Dayside	2021 OCT 31 14:12:28	2021 OCT 31 14:42:08	2021 OCT 31 15:11:48	3559.11	-69.74	75.28	95.76	46.24	40.95	-46.33	37.53	14.53	3	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	&daysideMatch:PERSEVERANCE; 	
13	47	Nightside	2021 OCT 31 15:11:48	2021 OCT 31 15:41:06	2021 OCT 31 16:10:24	3516.09	95.76	-118.61	-98.57	-46.33	-39.64	46.41	142.57	2.56	1	-	-	-		
13	47	Dayside	2021 OCT 31 16:10:24	2021 OCT 31 16:40:03	2021 OCT 31 17:09:42	3557.87	-98.57	46.44	66.94	46.41	40.76	-46.49	37.36	14.52	1	-		COP row -1: 		
