NOM_02, OCCEG, 46, 66, 152, 195, 218, 278
NOM_02, OCCIN, 49, 57, 82, 111, 138
NOM_03, OCCEG, 28, 95, 215, 330
NOM_03, OCCIN, 193, 323
CO_001, OCCEG, 82, 109, 113, 125, 127, 138, 268, 281, 287
CO_001, OCCIN, 21, 23, 28, 40, 68, 135, 198, 227, 272, 283
CO2_01, OCCEG, 11, 21, 26, 34, 42, 44, 55, 63, 107, 111, 117, 123, 141, 160, 207, 223, 247, 250, 275, 289, 308, 310, 322, 340
CO2_01, OCCIN, 44, 46, 73, 92, 129, 156, 160, 181, 209, 215, 247, 273, 291, 333, 335
HCL_01, OCCEG, 9, 23, 40, 54, 60, 115, 129, 147, 166, 190, 197, 272, 277, 299
HCL_01, OCCIN, 9, 26, 52, 63, 70, 125, 140, 147, 150, 152, 165, 177, 241, 244, 246, 266, 295, 299, 300, 313
