MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2026 JAN 21 01:30:00,42.6002,23.13,297.05,15.5922,74.2006,2.6228e-14,74.2006,2026 JAN 21 01:36:00,41.5442,22.8094,415.5326,15.6683,74.2977,0.05661,74.2596
2026 JAN 22 13:00:00,35.6758,-134.639,290.6283,15.6189,70.8218,3.1806e-14,70.8218,2026 JAN 22 13:00:00,36.7743,-136.3631,413.762,15.5042,70.2872,0.046922,70.2512
2026 JAN 23 20:42:00,17.4272,123.6673,277.5428,15.6861,62.6873,6.7395e-14,62.6873,2026 JAN 23 20:33:00,18.0114,125.1336,400.5599,15.6378,62.3282,0.082544,62.3877
2026 JAN 23 22:33:00,13.5806,96.8492,274.0733,15.6983,61.2262,2.0365e-14,61.2262,2026 JAN 23 22:33:00,11.8583,97.3684,396.0584,15.7331,61.0036,0.14543,61.099
2026 JAN 25 09:57:00,-12.0385,-58.7278,259.7932,15.7733,55.0666,1.8062e-14,55.0666,2026 JAN 25 10:03:00,-10.8459,-59.5902,386.9265,15.8133,55.8262,0.39681,55.994
2026 JAN 26 17:42:00,-20.0943,-161.8509,257.7636,15.7933,54.5112,5.636e-14,54.5112,2026 JAN 26 17:33:00,-21.3928,-160.4892,383.3231,15.7383,53.687,0.49107,53.8418
2026 JAN 28 07:00:00,-40.5837,14.9258,254.3844,15.8736,56.7603,1.0183e-14,56.7603,2026 JAN 28 07:00:00,-41.2316,15.1532,379.4883,15.8889,57.0459,0.57199,57.1327
2026 JAN 29 20:21:00,-50.9401,-169.377,252.4105,15.9303,59.423,8.996e-15,59.423,2026 JAN 29 20:24:00,-52.0072,-169.5091,380.8942,15.97,60.0658,0.55429,60.1253
2026 JAN 31 07:51:00,-57.07,33.2663,251.9032,15.9828,61.3707,5.2165e-14,61.3707,2026 JAN 31 07:48:00,-56.8721,33.1379,379.6592,15.9256,60.8688,0.53032,60.9177
2026 FEB 03 16:12:00,-70.599,-56.2705,251.2009,16.1969,66.5303,2.0365e-14,66.5303,2026 FEB 03 16:27:00,-69.127,-56.1576,379.2837,16.4478,67.2776,0.45817,67.3617
2026 FEB 11 13:03:00,-75.2301,69.5571,249.1557,16.3369,67.1472,1.1495e-14,67.1472,2026 FEB 11 13:09:00,-74.5138,69.6941,380.2554,16.4436,67.3045,0.41081,67.3983
