Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2024 MAR 16 14:19:00,2024 MAR 16 16:16:56,7076,2024 MAR 16 14:17:01,2024 MAR 16 15:16:17,3556,2024 MAR 16 15:16:18,2024 MAR 16 16:14:56,3518,40.7437,2024 MAR 16 15:45:49
1,1,2,2024 MAR 16 16:16:57,2024 MAR 16 18:14:57,7080,2024 MAR 16 16:14:57,2024 MAR 16 17:14:16,3559,2024 MAR 16 17:14:17,2024 MAR 16 18:12:57,3520,40.9092,2024 MAR 16 17:43:49
3,3,3,2024 MAR 16 18:14:58,2024 MAR 16 20:12:59,7081,2024 MAR 16 18:12:58,2024 MAR 16 19:12:17,3559,2024 MAR 16 19:12:18,2024 MAR 16 20:10:59,3521,41.0992,2024 MAR 16 19:41:51
1,1,4,2024 MAR 16 20:13:00,2024 MAR 16 22:11:00,7080,2024 MAR 16 20:11:00,2024 MAR 16 21:10:18,3558,2024 MAR 16 21:10:19,2024 MAR 16 22:09:00,3521,41.3167,2024 MAR 16 21:39:52
3,3,5,2024 MAR 16 22:11:01,2024 MAR 17 00:08:57,7076,2024 MAR 16 22:09:01,2024 MAR 16 23:08:16,3555,2024 MAR 16 23:08:17,2024 MAR 17 00:06:57,3520,41.538,2024 MAR 16 23:37:49
1,1,6,2024 MAR 17 00:08:58,2024 MAR 17 02:06:51,7073,2024 MAR 17 00:06:58,2024 MAR 17 01:06:12,3554,2024 MAR 17 01:06:13,2024 MAR 17 02:04:51,3518,41.7325,2024 MAR 17 01:35:45
1,1,7,2024 MAR 17 02:06:52,2024 MAR 17 04:04:48,7076,2024 MAR 17 02:04:52,2024 MAR 17 03:04:08,3556,2024 MAR 17 03:04:09,2024 MAR 17 04:02:48,3519,41.8884,2024 MAR 17 03:33:41
3,3,8,2024 MAR 17 04:04:49,2024 MAR 17 06:02:48,7079,2024 MAR 17 04:02:49,2024 MAR 17 05:02:07,3558,2024 MAR 17 05:02:08,2024 MAR 17 06:00:48,3520,42.0547,2024 MAR 17 05:31:40
1,1,9,2024 MAR 17 06:02:49,2024 MAR 17 08:00:50,7081,2024 MAR 17 06:00:49,2024 MAR 17 07:00:08,3559,2024 MAR 17 07:00:09,2024 MAR 17 07:58:50,3521,42.2479,2024 MAR 17 07:29:41
3,3,10,2024 MAR 17 08:00:51,2024 MAR 17 09:58:49,7078,2024 MAR 17 07:58:51,2024 MAR 17 08:58:09,3558,2024 MAR 17 08:58:10,2024 MAR 17 09:56:49,3519,42.453,2024 MAR 17 09:27:42
