Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	131	59	Grazing	2022 OCT 12 06:27:29	-	2022 OCT 12 06:56:15	1726.00	161.60	-	161.60	-45.82	-	-45.82	-	14	-	-	-		
NOMAD	132	59	Grazing	2022 OCT 12 08:25:15	-	2022 OCT 12 08:54:29	1754.00	132.57	-	132.57	-46.44	-	-46.44	-	5	6SUBD CO2 H2O CO #15	Science: orders #121, #132, #148, #165, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&grazingMatch:AEOLIS MENSAE MFF; 	
N/A	133	59	Grazing	2022 OCT 12 10:22:59	-	2022 OCT 12 10:52:37	1778.00	103.58	-	103.58	-47.02	-	-47.02	-	14	-	-	-		
N/A	134	59	Grazing	2022 OCT 12 12:20:38	-	2022 OCT 12 12:50:36	1798.00	74.55	-	74.55	-47.66	-	-47.66	-	14	-	-	-		
N/A	135	59	Grazing	2022 OCT 12 14:18:21	-	2022 OCT 12 14:48:31	1810.00	45.57	-	45.57	-48.19	-	-48.19	-	14	-	-	-		
NOMAD	136	59	Grazing	2022 OCT 12 16:16:10	-	2022 OCT 12 16:46:38	1828.00	16.62	-	16.62	-48.65	-	-48.65	-	5	All Fullscan Fast #2	Diffraction order stepping (fullscan): 115 orders from 110 to 225 in steps of 1 (6 order(s) per 1 second(s))	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
N/A	137	59	Grazing	2022 OCT 12 18:13:59	-	2022 OCT 12 18:44:45	1846.00	-12.35	-	-12.35	-49.12	-	-49.12	-	14	-	-	-		
NOMAD	138	59	Grazing	2022 OCT 12 20:11:43	-	2022 OCT 12 20:42:51	1868.00	-41.44	-	-41.44	-49.77	-	-49.77	-	5	6SUBD CO2 H2O #14	Science: orders #121, #134, #148, #132, #165, #169, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	139	59	Grazing	2022 OCT 12 22:09:25	-	2022 OCT 12 22:40:53	1888.00	-70.50	-	-70.50	-50.36	-	-50.36	-	5	6SUBD CO2 H2O #14	Science: orders #121, #134, #148, #132, #165, #169, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&grazingMatch:EASTERN COPRATES; &grazingMatch:COPRATES RISE; 	
N/A	140	59	Grazing	2022 OCT 13 00:07:08	-	2022 OCT 13 00:38:56	1908.00	-99.50	-	-99.50	-50.88	-	-50.88	-	3	-	-	-		
N/A	141	59	Grazing	2022 OCT 13 02:04:56	-	2022 OCT 13 02:36:54	1918.00	-128.35	-	-128.35	-51.15	-	-51.15	-	14	-	-	-		
NOMAD	142	59	Grazing	2022 OCT 13 04:02:43	-	2022 OCT 13 04:34:53	1930.00	-157.34	-	-157.34	-51.62	-	-51.62	-	5	6SUBD Nominal #48	Science: orders #121, #134, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
