MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2022 OCT 29 18:39:00,-65.6466,-64.2262,248.5546,14.7292,60.2054,3.8431e-14,60.2054,2022 OCT 29 18:36:00,-63.3624,-61.1942,379.3905,14.8825,59.4683,0.25449,59.2545
2022 OCT 31 08:03:00,-66.2109,110.0503,250.4211,14.7472,60.973,4.0357e-14,60.973,2022 OCT 31 07:57:00,-65.4203,112.0462,377.6983,14.7831,60.6077,0.29225,60.5016
2022 NOV 01 21:27:00,-66.5218,-75.8663,249.0121,14.7528,61.5164,5.1439e-14,61.5164,2022 NOV 01 21:18:00,-67.3153,-74.4001,378.5491,14.7044,61.8495,0.52123,61.8081
2022 NOV 02 03:03:00,-68.2617,-157.2395,250.5465,14.7781,62.8426,1.0183e-14,62.8426,2022 NOV 02 03:12:00,-67.9012,-159.7705,381.2062,14.7553,62.5077,0.71196,62.5019
2022 NOV 03 16:27:00,-68.9627,16.998,250.8572,14.7942,63.6952,1.4224e-14,63.6952,2022 NOV 03 16:33:00,-69.5567,14.399,379.7797,14.7183,63.8151,0.81606,63.7794
2022 NOV 05 03:57:00,-75.3298,-137.8174,250.6659,15.0244,69.0206,3.4329e-14,69.0206,2022 NOV 05 03:57:00,-72.8746,-134.3282,381.7322,15.2569,68.2082,0.2587,68.2907
2022 NOV 05 05:51:00,-69.6397,-168.7595,250.1032,14.8108,64.5345,2.5655e-14,64.5345,2022 NOV 05 05:54:00,-71.1311,-170.5372,380.9279,14.7411,65.3097,0.38176,65.3127
2022 NOV 11 13:18:00,-75.4104,143.4549,251.0214,15.0303,70.423,1.9926e-14,70.423,2022 NOV 11 13:15:00,-74.8389,140.8965,378.7267,14.8111,69.4275,0.35641,69.4549
2022 NOV 13 02:42:00,-75.552,-42.4049,251.6803,15.0417,70.8747,2.0674e-14,70.8747,2022 NOV 13 02:36:00,-75.5466,-40.3376,378.7679,15.0819,70.9827,0.36015,71.0233
2022 NOV 13 08:18:00,-77.1542,-122.555,251.5822,15.1489,72.2488,1.552e-14,72.2488,2022 NOV 13 08:30:00,-75.6187,-124.1894,381.9156,15.2344,71.5119,0.36462,71.5581
2022 NOV 19 12:03:00,-74.4823,-121.6593,252.1319,15.0175,71.4477,5.1873e-14,71.4477,2022 NOV 19 11:54:00,-75.859,-122.4926,381.7287,14.8158,71.8372,0.34879,71.871
2022 NOV 19 17:39:00,-76.7851,157.9486,251.7844,15.1086,73.2634,1.2033e-14,73.2634,2022 NOV 19 17:48:00,-75.8816,155.0511,379.5719,15.0614,72.5484,0.35647,72.5899
2022 NOV 21 01:27:00,-74.9719,52.5874,251.8266,15.0369,72.1588,1.242e-14,72.1588,2022 NOV 21 01:15:00,-75.6272,56.7243,380.8029,15.1181,72.8152,0.36012,72.8568
2022 NOV 21 07:03:00,-77.2998,-27.437,253.6606,15.1528,74.0397,9.5417e-15,74.0397,2022 NOV 21 07:09:00,-75.4514,-25.7937,378.9998,15.3594,73.4526,0.36885,73.5012
