Target Name,Flyover #,Orbit type,Thermal orbit number,Start crossing time (UTC),End crossing time (UTC),Start crossing latitude (deg),Start crossing longitude (deg),End crossing latitude (deg),End crossing longitude (deg),Start crossing phase angle (deg),End crossing phase angle (deg),Start crossing solar incidence angle (deg),End crossing solar incidence angle (deg),Start crossing emission angle (deg),End crossing emission angle (deg),Start crossing LST (h),End crossing LST (h)
Region of residual magnetic field,1,3,11,2025 AUG 03 10:35:11,2025 AUG 03 10:41:33,-10.0989,-143.8805,-28.9485,-140,136.9256,135.6748,136.8205,135.5386,0.16425,0.14552,2.8978,3.2597
Region of residual magnetic field,2,3,24,2025 AUG 04 12:07:59,2025 AUG 04 12:26:02,-10.0989,-160.0463,-62.166,-140,139.8625,112.8254,139.7585,120.672,0.16391,7.8469,2.6858,4.3147
Region of residual magnetic field,3,1,36,2025 AUG 05 11:42:53,2025 AUG 05 11:53:07,-10.0989,-147.2794,-40.3285,-140,142.5674,136.1937,142.4647,135.983,0.16351,0.22986,2.4897,3.1411
Region of residual magnetic field,4,1,49,2025 AUG 06 13:15:41,2025 AUG 06 13:34:43,-10.0989,-163.4466,-64.6799,-140,145.4837,112.944,145.3828,120.929,0.163,7.987,2.2775,4.1494
Region of residual magnetic field,5,1,51,2025 AUG 06 17:25:09,2025 AUG 06 17:32:37,-49.9876,150.0204,-69.6686,172.9931,131.2408,112.944,132.5071,115.7891,1.2711,2.8485,3.2222,4.875
Region of residual magnetic field,6,1,61,2025 AUG 07 12:50:35,2025 AUG 07 13:03:35,-10.0989,-150.6817,-48.3089,-140,148.1616,135.1684,148.0627,135.01,0.16246,0.17737,2.0814,3.0044
Region of residual magnetic field,7,1,62,2025 AUG 07 14:48:31,2025 AUG 07 15:09:36,-10.0989,-179.6326,-69.6714,-145.3555,148.406,112.944,148.2939,116.6263,0.16432,3.6848,2.0644,4.6917
Region of residual magnetic field,8,3,63,2025 AUG 07 16:46:28,2025 AUG 07 17:07:32,-10.0989,151.4141,-69.643,-174.4552,148.698,112.7146,148.5238,116.759,0.18416,4.0445,2.0478,4.665
Region of residual magnetic field,9,1,64,2025 AUG 07 19:04:22,2025 AUG 07 19:05:27,-67.0666,150.0883,-69.6837,156.5759,112.944,112.944,119.8583,116.8353,6.9161,3.8937,4.1964,4.6467
Region of residual magnetic field,10,3,76,2025 AUG 08 18:35:07,2025 AUG 08 18:40:22,-56.1519,150.0261,-69.713,169.3731,124.7104,112.7146,131.1022,117.696,6.3919,4.9815,3.0781,4.4531
Region of residual magnetic field,11,3,101,2025 AUG 10 19:43:45,2025 AUG 10 19:48:03,-59.0961,150.0436,-69.8914,167.5843,130.8598,119.1038,130.6121,118.8988,0.2479,0.20853,2.9128,4.1519
Region of residual magnetic field,12,3,114,2025 AUG 11 21:20:37,2025 AUG 11 21:20:50,-69.4415,150.098,-69.8911,151.3244,120.4893,119.9082,120.4019,119.8237,0.11486,0.1141,3.8483,3.9333
Region of residual magnetic field,13,1,126,2025 AUG 12 20:53:07,2025 AUG 12 20:55:59,-62.3747,150.0539,-69.879,164.1061,116.2059,112.9441,129.4805,120.6064,14.0772,8.1471,2.7592,3.7428
Region of residual magnetic field,14,3,151,2025 AUG 14 22:01:15,2025 AUG 14 22:03:25,-64.7226,150.065,-69.8913,160.763,128.9378,122.4324,128.6741,122.1924,0.27187,0.2482,2.5858,3.3342
Region of residual magnetic field,15,1,176,2025 AUG 16 23:09:45,2025 AUG 16 23:11:07,-66.7393,150.0767,-69.8912,157.3364,127.9104,123.749,127.803,123.6544,0.14521,0.14107,2.4183,2.9244
Region of residual magnetic field,16,3,201,2025 AUG 19 00:18:06,2025 AUG 19 00:18:45,-68.4179,150.0888,-69.8911,153.8336,127.4298,125.4032,126.9813,124.9764,0.46145,0.43744,2.2483,2.5086
Region of residual magnetic field,17,3,226,2025 AUG 21 01:26:21,2025 AUG 21 01:26:24,-69.7733,150.101,-69.8911,150.4291,126.6897,126.5245,126.2473,126.084,0.44663,0.44469,2.0769,2.0997
