Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Ingress solar occultation observation number,Merged Occultation (YES = 1; NO = 0),Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km (UTC),Latitude probed @ limb height 250 km (deg),Longitude probed @ limb height 250 km (deg),Limb Height 0 km (UTC),Latitude probed @ limb height 0 km (deg),Longitude probed @ limb height 0 km (deg),Limb Height 50 km: switch SCI1 to SCI2 (UTC),Beta angle (deg),Eclipse duration (Umbra end - Umbra start) (s),Local Solar Time (LST): TGO2SUN vector surface intercept point @ limb height 0 km (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
1,1,1,0,3,3882,0,0,0,1,0,2018 OCT 06 18:58:09,2018 OCT 06 19:19:16,2018 OCT 06 18:58:19,2018 OCT 06 19:19:16,N/A,N/A,2018 OCT 06 19:08:19,2018 OCT 06 19:19:16,2018 OCT 06 19:08:49,56.4262,27.0213,2018 OCT 06 19:18:46,32.5185,53.0023,2018 OCT 06 19:16:31,-60.7903,897,16.8647,264.0132,63.6692,N/A,34.7997,98.1155,10,640,1102,30,30,1257,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,657,327,1337,1400002C000A0280044E1E1E04E9000109D009D0000000000000000000000000000000000262029101470539
1,1,2,0,5,3884,0,0,0,1,0,2018 OCT 06 22:53:53,2018 OCT 06 23:15:29,2018 OCT 06 22:54:03,2018 OCT 06 23:15:29,N/A,N/A,2018 OCT 06 23:04:03,2018 OCT 06 23:15:29,2018 OCT 06 23:04:33,56.2435,-29.921,2018 OCT 06 23:14:59,30.7984,-3.331,2018 OCT 06 23:12:32,-61.2986,811,16.9389,264.1169,66.4138,N/A,36.3358,102.3804,10,640,1119,30,30,1286,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,686,327,1157,1400002C000A0280045F1E1E0506000109D009D000000000000000000000000000000000026202AE01470485
5,5,3,1,9,3888,0,0,0,1,0,2018 OCT 07 06:45:44,2018 OCT 07 07:31:24,2018 OCT 07 06:45:54,2018 OCT 07 07:31:24,N/A,N/A,2018 OCT 07 06:55:54,2018 OCT 07 07:31:24,2018 OCT 07 06:56:24,55.6216,-143.3832,2018 OCT 07 07:08:22,25.4516,-114.8568,2018 OCT 07 07:05:13,-62.3619,547,17.1786,264.3247,203.077,N/A,112.8211,314.7403,10,640,1358,30,30,2730,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,2130,327,1224,1400002C000A0280054E1E1E0AAA000109D009D00000000000000000000000000000000002620852014704C8
5,5,4,1,10,3889,0,0,0,1,0,2018 OCT 07 08:43:35,2018 OCT 07 09:29:06,2018 OCT 07 08:43:45,2018 OCT 07 09:29:06,N/A,N/A,2018 OCT 07 08:53:45,2018 OCT 07 09:29:06,2018 OCT 07 08:54:15,55.5951,-171.9948,2018 OCT 07 09:06:38,24.1289,-142.9085,2018 OCT 07 09:03:15,-62.5968,478,17.2258,264.3767,202.2252,N/A,112.3443,313.4167,10,640,1383,30,30,2721,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,2121,327,1231,1400002C000A028005671E1E0AA1000109D009D00000000000000000000000000000000002620849014704CF
5,5,5,1,12,3891,0,0,0,1,0,2018 OCT 07 12:39:32,2018 OCT 07 13:24:25,2018 OCT 07 12:39:42,2018 OCT 07 13:24:25,N/A,N/A,2018 OCT 07 12:49:42,2018 OCT 07 13:24:25,2018 OCT 07 12:50:12,55.0419,131.7215,2018 OCT 07 13:04:04,18.8189,162.1046,2018 OCT 07 12:59:44,-63.1413,202,17.4094,264.4811,198.6288,N/A,110.3316,307.8283,10,640,1472,30,30,2683,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,2083,327,1244,1400002C000A028005C01E1E0A7B000109D009D00000000000000000000000000000000002620823014704DC
5,5,6,1,198,4076,0,0,0,1,0,2018 OCT 22 17:13:02,2018 OCT 22 17:58:13,2018 OCT 22 17:13:12,2018 OCT 22 17:58:13,N/A,N/A,2018 OCT 22 17:23:12,2018 OCT 22 17:58:13,2018 OCT 22 17:23:42,-39.1163,52.1709,2018 OCT 22 17:37:23,-0.60905,70.8696,2018 OCT 22 17:33:31,-62.924,351,5.9553,274.0393,200.3324,N/A,111.285,310.4754,10,640,1461,30,30,2701,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,2101,327,1269,1400002C000A028005B51E1E0A8D000109D009D00000000000000000000000000000000002620835014704F5
5,5,7,1,201,4079,0,0,0,1,0,2018 OCT 22 23:06:16,2018 OCT 22 23:52:09,2018 OCT 22 23:06:26,2018 OCT 22 23:52:09,N/A,N/A,2018 OCT 22 23:16:26,2018 OCT 22 23:52:09,2018 OCT 22 23:16:56,-40.5407,-34.9761,2018 OCT 22 23:29:01,-7.0448,-17.8411,2018 OCT 22 23:26:01,-62.1377,613,5.7425,274.1921,204.3074,N/A,113.5096,316.6521,10,640,1365,30,30,2743,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,2143,327,1257,1400002C000A028005551E1E0AB7000109D009D0000000000000000000000000000000000262085F014704E9
1,1,8,0,202,4080,0,0,0,1,0,2018 OCT 23 01:03:56,2018 OCT 23 01:26:48,2018 OCT 23 01:04:06,2018 OCT 23 01:26:48,N/A,N/A,2018 OCT 23 01:14:06,2018 OCT 23 01:26:48,2018 OCT 23 01:14:36,-41.1047,-64.1023,2018 OCT 23 01:26:18,-8.9265,-47.089,2018 OCT 23 01:23:29,-61.8552,683,5.6942,274.2431,73.6066,N/A,40.3613,113.5572,10,640,1173,30,30,1362,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,762,327,1363,1400002C000A028004951E1E0552000109D009D000000000000000000000000000000000026202FA01470553
1,1,9,0,204,4082,0,0,0,1,0,2018 OCT 23 04:59:18,2018 OCT 23 05:21:34,2018 OCT 23 04:59:28,2018 OCT 23 05:21:34,N/A,N/A,2018 OCT 23 05:09:28,2018 OCT 23 05:21:34,2018 OCT 23 05:09:58,-41.9766,-122.1518,2018 OCT 23 05:21:04,-11.6186,-105.8469,2018 OCT 23 05:18:31,-61.3624,786,5.5831,274.3451,70.1995,N/A,38.4545,108.2629,10,640,1153,30,30,1326,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,726,327,1271,1400002C000A028004811E1E052E000109D009D000000000000000000000000000000000026202D6014704F7
1,1,10,0,207,4085,0,0,0,1,0,2018 OCT 23 10:52:25,2018 OCT 23 11:13:54,2018 OCT 23 10:52:35,2018 OCT 23 11:13:54,N/A,N/A,2018 OCT 23 11:02:35,2018 OCT 23 11:13:54,2018 OCT 23 11:03:05,-43.5861,150.4013,2018 OCT 23 11:13:24,-15.7647,166.2013,2018 OCT 23 11:11:09,-60.5817,927,5.4319,274.4983,65.7513,N/A,35.965,101.3509,10,640,1124,30,30,1279,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,679,327,1403,1400002C000A028004641E1E04FF000109D009D000000000000000000000000000000000026202A70147057B
