Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Egress solar occultation observation number,Merged Occultation (YES = 1; NO = 0),Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km (UTC),Latitude probed @ limb height 250 km (deg),Longitude probed @ limb height 250 km (deg),Limb Height 0 km (UTC),Latitude probed @ limb height 0 km (deg),Longitude probed @ limb height 0 km (deg),Limb Height 50 km: switch SCI1 to SCI2 (UTC),Beta angle (deg),Eclipse duration (Umbra end - Umbra start) (s),Local Solar Time (LST): TGO2SUN vector surface intercept point @ limb height 0 km (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
1,1,1,0,3,3882,0,0,0,1,0,2018 OCT 06 19:23:37,2018 OCT 06 19:45:17,2018 OCT 06 19:23:47,2018 OCT 06 19:45:17,N/A,N/A,2018 OCT 06 19:33:47,2018 OCT 06 19:45:17,2018 OCT 06 19:44:47,-43.3676,90.2377,2018 OCT 06 19:34:17,-15.1512,73.8676,2018 OCT 06 19:36:36,-60.7982,897,18.5072,264.0198,66.7924,N/A,36.5477,102.9686,10,640,779,30,30,1290,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,690,327,1080,1400002C000A0280030B1E1E050A000109D009D000000000000000000000000000000000026202B201470438
1,1,2,0,5,3884,0,0,0,1,0,2018 OCT 06 23:18:27,2018 OCT 06 23:40:36,2018 OCT 06 23:18:37,2018 OCT 06 23:40:36,N/A,N/A,2018 OCT 06 23:28:37,2018 OCT 06 23:40:36,2018 OCT 06 23:40:06,-42.4279,32.0952,2018 OCT 06 23:29:07,-12.3826,15.9215,2018 OCT 06 23:31:38,-61.3059,811,18.4514,264.1228,69.537,N/A,38.0837,107.2335,10,640,791,30,30,1319,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,719,327,1150,1400002C000A028003171E1E0527000109D009D000000000000000000000000000000000026202CF0147047E
1,1,3,0,202,4081,0,0,0,1,0,2018 OCT 23 01:27:45,2018 OCT 23 01:50:05,2018 OCT 23 01:27:55,2018 OCT 23 01:50:05,N/A,N/A,2018 OCT 23 01:37:55,2018 OCT 23 01:50:05,2018 OCT 23 01:49:35,55.9029,-3.6642,2018 OCT 23 01:38:25,28.3518,-31.4899,2018 OCT 23 01:41:11,-61.8492,683,6.9306,274.248,70.578,N/A,38.6664,108.8512,10,640,806,30,30,1330,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,730,327,1187,1400002C000A028003261E1E0532000109D009D000000000000000000000000000000000026202DA014704A3
1,1,4,0,204,4083,0,0,0,1,0,2018 OCT 23 05:24:09,2018 OCT 23 05:45:53,2018 OCT 23 05:24:19,2018 OCT 23 05:45:53,N/A,N/A,2018 OCT 23 05:34:19,2018 OCT 23 05:45:53,2018 OCT 23 05:45:23,56.1925,-60.3981,2018 OCT 23 05:34:49,30.3633,-87.1803,2018 OCT 23 05:37:19,-61.3559,786,7.0506,274.3508,67.1709,N/A,36.7595,103.5569,10,640,790,30,30,1294,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,694,327,1099,1400002C000A028003161E1E050E000109D009D000000000000000000000000000000000026202B60147044B
1,1,5,0,207,4086,0,0,0,1,0,2018 OCT 23 11:18:43,2018 OCT 23 11:39:40,2018 OCT 23 11:18:53,2018 OCT 23 11:39:40,N/A,N/A,2018 OCT 23 11:28:53,2018 OCT 23 11:39:40,2018 OCT 23 11:39:10,56.4318,-145.9262,2018 OCT 23 11:29:23,33.1627,-171.8573,2018 OCT 23 11:31:35,-60.5726,927,7.1539,274.505,62.7227,N/A,34.2701,96.6449,10,640,772,30,30,1247,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,647,327,1242,1400002C000A028003041E1E04DF000109D009D00000000000000000000000000000000002620287014704DA
1,1,6,0,208,4087,0,0,0,1,0,2018 OCT 23 13:16:58,2018 OCT 23 13:37:41,2018 OCT 23 13:17:08,2018 OCT 23 13:37:41,N/A,N/A,2018 OCT 23 13:27:08,2018 OCT 23 13:37:41,2018 OCT 23 13:37:11,56.7063,-174.0158,2018 OCT 23 13:27:38,34.372,159.8649,2018 OCT 23 13:29:45,-60.295,975,7.1858,274.5564,61.3978,N/A,33.5285,94.586,10,640,767,30,30,1233,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,633,327,1464,1400002C000A028002FF1E1E04D1000109D009D00000000000000000000000000000000002620279014705B8
1,1,7,0,210,4089,0,0,0,1,0,2018 OCT 23 17:13:06,2018 OCT 23 17:33:26,2018 OCT 23 17:13:16,2018 OCT 23 17:33:26,N/A,N/A,2018 OCT 23 17:23:16,2018 OCT 23 17:33:26,2018 OCT 23 17:32:56,56.9101,129.1083,2018 OCT 23 17:23:46,35.784,103.5243,2018 OCT 23 17:25:45,-59.7759,1045,7.2583,274.659,59.221,N/A,32.3103,91.2036,10,640,759,30,30,1210,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,610,327,1410,1400002C000A028002F71E1E04BA000109D009D0000000000000000000000000000000000262026201470582
1,1,8,0,213,4092,0,0,0,1,0,2018 OCT 23 23:07:22,2018 OCT 23 23:27:14,2018 OCT 23 23:07:32,2018 OCT 23 23:27:14,N/A,N/A,2018 OCT 23 23:17:32,2018 OCT 23 23:27:14,2018 OCT 23 23:26:44,57.1068,43.5094,2018 OCT 23 23:18:02,37.4493,18.6854,2018 OCT 23 23:19:52,-59.0088,1136,7.3461,274.813,56.571,N/A,30.8272,87.0858,10,640,750,30,30,1182,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,582,327,1345,1400002C000A028002EE1E1E049E000109D009D0000000000000000000000000000000000262024601470541
1,1,9,0,215,4094,0,0,0,1,0,2018 OCT 24 03:03:33,2018 OCT 24 03:23:07,2018 OCT 24 03:03:43,2018 OCT 24 03:23:07,N/A,N/A,2018 OCT 24 03:13:43,2018 OCT 24 03:23:07,2018 OCT 24 03:22:37,57.432,-13.0874,2018 OCT 24 03:14:13,38.7782,-37.607,2018 OCT 24 03:15:57,-58.4482,1200,7.4225,274.9156,54.8674,N/A,29.8737,84.4386,10,640,744,30,30,1164,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,564,327,1303,1400002C000A028002E81E1E048C000109D009D0000000000000000000000000000000000262023401470517
1,1,10,0,216,4095,0,0,0,1,0,2018 OCT 24 05:01:33,2018 OCT 24 05:20:59,2018 OCT 24 05:01:43,2018 OCT 24 05:20:59,N/A,N/A,2018 OCT 24 05:11:43,2018 OCT 24 05:20:59,2018 OCT 24 05:20:29,57.519,-41.5449,2018 OCT 24 05:12:13,39.3212,-65.9397,2018 OCT 24 05:13:55,-58.2024,1225,7.4469,274.9669,54.1103,N/A,29.45,83.2621,10,640,742,30,30,1156,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,556,327,1285,1400002C000A028002E61E1E0484000109D009D0000000000000000000000000000000000262022C01470505
1,1,11,0,219,4098,0,0,0,1,0,2018 OCT 24 10:55:37,2018 OCT 24 11:14:40,2018 OCT 24 10:55:47,2018 OCT 24 11:14:40,N/A,N/A,2018 OCT 24 11:05:47,2018 OCT 24 11:14:40,2018 OCT 24 11:14:10,57.5821,-127.422,2018 OCT 24 11:06:17,40.5322,-150.9711,2018 OCT 24 11:07:53,-57.4274,1301,7.5186,275.1207,51.9335,N/A,28.2317,79.8797,10,640,736,30,30,1133,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,533,327,1233,1400002C000A028002E01E1E046D000109D009D00000000000000000000000000000000002620215014704D1
1,1,12,0,221,4100,0,0,0,1,0,2018 OCT 24 14:51:48,2018 OCT 24 15:10:37,2018 OCT 24 14:51:58,2018 OCT 24 15:10:37,N/A,N/A,2018 OCT 24 15:01:58,2018 OCT 24 15:10:37,2018 OCT 24 15:10:07,57.9513,176.1147,2018 OCT 24 15:02:28,41.8829,152.3858,2018 OCT 24 15:04:00,-56.8736,1357,7.5717,275.2232,50.6085,N/A,27.4902,77.8208,10,640,732,30,30,1119,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,519,327,1201,1400002C000A028002DC1E1E045F000109D009D00000000000000000000000000000000002620207014704B1
1,1,13,0,222,4101,0,0,0,1,0,2018 OCT 24 16:49:46,2018 OCT 24 17:08:28,2018 OCT 24 16:49:56,2018 OCT 24 17:08:28,N/A,N/A,2018 OCT 24 16:59:56,2018 OCT 24 17:08:28,2018 OCT 24 17:07:58,58.0123,147.6047,2018 OCT 24 17:00:26,42.122,124.466,2018 OCT 24 17:01:56,-56.6091,1379,7.6231,275.2745,49.9461,N/A,27.1194,76.7913,10,640,730,30,30,1112,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,512,327,1185,1400002C000A028002DA1E1E0458000109D009D00000000000000000000000000000000002620200014704A1
1,1,14,0,225,4104,0,0,0,1,0,2018 OCT 24 22:43:44,2018 OCT 24 23:02:10,2018 OCT 24 22:43:54,2018 OCT 24 23:02:10,N/A,N/A,2018 OCT 24 22:53:54,2018 OCT 24 23:02:10,2018 OCT 24 23:01:40,58.0896,61.7665,2018 OCT 24 22:54:24,42.971,39.363,2018 OCT 24 22:55:49,-55.8491,1435,7.6883,275.4282,48.4318,N/A,26.2719,74.4383,10,640,725,30,30,1096,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,496,327,1403,1400002C000A028002D51E1E0448000109D009D000000000000000000000000000000000026201F00147057B
1,1,15,0,227,4106,0,0,0,1,0,2018 OCT 25 02:39:46,2018 OCT 25 02:58:01,2018 OCT 25 02:39:56,2018 OCT 25 02:58:01,N/A,N/A,2018 OCT 25 02:49:56,2018 OCT 25 02:58:01,2018 OCT 25 02:57:31,58.2896,4.922,2018 OCT 25 02:50:26,44.1345,-17.88,2018 OCT 25 02:51:49,-55.2761,1479,7.6989,275.5306,47.3907,N/A,25.6893,72.8206,10,640,723,30,30,1085,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,485,327,1379,1400002C000A028002D31E1E043D000109D009D000000000000000000000000000000000026201E501470563
1,1,16,0,230,4109,0,0,0,1,0,2018 OCT 25 08:33:35,2018 OCT 25 08:51:36,2018 OCT 25 08:33:45,2018 OCT 25 08:51:36,N/A,N/A,2018 OCT 25 08:43:45,2018 OCT 25 08:51:36,2018 OCT 25 08:51:06,58.3885,-80.8251,2018 OCT 25 08:44:15,44.8691,-102.8807,2018 OCT 25 08:45:34,-54.5176,1529,7.7686,275.6842,46.0657,N/A,24.9478,70.7617,10,640,719,30,30,1071,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,471,327,1347,1400002C000A028002CF1E1E042F000109D009D000000000000000000000000000000000026201D701470543
1,1,17,0,231,4110,0,0,0,1,0,2018 OCT 25 10:31:35,2018 OCT 25 10:49:30,2018 OCT 25 10:31:45,2018 OCT 25 10:49:30,N/A,N/A,2018 OCT 25 10:41:45,2018 OCT 25 10:49:30,2018 OCT 25 10:49:00,58.3999,-109.4747,2018 OCT 25 10:42:15,44.988,-130.9186,2018 OCT 25 10:43:33,-54.2514,1548,7.8125,275.7354,45.4979,N/A,24.6299,69.8793,10,640,718,30,30,1065,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,465,327,1334,1400002C000A028002CE1E1E0429000109D009D000000000000000000000000000000000026201D101470536
1,1,18,0,233,4112,0,0,0,1,0,2018 OCT 25 14:27:39,2018 OCT 25 14:45:26,2018 OCT 25 14:27:49,2018 OCT 25 14:45:26,N/A,N/A,2018 OCT 25 14:37:49,2018 OCT 25 14:45:26,2018 OCT 25 14:44:56,58.6961,-166.0563,2018 OCT 25 14:38:19,46.0697,172.051,2018 OCT 25 14:39:35,-53.6987,1588,7.8381,275.8379,44.7407,N/A,24.2062,68.7028,10,640,716,30,30,1057,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,457,327,1316,1400002C000A028002CC1E1E0421000109D009D000000000000000000000000000000000026201C901470524
1,1,19,0,236,4115,0,0,0,1,0,2018 OCT 25 20:21:24,2018 OCT 25 20:38:59,2018 OCT 25 20:21:34,2018 OCT 25 20:38:59,N/A,N/A,2018 OCT 25 20:31:34,2018 OCT 25 20:38:59,2018 OCT 25 20:38:29,58.7422,108.0665,2018 OCT 25 20:32:04,46.8173,86.559,2018 OCT 25 20:33:17,-52.9388,1632,7.8739,275.9914,43.605,N/A,23.5706,66.9381,10,640,713,30,30,1045,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,445,327,1289,1400002C000A028002C91E1E0415000109D009D000000000000000000000000000000000026201BD01470509
