Obs Index	Obs Type Index	Orbit No	Obs Type	IR Status	UVIS Status	TC Start Time	UVIS Start Time	UVIS End Time	IR Precooling Time	IR Start Time	 IR Transition Time	IR End Time	New TC Start Time	New UVIS Start Time	New UVIS End Time	New IR Precooling Time	New IR Start Time	New IR End Time	IR Duration	UVIS Duration	New IR duration	New UVIS Duration	TC20 FIXED	TC20 SCI1	TC20 SCI2	SCI1 description	SCI2 description	
178	155	77	Egress	SO_O	UVIS_O	2018 APR 28 01:38:09	2018 APR 28 01:48:19	2018 APR 28 01:53:22	2018 APR 28 01:38:19	2018 APR 28 01:48:19	2018 APR 28 01:49:31	2018 APR 28 01:53:22	Same	Same	Same	Same	Same	Same	303.0	303.0	303.0	303.0	1	3948	3948	Science: orders #167, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	-	
179	77	77	Dayside_Nadir	LNO_M	UVIS_L	2018 APR 28 01:57:49	2018 APR 28 01:57:59	2018 APR 28 03:00:51	2018 APR 28 01:57:59	2018 APR 28 02:07:59	-	2018 APR 28 02:47:59	Same	Same	Same	2018 APR 28 01:59:38	2018 APR 28 02:09:38	2018 APR 28 02:49:12	2400.0	3772.0	2374.0	3772.0	1	144	144	Diffraction order stepping (fullscan): 30 orders from 140 to 170 in steps of 1 (1 order(s) per 15 second(s))	-	
180	78	78	Dayside_Nadir	LNO_L	UVIS_L	2018 APR 28 03:45:39	2018 APR 28 03:45:49	2018 APR 28 04:58:43	2018 APR 28 03:45:49	2018 APR 28 03:55:49	-	2018 APR 28 04:58:43	Same	Same	Same	Same	Same	Same	3774.0	4374.0	3774.0	4374.0	1	124	124	Diffraction order stepping (fullscan): 10 orders from 180 to 190 in steps of 1 (1 order(s) per 15 second(s))	-	
181	79	79	Dayside_Nadir	OFF	UVIS_1	2018 APR 28 05:53:33	2018 APR 28 05:53:43	2018 APR 28 06:56:39	-	-	-	-	Same	Same	2018 APR 28 06:49:54	-	-	-	-	3776.0	-	3371.000000357628	-	-	-	-	-	
182	79	79	Dayside_Nadir	OFF	UVIS_2	2018 APR 28 05:53:33	2018 APR 28 05:53:43	2018 APR 28 06:56:39	-	-	-	-	Same	Same	2018 APR 28 06:49:54	-	-	-	-	3776.0	-	3371.000000357628	-	-	-	-	-	
183	79	79	Dayside_Nadir	OFF	UVIS_3	2018 APR 28 05:53:33	2018 APR 28 05:53:43	2018 APR 28 06:56:39	-	-	-	-	Same	Same	2018 APR 28 06:49:54	-	-	-	-	3776.0	-	3371.000000357628	-	-	-	-	-	
184	160	80	Ingress	SO_O	UVIS_O	2018 APR 28 06:49:59	2018 APR 28 07:00:09	2018 APR 28 07:05:35	2018 APR 28 06:50:09	2018 APR 28 07:00:09	2018 APR 28 07:04:20	2018 APR 28 07:05:35	Same	Same	Same	Same	Same	Same	326.0	326.0	326.0	326.0	1	3954	3954	Science: orders #168, #136, #189, #119, #166, #148, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	-	
185	161	80	Egress	SO_O	UVIS_O	2018 APR 28 07:31:40	2018 APR 28 07:41:50	2018 APR 28 07:46:55	2018 APR 28 07:31:50	2018 APR 28 07:41:50	2018 APR 28 07:43:02	2018 APR 28 07:46:55	Same	Same	Same	Same	Same	Same	305.0	305.0	305.0	305.0	1	3954	3954	Science: orders #168, #136, #189, #119, #166, #148, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	-	
186	80	80	Dayside_Nadir	LNO_M	UVIS_L	2018 APR 28 07:51:29	2018 APR 28 07:51:39	2018 APR 28 08:54:35	2018 APR 28 07:51:39	2018 APR 28 08:01:39	-	2018 APR 28 08:41:39	Same	Same	Same	2018 APR 28 07:53:23	2018 APR 28 08:03:23	2018 APR 28 08:42:52	2400.0	3776.0	2369.0	3776.0	1	116	116	Diffraction order stepping (fullscan): 10 orders from 160 to 170 in steps of 1 (1 order(s) per 15 second(s))	-	
187	81	81	Dayside_Nadir	OFF	UVIS_NI	2018 APR 28 09:49:23	2018 APR 28 09:49:33	2018 APR 28 10:52:29	-	-	-	-	Same	Same	Same	-	-	-	-	3776.0	-	3776.0	-	-	-	-	-	
188	82	82	Dayside_Nadir	LNO_L	UVIS_NI	2018 APR 28 11:37:17	2018 APR 28 11:37:27	2018 APR 28 12:50:21	2018 APR 28 11:37:27	2018 APR 28 11:47:27	-	2018 APR 28 12:50:21	Same	Same	Same	Same	Same	Same	3774.0	4374.0	3774.0	4374.0	1	1934	1934	Science: orders #121, #171, #124, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	-	
189	83	83	Dayside_Nadir	OFF	UVIS_NI	2018 APR 28 13:45:07	2018 APR 28 13:45:17	2018 APR 28 14:48:11	-	-	-	-	Same	Same	Same	-	-	-	-	3774.0	-	3774.0	-	-	-	-	-	
190	84	84	Dayside_Nadir	LNO_L	UVIS_NI	2018 APR 28 15:32:57	2018 APR 28 15:33:07	2018 APR 28 16:46:03	2018 APR 28 15:33:07	2018 APR 28 15:43:07	-	2018 APR 28 16:46:03	Same	Same	Same	Same	Same	Same	3776.0	4376.0	3776.0	4376.0	1	1107	1107	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
191	85	85	Dayside_Nadir	OFF	UVIS_NI	2018 APR 28 17:40:51	2018 APR 28 17:41:01	2018 APR 28 18:43:57	-	-	-	-	Same	Same	Same	-	-	-	-	3776.0	-	3776.0	-	-	-	-	-	
192	86	86	Dayside_Nadir	LNO_L	UVIS_NI	2018 APR 28 19:28:47	2018 APR 28 19:28:57	2018 APR 28 20:41:53	2018 APR 28 19:28:57	2018 APR 28 19:38:57	-	2018 APR 28 20:41:53	Same	Same	Same	Same	Same	Same	3776.0	4376.0	3776.0	4376.0	1	1837	1837	Science: orders #168, #134, #136, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	-	
193	87	87	Dayside_Nadir	OFF	UVIS_NI	2018 APR 28 21:36:43	2018 APR 28 21:36:53	2018 APR 28 22:39:47	-	-	-	-	Same	Same	Same	-	-	-	-	3774.0	-	3774.0	-	-	-	-	-	
194	88	88	Dayside_Nadir	LNO_L	UVIS_NI	2018 APR 28 23:24:37	2018 APR 28 23:24:47	2018 APR 29 00:37:39	2018 APR 28 23:24:47	2018 APR 28 23:34:47	-	2018 APR 29 00:37:39	Same	Same	Same	Same	Same	Same	3772.0	4372.0	3772.0	4372.0	1	1033	1033	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
195	89	89	Dayside_Nadir	OFF	UVIS_NI	2018 APR 29 01:32:27	2018 APR 29 01:32:37	2018 APR 29 02:35:29	-	-	-	-	Same	Same	2018 APR 29 02:28:55	-	-	-	-	3772.0	-	3378.000000357628	-	-	-	-	-	
196	180	90	Ingress	SO_O	UVIS_O	2018 APR 29 02:29:00	2018 APR 29 02:39:10	2018 APR 29 02:44:48	2018 APR 29 02:29:10	2018 APR 29 02:39:10	2018 APR 29 02:43:31	2018 APR 29 02:44:48	Same	Same	Same	Same	Same	Same	338.0	338.0	338.0	338.0	1	1439	1439	Science: orders #167, #146, #147, #148, #154, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	-	
197	181	90	Egress	SO_O	UVIS_O	2018 APR 29 03:10:05	2018 APR 29 03:20:15	2018 APR 29 03:25:32	2018 APR 29 03:10:15	2018 APR 29 03:20:15	2018 APR 29 03:21:29	2018 APR 29 03:25:32	Same	Same	Same	Same	Same	Same	317.0	317.0	317.0	317.0	1	1439	1439	Science: orders #167, #146, #147, #148, #154, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	-	
198	90	90	Dayside_Nadir	LNO_M	UVIS_L	2018 APR 29 03:30:17	2018 APR 29 03:30:27	2018 APR 29 04:33:19	2018 APR 29 03:30:27	2018 APR 29 03:40:27	-	2018 APR 29 04:20:27	Same	Same	2018 APR 29 04:26:49	2018 APR 29 03:32:21	2018 APR 29 03:42:21	2018 APR 29 04:21:26	2400.0	3772.0	2345.0	3382.000000357628	1	140	140	Diffraction order stepping (fullscan): 30 orders from 110 to 140 in steps of 1 (1 order(s) per 15 second(s))	-	
199	182	91	Ingress	SO_O	UVIS_O	2018 APR 29 04:26:54	2018 APR 29 04:37:04	2018 APR 29 04:42:42	2018 APR 29 04:27:04	2018 APR 29 04:37:04	2018 APR 29 04:41:25	2018 APR 29 04:42:42	Same	Same	Same	Same	Same	Same	338.0	338.0	338.0	338.0	1	293	293	Diffraction order stepping (fullscan): 115 orders from 110 to 800 in steps of 1 (6 order(s) per 1 second(s))	-	
200	183	91	Egress	SO_O	UVIS_O	2018 APR 29 05:07:54	2018 APR 29 05:18:04	2018 APR 29 05:23:22	2018 APR 29 05:08:04	2018 APR 29 05:18:04	2018 APR 29 05:19:19	2018 APR 29 05:23:22	Same	Same	Same	Same	Same	Same	318.0	318.0	318.0	318.0	1	293	293	Diffraction order stepping (fullscan): 115 orders from 110 to 800 in steps of 1 (6 order(s) per 1 second(s))	-	
201	91	91	Dayside_Nadir	LNO_M	UVIS_L	2018 APR 29 05:28:11	2018 APR 29 05:28:21	2018 APR 29 06:31:13	2018 APR 29 05:28:21	2018 APR 29 05:38:21	-	2018 APR 29 06:18:21	Same	Same	Same	2018 APR 29 05:30:15	2018 APR 29 05:40:15	2018 APR 29 06:19:19	2400.0	3772.0	2344.0	3772.0	1	104	104	Diffraction order stepping (fullscan): 10 orders from 130 to 140 in steps of 1 (1 order(s) per 15 second(s))	-	
202	92	92	Dayside_Nadir	OFF	UVIS_1	2018 APR 29 07:26:05	2018 APR 29 07:26:15	2018 APR 29 08:29:11	-	-	-	-	Same	Same	Same	-	-	-	-	3776.0	-	3776.0	-	-	-	-	-	
203	92	92	Dayside_Nadir	OFF	UVIS_2	2018 APR 29 07:26:05	2018 APR 29 07:26:15	2018 APR 29 08:29:11	-	-	-	-	Same	Same	Same	-	-	-	-	3776.0	-	3776.0	-	-	-	-	-	
204	92	92	Dayside_Nadir	OFF	UVIS_3	2018 APR 29 07:26:05	2018 APR 29 07:26:15	2018 APR 29 08:29:11	-	-	-	-	Same	Same	Same	-	-	-	-	3776.0	-	3776.0	-	-	-	-	-	
205	93	93	Dayside_Nadir	LNO_L	UVIS_L	2018 APR 29 09:14:01	2018 APR 29 09:14:11	2018 APR 29 10:27:07	2018 APR 29 09:14:11	2018 APR 29 09:24:11	-	2018 APR 29 10:27:07	Same	Same	Same	Same	Same	Same	3776.0	4376.0	3776.0	4376.0	1	2639	2639	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	-	
206	94	94	Dayside_Nadir	OFF	UVIS_1	2018 APR 29 11:21:55	2018 APR 29 11:22:05	2018 APR 29 12:25:01	-	-	-	-	Same	Same	2018 APR 29 12:18:34	-	-	-	-	3776.0	-	3389.000000357628	-	-	-	-	-	
207	94	94	Dayside_Nadir	OFF	UVIS_2	2018 APR 29 11:21:55	2018 APR 29 11:22:05	2018 APR 29 12:25:01	-	-	-	-	Same	Same	2018 APR 29 12:18:34	-	-	-	-	3776.0	-	3389.000000357628	-	-	-	-	-	
208	94	94	Dayside_Nadir	OFF	UVIS_3	2018 APR 29 11:21:55	2018 APR 29 11:22:05	2018 APR 29 12:25:01	-	-	-	-	Same	Same	2018 APR 29 12:18:34	-	-	-	-	3776.0	-	3389.000000357628	-	-	-	-	-	
209	190	95	Ingress	SO_O	UVIS_O	2018 APR 29 12:18:39	2018 APR 29 12:28:49	2018 APR 29 12:34:32	2018 APR 29 12:18:49	2018 APR 29 12:28:49	2018 APR 29 12:33:15	2018 APR 29 12:34:32	Same	Same	Same	Same	Same	Same	343.0	343.0	343.0	343.0	2	107	107	Diffraction order stepping (fullscan): 115 orders from 110 to 225 in steps of 1 (1 order(s) per 1 second(s))	-	
210	191	95	Egress	SO_O	UVIS_O	2018 APR 29 12:59:21	2018 APR 29 13:09:31	2018 APR 29 13:14:54	2018 APR 29 12:59:31	2018 APR 29 13:09:31	2018 APR 29 13:10:47	2018 APR 29 13:14:54	Same	Same	Same	Same	Same	Same	323.0	323.0	323.0	323.0	2	107	107	Diffraction order stepping (fullscan): 115 orders from 110 to 225 in steps of 1 (1 order(s) per 1 second(s))	-	
211	95	95	Dayside_Nadir	LNO_M	UVIS_L	2018 APR 29 13:19:47	2018 APR 29 13:19:57	2018 APR 29 14:22:51	2018 APR 29 13:19:57	2018 APR 29 13:29:57	-	2018 APR 29 14:09:57	Same	Same	Same	2018 APR 29 13:21:57	2018 APR 29 13:31:57	2018 APR 29 14:10:51	2400.0	3774.0	2334.0	3774.0	1	2626	2626	Science: orders #167, #134, #168, #121, #189, #197, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	-	
212	96	96	Dayside_Nadir	OFF	UVIS_1	2018 APR 29 15:17:39	2018 APR 29 15:17:49	2018 APR 29 16:20:41	-	-	-	-	Same	Same	2018 APR 29 16:14:16	-	-	-	-	3772.0	-	3387.000000357628	-	-	-	-	-	
213	96	96	Dayside_Nadir	OFF	UVIS_2	2018 APR 29 15:17:39	2018 APR 29 15:17:49	2018 APR 29 16:20:41	-	-	-	-	Same	Same	2018 APR 29 16:14:16	-	-	-	-	3772.0	-	3387.000000357628	-	-	-	-	-	
214	96	96	Dayside_Nadir	OFF	UVIS_3	2018 APR 29 15:17:39	2018 APR 29 15:17:49	2018 APR 29 16:20:41	-	-	-	-	Same	Same	2018 APR 29 16:14:16	-	-	-	-	3772.0	-	3387.000000357628	-	-	-	-	-	
215	194	97	Ingress	SO_O	UVIS_O	2018 APR 29 16:14:21	2018 APR 29 16:24:31	2018 APR 29 16:30:18	2018 APR 29 16:14:31	2018 APR 29 16:24:31	2018 APR 29 16:28:59	2018 APR 29 16:30:18	Same	Same	Same	Same	Same	Same	347.0	347.0	347.0	347.0	1	1453	1452	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	
216	195	97	Egress	SO_O	UVIS_O	2018 APR 29 16:54:56	2018 APR 29 17:05:06	2018 APR 29 17:10:30	2018 APR 29 16:55:06	2018 APR 29 17:05:06	2018 APR 29 17:06:22	2018 APR 29 17:10:30	Same	Same	Same	Same	Same	Same	324.0	324.0	324.0	324.0	1	1452	1453	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	
217	97	97	Dayside_Nadir	LNO_M	UVIS_L	2018 APR 29 17:15:29	2018 APR 29 17:15:39	2018 APR 29 18:18:35	2018 APR 29 17:15:39	2018 APR 29 17:25:39	-	2018 APR 29 18:05:39	Same	Same	Same	2018 APR 29 17:17:43	2018 APR 29 17:27:43	2018 APR 29 18:06:32	2400.0	3776.0	2329.0	3776.0	1	1029	1029	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
218	98	98	Dayside_Nadir	LNO_L	UVIS_L	2018 APR 29 19:03:25	2018 APR 29 19:03:35	2018 APR 29 20:16:31	2018 APR 29 19:03:35	2018 APR 29 19:13:35	-	2018 APR 29 20:16:31	Same	Same	Same	Same	Same	Same	3776.0	4376.0	3776.0	4376.0	1	1090	1090	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
219	99	99	Dayside_Nadir	OFF	UVIS_1	2018 APR 29 21:11:21	2018 APR 29 21:11:31	2018 APR 29 22:14:27	-	-	-	-	Same	Same	Same	-	-	-	-	3776.0	-	3776.0	-	-	-	-	-	
220	99	99	Dayside_Nadir	OFF	UVIS_2	2018 APR 29 21:11:21	2018 APR 29 21:11:31	2018 APR 29 22:14:27	-	-	-	-	Same	Same	Same	-	-	-	-	3776.0	-	3776.0	-	-	-	-	-	
221	99	99	Dayside_Nadir	OFF	UVIS_3	2018 APR 29 21:11:21	2018 APR 29 21:11:31	2018 APR 29 22:14:27	-	-	-	-	Same	Same	Same	-	-	-	-	3776.0	-	3776.0	-	-	-	-	-	
222	100	100	Dayside_Nadir	LNO_L	UVIS_L	2018 APR 29 22:59:17	2018 APR 29 22:59:27	2018 APR 30 00:12:19	2018 APR 29 22:59:27	2018 APR 29 23:09:27	-	2018 APR 30 00:12:19	Same	Same	Same	Same	Same	Same	3772.0	4372.0	3772.0	4372.0	1	1779	1779	Science: orders #167, #121, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	-	
223	101	101	Dayside_Nadir	OFF	UVIS_1	2018 APR 30 01:07:09	2018 APR 30 01:07:19	2018 APR 30 02:10:11	-	-	-	-	Same	Same	2018 APR 30 02:03:53	-	-	-	-	3772.0	-	3394.000000357628	-	-	-	-	-	
224	101	101	Dayside_Nadir	OFF	UVIS_2	2018 APR 30 01:07:09	2018 APR 30 01:07:19	2018 APR 30 02:10:11	-	-	-	-	Same	Same	2018 APR 30 02:03:53	-	-	-	-	3772.0	-	3394.000000357628	-	-	-	-	-	
225	101	101	Dayside_Nadir	OFF	UVIS_3	2018 APR 30 01:07:09	2018 APR 30 01:07:19	2018 APR 30 02:10:11	-	-	-	-	Same	Same	2018 APR 30 02:03:53	-	-	-	-	3772.0	-	3394.000000357628	-	-	-	-	-	
226	204	102	Ingress	SO_O	UVIS_O	2018 APR 30 02:03:58	2018 APR 30 02:14:08	2018 APR 30 02:20:02	2018 APR 30 02:04:08	2018 APR 30 02:14:08	2018 APR 30 02:18:43	2018 APR 30 02:20:02	Same	Same	Same	Same	Same	Same	354.0	354.0	354.0	354.0	1	1177	1177	Science: orders #168, #134, #124, #129, #190, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	-	
227	205	102	Egress	SO_O	UVIS_O	2018 APR 30 02:44:09	2018 APR 30 02:54:19	2018 APR 30 02:59:51	2018 APR 30 02:44:19	2018 APR 30 02:54:19	2018 APR 30 02:55:37	2018 APR 30 02:59:51	Same	Same	Same	Same	Same	Same	332.0	332.0	332.0	332.0	1	1177	1177	Science: orders #168, #134, #124, #129, #190, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	-	
228	102	102	Dayside_Nadir	LNO_M	UVIS_L	2018 APR 30 03:04:59	2018 APR 30 03:05:09	2018 APR 30 04:08:01	2018 APR 30 03:05:09	2018 APR 30 03:15:09	-	2018 APR 30 03:55:09	Same	Same	2018 APR 30 04:01:46	2018 APR 30 03:07:18	2018 APR 30 03:17:18	2018 APR 30 03:55:52	2400.0	3772.0	2314.0	3397.000000357628	1	2318	2318	Science: orders #168, #134, #121, #190, with 195000us integration time (4 orders per 15 second(s) for detector lines 80 to 224)	-	
229	206	103	Ingress	SO_O	UVIS_O	2018 APR 30 04:01:51	2018 APR 30 04:12:01	2018 APR 30 04:17:56	2018 APR 30 04:02:01	2018 APR 30 04:12:01	2018 APR 30 04:16:36	2018 APR 30 04:17:56	Same	Same	Same	Same	Same	Same	355.0	355.0	355.0	355.0	1	1175	1175	Science: orders #167, #188, #189, #190, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	-	
230	207	103	Egress	SO_O	UVIS_O	2018 APR 30 04:41:58	2018 APR 30 04:52:08	2018 APR 30 04:57:41	2018 APR 30 04:42:08	2018 APR 30 04:52:08	2018 APR 30 04:53:26	2018 APR 30 04:57:41	Same	Same	Same	Same	Same	Same	333.0	333.0	333.0	333.0	1	1175	1175	Science: orders #167, #188, #189, #190, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	-	
231	103	103	Dayside_Nadir	LNO_M	UVIS_L	2018 APR 30 05:02:51	2018 APR 30 05:03:01	2018 APR 30 06:05:53	2018 APR 30 05:03:01	2018 APR 30 05:13:01	-	2018 APR 30 05:53:01	Same	Same	Same	2018 APR 30 05:05:11	2018 APR 30 05:15:11	2018 APR 30 05:53:43	2400.0	3772.0	2312.0	3772.0	1	1860	1860	Science: orders #169, #131, #127, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	-	
232	104	104	Dayside_Nadir	OFF	UVIS_1	2018 APR 30 07:00:45	2018 APR 30 07:00:55	2018 APR 30 08:03:49	-	-	-	-	Same	Same	2018 APR 30 07:57:39	-	-	-	-	3774.0	-	3404.000000357628	-	-	-	-	-	
233	104	104	Dayside_Nadir	OFF	UVIS_2	2018 APR 30 07:00:45	2018 APR 30 07:00:55	2018 APR 30 08:03:49	-	-	-	-	Same	Same	2018 APR 30 07:57:39	-	-	-	-	3774.0	-	3404.000000357628	-	-	-	-	-	
234	104	104	Dayside_Nadir	OFF	UVIS_3	2018 APR 30 07:00:45	2018 APR 30 07:00:55	2018 APR 30 08:03:49	-	-	-	-	Same	Same	2018 APR 30 07:57:39	-	-	-	-	3774.0	-	3404.000000357628	-	-	-	-	-	
235	210	105	Ingress	SO_O	UVIS_O	2018 APR 30 07:57:44	2018 APR 30 08:07:54	2018 APR 30 08:13:52	2018 APR 30 07:57:54	2018 APR 30 08:07:54	2018 APR 30 08:12:31	2018 APR 30 08:13:52	Same	Same	Same	Same	Same	Same	358.0	358.0	358.0	358.0	1	1453	1452	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	
236	211	105	Egress	SO_O	UVIS_O	2018 APR 30 08:37:39	2018 APR 30 08:47:49	2018 APR 30 08:53:24	2018 APR 30 08:37:49	2018 APR 30 08:47:49	2018 APR 30 08:49:07	2018 APR 30 08:53:24	Same	Same	Same	Same	Same	Same	335.0	335.0	335.0	335.0	1	1452	1453	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	
237	105	105	Dayside_Nadir	LNO_M	UVIS_L	2018 APR 30 08:58:41	2018 APR 30 08:58:51	2018 APR 30 10:01:47	2018 APR 30 08:58:51	2018 APR 30 09:08:51	-	2018 APR 30 09:48:51	Same	Same	Same	2018 APR 30 09:01:06	2018 APR 30 09:11:06	2018 APR 30 09:49:33	2400.0	3776.0	2307.0	3776.0	1	2364	2364	Science: orders #164, #169, #131, #127, with 195000us integration time (4 orders per 15 second(s) for detector lines 80 to 224)	-	
238	106	106	Dayside_Nadir	OFF	UVIS_1	2018 APR 30 10:56:37	2018 APR 30 10:56:47	2018 APR 30 11:59:41	-	-	-	-	Same	Same	Same	-	-	-	-	3774.0	-	3774.0	-	-	-	-	-	
239	106	106	Dayside_Nadir	OFF	UVIS_2	2018 APR 30 10:56:37	2018 APR 30 10:56:47	2018 APR 30 11:59:41	-	-	-	-	Same	Same	Same	-	-	-	-	3774.0	-	3774.0	-	-	-	-	-	
240	106	106	Dayside_Nadir	OFF	UVIS_3	2018 APR 30 10:56:37	2018 APR 30 10:56:47	2018 APR 30 11:59:41	-	-	-	-	Same	Same	Same	-	-	-	-	3774.0	-	3774.0	-	-	-	-	-	
241	107	107	Dayside_Nadir	LNO_L	UVIS_L	2018 APR 30 12:44:29	2018 APR 30 12:44:39	2018 APR 30 13:57:33	2018 APR 30 12:44:39	2018 APR 30 12:54:39	-	2018 APR 30 13:57:33	Same	Same	Same	Same	Same	Same	3774.0	4374.0	3774.0	4374.0	1	144	144	Diffraction order stepping (fullscan): 30 orders from 140 to 170 in steps of 1 (1 order(s) per 15 second(s))	-	
242	108	108	Dayside_Nadir	OFF	UVIS_1	2018 APR 30 14:52:21	2018 APR 30 14:52:31	2018 APR 30 15:55:23	-	-	-	-	Same	Same	2018 APR 30 15:49:15	-	-	-	-	3772.0	-	3404.000000357628	-	-	-	-	-	
243	108	108	Dayside_Nadir	OFF	UVIS_2	2018 APR 30 14:52:21	2018 APR 30 14:52:31	2018 APR 30 15:55:23	-	-	-	-	Same	Same	2018 APR 30 15:49:15	-	-	-	-	3772.0	-	3404.000000357628	-	-	-	-	-	
244	108	108	Dayside_Nadir	OFF	UVIS_3	2018 APR 30 14:52:21	2018 APR 30 14:52:31	2018 APR 30 15:55:23	-	-	-	-	Same	Same	2018 APR 30 15:49:15	-	-	-	-	3772.0	-	3404.000000357628	-	-	-	-	-	
245	218	109	Ingress	SO_O	UVIS_O	2018 APR 30 15:49:20	2018 APR 30 15:59:30	2018 APR 30 16:05:35	2018 APR 30 15:49:30	2018 APR 30 15:59:30	2018 APR 30 16:04:13	2018 APR 30 16:05:35	Same	Same	Same	Same	Same	Same	365.0	365.0	365.0	365.0	1	1453	1452	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	
246	219	109	Egress	SO_O	UVIS_O	2018 APR 30 16:28:56	2018 APR 30 16:39:06	2018 APR 30 16:44:48	2018 APR 30 16:29:06	2018 APR 30 16:39:06	2018 APR 30 16:40:26	2018 APR 30 16:44:48	Same	Same	Same	Same	Same	Same	342.0	342.0	342.0	342.0	1	1452	1453	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	
247	109	109	Dayside_Nadir	LNO_M	UVIS_L	2018 APR 30 16:50:11	2018 APR 30 16:50:21	2018 APR 30 17:53:15	2018 APR 30 16:50:21	2018 APR 30 17:00:21	-	2018 APR 30 17:40:21	Same	Same	2018 APR 30 17:47:11	2018 APR 30 16:52:42	2018 APR 30 17:02:42	2018 APR 30 17:40:55	2400.0	3774.0	2293.0	3410.000000357628	1	124	124	Diffraction order stepping (fullscan): 10 orders from 180 to 190 in steps of 1 (1 order(s) per 15 second(s))	-	
248	220	110	Ingress	SO_O	UVIS_O	2018 APR 30 17:47:16	2018 APR 30 17:57:26	2018 APR 30 18:03:32	2018 APR 30 17:47:26	2018 APR 30 17:57:26	2018 APR 30 18:02:10	2018 APR 30 18:03:32	Same	Same	Same	Same	Same	Same	366.0	366.0	366.0	366.0	1	1440	1440	Science: orders #167, #155, #159, #164, #148, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	-	
249	221	110	Egress	SO_O	UVIS_O	2018 APR 30 18:26:47	2018 APR 30 18:36:57	2018 APR 30 18:42:40	2018 APR 30 18:26:57	2018 APR 30 18:36:57	2018 APR 30 18:38:16	2018 APR 30 18:42:40	Same	Same	Same	Same	Same	Same	343.0	343.0	343.0	343.0	1	1440	1440	Science: orders #167, #155, #159, #164, #148, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	-	
250	110	110	Dayside_Nadir	LNO_M	UVIS_L	2018 APR 30 18:48:05	2018 APR 30 18:48:15	2018 APR 30 19:51:11	2018 APR 30 18:48:15	2018 APR 30 18:58:15	-	2018 APR 30 19:38:15	Same	Same	Same	2018 APR 30 18:50:38	2018 APR 30 19:00:38	2018 APR 30 19:38:49	2400.0	3776.0	2291.0	3776.0	1	116	116	Diffraction order stepping (fullscan): 10 orders from 160 to 170 in steps of 1 (1 order(s) per 15 second(s))	-	
