Obs Index	Obs Type Index	Orbit No	Obs Type	IR Status	UVIS Status	TC Start Time	UVIS Start Time	UVIS End Time	IR Precooling Time	IR Start Time	 IR Transition Time	IR End Time	New TC Start Time	New UVIS Start Time	New UVIS End Time	New IR Precooling Time	New IR Start Time	New IR End Time	IR Duration	UVIS Duration	New IR duration	New UVIS Duration	TC20 FIXED	TC20 SCI1	TC20 SCI2	SCI1 description	SCI2 description	
0	0	0	Dayside_Nadir	LNO_L	UVIS_L	2018 APR 21 18:31:07	2018 APR 21 18:31:17	2018 APR 21 19:44:15	2018 APR 21 18:31:17	2018 APR 21 18:41:17	-	2018 APR 21 19:44:15	Same	Same	Same	Same	Same	Same	3778.0	4378.0	3778.0	4378.0	1	2639	2639	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	-	
1	3	1	Egress	SO_O	UVIS_O	2018 APR 21 20:21:08	2018 APR 21 20:31:18	2018 APR 21 20:35:39	2018 APR 21 20:21:18	2018 APR 21 20:31:18	2018 APR 21 20:32:22	2018 APR 21 20:35:39	Same	Same	Same	Same	Same	Same	261.0	261.0	261.0	261.0	1	1452	1453	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	
2	1	1	Dayside_Nadir	LNO_M	UVIS_L	2018 APR 21 20:39:01	2018 APR 21 20:39:11	2018 APR 21 21:42:07	2018 APR 21 20:39:11	2018 APR 21 20:49:11	-	2018 APR 21 21:29:11	Same	Same	Same	2018 APR 21 20:32:50	2018 APR 21 20:42:50	2018 APR 21 21:38:29	2400.0	3776.0	3339.0	3776.0	1	2626	2626	Science: orders #167, #134, #168, #121, #189, #197, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	-	
3	2	2	Dayside_Nadir	OFF	UVIS_1	2018 APR 21 22:36:51	2018 APR 21 22:37:01	2018 APR 21 23:39:57	-	-	-	-	Same	Same	Same	-	-	-	-	3776.0	-	3776.0	-	-	-	-	-	
4	2	2	Dayside_Nadir	OFF	UVIS_2	2018 APR 21 22:36:51	2018 APR 21 22:37:01	2018 APR 21 23:39:57	-	-	-	-	Same	Same	Same	-	-	-	-	3776.0	-	3776.0	-	-	-	-	-	
5	2	2	Dayside_Nadir	OFF	UVIS_3	2018 APR 21 22:36:51	2018 APR 21 22:37:01	2018 APR 21 23:39:57	-	-	-	-	Same	Same	Same	-	-	-	-	3776.0	-	3776.0	-	-	-	-	-	
6	7	3	Egress	SO_O	UVIS_O	2018 APR 22 00:16:48	2018 APR 22 00:26:58	2018 APR 22 00:31:20	2018 APR 22 00:16:58	2018 APR 22 00:26:58	2018 APR 22 00:28:02	2018 APR 22 00:31:20	Same	Same	Same	Same	Same	Same	262.0	262.0	262.0	262.0	1	1440	1440	Science: orders #167, #155, #159, #164, #148, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	-	
7	3	3	Dayside_Nadir	LNO_M	UVIS_L	2018 APR 22 00:34:41	2018 APR 22 00:34:51	2018 APR 22 01:37:47	2018 APR 22 00:34:51	2018 APR 22 00:44:51	-	2018 APR 22 01:24:51	Same	Same	Same	2018 APR 22 00:28:30	2018 APR 22 00:38:30	2018 APR 22 01:34:08	2400.0	3776.0	3338.0	3776.0	1	1029	1029	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
8	4	4	Dayside_Nadir	OFF	UVIS_1	2018 APR 22 02:32:33	2018 APR 22 02:32:43	2018 APR 22 03:35:39	-	-	-	-	Same	Same	Same	-	-	-	-	3776.0	-	3776.0	-	-	-	-	-	
9	4	4	Dayside_Nadir	OFF	UVIS_2	2018 APR 22 02:32:33	2018 APR 22 02:32:43	2018 APR 22 03:35:39	-	-	-	-	Same	Same	Same	-	-	-	-	3776.0	-	3776.0	-	-	-	-	-	
10	4	4	Dayside_Nadir	OFF	UVIS_3	2018 APR 22 02:32:33	2018 APR 22 02:32:43	2018 APR 22 03:35:39	-	-	-	-	Same	Same	Same	-	-	-	-	3776.0	-	3776.0	-	-	-	-	-	
11	5	5	Dayside_Nadir	LNO_L	UVIS_L	2018 APR 22 04:20:27	2018 APR 22 04:20:37	2018 APR 22 05:33:35	2018 APR 22 04:20:37	2018 APR 22 04:30:37	-	2018 APR 22 05:33:35	Same	Same	Same	Same	Same	Same	3778.0	4378.0	3778.0	4378.0	1	1090	1090	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
12	6	6	Dayside_Nadir	OFF	UVIS_1	2018 APR 22 06:28:21	2018 APR 22 06:28:31	2018 APR 22 07:31:33	-	-	-	-	Same	Same	Same	-	-	-	-	3782.0	-	3782.0	-	-	-	-	-	
13	6	6	Dayside_Nadir	OFF	UVIS_2	2018 APR 22 06:28:21	2018 APR 22 06:28:31	2018 APR 22 07:31:33	-	-	-	-	Same	Same	Same	-	-	-	-	3782.0	-	3782.0	-	-	-	-	-	
14	6	6	Dayside_Nadir	OFF	UVIS_3	2018 APR 22 06:28:21	2018 APR 22 06:28:31	2018 APR 22 07:31:33	-	-	-	-	Same	Same	Same	-	-	-	-	3782.0	-	3782.0	-	-	-	-	-	
15	7	7	Dayside_Nadir	OFF	UVIS_1	2018 APR 22 08:26:15	2018 APR 22 08:26:25	2018 APR 22 09:29:25	-	-	-	-	Same	Same	2018 APR 22 09:21:48	-	-	-	-	3780.0	-	3323.000000357628	-	-	-	-	-	
16	7	7	Dayside_Nadir	OFF	UVIS_2	2018 APR 22 08:26:15	2018 APR 22 08:26:25	2018 APR 22 09:29:25	-	-	-	-	Same	Same	2018 APR 22 09:21:48	-	-	-	-	3780.0	-	3323.000000357628	-	-	-	-	-	
17	7	7	Dayside_Nadir	OFF	UVIS_3	2018 APR 22 08:26:15	2018 APR 22 08:26:25	2018 APR 22 09:29:25	-	-	-	-	Same	Same	2018 APR 22 09:21:48	-	-	-	-	3780.0	-	3323.000000357628	-	-	-	-	-	
18	16	8	Ingress	SO_O	UVIS_O	2018 APR 22 09:21:53	2018 APR 22 09:32:03	2018 APR 22 09:36:43	2018 APR 22 09:22:03	2018 APR 22 09:32:03	2018 APR 22 09:35:37	2018 APR 22 09:36:43	Same	Same	Same	Same	Same	Same	280.0	280.0	280.0	280.0	1	1427	1427	Science: orders #119, #140, #153, #170, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	-	
19	8	8	Dayside_Nadir	LNO_M	UVIS_L	2018 APR 22 10:24:07	2018 APR 22 10:24:17	2018 APR 22 11:27:15	2018 APR 22 10:24:17	2018 APR 22 10:34:17	-	2018 APR 22 11:14:17	Same	Same	Same	2018 APR 22 10:18:06	2018 APR 22 10:28:06	2018 APR 22 11:23:26	2400.0	3778.0	3320.0	3778.0	1	1779	1779	Science: orders #167, #121, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	-	
20	19	9	Egress	SO_O	UVIS_O	2018 APR 22 12:04:01	2018 APR 22 12:14:11	2018 APR 22 12:18:34	2018 APR 22 12:04:11	2018 APR 22 12:14:11	2018 APR 22 12:15:15	2018 APR 22 12:18:34	Same	Same	Same	Same	Same	Same	263.0	263.0	263.0	263.0	1	1452	1453	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	
21	9	9	Dayside_Nadir	LNO_M	UVIS_L	2018 APR 22 12:21:59	2018 APR 22 12:22:09	2018 APR 22 13:25:05	2018 APR 22 12:22:09	2018 APR 22 12:32:09	-	2018 APR 22 13:12:09	Same	Same	Same	2018 APR 22 12:15:49	2018 APR 22 12:25:49	2018 APR 22 13:21:26	2400.0	3776.0	3337.0	3776.0	1	2318	2318	Science: orders #168, #134, #121, #190, with 195000us integration time (4 orders per 15 second(s) for detector lines 80 to 224)	-	
22	10	10	Dayside_Nadir	OFF	UVIS_1	2018 APR 22 14:19:49	2018 APR 22 14:19:59	2018 APR 22 15:22:59	-	-	-	-	Same	Same	Same	-	-	-	-	3780.0	-	3780.0	-	-	-	-	-	
23	10	10	Dayside_Nadir	OFF	UVIS_2	2018 APR 22 14:19:49	2018 APR 22 14:19:59	2018 APR 22 15:22:59	-	-	-	-	Same	Same	Same	-	-	-	-	3780.0	-	3780.0	-	-	-	-	-	
24	10	10	Dayside_Nadir	OFF	UVIS_3	2018 APR 22 14:19:49	2018 APR 22 14:19:59	2018 APR 22 15:22:59	-	-	-	-	Same	Same	Same	-	-	-	-	3780.0	-	3780.0	-	-	-	-	-	
25	11	11	Dayside_Nadir	LNO_L	UVIS_L	2018 APR 22 16:07:43	2018 APR 22 16:07:53	2018 APR 22 17:20:53	2018 APR 22 16:07:53	2018 APR 22 16:17:53	-	2018 APR 22 17:20:53	Same	Same	Same	Same	Same	Same	3780.0	4380.0	3780.0	4380.0	1	1860	1860	Science: orders #169, #131, #127, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	-	
26	12	12	Dayside_Nadir	OFF	UVIS_1	2018 APR 22 18:15:39	2018 APR 22 18:15:49	2018 APR 22 19:18:47	-	-	-	-	Same	Same	Same	-	-	-	-	3778.0	-	3778.0	-	-	-	-	-	
27	12	12	Dayside_Nadir	OFF	UVIS_2	2018 APR 22 18:15:39	2018 APR 22 18:15:49	2018 APR 22 19:18:47	-	-	-	-	Same	Same	Same	-	-	-	-	3778.0	-	3778.0	-	-	-	-	-	
28	12	12	Dayside_Nadir	OFF	UVIS_3	2018 APR 22 18:15:39	2018 APR 22 18:15:49	2018 APR 22 19:18:47	-	-	-	-	Same	Same	Same	-	-	-	-	3778.0	-	3778.0	-	-	-	-	-	
29	27	13	Egress	SO_O	UVIS_O	2018 APR 22 19:55:32	2018 APR 22 20:05:42	2018 APR 22 20:10:06	2018 APR 22 19:55:42	2018 APR 22 20:05:42	2018 APR 22 20:06:46	2018 APR 22 20:10:06	Same	Same	Same	Same	Same	Same	264.0	264.0	264.0	264.0	1	1410	1410	Science: orders #119, #130, #145, #171, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	-	
30	13	13	Dayside_Nadir	LNO_M	UVIS_L	2018 APR 22 20:13:33	2018 APR 22 20:13:43	2018 APR 22 21:16:41	2018 APR 22 20:13:43	2018 APR 22 20:23:43	-	2018 APR 22 21:03:43	Same	Same	Same	2018 APR 22 20:07:24	2018 APR 22 20:17:24	2018 APR 22 21:13:00	2400.0	3778.0	3336.0	3778.0	1	2364	2364	Science: orders #164, #169, #131, #127, with 195000us integration time (4 orders per 15 second(s) for detector lines 80 to 224)	-	
31	14	14	Dayside_Nadir	OFF	UVIS_1	2018 APR 22 22:11:25	2018 APR 22 22:11:35	2018 APR 22 23:14:31	-	-	-	-	Same	Same	Same	-	-	-	-	3776.0	-	3776.0	-	-	-	-	-	
32	14	14	Dayside_Nadir	OFF	UVIS_2	2018 APR 22 22:11:25	2018 APR 22 22:11:35	2018 APR 22 23:14:31	-	-	-	-	Same	Same	Same	-	-	-	-	3776.0	-	3776.0	-	-	-	-	-	
33	14	14	Dayside_Nadir	OFF	UVIS_3	2018 APR 22 22:11:25	2018 APR 22 22:11:35	2018 APR 22 23:14:31	-	-	-	-	Same	Same	Same	-	-	-	-	3776.0	-	3776.0	-	-	-	-	-	
34	31	15	Egress	SO_O	UVIS_O	2018 APR 22 23:51:12	2018 APR 23 00:01:22	2018 APR 23 00:05:47	2018 APR 22 23:51:22	2018 APR 23 00:01:22	2018 APR 23 00:02:27	2018 APR 23 00:05:47	Same	Same	Same	Same	Same	Same	265.0	265.0	265.0	265.0	1	1411	1411	Science: orders #121, #130, #145, #169, #195, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	-	
35	15	15	Dayside_Nadir	LNO_M	UVIS_L	2018 APR 23 00:09:15	2018 APR 23 00:09:25	2018 APR 23 01:12:21	2018 APR 23 00:09:25	2018 APR 23 00:19:25	-	2018 APR 23 00:59:25	Same	Same	Same	2018 APR 23 00:03:06	2018 APR 23 00:13:06	2018 APR 23 01:08:41	2400.0	3776.0	3335.0	3776.0	1	144	144	Diffraction order stepping (fullscan): 30 orders from 140 to 170 in steps of 1 (1 order(s) per 15 second(s))	-	
36	16	16	Dayside_Nadir	OFF	UVIS_1	2018 APR 23 02:07:05	2018 APR 23 02:07:15	2018 APR 23 03:10:13	-	-	-	-	Same	Same	Same	-	-	-	-	3778.0	-	3778.0	-	-	-	-	-	
37	16	16	Dayside_Nadir	OFF	UVIS_2	2018 APR 23 02:07:05	2018 APR 23 02:07:15	2018 APR 23 03:10:13	-	-	-	-	Same	Same	Same	-	-	-	-	3778.0	-	3778.0	-	-	-	-	-	
38	16	16	Dayside_Nadir	OFF	UVIS_3	2018 APR 23 02:07:05	2018 APR 23 02:07:15	2018 APR 23 03:10:13	-	-	-	-	Same	Same	Same	-	-	-	-	3778.0	-	3778.0	-	-	-	-	-	
39	17	17	Dayside_Nadir	LNO_L	UVIS_L	2018 APR 23 03:54:59	2018 APR 23 03:55:09	2018 APR 23 05:08:07	2018 APR 23 03:55:09	2018 APR 23 04:05:09	-	2018 APR 23 05:08:07	Same	Same	2018 APR 23 05:00:34	Same	Same	2018 APR 23 05:00:34	3778.0	4378.0	3325.000000357628	3925.000000357628	1	124	124	Diffraction order stepping (fullscan): 10 orders from 180 to 190 in steps of 1 (1 order(s) per 15 second(s))	-	
40	36	18	Ingress	SO_O	UVIS_O	2018 APR 23 05:00:39	2018 APR 23 05:10:49	2018 APR 23 05:15:33	2018 APR 23 05:00:49	2018 APR 23 05:10:49	2018 APR 23 05:14:26	2018 APR 23 05:15:33	Same	Same	Same	Same	Same	Same	284.0	284.0	284.0	284.0	1	1446	1446	Science: orders #119, #133, #143, #154, #169, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	-	
41	18	18	Dayside_Nadir	LNO_M	UVIS_L	2018 APR 23 06:02:53	2018 APR 23 06:03:03	2018 APR 23 07:06:03	2018 APR 23 06:03:03	2018 APR 23 06:13:03	-	2018 APR 23 06:53:03	Same	Same	Same	2018 APR 23 05:56:55	2018 APR 23 06:06:55	2018 APR 23 07:02:11	2400.0	3780.0	3316.0	3780.0	1	116	116	Diffraction order stepping (fullscan): 10 orders from 160 to 170 in steps of 1 (1 order(s) per 15 second(s))	-	
42	19	19	Dayside_Nadir	OFF	UVIS_1	2018 APR 23 08:00:49	2018 APR 23 08:00:59	2018 APR 23 09:03:57	-	-	-	-	Same	Same	2018 APR 23 08:56:25	-	-	-	-	3778.0	-	3326.000000357628	-	-	-	-	-	
43	19	19	Dayside_Nadir	OFF	UVIS_2	2018 APR 23 08:00:49	2018 APR 23 08:00:59	2018 APR 23 09:03:57	-	-	-	-	Same	Same	2018 APR 23 08:56:25	-	-	-	-	3778.0	-	3326.000000357628	-	-	-	-	-	
44	19	19	Dayside_Nadir	OFF	UVIS_3	2018 APR 23 08:00:49	2018 APR 23 08:00:59	2018 APR 23 09:03:57	-	-	-	-	Same	Same	2018 APR 23 08:56:25	-	-	-	-	3778.0	-	3326.000000357628	-	-	-	-	-	
45	40	20	Ingress	SO_O	UVIS_O	2018 APR 23 08:56:30	2018 APR 23 09:06:40	2018 APR 23 09:11:24	2018 APR 23 08:56:40	2018 APR 23 09:06:40	2018 APR 23 09:10:18	2018 APR 23 09:11:24	Same	Same	Same	Same	Same	Same	284.0	284.0	284.0	284.0	1	1444	1444	Science: orders #120, #133, #143, #154, #181, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	-	
46	20	20	Dayside_Nadir	LNO_M	UVIS_L	2018 APR 23 09:58:41	2018 APR 23 09:58:51	2018 APR 23 11:01:49	2018 APR 23 09:58:51	2018 APR 23 10:08:51	-	2018 APR 23 10:48:51	Same	Same	Same	2018 APR 23 09:52:42	2018 APR 23 10:02:42	2018 APR 23 10:57:58	2400.0	3778.0	3316.0	3778.0	1	1934	1934	Science: orders #121, #171, #124, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	-	
47	21	21	Dayside_Nadir	OFF	UVIS_1	2018 APR 23 11:56:31	2018 APR 23 11:56:41	2018 APR 23 12:59:37	-	-	-	-	Same	Same	Same	-	-	-	-	3776.0	-	3776.0	-	-	-	-	-	
48	21	21	Dayside_Nadir	OFF	UVIS_2	2018 APR 23 11:56:31	2018 APR 23 11:56:41	2018 APR 23 12:59:37	-	-	-	-	Same	Same	Same	-	-	-	-	3776.0	-	3776.0	-	-	-	-	-	
49	21	21	Dayside_Nadir	OFF	UVIS_3	2018 APR 23 11:56:31	2018 APR 23 11:56:41	2018 APR 23 12:59:37	-	-	-	-	Same	Same	Same	-	-	-	-	3776.0	-	3776.0	-	-	-	-	-	
50	22	22	Dayside_Nadir	LNO_L	UVIS_L	2018 APR 23 13:44:21	2018 APR 23 13:44:31	2018 APR 23 14:57:29	2018 APR 23 13:44:31	2018 APR 23 13:54:31	-	2018 APR 23 14:57:29	Same	Same	Same	Same	Same	Same	3778.0	4378.0	3778.0	4378.0	1	1107	1107	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
51	47	23	Egress	SO_O	UVIS_O	2018 APR 23 15:34:02	2018 APR 23 15:44:12	2018 APR 23 15:48:40	2018 APR 23 15:34:12	2018 APR 23 15:44:12	2018 APR 23 15:45:18	2018 APR 23 15:48:40	Same	Same	Same	Same	Same	Same	268.0	268.0	268.0	268.0	1	1452	1453	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	
52	23	23	Dayside_Nadir	LNO_M	UVIS_L	2018 APR 23 15:52:15	2018 APR 23 15:52:25	2018 APR 23 16:55:23	2018 APR 23 15:52:25	2018 APR 23 16:02:25	-	2018 APR 23 16:42:25	Same	Same	Same	2018 APR 23 15:46:08	2018 APR 23 15:56:08	2018 APR 23 16:51:40	2400.0	3778.0	3332.0	3778.0	1	1837	1837	Science: orders #168, #134, #136, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	-	
53	24	24	Dayside_Nadir	OFF	UVIS_1	2018 APR 23 17:50:09	2018 APR 23 17:50:19	2018 APR 23 18:53:19	-	-	-	-	Same	Same	Same	-	-	-	-	3780.0	-	3780.0	-	-	-	-	-	
54	24	24	Dayside_Nadir	OFF	UVIS_2	2018 APR 23 17:50:09	2018 APR 23 17:50:19	2018 APR 23 18:53:19	-	-	-	-	Same	Same	Same	-	-	-	-	3780.0	-	3780.0	-	-	-	-	-	
55	24	24	Dayside_Nadir	OFF	UVIS_3	2018 APR 23 17:50:09	2018 APR 23 17:50:19	2018 APR 23 18:53:19	-	-	-	-	Same	Same	Same	-	-	-	-	3780.0	-	3780.0	-	-	-	-	-	
56	25	25	Dayside_Nadir	OFF	UVIS_1	2018 APR 23 19:48:05	2018 APR 23 19:48:15	2018 APR 23 20:51:11	-	-	-	-	Same	Same	2018 APR 23 20:43:43	-	-	-	-	3776.0	-	3328.000000357628	-	-	-	-	-	
57	25	25	Dayside_Nadir	OFF	UVIS_2	2018 APR 23 19:48:05	2018 APR 23 19:48:15	2018 APR 23 20:51:11	-	-	-	-	Same	Same	2018 APR 23 20:43:43	-	-	-	-	3776.0	-	3328.000000357628	-	-	-	-	-	
58	25	25	Dayside_Nadir	OFF	UVIS_3	2018 APR 23 19:48:05	2018 APR 23 19:48:15	2018 APR 23 20:51:11	-	-	-	-	Same	Same	2018 APR 23 20:43:43	-	-	-	-	3776.0	-	3328.000000357628	-	-	-	-	-	
59	52	26	Ingress	SO_O	UVIS_O	2018 APR 23 20:43:48	2018 APR 23 20:53:58	2018 APR 23 20:58:45	2018 APR 23 20:43:58	2018 APR 23 20:53:58	2018 APR 23 20:57:38	2018 APR 23 20:58:45	Same	Same	Same	Same	Same	Same	287.0	287.0	287.0	287.0	1	3948	3948	Science: orders #167, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	-	
60	26	26	Dayside_Nadir	LNO_M	UVIS_L	2018 APR 23 21:45:59	2018 APR 23 21:46:09	2018 APR 23 22:49:03	2018 APR 23 21:46:09	2018 APR 23 21:56:09	-	2018 APR 23 22:36:09	Same	Same	Same	2018 APR 23 21:40:00	2018 APR 23 21:50:00	2018 APR 23 22:45:13	2400.0	3774.0	3313.0	3774.0	1	1033	1033	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
61	55	27	Egress	SO_O	UVIS_O	2018 APR 23 23:25:33	2018 APR 23 23:35:43	2018 APR 23 23:40:13	2018 APR 23 23:25:43	2018 APR 23 23:35:43	2018 APR 23 23:36:48	2018 APR 23 23:40:13	Same	Same	Same	Same	Same	Same	270.0	270.0	270.0	270.0	1	3954	3954	Science: orders #168, #136, #189, #119, #166, #148, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	-	
62	27	27	Dayside_Nadir	LNO_M	UVIS_L	2018 APR 23 23:43:49	2018 APR 23 23:43:59	2018 APR 24 00:46:53	2018 APR 23 23:43:59	2018 APR 23 23:53:59	-	2018 APR 24 00:33:59	Same	Same	Same	2018 APR 23 23:37:41	2018 APR 23 23:47:41	2018 APR 24 00:43:11	2400.0	3774.0	3330.0	3774.0	1	140	140	Diffraction order stepping (fullscan): 30 orders from 110 to 140 in steps of 1 (1 order(s) per 15 second(s))	-	
63	28	28	Dayside_Nadir	OFF	UVIS_1	2018 APR 24 01:41:39	2018 APR 24 01:41:49	2018 APR 24 02:44:43	-	-	-	-	Same	Same	Same	-	-	-	-	3774.0	-	3774.0	-	-	-	-	-	
64	28	28	Dayside_Nadir	OFF	UVIS_2	2018 APR 24 01:41:39	2018 APR 24 01:41:49	2018 APR 24 02:44:43	-	-	-	-	Same	Same	Same	-	-	-	-	3774.0	-	3774.0	-	-	-	-	-	
65	28	28	Dayside_Nadir	OFF	UVIS_3	2018 APR 24 01:41:39	2018 APR 24 01:41:49	2018 APR 24 02:44:43	-	-	-	-	Same	Same	Same	-	-	-	-	3774.0	-	3774.0	-	-	-	-	-	
66	29	29	Dayside_Nadir	OFF	UVIS_1	2018 APR 24 03:39:31	2018 APR 24 03:39:41	2018 APR 24 04:42:37	-	-	-	-	Same	Same	2018 APR 24 04:35:12	-	-	-	-	3776.0	-	3331.000000357628	-	-	-	-	-	
67	29	29	Dayside_Nadir	OFF	UVIS_2	2018 APR 24 03:39:31	2018 APR 24 03:39:41	2018 APR 24 04:42:37	-	-	-	-	Same	Same	2018 APR 24 04:35:12	-	-	-	-	3776.0	-	3331.000000357628	-	-	-	-	-	
68	29	29	Dayside_Nadir	OFF	UVIS_3	2018 APR 24 03:39:31	2018 APR 24 03:39:41	2018 APR 24 04:42:37	-	-	-	-	Same	Same	2018 APR 24 04:35:12	-	-	-	-	3776.0	-	3331.000000357628	-	-	-	-	-	
69	60	30	Ingress	SO_O	UVIS_O	2018 APR 24 04:35:17	2018 APR 24 04:45:27	2018 APR 24 04:50:16	2018 APR 24 04:35:27	2018 APR 24 04:45:27	2018 APR 24 04:49:08	2018 APR 24 04:50:16	Same	Same	Same	Same	Same	Same	289.0	289.0	289.0	289.0	1	1439	1439	Science: orders #167, #146, #147, #148, #154, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	-	
70	30	30	Dayside_Nadir	LNO_M	UVIS_L	2018 APR 24 05:37:25	2018 APR 24 05:37:35	2018 APR 24 06:40:33	2018 APR 24 05:37:35	2018 APR 24 05:47:35	-	2018 APR 24 06:27:35	Same	Same	Same	2018 APR 24 05:31:29	2018 APR 24 05:41:29	2018 APR 24 06:36:40	2400.0	3778.0	3311.0	3778.0	1	104	104	Diffraction order stepping (fullscan): 10 orders from 130 to 140 in steps of 1 (1 order(s) per 15 second(s))	-	
71	31	31	Dayside_Nadir	LNO_L	UVIS_L	2018 APR 24 07:25:21	2018 APR 24 07:25:31	2018 APR 24 08:38:29	2018 APR 24 07:25:31	2018 APR 24 07:35:31	-	2018 APR 24 08:38:29	Same	Same	Same	Same	Same	Same	3778.0	4378.0	3778.0	4378.0	1	2639	2639	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	-	
72	32	32	Dayside_Nadir	OFF	UVIS_1	2018 APR 24 09:33:15	2018 APR 24 09:33:25	2018 APR 24 10:36:23	-	-	-	-	Same	Same	Same	-	-	-	-	3778.0	-	3778.0	-	-	-	-	-	
73	32	32	Dayside_Nadir	OFF	UVIS_2	2018 APR 24 09:33:15	2018 APR 24 09:33:25	2018 APR 24 10:36:23	-	-	-	-	Same	Same	Same	-	-	-	-	3778.0	-	3778.0	-	-	-	-	-	
74	32	32	Dayside_Nadir	OFF	UVIS_3	2018 APR 24 09:33:15	2018 APR 24 09:33:25	2018 APR 24 10:36:23	-	-	-	-	Same	Same	Same	-	-	-	-	3778.0	-	3778.0	-	-	-	-	-	
75	67	33	Egress	SO_O	UVIS_O	2018 APR 24 11:12:44	2018 APR 24 11:22:54	2018 APR 24 11:27:27	2018 APR 24 11:12:54	2018 APR 24 11:22:54	2018 APR 24 11:24:00	2018 APR 24 11:27:27	Same	Same	Same	Same	Same	Same	273.0	273.0	273.0	273.0	1	293	293	Diffraction order stepping (fullscan): 115 orders from 110 to 800 in steps of 1 (6 order(s) per 1 second(s))	-	
76	33	33	Dayside_Nadir	LNO_M	UVIS_L	2018 APR 24 11:31:05	2018 APR 24 11:31:15	2018 APR 24 12:34:13	2018 APR 24 11:31:15	2018 APR 24 11:41:15	-	2018 APR 24 12:21:15	Same	Same	Same	2018 APR 24 11:25:01	2018 APR 24 11:35:01	2018 APR 24 12:30:28	2400.0	3778.0	3327.0	3778.0	1	2626	2626	Science: orders #167, #134, #168, #121, #189, #197, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	-	
77	34	34	Dayside_Nadir	OFF	UVIS_1	2018 APR 24 13:28:55	2018 APR 24 13:29:05	2018 APR 24 14:32:03	-	-	-	-	Same	Same	Same	-	-	-	-	3778.0	-	3778.0	-	-	-	-	-	
78	34	34	Dayside_Nadir	OFF	UVIS_2	2018 APR 24 13:28:55	2018 APR 24 13:29:05	2018 APR 24 14:32:03	-	-	-	-	Same	Same	Same	-	-	-	-	3778.0	-	3778.0	-	-	-	-	-	
79	34	34	Dayside_Nadir	OFF	UVIS_3	2018 APR 24 13:28:55	2018 APR 24 13:29:05	2018 APR 24 14:32:03	-	-	-	-	Same	Same	Same	-	-	-	-	3778.0	-	3778.0	-	-	-	-	-	
80	35	35	Dayside_Nadir	LNO_L	UVIS_L	2018 APR 24 15:16:47	2018 APR 24 15:16:57	2018 APR 24 16:29:55	2018 APR 24 15:16:57	2018 APR 24 15:26:57	-	2018 APR 24 16:29:55	Same	Same	Same	Same	Same	Same	3778.0	4378.0	3778.0	4378.0	1	1029	1029	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
81	36	36	Dayside_Nadir	OFF	UVIS_1	2018 APR 24 17:24:43	2018 APR 24 17:24:53	2018 APR 24 18:27:51	-	-	-	-	Same	Same	Same	-	-	-	-	3778.0	-	3778.0	-	-	-	-	-	
