MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2025 JUL 07 09:09:00,73.8138,-4.1548,315.3205,4.0933,74.3144,1.4423e-14,74.3144,2025 JUL 07 09:36:00,72.8789,-4.7086,431.6165,4.4944,73.3285,0.47058,73.5679
2025 JUL 08 02:00:00,70.6118,108.5363,312.2331,4.0067,76.4774,1.5903e-15,76.4774,2025 JUL 08 01:18:00,74.6545,111.8888,433.7006,3.5489,75.5991,0.45206,75.8612
2025 JUL 08 07:36:00,72.345,27.3936,313.2603,4.0478,75.3484,1.834e-14,75.3484,2025 JUL 08 07:12:00,74.4685,27.5491,433.57,3.6689,75.3703,0.45435,75.6299
2025 JUL 08 22:33:00,74.636,170.352,312.6318,4.1297,73.8416,3.556e-15,73.8416,2025 JUL 08 22:57:00,71.4399,171.4395,432.9317,4.5917,73.6972,0.48428,73.94
2025 JUL 09 21:00:00,72.9693,-158.2802,312.757,4.0722,75.009,3.7261e-14,75.009,2025 JUL 09 20:33:00,73.321,-154.9083,431.9536,3.8592,75.5531,0.46612,75.8137
2025 JUL 13 01:42:00,69.4929,160.3358,312.3596,3.9681,77.6058,2.075e-14,77.6058,2025 JUL 13 01:12:00,72.3452,162.169,433.4014,3.6036,77.2437,2.3122,79.4074
2025 JUL 13 11:03:00,69.5333,23.9407,313.4236,3.9756,77.5767,2.7035e-14,77.5767,2025 JUL 13 11:03:00,69.327,26.4733,430.6519,4.1444,76.9706,0.50374,77.2436
2025 JUL 15 00:27:00,70.1339,-161.8219,312.5517,3.9942,77.2614,9.031e-15,77.2614,2025 JUL 15 00:24:00,67.52,-159.1858,430.7482,4.1214,78.1861,0.51925,78.4698
2025 JUL 15 04:12:00,68.5572,142.8656,312.1497,3.9567,78.3486,2.661e-14,78.3486,2025 JUL 15 04:21:00,64.6252,147.7373,429.9116,4.4275,78.1876,0.5422,78.4708
2025 JUL 16 15:45:00,65.3589,-17.1359,313.4178,3.8919,80.6632,4.0482e-14,80.6632,2025 JUL 16 15:42:00,67.7238,-18.5891,431.0928,3.7464,79.8804,0.51666,80.1792
2025 JUL 17 01:06:00,65.3745,-153.5794,312.3211,3.8964,80.6603,2.6847e-14,80.6603,2025 JUL 17 01:33:00,64.2464,-156.9592,429.584,4.1092,80.2384,0.54484,80.5388
2025 JUL 17 23:33:00,64.1677,-121.4921,311.0889,3.8869,81.5082,5.2935e-14,81.5082,2025 JUL 17 23:09:00,66.6924,-119.7082,429.9207,3.6164,81.2083,0.78592,80.5864
2025 JUL 18 03:18:00,62.4443,-176.8394,310.5906,3.8472,82.7853,1.7352e-14,82.7853,2025 JUL 18 03:06:00,63.8339,-179.4993,429.8054,3.475,83.7739,26.2863,65.5646
