Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	91	Nightside	2025 MAR 15 14:49:34	2025 MAR 15 15:18:49	2025 MAR 15 15:48:05	3510.89	-41.37	102.76	124.05	-52.58	-33.39	52.28	102.40	18.08	14	-	-	-		
1	91	Dayside	2025 MAR 15 15:48:05	2025 MAR 15 16:17:38	2025 MAR 15 16:47:12	3547.04	124.05	-92.25	-70.78	52.28	34.99	-51.89	77.67	6.04	14	-		COP row -1: 		
2	91	Nightside	2025 MAR 15 16:47:12	2025 MAR 15 17:16:27	2025 MAR 15 17:45:42	3510.58	-70.78	73.67	94.68	-51.89	-34.12	51.62	102.25	18.05	3	-	-	-		
2	91	Dayside	2025 MAR 15 17:45:42	2025 MAR 15 18:15:18	2025 MAR 15 18:44:53	3550.33	94.68	-121.33	-99.97	51.62	35.61	-51.39	77.83	6.01	3	Surface Ice 4SUBD 01	Science: orders #199, #194, #193, #187, with 195000us integration time (4 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	&daysideMatch:PAVONIS MONS; 	
3	91	Nightside	2025 MAR 15 18:44:53	2025 MAR 15 19:14:08	2025 MAR 15 19:43:23	3510.71	-99.97	44.61	65.51	-51.39	-34.59	51.14	102.07	18.02	14	-	-	-		
3	91	Dayside	2025 MAR 15 19:43:23	2025 MAR 15 20:13:01	2025 MAR 15 20:42:38	3554.30	65.51	-150.41	-129.06	51.14	36.05	-50.99	78.03	5.98	14	-		COP row -1: 	&mroOverlap; 	
4	91	Nightside	2025 MAR 15 20:42:38	2025 MAR 15 21:11:54	2025 MAR 15 21:41:11	3513.29	-129.06	15.52	36.45	-50.99	-34.98	50.76	101.86	17.99	14	-	-	-		
4	91	Dayside	2025 MAR 15 21:41:11	2025 MAR 15 22:10:47	2025 MAR 15 22:40:22	3551.05	36.45	-179.53	-158.28	50.76	36.47	-50.45	78.25	5.95	14	-		COP row -1: 		
5	91	Nightside	2025 MAR 15 22:40:22	2025 MAR 15 23:09:39	2025 MAR 15 23:38:57	3514.51	-158.28	-13.62	7.21	-50.45	-35.56	50.21	101.66	17.96	14	-	-	-		
5	91	Dayside	2025 MAR 15 23:38:57	2025 MAR 16 00:08:31	2025 MAR 16 00:38:04	3547.84	7.21	151.31	172.39	50.21	37.07	-49.78	78.45	5.91	14	-		COP row -1: 	&daysideMatch:CERBERUS FOSSAE; 	
6	91	Nightside	2025 MAR 16 00:38:04	2025 MAR 16 01:07:21	2025 MAR 16 01:36:37	3512.28	172.39	-42.80	-22.19	-49.78	-36.30	49.45	101.47	17.93	14	-	-	-		
