S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2024 FEB 18 01:36:00,-65.7459,99.7463,251.9975,16.2639,71.5073,2.5753e-14,71.5073
TGO,2024 FEB 18 01:42:00,-64.1812,101.1252,377.9441,16.4531,72.1258,2.1552,70.4491

MRO,2024 FEB 18 03:30:00,-59.6546,70.6482,250.9845,16.1731,68.8161,5.0087e-14,68.8161
TGO,2024 FEB 18 03:39:00,-62.0464,68.7983,379.3106,16.1958,69.7855,0.49969,69.8361

MRO,2024 FEB 18 07:12:00,-67.305,18.2618,253.0883,16.2814,72.0985,3.7532e-14,72.0985
TGO,2024 FEB 18 07:36:00,-64.8784,14.9586,379.7691,16.4503,72.2635,0.48716,72.3327

MRO,2024 FEB 19 13:06:00,-70.5399,-56.965,251.8844,16.3636,73.3587,2.6847e-14,73.3587
TGO,2024 FEB 19 13:06:00,-68.3353,-52.9634,379.2098,16.6306,73.9988,0.46517,74.083

MRO,2024 FEB 19 18:42:00,-71.8874,-138.0767,252.9002,16.4058,73.9578,1.2919e-14,73.9578
TGO,2024 FEB 19 19:00:00,-69.0167,-137.8006,381.3427,16.7164,74.5699,0.46189,74.6598

MRO,2024 FEB 19 20:36:00,-66.0798,-168.106,252.2473,16.2531,71.1662,7.1119e-15,71.1662
TGO,2024 FEB 19 20:57:00,-66.8078,-171.5753,381.1274,16.3622,72.0197,0.47036,72.0867

MRO,2024 FEB 20 00:18:00,-73.9527,141.1885,252.2693,16.4733,74.877,6.5569e-15,74.877
TGO,2024 FEB 20 00:54:00,-69.6239,136.541,378.2208,16.7472,74.8251,0.77421,75.1278

MRO,2024 FEB 21 08:09:00,-60.6044,31.7443,252.5786,16.1719,68.4554,2.1336e-14,68.4554
TGO,2024 FEB 21 08:15:00,-61.4285,30.6866,379.3469,16.1986,68.9132,65.0521,8.21

MRO,2024 FEB 22 08:27:00,-61.5869,37.1875,251.6037,16.1822,68.6431,1.7421e-14,68.6431
TGO,2024 FEB 22 07:54:00,-66.4006,39.657,379.5046,15.8117,68.3341,0.45697,68.3694

MRO,2024 FEB 22 12:09:00,-69.5174,-14.7419,253.3774,16.3211,72.1338,4.3617e-14,72.1338
TGO,2024 FEB 22 11:51:00,-69.0029,-12.8518,379.9549,16.155,71.1377,0.44715,71.198

MRO,2024 FEB 22 14:03:00,-63.7261,-44.1486,251.9821,16.2094,69.4972,1.5903e-14,69.4972
TGO,2024 FEB 22 13:48:00,-66.931,-46.4691,379.6018,15.8114,68.5183,0.45294,68.555

MRO,2024 FEB 24 01:33:00,-68.3724,158.7976,251.3007,16.2858,71.2125,5.7426e-14,71.2125
TGO,2024 FEB 24 01:12:00,-70.6777,162.0038,379.0491,16.1589,71.4544,0.43353,71.5194

MRO,2024 FEB 24 05:15:00,-76.041,109.135,252.0745,16.5756,74.9547,4.9478e-14,74.9547
TGO,2024 FEB 24 05:09:00,-73.138,113.7267,378.7779,16.7844,74.9281,0.42799,75.0284

MRO,2024 FEB 24 07:09:00,-69.9882,77.9829,250.8463,16.3478,72.0237,3.1806e-15,72.0237
TGO,2024 FEB 24 07:06:00,-71.4602,77.892,379.7055,16.2931,72.29,0.42632,72.4226

MRO,2024 FEB 24 10:51:00,-77.5021,28.3865,253.1065,16.6419,75.5645,2.1761e-14,75.5645
TGO,2024 FEB 24 11:03:00,-73.4034,28.9459,379.5844,16.8739,75.3066,0.42765,75.4116

MRO,2024 FEB 24 12:45:00,-71.8083,-3.2905,253.8849,16.3792,72.7355,1.5964e-14,72.7355
TGO,2024 FEB 24 13:00:00,-71.7655,-7.8206,379.8768,16.3203,72.4633,0.42884,72.5391

MRO,2024 FEB 26 05:54:00,-68.2332,114.7752,252.0828,16.2944,70.7279,1.778e-14,70.7279
TGO,2024 FEB 27 05:51:00,-72.117,118.4238,378.5496,15.8442,70.007,0.43079,70.0659

MRO,2024 FEB 27 04:18:00,-74.9239,150.7473,251.6926,16.4906,73.623,1.9412e-14,73.623
TGO,2024 FEB 27 03:54:00,-73.5909,154.6186,378.594,16.3594,72.6791,0.4141,72.7618

MRO,2024 FEB 27 06:12:00,-69.0736,120.2786,251.7311,16.3083,70.8628,5.4442e-14,70.8628
TGO,2024 FEB 27 05:51:00,-72.117,118.4238,378.5496,15.8442,70.007,0.43079,70.0659

MRO,2024 FEB 27 09:54:00,-76.3147,70.4478,250.2833,16.5869,74.3469,2.3114e-14,74.3469
TGO,2024 FEB 27 09:48:00,-74.0548,71.2911,380.409,16.5458,73.5025,0.41466,73.5947

MRO,2024 FEB 29 01:12:00,-69.0078,-147.6205,251.7485,16.2925,70.3682,5.1506e-14,70.3682
TGO,2024 FEB 29 01:06:00,-73.7805,-149.3574,381.5281,16.0794,71.2524,0.46752,71.3319

MRO,2024 FEB 29 04:54:00,-76.899,162.6573,250.9287,16.5783,74.0926,6.2102e-15,74.0926
TGO,2024 FEB 29 05:03:00,-75.289,165.0949,378.6282,16.8867,74.7144,0.41087,74.8237

MRO,2024 FEB 29 06:48:00,-71.1299,131.4904,251.3702,16.3494,71.3113,1.9412e-14,71.3113
TGO,2024 FEB 29 07:00:00,-74.3351,126.9778,378.9063,16.2431,72.0289,0.40481,72.1092

MRO,2024 FEB 29 10:30:00,-78.4601,83.1148,250.3498,16.7247,74.9452,2.3994e-14,74.9452
TGO,2024 FEB 29 10:57:00,-75.4848,82.3413,380.3284,17.1111,75.5209,0.41357,75.6399

MRO,2024 MAR 03 03:57:00,-75.3401,-155.6855,251.694,16.4947,72.6508,9.6733e-15,72.6508
TGO,2024 MAR 03 03:48:00,-75.4932,-152.852,380.3282,16.5378,72.8527,0.40184,72.9488

MRO,2024 MAR 03 09:33:00,-77.2912,124.4606,251.5259,16.6206,73.6246,3.7304e-14,73.6246
TGO,2024 MAR 03 09:42:00,-75.7637,124.8383,380.2118,16.7917,73.7704,0.43259,73.9421

MRO,2024 MAR 03 15:09:00,-78.5324,43.911,251.1253,16.7,74.1713,3.668e-14,74.1713
TGO,2024 MAR 03 15:36:00,-75.7663,39.9858,380.5099,16.8761,74.0151,0.40656,74.1254

MRO,2024 MAR 06 03:00:00,-74.2056,-113.3722,250.0913,16.4539,71.4796,2.3114e-14,71.4796
TGO,2024 MAR 06 02:33:00,-75.6836,-110.3357,381.7023,16.2183,71.1627,0.39296,71.2472

MRO,2024 MAR 06 08:36:00,-76.0515,165.7509,250.2572,16.5114,72.2279,4.3733e-15,72.2279
TGO,2024 MAR 06 08:27:00,-75.8825,166.2055,378.2608,16.3958,71.7813,0.46367,71.9908

MRO,2024 MAR 06 14:12:00,-77.5754,85.9573,249.9912,16.6411,73.06,1.7369e-14,73.06
TGO,2024 MAR 06 14:21:00,-75.8525,83.4342,380.2127,16.6189,72.4826,0.40062,72.5833

MRO,2024 MAR 09 02:03:00,-72.551,-71.6543,249.4814,16.3725,69.9691,1.3494e-14,69.9691
TGO,2024 MAR 09 01:18:00,-75.8512,-66.8192,380.5226,15.965,69.7466,0.38527,69.8223

MRO,2024 MAR 09 07:39:00,-73.9095,-152.8712,251.0701,16.4072,70.5085,3.2823e-14,70.5085
TGO,2024 MAR 09 07:12:00,-75.8961,-151.1658,380.1472,16.0831,70.0967,0.3879,70.1771

MRO,2024 MAR 09 13:15:00,-75.9033,126.9159,250.6458,16.5089,71.4729,8.1089e-15,71.4729
TGO,2024 MAR 09 13:06:00,-75.8927,126.8618,380.6824,16.3592,70.9618,0.39468,71.0529

MRO,2024 MAR 09 18:51:00,-77.142,46.1822,249.8063,16.5758,72.0262,9.1354e-15,72.0262
TGO,2024 MAR 09 19:00:00,-75.8367,41.8529,380.4155,16.4331,71.1402,0.39691,71.234

MRO,2024 MAR 11 08:15:00,-75.4439,-141.2552,250.7819,16.4725,70.8139,2.6847e-14,70.8139
