Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Nightside nadir observation number,Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),SubSC latitude (deg) @ TC20 execution start time (UTC),SubSC longitude (deg) @ TC20 execution start time (UTC),SubSC LST @ TC20 execution start time (h),SubSC phase angle (deg) @ TC20 execution start time (UTC),SubSC solar incidence angle (deg) @ TC20 execution start time (UTC),SubSC emission angle (deg) @ TC20 execution start time (UTC),SubSC latitude (deg) @ TC20 execution end time (UTC),SubSC longitude (deg) @ TC20 execution end time (UTC),SubSC LST @ TC20 execution end time (h),SubSC phase angle (deg) @ TC20 execution end time (UTC),SubSC solar incidence angle (deg) @ TC20 execution end time (UTC),SubSC emission angle (deg) @ TC20 execution end time (UTC),Beta angle (deg),Solar longitude Ls (deg),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),LNO+UVIS+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
17,17,1,25,4588,0,1,0,0,0,2018 DEC 03 13:22:07,2018 DEC 03 13:59:25,N/A,N/A,2018 DEC 03 13:22:17,2018 DEC 03 13:59:25,24.8688,14.9846,18.7292,108.4553,108.4553,1.5581e-14,39.2264,163.9226,5.2631,111.8902,111.8902,3.1806e-15,51.738,299.707,N/A,226.5568,226.5568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2228,104,366,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08B40068016E
17,17,2,26,4589,0,1,0,0,0,2018 DEC 03 15:20:09,2018 DEC 03 15:57:27,N/A,N/A,2018 DEC 03 15:20:19,2018 DEC 03 15:57:27,25.2789,-13.8806,18.7186,108.4296,108.4296,3.7633e-14,38.8187,135.117,5.2567,111.8802,111.8802,7.1968e-14,51.7693,299.7561,N/A,226.5568,226.5568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2228,104,366,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08B40068016E
17,17,3,62,4625,0,1,0,0,0,2018 DEC 06 14:07:41,2018 DEC 06 14:44:59,N/A,N/A,2018 DEC 06 14:07:51,2018 DEC 06 14:44:59,39.8964,28.8222,18.4439,108.4731,108.4731,3.4403e-14,24.1825,177.6747,4.9725,112.0645,112.0645,1.1475e-14,51.532,301.5181,N/A,226.5568,226.5568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2228,104,366,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08B40068016E
17,17,4,92,4655,0,1,0,0,0,2018 DEC 09 01:07:08,2018 DEC 09 01:44:21,N/A,N/A,2018 DEC 09 01:07:18,2018 DEC 09 01:44:21,51.0626,-113.732,18.3375,109.2956,109.2956,2.0116e-14,12.6832,31.9104,4.6503,113.2335,113.2335,1.4312e-14,49.3805,302.9808,N/A,226.0484,226.0484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2223,104,361,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08AF00680169
17,17,5,93,4656,0,1,0,0,0,2018 DEC 09 03:05:06,2018 DEC 09 03:42:21,N/A,N/A,2018 DEC 09 03:05:16,2018 DEC 09 03:42:21,51.3738,-142.405,18.3389,109.3518,109.3518,2.3155e-14,12.3088,3.0148,4.6375,113.2972,113.2972,1.5087e-14,49.2364,303.0295,N/A,226.2518,226.2518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2225,104,363,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08B10068016B
17,17,6,119,4682,0,1,0,0,0,2018 DEC 11 06:12:11,2018 DEC 11 06:49:25,N/A,N/A,2018 DEC 11 06:12:21,2018 DEC 11 06:49:25,59.3402,-167.7522,18.3867,110.5643,110.5643,1.9412e-14,3.4924,-27.8945,4.3144,114.8864,114.8864,1.2728e-14,46.0156,304.2927,N/A,226.1501,226.1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2224,104,362,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08B00068016A
17,17,7,132,4695,0,1,0,0,0,2018 DEC 12 07:45:34,2018 DEC 12 08:22:47,N/A,N/A,2018 DEC 12 07:45:44,2018 DEC 12 08:22:47,62.6817,-179.4924,18.4706,111.2973,111.2973,2.0366e-14,-0.46791,-43.4682,4.1422,115.7965,115.7965,1.4233e-14,44.0557,304.9227,N/A,226.0484,226.0484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2223,104,361,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08AF00680169
17,17,8,150,4713,0,1,0,0,0,2018 DEC 13 19:08:31,2018 DEC 13 19:45:39,N/A,N/A,2018 DEC 13 19:08:41,2018 DEC 13 19:45:39,66.5368,27.0155,18.6653,112.4224,112.4224,4.1834e-14,-5.3368,156.394,3.8928,117.2124,117.2124,1.3329e-14,41.0027,305.7934,N/A,225.54,225.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2218,104,356,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08AA00680164
17,17,9,161,4724,0,1,0,0,0,2018 DEC 14 16:45:42,2018 DEC 14 17:22:50,N/A,N/A,2018 DEC 14 16:45:52,2018 DEC 14 17:22:50,68.4528,73.7334,18.8161,113.0735,113.0735,2.3426e-14,-8.0149,-161.4852,3.7372,118.0963,118.0963,8.5639e-15,39.0188,306.3244,N/A,225.54,225.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2218,104,356,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08AA00680164
17,17,10,224,4787,0,1,0,0,0,2018 DEC 19 20:34:19,2018 DEC 19 21:11:21,N/A,N/A,2018 DEC 19 20:34:29,2018 DEC 19 21:11:21,73.448,85.5449,20.0756,116.9631,116.9631,6.472e-15,-20.1662,177.1942,2.7861,123.048,123.048,9.5499e-15,25.7439,309.3519,N/A,224.9299,224.9299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2212,104,350,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08A40068015E
