Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Egress solar occultation observation number,Merged Occultation (YES = 1; NO = 0),Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km (UTC),Latitude probed @ limb height 250 km (deg),Longitude probed @ limb height 250 km (deg),Limb Height 0 km (UTC),Latitude probed @ limb height 0 km (deg),Longitude probed @ limb height 0 km (deg),Limb Height 50 km: switch SCI1 to SCI2 (UTC),Beta angle (deg),Eclipse duration (Umbra end - Umbra start) (s),Local Solar Time (LST): TGO2SUN vector surface intercept point @ limb height 0 km (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
1,1,1,0,2,4565,0,0,0,1,0,2018 DEC 01 16:32:11,2018 DEC 01 16:49:39,2018 DEC 01 16:32:21,2018 DEC 01 16:49:39,N/A,N/A,2018 DEC 01 16:42:21,2018 DEC 01 16:49:39,2018 DEC 01 16:49:09,32.8614,129.4918,2018 DEC 01 16:42:51,48.2517,141.3417,2018 DEC 01 16:44:00,50.4872,1761,7.7064,298.5917,42.9425,N/A,23.1998,65.9086,10,640,709,30,30,1038,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,438,327,1271,1400002C000A028002C51E1E040E000109D009D000000000000000000000000000000000026201B6014704F7
1,1,2,0,4,4567,0,0,0,1,0,2018 DEC 01 20:28:00,2018 DEC 01 20:45:33,2018 DEC 01 20:28:10,2018 DEC 01 20:45:33,N/A,N/A,2018 DEC 01 20:38:10,2018 DEC 01 20:45:33,2018 DEC 01 20:45:03,32.1724,71.6865,2018 DEC 01 20:38:40,48.0033,83.1744,2018 DEC 01 20:39:51,50.7012,1750,7.6525,298.69,43.4157,N/A,23.4647,66.6439,10,640,711,30,30,1043,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,443,327,1283,1400002C000A028002C71E1E0413000109D009D000000000000000000000000000000000026201BB01470503
1,1,3,0,6,4569,0,0,0,1,0,2018 DEC 02 00:23:55,2018 DEC 02 00:41:27,2018 DEC 02 00:24:05,2018 DEC 02 00:41:27,N/A,N/A,2018 DEC 02 00:34:05,2018 DEC 02 00:41:27,2018 DEC 02 00:40:57,31.5271,13.9142,2018 DEC 02 00:34:35,46.9011,26.2469,2018 DEC 02 00:35:45,50.7621,1745,7.6828,298.7883,43.3211,N/A,23.4117,66.4969,10,640,710,30,30,1042,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,442,327,1280,1400002C000A028002C61E1E0412000109D009D000000000000000000000000000000000026201BA01470500
1,1,4,0,9,4572,0,0,0,1,0,2018 DEC 02 06:17:49,2018 DEC 02 06:35:25,2018 DEC 02 06:17:59,2018 DEC 02 06:35:25,N/A,N/A,2018 DEC 02 06:27:59,2018 DEC 02 06:35:25,2018 DEC 02 06:34:55,30.5232,-72.7807,2018 DEC 02 06:28:29,46.4559,-61.2047,2018 DEC 02 06:29:40,51.017,1734,7.5914,298.9357,43.6997,N/A,23.6236,67.0851,10,640,711,30,30,1046,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,446,327,1289,1400002C000A028002C71E1E0416000109D009D000000000000000000000000000000000026201BE01470509
1,1,5,0,11,4574,0,0,0,1,0,2018 DEC 02 10:13:38,2018 DEC 02 10:31:16,2018 DEC 02 10:13:48,2018 DEC 02 10:31:16,N/A,N/A,2018 DEC 02 10:23:48,2018 DEC 02 10:31:16,2018 DEC 02 10:30:46,29.8839,-130.5212,2018 DEC 02 10:24:18,46.0474,-119.2348,2018 DEC 02 10:25:30,51.1576,1726,7.5467,299.0339,43.889,N/A,23.7295,67.3792,10,640,712,30,30,1048,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,448,327,1294,1400002C000A028002C81E1E0418000109D009D000000000000000000000000000000000026201C00147050E
1,1,6,0,15,4578,0,0,0,1,0,2018 DEC 02 18:05:37,2018 DEC 02 18:23:20,2018 DEC 02 18:05:47,2018 DEC 02 18:23:20,N/A,N/A,2018 DEC 02 18:15:47,2018 DEC 02 18:23:20,2018 DEC 02 18:22:50,28.2861,113.7543,2018 DEC 02 18:16:17,44.8721,124.6021,2018 DEC 02 18:17:30,51.37,1713,7.4561,299.2304,44.3622,N/A,23.9943,68.1146,10,640,713,30,30,1053,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,453,327,1305,1400002C000A028002C91E1E041D000109D009D000000000000000000000000000000000026201C501470519
1,1,7,0,17,4580,0,0,0,1,0,2018 DEC 02 22:01:29,2018 DEC 02 22:19:14,2018 DEC 02 22:01:39,2018 DEC 02 22:19:14,N/A,N/A,2018 DEC 02 22:11:39,2018 DEC 02 22:19:14,2018 DEC 02 22:18:44,27.4777,55.9318,2018 DEC 02 22:12:09,44.0526,67.0124,2018 DEC 02 22:13:22,51.4805,1708,7.4417,299.3285,44.5515,N/A,24.1003,68.4087,10,640,713,30,30,1055,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,455,327,1309,1400002C000A028002C91E1E041F000109D009D000000000000000000000000000000000026201C70147051D
1,1,8,0,18,4581,0,0,0,1,0,2018 DEC 02 23:59:28,2018 DEC 03 00:17:12,2018 DEC 02 23:59:38,2018 DEC 03 00:17:12,N/A,N/A,2018 DEC 03 00:09:38,2018 DEC 03 00:17:12,2018 DEC 03 00:16:42,27.125,27.0462,2018 DEC 03 00:10:08,43.4246,38.5885,2018 DEC 03 00:11:20,51.4733,1707,7.46,299.3776,44.4568,N/A,24.0473,68.2616,10,640,712,30,30,1054,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,454,327,1306,1400002C000A028002C81E1E041E000109D009D000000000000000000000000000000000026201C60147051A
1,1,9,0,22,4585,0,0,0,1,0,2018 DEC 03 07:51:23,2018 DEC 03 08:09:10,2018 DEC 03 07:51:33,2018 DEC 03 08:09:10,N/A,N/A,2018 DEC 03 08:01:33,2018 DEC 03 08:09:10,2018 DEC 03 08:08:40,25.696,-88.5149,2018 DEC 03 08:02:03,42.3485,-77.436,2018 DEC 03 08:03:16,51.7087,1696,7.3775,299.5739,44.7407,N/A,24.2062,68.7028,10,640,713,30,30,1057,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,457,327,1313,1400002C000A028002C91E1E0421000109D009D000000000000000000000000000000000026201C901470521
1,1,10,0,24,4587,0,0,0,1,0,2018 DEC 03 11:47:16,2018 DEC 03 12:05:04,2018 DEC 03 11:47:26,2018 DEC 03 12:05:04,N/A,N/A,2018 DEC 03 11:57:26,2018 DEC 03 12:05:04,2018 DEC 03 12:04:34,24.9479,-146.2834,2018 DEC 03 11:57:56,41.6754,-135.3342,2018 DEC 03 11:59:09,51.743,1691,7.3428,299.672,44.8354,N/A,24.2592,68.8499,10,640,713,30,30,1058,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,458,327,1315,1400002C000A028002C91E1E0422000109D009D000000000000000000000000000000000026201CA01470523
