Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Ingress solar occultation observation number,Merged Occultation (YES = 1; NO = 0),Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km (UTC),Latitude probed @ limb height 250 km (deg),Longitude probed @ limb height 250 km (deg),Limb Height 0 km (UTC),Latitude probed @ limb height 0 km (deg),Longitude probed @ limb height 0 km (deg),Limb Height 50 km: switch SCI1 to SCI2 (UTC),Beta angle (deg),Eclipse duration (Umbra end - Umbra start) (s),Local Solar Time (LST): TGO2SUN vector surface intercept point @ limb height 0 km (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
1,1,1,0,2,4564,0,0,0,1,0,2018 DEC 01 15:56:12,2018 DEC 01 16:13:46,2018 DEC 01 15:56:22,2018 DEC 01 16:13:46,N/A,N/A,2018 DEC 01 16:06:22,2018 DEC 01 16:13:46,2018 DEC 01 16:06:52,5.0595,-57.567,2018 DEC 01 16:13:16,21.314,-65.5494,2018 DEC 01 16:12:06,50.4744,1761,17.4339,298.5795,43.5104,N/A,23.5176,66.791,10,640,954,30,30,1044,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,444,327,1273,1400002C000A028003BA1E1E0414000109D009D000000000000000000000000000000000026201BC014704F9
1,1,2,0,4,4566,0,0,0,1,0,2018 DEC 01 19:52:09,2018 DEC 01 20:09:46,2018 DEC 01 19:52:19,2018 DEC 01 20:09:46,N/A,N/A,2018 DEC 01 20:02:19,2018 DEC 01 20:09:46,2018 DEC 01 20:02:49,5.9787,-115.3347,2018 DEC 01 20:09:16,22.5795,-123.0382,2018 DEC 01 20:08:05,50.6919,1750,17.4281,298.6778,43.7943,N/A,23.6765,67.2322,10,640,956,30,30,1047,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,447,327,1281,1400002C000A028003BC1E1E0417000109D009D000000000000000000000000000000000026201BF01470501
1,1,3,0,6,4568,0,0,0,1,0,2018 DEC 01 23:48:08,2018 DEC 02 00:05:45,2018 DEC 01 23:48:18,2018 DEC 02 00:05:45,N/A,N/A,2018 DEC 01 23:58:18,2018 DEC 02 00:05:45,2018 DEC 01 23:58:48,6.9458,-173.131,2018 DEC 02 00:05:15,23.5208,179.0183,2018 DEC 02 00:04:04,50.7608,1745,17.3919,298.7761,43.7943,N/A,23.6765,67.2322,10,640,956,30,30,1047,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,447,327,1281,1400002C000A028003BC1E1E0417000109D009D000000000000000000000000000000000026201BF01470501
1,1,4,0,9,4571,0,0,0,1,0,2018 DEC 02 05:42:09,2018 DEC 02 05:59:51,2018 DEC 02 05:42:19,2018 DEC 02 05:59:51,N/A,N/A,2018 DEC 02 05:52:19,2018 DEC 02 05:59:51,2018 DEC 02 05:52:49,8.1645,100.2591,2018 DEC 02 05:59:21,25.0523,92.3312,2018 DEC 02 05:58:09,51.0033,1734,17.3547,298.9236,44.2675,N/A,23.9414,67.9675,10,640,960,30,30,1052,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,452,327,1295,1400002C000A028003C01E1E041C000109D009D000000000000000000000000000000000026201C40147050F
1,1,5,0,11,4573,0,0,0,1,0,2018 DEC 02 09:38:04,2018 DEC 02 09:55:48,2018 DEC 02 09:38:14,2018 DEC 02 09:55:48,N/A,N/A,2018 DEC 02 09:48:14,2018 DEC 02 09:55:48,2018 DEC 02 09:48:44,9.0954,42.4918,2018 DEC 02 09:55:18,26.0119,34.2308,2018 DEC 02 09:54:06,51.153,1726,17.3075,299.0219,44.4568,N/A,24.0473,68.2616,10,640,962,30,30,1054,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,454,327,1301,1400002C000A028003C21E1E041E000109D009D000000000000000000000000000000000026201C601470515
1,1,6,0,15,4577,0,0,0,1,0,2018 DEC 02 17:30:14,2018 DEC 02 17:47:59,2018 DEC 02 17:30:24,2018 DEC 02 17:47:59,N/A,N/A,2018 DEC 02 17:40:24,2018 DEC 02 17:47:59,2018 DEC 02 17:40:54,11.1007,-73.1889,2018 DEC 02 17:47:29,28.0603,-81.7189,2018 DEC 02 17:46:17,51.3603,1713,17.2344,299.2185,44.5515,N/A,24.1003,68.4087,10,640,963,30,30,1055,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,455,327,1304,1400002C000A028003C31E1E041F000109D009D000000000000000000000000000000000026201C701470518
1,1,7,0,17,4579,0,0,0,1,0,2018 DEC 02 21:26:09,2018 DEC 02 21:43:55,2018 DEC 02 21:26:19,2018 DEC 02 21:43:55,N/A,N/A,2018 DEC 02 21:36:19,2018 DEC 02 21:43:55,2018 DEC 02 21:36:49,11.9707,-130.9356,2018 DEC 02 21:43:25,28.7026,-140.2956,2018 DEC 02 21:42:13,51.4786,1708,17.1553,299.3167,44.6461,N/A,24.1532,68.5558,10,640,964,30,30,1056,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,456,327,1307,1400002C000A028003C41E1E0420000109D009D000000000000000000000000000000000026201C80147051B
1,1,8,0,18,4580,0,0,0,1,0,2018 DEC 02 23:24:09,2018 DEC 02 23:41:55,2018 DEC 02 23:24:19,2018 DEC 02 23:41:55,N/A,N/A,2018 DEC 02 23:34:19,2018 DEC 02 23:41:55,2018 DEC 02 23:34:49,12.4567,-159.8414,2018 DEC 02 23:41:25,29.4381,-168.6177,2018 DEC 02 23:40:12,51.4755,1707,17.1806,299.3658,44.6461,N/A,24.1532,68.5558,10,640,963,30,30,1056,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,456,327,1306,1400002C000A028003C31E1E0420000109D009D000000000000000000000000000000000026201C80147051A
1,1,9,0,22,4584,0,0,0,1,0,2018 DEC 03 07:16:10,2018 DEC 03 07:34:02,2018 DEC 03 07:16:20,2018 DEC 03 07:34:02,N/A,N/A,2018 DEC 03 07:26:20,2018 DEC 03 07:34:02,2018 DEC 03 07:26:50,14.1046,84.6524,2018 DEC 03 07:33:32,31.5548,76.0022,2018 DEC 03 07:32:18,51.7014,1696,17.1442,299.5621,45.2139,N/A,24.471,69.4381,10,640,968,30,30,1062,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,462,327,1323,1400002C000A028003C81E1E0426000109D009D000000000000000000000000000000000026201CE0147052B
1,1,10,0,24,4586,0,0,0,1,0,2018 DEC 03 11:12:08,2018 DEC 03 11:29:59,2018 DEC 03 11:12:18,2018 DEC 03 11:29:59,N/A,N/A,2018 DEC 03 11:22:18,2018 DEC 03 11:29:59,2018 DEC 03 11:22:48,15.1397,26.8148,2018 DEC 03 11:29:29,32.4372,17.8055,2018 DEC 03 11:28:15,51.7408,1691,17.0906,299.6603,45.1193,N/A,24.4181,69.2911,10,640,967,30,30,1061,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,461,327,1320,1400002C000A028003C71E1E0425000109D009D000000000000000000000000000000000026201CD01470528
1,1,11,0,27,4589,0,0,0,1,0,2018 DEC 03 17:06:16,2018 DEC 03 17:24:08,2018 DEC 03 17:06:26,2018 DEC 03 17:24:08,N/A,N/A,2018 DEC 03 17:16:26,2018 DEC 03 17:24:08,2018 DEC 03 17:16:56,16.5725,-59.9406,2018 DEC 03 17:23:38,33.8795,-69.2174,2018 DEC 03 17:22:24,51.8327,1686,17.0319,299.8075,45.2139,N/A,24.471,69.4381,10,640,968,30,30,1062,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,462,327,1323,1400002C000A028003C81E1E0426000109D009D000000000000000000000000000000000026201CE0147052B
