S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2025 FEB 16 15:36:00,73.5098,-16.4184,314.0221,3.6183,82.3517,2.4026e-14,82.3517
TGO,2025 FEB 16 15:27:00,72.5012,-15.5,433.0493,3.5336,83.2696,0.5658,83.6932

MRO,2025 FEB 18 05:00:00,73.9736,157.7674,313.2212,3.6383,81.7888,7.9514e-15,81.7888
TGO,2025 FEB 18 04:48:00,73.8057,161.4866,432.228,3.6917,81.7195,0.46122,81.9791

MRO,2025 FEB 18 10:36:00,75.7642,77.6791,312.8155,3.7506,80.3342,3.863e-14,80.3342
TGO,2025 FEB 18 10:42:00,74.2422,78.0938,433.4058,3.8756,80.8254,0.45736,81.0759

MRO,2025 FEB 26 09:21:00,75.1905,172.1361,312.6524,3.7356,79.6776,1.4494e-14,79.6776
TGO,2025 FEB 26 09:21:00,75.9074,172.6362,432.5383,3.7689,79.1538,0.44014,79.3979

MRO,2025 FEB 26 14:57:00,77.0434,92.4541,312.8139,3.8747,78.1703,6.4106e-15,78.1703
TGO,2025 FEB 26 15:15:00,75.8692,89.7284,434.0737,3.985,78.5038,0.4409,78.7412

MRO,2025 MAR 04 18:42:00,73.6408,92.8794,312.9856,3.7308,79.839,2.5468e-14,79.839
TGO,2025 MAR 04 18:39:00,75.6405,90.77,433.691,3.5414,79.1809,0.44229,79.4343

MRO,2025 MAR 05 00:18:00,75.4101,11.8889,315.7751,3.7828,78.5915,3.0226e-14,78.5915
TGO,2025 MAR 05 00:33:00,75.6022,7.0032,433.4988,3.7003,78.7193,0.44314,78.968

MRO,2025 MAR 06 13:42:00,75.5466,-174.1096,315.2942,3.7897,78.3059,1.4312e-14,78.3059
TGO,2025 MAR 06 13:54:00,74.9699,-173.7147,432.721,4.0108,77.9486,1.3315,78.9808

MRO,2025 MAR 12 17:27:00,71.8377,-173.236,314.7213,3.6742,80.2348,2.324e-14,80.2348
TGO,2025 MAR 12 17:18:00,73.5771,-174.7696,432.8519,3.4258,79.9525,0.46237,80.2242

MRO,2025 MAR 14 01:15:00,69.9713,82.1023,312.6435,3.6519,81.3421,7.7194e-15,81.3421
TGO,2025 MAR 14 00:45:00,72.8015,85.7572,432.9601,3.4089,80.3797,0.46311,80.6815

MRO,2025 MAR 14 06:51:00,71.8138,0.83681,316.1654,3.6856,80.0404,5.2456e-14,80.0404
TGO,2025 MAR 14 06:39:00,72.2314,1.8994,431.4191,3.5617,80.2155,0.47584,80.4917

MRO,2025 MAR 14 10:36:00,70.0646,-54.5248,313.2762,3.6453,81.2688,3.3396e-14,81.2688
TGO,2025 MAR 14 10:36:00,69.9418,-52.502,433.2127,3.78,80.8095,12.571,71.4277

MRO,2025 MAR 15 20:15:00,71.434,174.635,313.8484,3.6786,80.1366,2.4996e-14,80.1366
TGO,2025 MAR 15 20:00:00,70.6866,177.7018,432.6725,3.6397,80.7511,0.49063,81.0345

